EUBO, ELBO, IWELBO, ESS, SNR, VAR
-4.249757289886475, -7.879788875579834, -5.568071365356445, 1.1436947584152222, 1.727464836209907, 0.266456610685626
3.0708982944488525, -4.948721885681152, 1.4860289096832275, 1.0066697597503662, 1.6907119078502695, 0.23768822365240677
3.6202454566955566, -6.334143161773682, 2.062978506088257, 1.017482876777649, 1.8784145161763113, 0.2695530438531425
0.23420199751853943, -11.147392272949219, -1.247344732284546, 1.0569875240325928, 1.8389805571547886, 0.31451761040343323
0.19224333763122559, -6.364840984344482, -1.246103286743164, 1.0839438438415527, 2.0205770945369643, 0.25463680195646454
3.2920188903808594, -9.173893928527832, 1.683288812637329, 1.000126838684082, 1.5891561184413785, 0.20435539674282135
2.390779972076416, -10.103172302246094, 1.5911073684692383, 2.115701913833618, 1.7265056226359032, 0.22549964795185432
-5.245815753936768, -13.540750503540039, -6.765354156494141, 1.0312583446502686, 1.7562077640293303, 0.30516380029718226
-1.410114049911499, -10.078258514404297, -3.002941131591797, 1.0044108629226685, 1.7106669430677046, 0.2855348603494306
3.254138231277466, -6.804452419281006, 1.8590843677520752, 1.1170555353164673, 1.7115819707170397, 0.2936344072731562
-0.4980936646461487, -11.077431678771973, -2.1055054664611816, 1.000409722328186, 1.8057044740026857, 0.2968948340908336
2.7814888954162598, -13.1934232711792, 1.1732847690582275, 1.0002466440200806, 1.8182384787928076, 0.2262950826402423
1.5877282619476318, -8.10203742980957, 0.5180773735046387, 1.541029930114746, 1.646747930461779, 0.2609772200513798
-1.6736862659454346, -10.719079971313477, -2.405694007873535, 2.17948579788208, 1.825519954633375, 0.2838925770180842
-4.244964599609375, -11.725814819335938, -5.785195827484131, 1.0228378772735596, 1.8518060463715313, 0.25479405145432443
0.0797550231218338, -6.2688188552856445, -0.9004501104354858, 1.7761900424957275, 1.6879290891378282, 0.3416404789693158
1.2338521480560303, -1.7602884769439697, 0.42803430557250977, 2.0566349029541016, 1.6861049267293184, 0.3939288871721048
0.7345683574676514, -5.268179893493652, 0.0757741928100586, 2.2986624240875244, 1.7609042950511538, 0.28358946254077033
-0.44667014479637146, -15.612165451049805, -2.0560922622680664, 1.000002145767212, 1.522002722682653, 0.35284806816259784
-0.8594350814819336, -6.949639797210693, -2.4503283500671387, 1.0044382810592651, 1.5558991376508424, 0.3126247605563466
-0.10677526891231537, -11.443168640136719, -1.2382365465164185, 1.4298456907272339, 1.8283143759121665, 0.2939403664337187
-1.7797073125839233, -8.914552688598633, -3.15354585647583, 1.1080220937728882, 1.5978360707514931, 0.24059126727247349
-2.0942564010620117, -5.768798351287842, -2.659498929977417, 2.710691213607788, 1.9062354403403572, 0.3131870930849558
-0.7658231258392334, -6.229115962982178, -1.8394132852554321, 1.3927134275436401, 2.0642526397494683, 0.2750595477410217
-3.5441176891326904, -9.463133811950684, -4.505699157714844, 1.8215218782424927, 1.7164254973563975, 0.25972319809104305
-3.672065258026123, -12.165717124938965, -5.111235618591309, 1.0765138864517212, 2.054159255670182, 0.28446149498472395
