EUBO, ELBO, IWELBO, ESS, SNR, VAR
-0.929614782333374, -6.393780708312988, -2.319093704223633, 1.0895240306854248, 11.656165258145924, 2.5057629780472506
-1.5346962213516235, -7.050173282623291, -2.198662281036377, 2.3553709983825684, 11.752611569128138, 2.3891133446349633
-1.8027982711791992, -8.785015106201172, -3.143350124359131, 1.1344053745269775, 10.041810379499307, 3.475868335322077
3.605625867843628, -4.528951644897461, 2.3577349185943604, 1.2608442306518555, 12.302668398138866, 2.1424847904934414
-2.369807243347168, -7.623701572418213, -3.743774890899658, 1.1265428066253662, 14.34890801503601, 1.9181812722122855
-4.035039901733398, -9.928712844848633, -5.5412397384643555, 1.0365326404571533, 11.797329704660024, 2.5812822385286465
3.8327059745788574, -4.165700435638428, 2.283811569213867, 1.0191651582717896, 11.710662021601468, 2.3385033918249745
0.87151038646698, -10.071454048156738, -0.4942220449447632, 1.140504002571106, 10.502712908726153, 3.290653600664456
0.945351243019104, -5.514538288116455, -0.09897875785827637, 1.6053812503814697, 10.024866125352055, 3.110250325376731
1.2865442037582397, -5.2627458572387695, -0.28380513191223145, 1.0112096071243286, 9.58989209418043, 3.0982438356115436
0.8345444798469543, -6.418017387390137, -0.7474616765975952, 1.0080128908157349, 11.817548125656725, 3.024885080998568
-0.587575376033783, -6.739832878112793, -1.54017174243927, 1.8565484285354614, 10.022294348939647, 3.2403295159852212
-1.0363996028900146, -9.906054496765137, -2.237813949584961, 1.3118609189987183, 11.409734084740807, 2.66048980991133
-2.336670160293579, -6.5619611740112305, -3.143132448196411, 1.9583117961883545, 9.887745669403426, 3.3458118162087596
-0.14321397244930267, -6.879473686218262, -1.6640640497207642, 1.0323705673217773, 14.919936041109727, 1.8411935600150262
2.7611212730407715, -5.230599403381348, 1.2640700340270996, 1.046003818511963, 11.34621937119391, 3.066842849228299
3.614020824432373, -5.360933780670166, 2.4658374786376953, 1.4017843008041382, 13.864467166164731, 2.2483660925154205
-0.5498351454734802, -8.76290225982666, -1.9735912084579468, 1.078492283821106, 15.946128747059356, 1.7898221352881447
-1.5832011699676514, -7.3183135986328125, -2.5058095455169678, 1.523186445236206, 10.646541777678392, 3.1831389295033614
0.08188614994287491, -5.777507781982422, -1.4728896617889404, 1.0165119171142578, 10.792351422248743, 2.4290264886932746
-9.683557510375977, -13.981843948364258, -10.886094093322754, 1.2402724027633667, 10.199837669982207, 3.2443041655473
1.0360794067382812, -6.562213897705078, -0.5437308549880981, 1.0087062120437622, 10.410693366603901, 2.671587532140002
1.5720709562301636, -10.150360107421875, -0.022152185440063477, 1.0041680335998535, 12.056942068040144, 2.7969206695175695
0.03911919146776199, -6.806360721588135, -1.544955849647522, 1.0071438550949097, 13.353103565573338, 2.2786192071635156
0.5154090523719788, -6.716298580169678, -0.957943856716156, 1.0620522499084473, 9.180054898776271, 3.990067148822535
-2.235182762145996, -3.9303359985351562, -2.8955185413360596, 2.112604856491089, 8.629605176086748, 3.4977120266230193
0.25685593485832214, -6.569266319274902, -1.2804739475250244, 1.0239746570587158, 10.871359589698883, 3.426513132202696
-3.836117744445801, -8.552591323852539, -4.7646098136901855, 1.6997703313827515, 9.967230129344475, 2.533998810515728
-0.49978041648864746, -7.98284912109375, -1.5029418468475342, 1.686031699180603, 9.241549253611884, 3.3195240237529733
-4.783429145812988, -12.746426582336426, -6.374048233032227, 1.005365252494812, 9.535412604687123, 4.168345939782095
1.4197571277618408, -5.681130409240723, 0.2763650417327881, 1.3785347938537598, 11.001378414407446, 2.4794962873208597
-2.7333879470825195, -6.125682830810547, -3.2675700187683105, 2.854825735092163, 11.096307483063224, 2.8094082029392133
1.6778311729431152, -10.484771728515625, 0.07052755355834961, 1.0004544258117676, 12.123638705365215, 2.2391592488449246
-0.25502729415893555, -4.250386714935303, -0.9491671919822693, 2.2880895137786865, 11.144281367437175, 2.2357775642515842
-2.7715888023376465, -6.599188327789307, -3.503633737564087, 2.149555206298828, 11.997158488471085, 2.548796163484938
1.786341905593872, -6.110719203948975, 0.2767810821533203, 1.0391621589660645, 10.237458561987284, 2.226322420666441
-1.1380412578582764, -9.18319320678711, -2.1427652835845947, 1.7036577463150024, 10.520946018877755, 2.707908155400084
4.125716686248779, -7.39215087890625, 2.584256649017334, 1.0252526998519897, 9.539565898028153, 3.0336522279223894
2.075944185256958, -8.567144393920898, 0.7793393135070801, 1.2027515172958374, 13.90726851521005, 2.2193397492159797
2.280292272567749, -6.093197345733643, 1.2721576690673828, 1.6968110799789429, 13.075181399904906, 2.5521013105918344
1.3040127754211426, -2.399482488632202, 0.04965925216674805, 1.204382061958313, 8.119152457033318, 3.835158233317279
2.715665578842163, -4.509124755859375, 1.5052499771118164, 1.2926312685012817, 12.495281876285556, 1.8920855823554468
-1.8983464241027832, -8.995014190673828, -3.293933391571045, 1.1032822132110596, 10.341117827627928, 2.079360639930216
2.230137348175049, -1.9753599166870117, 0.9574427604675293, 1.1755506992340088, 9.85047524721805, 2.8023657576631544
1.969448447227478, -5.733725547790527, 0.7216498851776123, 1.2609689235687256, 12.931952824478582, 2.017704226212468
-6.511049270629883, -10.549906730651855, -7.43033504486084, 1.6683299541473389, 9.691460207180436, 3.579035606339489
