EUBO_ave, ELBO_ave, ESS, Loss, KLs_eta_ex_ag, KLs_eta_in_ag, KL_z_ex_ag, KL_z_in_ag
-331.96194458, -638.284240723, 1.02789759636, -269644.3125, 471.896240234, 20.0568122864, 118.231170654, 20.7922992706
-377.626098633, -817.321350098, 1.00877285004, -417423.4375, 664.767333984, 20.170633316, 151.491943359, 20.6267623901
-315.665771484, -595.274597168, 1.03587496281, -278443.40625, 422.188934326, 19.3703536987, 109.881240845, 19.5096244812
-326.367340088, -678.340942383, 1.02005982399, -303190.53125, 475.000610352, 20.6034374237, 116.980392456, 21.647441864
-293.359161377, -537.143615723, 1.00254333019, -230258.421875, 362.486907959, 17.9004497528, 93.1293869019, 20.0153617859
-312.523925781, -588.220336914, 1.05300211906, -290968.34375, 415.785736084, 19.1292114258, 109.286376953, 19.2391204834
-293.84262085, -568.535583496, 1.03839933872, -229246.796875, 341.748596191, 18.1974067688, 110.477859497, 17.8920631409
-253.450073242, -452.898132324, 1.076603055, -194479.515625, 272.16784668, 17.4631118774, 64.9653549194, 16.9934272766
