snr: 1.579003, var: 0.902695, inckl_gen:174.843018, inckl_eta:28.912443, inckl_z:0.365834
snr: 1.611340, var: 0.937471, inckl_gen:252.369781, inckl_eta:36.115871, inckl_z:0.334451
snr: 1.650466, var: 0.975868, inckl_gen:247.225861, inckl_eta:30.712402, inckl_z:0.274692
snr: 1.646733, var: 0.965529, inckl_gen:210.873123, inckl_eta:45.761120, inckl_z:0.343993
snr: 1.614957, var: 0.938537, inckl_gen:320.174133, inckl_eta:31.145575, inckl_z:0.177992
snr: 1.596043, var: 0.915050, inckl_gen:233.028915, inckl_eta:34.972775, inckl_z:0.200384
snr: 1.545789, var: 0.864330, inckl_gen:286.705811, inckl_eta:23.936281, inckl_z:0.144366
snr: 1.528469, var: 0.854852, inckl_gen:230.870224, inckl_eta:20.679083, inckl_z:0.134153
snr: 1.586667, var: 0.914548, inckl_gen:381.796722, inckl_eta:37.225880, inckl_z:0.138110
snr: 1.589763, var: 0.923427, inckl_gen:289.523163, inckl_eta:26.924061, inckl_z:0.139266
snr: 1.590319, var: 0.925031, inckl_gen:369.193085, inckl_eta:33.199158, inckl_z:0.119651
snr: 1.563420, var: 0.899963, inckl_gen:512.881042, inckl_eta:64.321739, inckl_z:0.168829
snr: 1.600868, var: 0.936812, inckl_gen:708.947937, inckl_eta:58.916302, inckl_z:0.176603
snr: 1.535782, var: 0.877795, inckl_gen:260.312317, inckl_eta:45.631588, inckl_z:0.100326
snr: 1.504672, var: 0.848666, inckl_gen:773.599060, inckl_eta:98.495850, inckl_z:0.076694
snr: 1.520085, var: 0.866606, inckl_gen:400.428558, inckl_eta:53.828548, inckl_z:0.098033
snr: 1.506168, var: 0.855365, inckl_gen:335.905243, inckl_eta:80.427704, inckl_z:0.131473
snr: 1.501772, var: 0.854292, inckl_gen:553.705505, inckl_eta:43.378246, inckl_z:0.058767
snr: 1.524269, var: 0.878706, inckl_gen:493.625214, inckl_eta:73.221535, inckl_z:0.090067
snr: 1.532820, var: 0.889447, inckl_gen:326.071075, inckl_eta:28.656641, inckl_z:0.056912
snr: 1.596745, var: 0.954912, inckl_gen:461.770477, inckl_eta:88.759865, inckl_z:0.096105
snr: 1.522272, var: 0.879900, inckl_gen:325.731598, inckl_eta:43.794044, inckl_z:0.070402
snr: 1.505420, var: 0.865321, inckl_gen:413.316376, inckl_eta:55.630768, inckl_z:0.097163
snr: 1.499506, var: 0.860908, inckl_gen:495.115326, inckl_eta:107.154907, inckl_z:0.113136
snr: 1.449241, var: 0.808497, inckl_gen:398.227936, inckl_eta:69.166039, inckl_z:0.109597
snr: 1.420110, var: 0.783775, inckl_gen:406.828644, inckl_eta:36.957794, inckl_z:0.106828
snr: 1.499427, var: 0.864750, inckl_gen:420.561432, inckl_eta:90.234306, inckl_z:0.143831
snr: 1.469300, var: 0.836750, inckl_gen:343.118561, inckl_eta:61.067993, inckl_z:0.085112
snr: 1.403203, var: 0.769473, inckl_gen:347.528015, inckl_eta:36.850216, inckl_z:0.057318
snr: 1.459505, var: 0.828932, inckl_gen:333.194702, inckl_eta:43.975933, inckl_z:0.069063
snr: 1.448856, var: 0.819633, inckl_gen:351.988434, inckl_eta:20.624289, inckl_z:0.085363
snr: 1.513744, var: 0.883197, inckl_gen:376.358124, inckl_eta:25.564081, inckl_z:0.061720
snr: 1.440074, var: 0.808612, inckl_gen:294.869537, inckl_eta:36.290382, inckl_z:0.071079
snr: 1.392206, var: 0.766727, inckl_gen:358.319336, inckl_eta:25.918156, inckl_z:0.051459
snr: 1.413789, var: 0.785782, inckl_gen:527.281433, inckl_eta:127.071793, inckl_z:0.143961
snr: 1.410194, var: 0.783613, inckl_gen:494.144135, inckl_eta:67.498924, inckl_z:0.128983
snr: 1.467309, var: 0.844799, inckl_gen:421.137207, inckl_eta:40.381218, inckl_z:0.066856
snr: 1.487364, var: 0.865335, inckl_gen:489.533600, inckl_eta:50.223064, inckl_z:0.083167
snr: 1.468842, var: 0.847945, inckl_gen:507.668060, inckl_eta:49.306007, inckl_z:0.084773
snr: 1.422557, var: 0.802403, inckl_gen:375.128967, inckl_eta:36.120270, inckl_z:0.046764
snr: 1.421628, var: 0.799523, inckl_gen:281.354675, inckl_eta:41.288280, inckl_z:0.067020
snr: 1.430099, var: 0.812221, inckl_gen:326.685394, inckl_eta:44.012531, inckl_z:0.078184
snr: 1.417324, var: 0.795466, inckl_gen:462.538330, inckl_eta:44.715862, inckl_z:0.076081
snr: 1.391135, var: 0.767876, inckl_gen:454.957977, inckl_eta:132.884872, inckl_z:0.150923
snr: 1.362978, var: 0.743380, inckl_gen:292.493744, inckl_eta:25.184465, inckl_z:0.046906
snr: 1.403592, var: 0.782795, inckl_gen:394.980621, inckl_eta:71.563660, inckl_z:0.145423
snr: 1.447122, var: 0.830379, inckl_gen:439.763885, inckl_eta:79.746269, inckl_z:0.045476
snr: 1.386338, var: 0.763859, inckl_gen:352.174896, inckl_eta:57.144848, inckl_z:0.084789
snr: 1.399172, var: 0.775624, inckl_gen:352.462708, inckl_eta:42.135712, inckl_z:0.095291
snr: 1.392309, var: 0.772477, inckl_gen:361.955872, inckl_eta:78.123039, inckl_z:0.128264
snr: 1.371399, var: 0.754005, inckl_gen:301.081268, inckl_eta:20.741947, inckl_z:0.086858
snr: 1.393081, var: 0.772021, inckl_gen:336.436829, inckl_eta:28.715830, inckl_z:0.089575
snr: 1.380537, var: 0.760466, inckl_gen:371.954071, inckl_eta:54.425781, inckl_z:0.096284
snr: 1.328046, var: 0.703766, inckl_gen:358.391815, inckl_eta:96.654495, inckl_z:0.116670
snr: 1.391469, var: 0.772449, inckl_gen:453.533997, inckl_eta:62.343609, inckl_z:0.077799
snr: 1.392215, var: 0.776450, inckl_gen:425.178528, inckl_eta:72.128624, inckl_z:0.103308
