snr: 1.579003, var: 0.902695, inckl_gen:174.843018, inckl_eta:28.912443, inckl_z:0.365834
snr: 1.372885, var: 0.760900, inckl_gen:392.828339, inckl_eta:33.476318, inckl_z:0.070581
snr: 1.380358, var: 0.769421, inckl_gen:330.581390, inckl_eta:24.048279, inckl_z:0.053366
snr: 1.323277, var: 0.709713, inckl_gen:386.487946, inckl_eta:68.478271, inckl_z:0.113994
snr: 1.367033, var: 0.754710, inckl_gen:548.607605, inckl_eta:37.404953, inckl_z:0.092092
snr: 1.358751, var: 0.743043, inckl_gen:428.795959, inckl_eta:89.092636, inckl_z:0.077606
snr: 1.348517, var: 0.735234, inckl_gen:274.383759, inckl_eta:28.531818, inckl_z:0.055514
snr: 1.350960, var: 0.731611, inckl_gen:366.942383, inckl_eta:40.465767, inckl_z:0.077578
snr: 1.368056, var: 0.754474, inckl_gen:304.275116, inckl_eta:37.505806, inckl_z:0.081877
snr: 1.392450, var: 0.782040, inckl_gen:350.570709, inckl_eta:49.466064, inckl_z:0.110716
snr: 1.365503, var: 0.755029, inckl_gen:416.090424, inckl_eta:51.298317, inckl_z:0.056890
snr: 1.383361, var: 0.777531, inckl_gen:304.391907, inckl_eta:34.545815, inckl_z:0.074166
snr: 1.403313, var: 0.799377, inckl_gen:338.339691, inckl_eta:26.288946, inckl_z:0.065175
snr: 1.385087, var: 0.779302, inckl_gen:363.457733, inckl_eta:27.938969, inckl_z:0.056970
snr: 1.381936, var: 0.768855, inckl_gen:329.926910, inckl_eta:35.331505, inckl_z:0.064842
snr: 1.379147, var: 0.767729, inckl_gen:283.474976, inckl_eta:41.204678, inckl_z:0.060543
snr: 1.329846, var: 0.722953, inckl_gen:215.311386, inckl_eta:40.348396, inckl_z:0.041878
snr: 1.301047, var: 0.692224, inckl_gen:267.587616, inckl_eta:48.719372, inckl_z:0.053930
snr: 1.314519, var: 0.709153, inckl_gen:341.362976, inckl_eta:43.075409, inckl_z:0.046823
snr: 1.251772, var: 0.644916, inckl_gen:323.424927, inckl_eta:20.396708, inckl_z:0.062235
snr: 1.251341, var: 0.647844, inckl_gen:381.934387, inckl_eta:31.733845, inckl_z:0.052321
snr: 1.307726, var: 0.705389, inckl_gen:246.843613, inckl_eta:47.968117, inckl_z:0.066922
snr: 1.264590, var: 0.664017, inckl_gen:313.679443, inckl_eta:28.307981, inckl_z:0.062994
snr: 1.268673, var: 0.665878, inckl_gen:351.969940, inckl_eta:73.342194, inckl_z:0.059214
snr: 1.325354, var: 0.724779, inckl_gen:360.760223, inckl_eta:26.805588, inckl_z:0.056021
snr: 1.277092, var: 0.670162, inckl_gen:252.215927, inckl_eta:22.449247, inckl_z:0.044046
snr: 1.252042, var: 0.655431, inckl_gen:243.320068, inckl_eta:32.974098, inckl_z:0.043965
snr: 1.352859, var: 0.760165, inckl_gen:283.689301, inckl_eta:37.153393, inckl_z:0.056071
snr: 1.291400, var: 0.697659, inckl_gen:346.854095, inckl_eta:24.109110, inckl_z:0.054968
snr: 1.282303, var: 0.689228, inckl_gen:205.109650, inckl_eta:8.980342, inckl_z:0.044519
snr: 1.281894, var: 0.691269, inckl_gen:269.562012, inckl_eta:33.054012, inckl_z:0.080050
snr: 1.270723, var: 0.675070, inckl_gen:375.144287, inckl_eta:28.644423, inckl_z:0.070613
snr: 1.292745, var: 0.702276, inckl_gen:320.896576, inckl_eta:21.952675, inckl_z:0.053138
snr: 1.243683, var: 0.647066, inckl_gen:365.047699, inckl_eta:36.833065, inckl_z:0.079012
snr: 1.227183, var: 0.634570, inckl_gen:298.737305, inckl_eta:24.780632, inckl_z:0.057991
snr: 1.250907, var: 0.660684, inckl_gen:310.383881, inckl_eta:22.434813, inckl_z:0.069452
snr: 1.232900, var: 0.646462, inckl_gen:269.018036, inckl_eta:32.697063, inckl_z:0.071483
snr: 1.263407, var: 0.680436, inckl_gen:281.457733, inckl_eta:35.351868, inckl_z:0.060255
snr: 1.238147, var: 0.657189, inckl_gen:262.216278, inckl_eta:50.667225, inckl_z:0.047700
snr: 1.195901, var: 0.621993, inckl_gen:264.402893, inckl_eta:24.611496, inckl_z:0.075558
snr: 1.261289, var: 0.693360, inckl_gen:288.774414, inckl_eta:38.635494, inckl_z:0.061285
snr: 1.246588, var: 0.669937, inckl_gen:281.226654, inckl_eta:30.720850, inckl_z:0.091622
snr: 1.222753, var: 0.644718, inckl_gen:235.518311, inckl_eta:18.228399, inckl_z:0.034468
snr: 1.242978, var: 0.674789, inckl_gen:183.174515, inckl_eta:30.434305, inckl_z:0.042185
snr: 1.242141, var: 0.675149, inckl_gen:304.375732, inckl_eta:32.720028, inckl_z:0.089045
snr: 1.224367, var: 0.670996, inckl_gen:182.944229, inckl_eta:17.287292, inckl_z:0.040523
snr: 1.221555, var: 0.677041, inckl_gen:173.869080, inckl_eta:14.408742, inckl_z:0.050729
snr: 1.216166, var: 0.672027, inckl_gen:184.083405, inckl_eta:30.597692, inckl_z:0.038206
snr: 1.280176, var: 0.748749, inckl_gen:226.886520, inckl_eta:35.437408, inckl_z:0.047476
snr: 1.287695, var: 0.774914, inckl_gen:220.757477, inckl_eta:23.359625, inckl_z:0.035517
snr: 1.288530, var: 0.795095, inckl_gen:225.473801, inckl_eta:31.953480, inckl_z:0.038985
snr: 1.289812, var: 0.796042, inckl_gen:166.627060, inckl_eta:17.978733, inckl_z:0.031171
snr: 1.340913, var: 0.857046, inckl_gen:172.146484, inckl_eta:14.247016, inckl_z:0.035937
snr: 1.346664, var: 0.879913, inckl_gen:193.544815, inckl_eta:31.313486, inckl_z:0.035688
snr: 1.361285, var: 0.911514, inckl_gen:158.786118, inckl_eta:26.736322, inckl_z:0.031832
snr: 1.363064, var: 0.922784, inckl_gen:161.904114, inckl_eta:19.334700, inckl_z:0.033942
snr: 1.407452, var: 0.996203, inckl_gen:205.756912, inckl_eta:30.561995, inckl_z:0.036644
snr: 1.422262, var: 1.002594, inckl_gen:155.957199, inckl_eta:19.282776, inckl_z:0.038910
snr: 1.358447, var: 0.948855, inckl_gen:152.261398, inckl_eta:22.376682, inckl_z:0.033029
snr: 1.454326, var: 1.079285, inckl_gen:222.030273, inckl_eta:26.252028, inckl_z:0.037020
snr: 1.420364, var: 1.034497, inckl_gen:165.720963, inckl_eta:22.099173, inckl_z:0.033808
snr: 1.358243, var: 0.971991, inckl_gen:317.259827, inckl_eta:41.369068, inckl_z:0.129159
snr: 1.377518, var: 1.003925, inckl_gen:127.693520, inckl_eta:21.539871, inckl_z:0.030361
snr: 1.444656, var: 1.062373, inckl_gen:122.676292, inckl_eta:26.490290, inckl_z:0.037257
snr: 1.355999, var: 0.987776, inckl_gen:185.752319, inckl_eta:18.328108, inckl_z:0.040663
snr: 1.401149, var: 1.024673, inckl_gen:109.349022, inckl_eta:23.751163, inckl_z:0.036990
snr: 1.387718, var: 1.012115, inckl_gen:151.909348, inckl_eta:22.113478, inckl_z:0.041441
snr: 1.362188, var: 0.978572, inckl_gen:165.924194, inckl_eta:28.024347, inckl_z:0.036909
snr: 1.358789, var: 1.005237, inckl_gen:151.729416, inckl_eta:21.270948, inckl_z:0.037078
snr: 1.436997, var: 1.083822, inckl_gen:165.207199, inckl_eta:21.625662, inckl_z:0.031949
snr: 1.409342, var: 1.046323, inckl_gen:214.849594, inckl_eta:32.197948, inckl_z:0.040908
snr: 1.387770, var: 1.008675, inckl_gen:137.364868, inckl_eta:22.379230, inckl_z:0.034846
snr: 1.408306, var: 1.019255, inckl_gen:130.737289, inckl_eta:18.412825, inckl_z:0.031854
snr: 1.386843, var: 1.039809, inckl_gen:181.302353, inckl_eta:25.402712, inckl_z:0.056502
snr: 1.387394, var: 1.034699, inckl_gen:218.585648, inckl_eta:25.502850, inckl_z:0.032395
snr: 1.354600, var: 0.987292, inckl_gen:112.235168, inckl_eta:21.793573, inckl_z:0.036480
snr: 1.351284, var: 0.973039, inckl_gen:187.194336, inckl_eta:24.269320, inckl_z:0.028011
snr: 1.360825, var: 1.013025, inckl_gen:150.474365, inckl_eta:23.871407, inckl_z:0.030760
snr: 1.345041, var: 1.014552, inckl_gen:135.441132, inckl_eta:23.294418, inckl_z:0.028961
snr: 1.403936, var: 1.068720, inckl_gen:204.937988, inckl_eta:20.520407, inckl_z:0.076993
snr: 1.379937, var: 1.023486, inckl_gen:163.433167, inckl_eta:19.368412, inckl_z:0.043499
snr: 1.363941, var: 1.034032, inckl_gen:122.673393, inckl_eta:17.034597, inckl_z:0.040818
snr: 1.389666, var: 1.032827, inckl_gen:161.087845, inckl_eta:20.174273, inckl_z:0.036858
snr: 1.415089, var: 1.094248, inckl_gen:108.804031, inckl_eta:23.175398, inckl_z:0.039434
snr: 1.429579, var: 1.101747, inckl_gen:103.397781, inckl_eta:23.477247, inckl_z:0.030987
snr: 1.438477, var: 1.139181, inckl_gen:107.339500, inckl_eta:19.983831, inckl_z:0.040023
snr: 1.407342, var: 1.078144, inckl_gen:144.263290, inckl_eta:25.152174, inckl_z:0.028492
snr: 1.364060, var: 1.039641, inckl_gen:133.859070, inckl_eta:18.967499, inckl_z:0.028913
snr: 1.365297, var: 1.040509, inckl_gen:142.506210, inckl_eta:31.220371, inckl_z:0.046374
snr: 1.338762, var: 1.011623, inckl_gen:115.347084, inckl_eta:23.641811, inckl_z:0.025348
snr: 1.391406, var: 1.065548, inckl_gen:87.285194, inckl_eta:19.535873, inckl_z:0.029087
snr: 1.424428, var: 1.105230, inckl_gen:274.957123, inckl_eta:24.610167, inckl_z:0.039942
snr: 1.440006, var: 1.114741, inckl_gen:170.433762, inckl_eta:19.023834, inckl_z:0.034430
snr: 1.380467, var: 1.074634, inckl_gen:94.042366, inckl_eta:19.871008, inckl_z:0.026298
snr: 1.362743, var: 1.026696, inckl_gen:170.995331, inckl_eta:21.443600, inckl_z:0.038221
snr: 1.400517, var: 1.081379, inckl_gen:107.705421, inckl_eta:23.709929, inckl_z:0.029305
snr: 1.493945, var: 1.171922, inckl_gen:69.805290, inckl_eta:18.827793, inckl_z:0.031949
snr: 1.475261, var: 1.169017, inckl_gen:123.979309, inckl_eta:21.246321, inckl_z:0.039516
snr: 1.511744, var: 1.216763, inckl_gen:170.212479, inckl_eta:18.659704, inckl_z:0.032220
snr: 1.421509, var: 1.107322, inckl_gen:172.955200, inckl_eta:19.705359, inckl_z:0.028060
snr: 1.506273, var: 1.179483, inckl_gen:90.063225, inckl_eta:26.202774, inckl_z:0.040425
snr: 1.447836, var: 1.118489, inckl_gen:136.684418, inckl_eta:20.128428, inckl_z:0.035932
snr: 1.422720, var: 1.117852, inckl_gen:70.610466, inckl_eta:12.446433, inckl_z:0.036180
snr: 1.438548, var: 1.110254, inckl_gen:253.804596, inckl_eta:20.751062, inckl_z:0.214814
snr: 1.378935, var: 1.035066, inckl_gen:72.723572, inckl_eta:18.871595, inckl_z:0.032415
snr: 1.491908, var: 1.190011, inckl_gen:73.586845, inckl_eta:12.987693, inckl_z:0.028399
snr: 1.450182, var: 1.126670, inckl_gen:85.724976, inckl_eta:13.829923, inckl_z:0.028406
snr: 1.404321, var: 1.089994, inckl_gen:88.862610, inckl_eta:21.044067, inckl_z:0.034467
snr: 1.447457, var: 1.124310, inckl_gen:138.069687, inckl_eta:30.112646, inckl_z:0.030833
snr: 1.449642, var: 1.152418, inckl_gen:129.376419, inckl_eta:20.876738, inckl_z:0.024743
snr: 1.447859, var: 1.154705, inckl_gen:69.144043, inckl_eta:14.980832, inckl_z:0.031821
snr: 1.403324, var: 1.112611, inckl_gen:151.100311, inckl_eta:18.384953, inckl_z:0.024556
snr: 1.393276, var: 1.070379, inckl_gen:107.106506, inckl_eta:23.487700, inckl_z:0.036327
snr: 1.419947, var: 1.097128, inckl_gen:91.305084, inckl_eta:21.924074, inckl_z:0.060959
snr: 1.412912, var: 1.073549, inckl_gen:84.362106, inckl_eta:18.792753, inckl_z:0.032131
snr: 1.477891, var: 1.156851, inckl_gen:116.202957, inckl_eta:15.962638, inckl_z:0.035363
snr: 1.446876, var: 1.145671, inckl_gen:46.198917, inckl_eta:15.134475, inckl_z:0.027481
snr: 1.420371, var: 1.146502, inckl_gen:90.504753, inckl_eta:13.042664, inckl_z:0.027469
snr: 1.447587, var: 1.152575, inckl_gen:124.387383, inckl_eta:33.597012, inckl_z:0.030339
snr: 1.434938, var: 1.152204, inckl_gen:83.425362, inckl_eta:20.275778, inckl_z:0.035125
snr: 1.499054, var: 1.206118, inckl_gen:175.160751, inckl_eta:28.812840, inckl_z:0.025278
snr: 1.475069, var: 1.189965, inckl_gen:81.020081, inckl_eta:14.741397, inckl_z:0.046310
snr: 1.452341, var: 1.133390, inckl_gen:67.773918, inckl_eta:13.482727, inckl_z:0.027031
snr: 1.454581, var: 1.191900, inckl_gen:98.458511, inckl_eta:17.618666, inckl_z:0.043614
snr: 1.489098, var: 1.187710, inckl_gen:120.683739, inckl_eta:15.218149, inckl_z:0.039695
snr: 1.448253, var: 1.164516, inckl_gen:71.223099, inckl_eta:13.642252, inckl_z:0.028159
snr: 1.540053, var: 1.240376, inckl_gen:33.377205, inckl_eta:10.120842, inckl_z:0.029429
snr: 1.554128, var: 1.228326, inckl_gen:49.388500, inckl_eta:18.423353, inckl_z:0.024625
snr: 1.550972, var: 1.237267, inckl_gen:160.977188, inckl_eta:23.304228, inckl_z:0.115102
snr: 1.486572, var: 1.171621, inckl_gen:56.947304, inckl_eta:15.044626, inckl_z:0.025715
snr: 1.521903, var: 1.233790, inckl_gen:84.835930, inckl_eta:21.019278, inckl_z:0.024652
snr: 1.495915, var: 1.192248, inckl_gen:80.999443, inckl_eta:14.756546, inckl_z:0.023710
snr: 1.481062, var: 1.181039, inckl_gen:78.394714, inckl_eta:13.854563, inckl_z:0.035267
snr: 1.521423, var: 1.233130, inckl_gen:90.585754, inckl_eta:18.568596, inckl_z:0.036174
snr: 1.481805, var: 1.180535, inckl_gen:46.106640, inckl_eta:12.364883, inckl_z:0.040124
snr: 1.482859, var: 1.177063, inckl_gen:108.914627, inckl_eta:18.245670, inckl_z:0.019993
snr: 1.471283, var: 1.147784, inckl_gen:61.718384, inckl_eta:15.323420, inckl_z:0.026116
snr: 1.461889, var: 1.142815, inckl_gen:123.724731, inckl_eta:15.126383, inckl_z:0.030433
snr: 1.446222, var: 1.142413, inckl_gen:33.933167, inckl_eta:12.826316, inckl_z:0.026822
snr: 1.565752, var: 1.251775, inckl_gen:67.628494, inckl_eta:14.077374, inckl_z:0.033582
snr: 1.544561, var: 1.237751, inckl_gen:39.922863, inckl_eta:16.464664, inckl_z:0.032051
snr: 1.522034, var: 1.234279, inckl_gen:52.546597, inckl_eta:14.427112, inckl_z:0.025367
snr: 1.551685, var: 1.278280, inckl_gen:58.121502, inckl_eta:13.022509, inckl_z:0.032783
snr: 1.598468, var: 1.314108, inckl_gen:39.264751, inckl_eta:9.953133, inckl_z:0.036946
snr: 1.603946, var: 1.283608, inckl_gen:36.676178, inckl_eta:12.687926, inckl_z:0.024294
snr: 1.549784, var: 1.229953, inckl_gen:28.017105, inckl_eta:12.534687, inckl_z:0.026535
snr: 1.536456, var: 1.218923, inckl_gen:40.033100, inckl_eta:12.078103, inckl_z:0.027136
snr: 1.465126, var: 1.117962, inckl_gen:23.475479, inckl_eta:5.388352, inckl_z:0.061214
snr: 1.563321, var: 1.247042, inckl_gen:32.225533, inckl_eta:10.928128, inckl_z:0.042210
snr: 1.524773, var: 1.195065, inckl_gen:19.946547, inckl_eta:7.188358, inckl_z:0.044635
snr: 1.494307, var: 1.159335, inckl_gen:27.897348, inckl_eta:8.303431, inckl_z:0.028201
snr: 1.484688, var: 1.122522, inckl_gen:25.163849, inckl_eta:10.851111, inckl_z:0.032549
snr: 1.563744, var: 1.232854, inckl_gen:20.538523, inckl_eta:8.719795, inckl_z:0.029779
snr: 1.529112, var: 1.168043, inckl_gen:11.176374, inckl_eta:3.840912, inckl_z:0.042675
snr: 1.632907, var: 1.297529, inckl_gen:17.180408, inckl_eta:7.636783, inckl_z:0.038216
snr: 1.540019, var: 1.193582, inckl_gen:10.718230, inckl_eta:4.147098, inckl_z:0.041707
snr: 1.505682, var: 1.161520, inckl_gen:11.319818, inckl_eta:4.458877, inckl_z:0.032144
snr: 1.508260, var: 1.142233, inckl_gen:10.952214, inckl_eta:6.133953, inckl_z:0.033769
snr: 1.480111, var: 1.116035, inckl_gen:13.884875, inckl_eta:7.137115, inckl_z:0.028709
snr: 1.483052, var: 1.103030, inckl_gen:14.074884, inckl_eta:5.357913, inckl_z:0.049415
snr: 1.531333, var: 1.164389, inckl_gen:7.363302, inckl_eta:3.765241, inckl_z:0.038033
snr: 1.462763, var: 1.102627, inckl_gen:9.496885, inckl_eta:4.760810, inckl_z:0.029539
snr: 1.451708, var: 1.086998, inckl_gen:8.686773, inckl_eta:4.374880, inckl_z:0.036765
snr: 1.417081, var: 1.060491, inckl_gen:8.215148, inckl_eta:3.744184, inckl_z:0.052890
snr: 1.516181, var: 1.161033, inckl_gen:6.678590, inckl_eta:4.225042, inckl_z:0.029517
snr: 1.496493, var: 1.141130, inckl_gen:6.744765, inckl_eta:4.167558, inckl_z:0.035541
snr: 1.488793, var: 1.132357, inckl_gen:3.588758, inckl_eta:2.473456, inckl_z:0.044043
snr: 1.544989, var: 1.165624, inckl_gen:5.170059, inckl_eta:3.676428, inckl_z:0.055021
snr: 1.469579, var: 1.096443, inckl_gen:7.292985, inckl_eta:4.065611, inckl_z:0.051186
snr: 1.482287, var: 1.112651, inckl_gen:4.969424, inckl_eta:3.953880, inckl_z:0.028466
snr: 1.452062, var: 1.075078, inckl_gen:4.808902, inckl_eta:2.705783, inckl_z:0.030862
snr: 1.512035, var: 1.131940, inckl_gen:8.688817, inckl_eta:4.428821, inckl_z:0.032690
snr: 1.549830, var: 1.163944, inckl_gen:4.416045, inckl_eta:3.459871, inckl_z:0.046207
snr: 1.518166, var: 1.122030, inckl_gen:3.514132, inckl_eta:3.021505, inckl_z:0.040171
snr: 1.482365, var: 1.097256, inckl_gen:3.700342, inckl_eta:3.158120, inckl_z:0.040691
snr: 1.464859, var: 1.080170, inckl_gen:4.737260, inckl_eta:2.946338, inckl_z:0.023197
snr: 1.530645, var: 1.140355, inckl_gen:2.689098, inckl_eta:1.428403, inckl_z:0.028998
snr: 1.506771, var: 1.121279, inckl_gen:2.632131, inckl_eta:1.409528, inckl_z:0.023370
snr: 1.479830, var: 1.080947, inckl_gen:3.245535, inckl_eta:1.851658, inckl_z:0.076184
snr: 1.442050, var: 1.055847, inckl_gen:2.237310, inckl_eta:1.235259, inckl_z:0.022406
snr: 1.437542, var: 1.041511, inckl_gen:2.081981, inckl_eta:0.836307, inckl_z:0.035101
snr: 1.514074, var: 1.143285, inckl_gen:3.815338, inckl_eta:2.020579, inckl_z:0.035874
snr: 1.444300, var: 1.083235, inckl_gen:4.897186, inckl_eta:3.553853, inckl_z:0.190876
snr: 1.503941, var: 1.140231, inckl_gen:2.006799, inckl_eta:1.652519, inckl_z:0.030414
snr: 1.474886, var: 1.080310, inckl_gen:1.949240, inckl_eta:1.206302, inckl_z:0.091816
snr: 1.508930, var: 1.110694, inckl_gen:1.287615, inckl_eta:0.843769, inckl_z:0.042455
snr: 1.480542, var: 1.092589, inckl_gen:1.395209, inckl_eta:0.598120, inckl_z:0.071684
snr: 1.502671, var: 1.135672, inckl_gen:1.939945, inckl_eta:1.282595, inckl_z:0.027765
snr: 1.522059, var: 1.154242, inckl_gen:3.075892, inckl_eta:2.062299, inckl_z:0.096314
snr: 1.497803, var: 1.116930, inckl_gen:1.258338, inckl_eta:0.623368, inckl_z:0.028384
snr: 1.430833, var: 1.026242, inckl_gen:0.831326, inckl_eta:0.469224, inckl_z:0.019690
snr: 1.455199, var: 1.063388, inckl_gen:0.706006, inckl_eta:0.629099, inckl_z:0.032016
snr: 1.431239, var: 1.047487, inckl_gen:1.512501, inckl_eta:1.026305, inckl_z:0.056169
snr: 1.445769, var: 1.081786, inckl_gen:1.224239, inckl_eta:0.851818, inckl_z:0.025851
snr: 1.501687, var: 1.139049, inckl_gen:0.942327, inckl_eta:0.782927, inckl_z:0.025777
snr: 1.411725, var: 1.043415, inckl_gen:0.632216, inckl_eta:0.319909, inckl_z:0.029499
snr: 1.505480, var: 1.148944, inckl_gen:1.360981, inckl_eta:0.852834, inckl_z:0.075866
snr: 1.519000, var: 1.154785, inckl_gen:0.918628, inckl_eta:0.685651, inckl_z:0.039366
snr: 1.479531, var: 1.105051, inckl_gen:0.822755, inckl_eta:0.500296, inckl_z:0.036741
snr: 1.446589, var: 1.073179, inckl_gen:1.070850, inckl_eta:0.728333, inckl_z:0.052033
snr: 1.441176, var: 1.081711, inckl_gen:0.934662, inckl_eta:0.504476, inckl_z:0.036394
snr: 1.470740, var: 1.101015, inckl_gen:0.567685, inckl_eta:0.537929, inckl_z:0.276252
snr: 1.422946, var: 1.077695, inckl_gen:1.236542, inckl_eta:0.666650, inckl_z:0.135992
snr: 1.476021, var: 1.138846, inckl_gen:1.660750, inckl_eta:0.781835, inckl_z:0.066911
snr: 1.494449, var: 1.148507, inckl_gen:4.716486, inckl_eta:0.773822, inckl_z:0.169866
snr: 1.491727, var: 1.112405, inckl_gen:0.488348, inckl_eta:0.303232, inckl_z:0.032568
snr: 1.551339, var: 1.180539, inckl_gen:0.278187, inckl_eta:0.199865, inckl_z:0.051185
snr: 1.524888, var: 1.182201, inckl_gen:0.461033, inckl_eta:0.406099, inckl_z:0.064011
snr: 1.489607, var: 1.134977, inckl_gen:0.520313, inckl_eta:0.354837, inckl_z:0.034238
snr: 1.495544, var: 1.146397, inckl_gen:1.074258, inckl_eta:0.874790, inckl_z:0.351867
snr: 1.446923, var: 1.100389, inckl_gen:0.316951, inckl_eta:0.224031, inckl_z:0.029054
snr: 1.416495, var: 1.072393, inckl_gen:0.517779, inckl_eta:0.385315, inckl_z:0.034811
snr: 1.405387, var: 1.099347, inckl_gen:0.336219, inckl_eta:0.173071, inckl_z:0.028581
