snr: 1.717178, var: 1.029300, inckl_gen:301.800385, inckl_eta:71.085632, inckl_z:0.672104
snr: 1.366148, var: 0.773783, inckl_gen:627.034607, inckl_eta:98.624268, inckl_z:0.160907
snr: 1.424998, var: 0.838176, inckl_gen:400.397339, inckl_eta:103.311966, inckl_z:0.131498
snr: 1.398596, var: 0.812315, inckl_gen:428.406952, inckl_eta:58.398865, inckl_z:0.107322
snr: 1.411332, var: 0.834816, inckl_gen:503.291595, inckl_eta:102.426201, inckl_z:0.161765
snr: 1.406167, var: 0.828740, inckl_gen:516.158203, inckl_eta:140.972763, inckl_z:0.214397
snr: 1.433635, var: 0.854654, inckl_gen:630.244324, inckl_eta:97.344643, inckl_z:0.171254
snr: 1.399033, var: 0.825432, inckl_gen:514.342285, inckl_eta:119.608559, inckl_z:0.145699
snr: 1.381701, var: 0.812673, inckl_gen:543.075684, inckl_eta:113.893394, inckl_z:0.225635
snr: 1.389539, var: 0.827674, inckl_gen:431.316498, inckl_eta:75.721596, inckl_z:0.090675
snr: 1.406588, var: 0.855897, inckl_gen:568.201904, inckl_eta:114.046623, inckl_z:0.162056
snr: 1.359130, var: 0.799481, inckl_gen:439.708710, inckl_eta:120.290405, inckl_z:0.132269
snr: 1.328862, var: 0.761011, inckl_gen:425.327637, inckl_eta:68.888969, inckl_z:0.119862
snr: 1.382007, var: 0.822650, inckl_gen:589.022156, inckl_eta:207.081711, inckl_z:0.196861
snr: 1.416713, var: 0.858365, inckl_gen:466.125153, inckl_eta:95.144859, inckl_z:0.138451
snr: 1.399215, var: 0.840535, inckl_gen:577.093933, inckl_eta:94.562309, inckl_z:0.204988
snr: 1.335950, var: 0.779875, inckl_gen:553.875671, inckl_eta:157.468750, inckl_z:0.234216
snr: 1.396947, var: 0.841559, inckl_gen:424.597076, inckl_eta:90.168068, inckl_z:0.141907
snr: 1.357826, var: 0.799252, inckl_gen:511.102295, inckl_eta:104.673111, inckl_z:0.148308
snr: 1.325465, var: 0.770020, inckl_gen:308.083496, inckl_eta:58.710285, inckl_z:0.072444
snr: 1.361399, var: 0.810637, inckl_gen:531.218018, inckl_eta:67.497231, inckl_z:0.132537
snr: 1.389001, var: 0.839731, inckl_gen:435.329498, inckl_eta:87.553703, inckl_z:0.142709
snr: 1.376509, var: 0.838673, inckl_gen:418.127594, inckl_eta:75.852959, inckl_z:0.142981
snr: 1.360205, var: 0.806804, inckl_gen:501.519928, inckl_eta:111.251137, inckl_z:0.170573
snr: 1.366555, var: 0.816717, inckl_gen:360.542450, inckl_eta:65.736229, inckl_z:0.113444
snr: 1.402604, var: 0.855004, inckl_gen:486.039276, inckl_eta:83.230011, inckl_z:0.126615
snr: 1.370234, var: 0.838924, inckl_gen:500.938873, inckl_eta:110.910316, inckl_z:0.147062
snr: 1.400434, var: 0.865906, inckl_gen:309.565155, inckl_eta:86.125443, inckl_z:0.125669
snr: 1.344022, var: 0.814005, inckl_gen:439.877167, inckl_eta:102.793251, inckl_z:0.095346
snr: 1.311221, var: 0.773108, inckl_gen:479.939758, inckl_eta:122.534355, inckl_z:0.181111
snr: 1.318675, var: 0.790945, inckl_gen:494.752838, inckl_eta:115.949135, inckl_z:0.146646
snr: 1.383419, var: 0.846170, inckl_gen:368.430359, inckl_eta:103.779137, inckl_z:0.126863
snr: 1.357964, var: 0.828908, inckl_gen:404.733612, inckl_eta:112.127808, inckl_z:0.149995
snr: 1.310637, var: 0.793874, inckl_gen:408.613312, inckl_eta:87.854179, inckl_z:0.132264
snr: 1.314830, var: 0.788281, inckl_gen:458.548431, inckl_eta:142.135529, inckl_z:0.172018
snr: 1.277201, var: 0.747172, inckl_gen:556.300232, inckl_eta:138.447449, inckl_z:0.197855
snr: 1.270397, var: 0.735583, inckl_gen:444.975647, inckl_eta:123.935936, inckl_z:0.213094
snr: 1.251322, var: 0.724259, inckl_gen:382.213654, inckl_eta:71.655083, inckl_z:0.136607
snr: 1.268567, var: 0.742524, inckl_gen:413.867920, inckl_eta:78.987267, inckl_z:0.157294
snr: 1.303786, var: 0.770611, inckl_gen:374.023682, inckl_eta:109.529419, inckl_z:0.161573
snr: 1.327648, var: 0.801210, inckl_gen:382.444031, inckl_eta:72.541656, inckl_z:0.103432
snr: 1.295457, var: 0.758308, inckl_gen:489.070404, inckl_eta:102.048782, inckl_z:0.145380
snr: 1.249153, var: 0.711795, inckl_gen:327.547607, inckl_eta:58.492809, inckl_z:0.082297
snr: 1.325214, var: 0.802025, inckl_gen:373.938782, inckl_eta:161.583282, inckl_z:0.135905
snr: 1.286226, var: 0.756208, inckl_gen:497.988251, inckl_eta:107.023148, inckl_z:0.171555
snr: 1.317048, var: 0.794478, inckl_gen:605.842957, inckl_eta:126.117226, inckl_z:0.189027
snr: 1.357192, var: 0.843168, inckl_gen:394.652313, inckl_eta:133.891907, inckl_z:0.129031
snr: 1.338401, var: 0.818984, inckl_gen:410.077484, inckl_eta:112.854813, inckl_z:0.139337
snr: 1.325565, var: 0.796467, inckl_gen:374.653442, inckl_eta:85.433578, inckl_z:0.103521
snr: 1.254721, var: 0.719639, inckl_gen:361.157227, inckl_eta:69.696671, inckl_z:0.123079
snr: 1.266371, var: 0.726946, inckl_gen:429.298828, inckl_eta:100.940651, inckl_z:0.106144
snr: 1.256775, var: 0.739175, inckl_gen:434.481934, inckl_eta:109.254494, inckl_z:0.156926
snr: 1.275675, var: 0.763380, inckl_gen:358.546600, inckl_eta:128.835007, inckl_z:0.156953
snr: 1.299448, var: 0.792588, inckl_gen:407.961517, inckl_eta:96.803223, inckl_z:0.145110
snr: 1.304001, var: 0.780869, inckl_gen:407.243744, inckl_eta:117.933220, inckl_z:0.118136
snr: 1.284756, var: 0.754618, inckl_gen:377.342468, inckl_eta:88.544853, inckl_z:0.131900
snr: 1.222123, var: 0.690211, inckl_gen:469.059784, inckl_eta:131.218964, inckl_z:0.182320
snr: 1.229762, var: 0.718772, inckl_gen:463.528412, inckl_eta:108.229164, inckl_z:0.125932
snr: 1.243479, var: 0.737203, inckl_gen:439.781738, inckl_eta:107.751724, inckl_z:0.142444
snr: 1.269830, var: 0.749686, inckl_gen:577.389221, inckl_eta:194.668091, inckl_z:0.213055
snr: 1.219183, var: 0.704400, inckl_gen:503.553528, inckl_eta:123.653625, inckl_z:0.149994
snr: 1.182656, var: 0.675371, inckl_gen:411.334290, inckl_eta:88.786942, inckl_z:0.144256
snr: 1.219653, var: 0.724565, inckl_gen:446.705475, inckl_eta:80.611137, inckl_z:0.105214
snr: 1.194005, var: 0.692649, inckl_gen:515.451843, inckl_eta:88.388641, inckl_z:0.133983
snr: 1.229388, var: 0.734819, inckl_gen:387.198395, inckl_eta:113.338356, inckl_z:0.140773
snr: 1.208289, var: 0.698531, inckl_gen:446.908508, inckl_eta:118.628784, inckl_z:0.162025
snr: 1.204975, var: 0.709974, inckl_gen:338.917297, inckl_eta:98.861122, inckl_z:0.140037
snr: 1.223521, var: 0.713810, inckl_gen:250.029892, inckl_eta:73.654236, inckl_z:0.081046
snr: 1.214904, var: 0.727270, inckl_gen:400.387207, inckl_eta:122.027420, inckl_z:0.167153
snr: 1.183740, var: 0.696719, inckl_gen:359.462372, inckl_eta:83.294456, inckl_z:0.106711
snr: 1.177566, var: 0.680420, inckl_gen:489.006836, inckl_eta:117.167068, inckl_z:0.153270
snr: 1.211143, var: 0.729754, inckl_gen:322.726715, inckl_eta:84.995239, inckl_z:0.081284
snr: 1.196806, var: 0.698530, inckl_gen:460.255035, inckl_eta:90.850914, inckl_z:0.142533
snr: 1.228860, var: 0.719386, inckl_gen:388.696198, inckl_eta:83.021034, inckl_z:0.139623
snr: 1.193862, var: 0.695120, inckl_gen:397.208740, inckl_eta:173.519394, inckl_z:0.112715
snr: 1.192051, var: 0.684577, inckl_gen:456.984222, inckl_eta:108.926575, inckl_z:0.155704
snr: 1.208674, var: 0.713915, inckl_gen:298.199432, inckl_eta:66.055321, inckl_z:0.106233
snr: 1.197448, var: 0.720085, inckl_gen:365.523682, inckl_eta:103.486084, inckl_z:0.092932
snr: 1.166307, var: 0.678632, inckl_gen:419.129486, inckl_eta:131.822906, inckl_z:0.154292
snr: 1.177334, var: 0.680742, inckl_gen:372.148590, inckl_eta:157.075165, inckl_z:0.144910
snr: 1.161632, var: 0.669558, inckl_gen:323.069824, inckl_eta:65.377556, inckl_z:0.091920
snr: 1.157968, var: 0.661161, inckl_gen:409.501587, inckl_eta:90.346741, inckl_z:0.120845
snr: 1.189102, var: 0.703166, inckl_gen:399.513977, inckl_eta:69.399933, inckl_z:0.108598
snr: 1.177236, var: 0.695395, inckl_gen:357.884979, inckl_eta:148.219681, inckl_z:0.161267
snr: 1.204699, var: 0.722681, inckl_gen:332.782867, inckl_eta:109.792641, inckl_z:0.125202
snr: 1.179546, var: 0.698370, inckl_gen:486.662445, inckl_eta:107.704155, inckl_z:0.163500
snr: 1.167416, var: 0.693015, inckl_gen:508.789612, inckl_eta:142.324249, inckl_z:0.147929
snr: 1.135789, var: 0.649682, inckl_gen:339.793610, inckl_eta:99.003105, inckl_z:0.085433
snr: 1.146103, var: 0.655947, inckl_gen:438.758026, inckl_eta:141.174850, inckl_z:0.129841
snr: 1.181950, var: 0.728112, inckl_gen:589.346924, inckl_eta:157.662277, inckl_z:0.159023
snr: 1.182993, var: 0.736242, inckl_gen:447.077850, inckl_eta:119.995659, inckl_z:0.143853
snr: 1.178895, var: 0.735200, inckl_gen:306.441742, inckl_eta:121.241814, inckl_z:0.108710
snr: 1.165025, var: 0.704928, inckl_gen:409.070068, inckl_eta:119.139160, inckl_z:0.106808
snr: 1.098725, var: 0.634782, inckl_gen:455.628632, inckl_eta:110.091408, inckl_z:0.166682
snr: 1.165180, var: 0.696250, inckl_gen:377.341583, inckl_eta:67.404716, inckl_z:0.105223
snr: 1.209889, var: 0.759297, inckl_gen:339.453522, inckl_eta:84.013054, inckl_z:0.093363
snr: 1.148414, var: 0.691629, inckl_gen:275.986542, inckl_eta:47.415588, inckl_z:0.082515
snr: 1.168524, var: 0.737091, inckl_gen:516.962036, inckl_eta:159.658264, inckl_z:0.174314
snr: 1.164748, var: 0.708904, inckl_gen:343.374237, inckl_eta:82.055290, inckl_z:0.090789
snr: 1.128351, var: 0.667801, inckl_gen:525.635925, inckl_eta:118.161095, inckl_z:0.151752
snr: 1.160891, var: 0.690798, inckl_gen:410.502167, inckl_eta:148.607773, inckl_z:0.222475
snr: 1.178483, var: 0.720198, inckl_gen:477.822754, inckl_eta:134.827423, inckl_z:0.172548
snr: 1.170090, var: 0.715089, inckl_gen:350.365082, inckl_eta:96.849007, inckl_z:0.127669
snr: 1.160784, var: 0.704406, inckl_gen:446.500244, inckl_eta:70.406425, inckl_z:0.113647
snr: 1.178585, var: 0.727016, inckl_gen:403.989716, inckl_eta:106.870682, inckl_z:0.092777
snr: 1.163479, var: 0.704724, inckl_gen:258.408508, inckl_eta:79.383202, inckl_z:0.071166
snr: 1.151298, var: 0.677915, inckl_gen:375.413788, inckl_eta:108.705826, inckl_z:0.129234
snr: 1.122932, var: 0.653689, inckl_gen:342.232025, inckl_eta:87.101372, inckl_z:0.147456
snr: 1.145473, var: 0.678552, inckl_gen:467.130188, inckl_eta:88.055824, inckl_z:0.090152
snr: 1.143443, var: 0.693616, inckl_gen:355.511810, inckl_eta:49.532467, inckl_z:0.117228
snr: 1.116129, var: 0.681123, inckl_gen:397.182251, inckl_eta:69.252281, inckl_z:0.103291
snr: 1.132160, var: 0.695304, inckl_gen:372.033691, inckl_eta:95.845070, inckl_z:0.106216
snr: 1.115417, var: 0.677083, inckl_gen:318.076263, inckl_eta:52.952919, inckl_z:0.103568
snr: 1.147967, var: 0.717441, inckl_gen:439.766998, inckl_eta:104.268143, inckl_z:0.114533
snr: 1.147984, var: 0.721504, inckl_gen:362.548065, inckl_eta:92.895569, inckl_z:0.118818
snr: 1.142405, var: 0.720527, inckl_gen:419.031708, inckl_eta:97.301247, inckl_z:0.117652
snr: 1.129400, var: 0.705417, inckl_gen:430.575592, inckl_eta:68.175087, inckl_z:0.120137
snr: 1.157583, var: 0.733247, inckl_gen:301.648499, inckl_eta:134.447144, inckl_z:0.131078
snr: 1.128217, var: 0.704877, inckl_gen:425.689453, inckl_eta:71.510231, inckl_z:0.118370
snr: 1.180521, var: 0.775611, inckl_gen:358.277069, inckl_eta:102.211685, inckl_z:0.114474
snr: 1.154786, var: 0.712335, inckl_gen:364.300537, inckl_eta:94.718376, inckl_z:0.101441
snr: 1.145358, var: 0.718687, inckl_gen:382.900665, inckl_eta:91.202263, inckl_z:0.172330
snr: 1.163039, var: 0.730134, inckl_gen:390.238586, inckl_eta:148.539749, inckl_z:0.162222
snr: 1.153483, var: 0.727799, inckl_gen:334.325897, inckl_eta:90.730576, inckl_z:0.095762
snr: 1.150945, var: 0.727635, inckl_gen:311.729095, inckl_eta:72.408218, inckl_z:0.087046
snr: 1.179703, var: 0.773145, inckl_gen:394.789612, inckl_eta:127.939125, inckl_z:0.113647
snr: 1.173044, var: 0.762836, inckl_gen:267.659882, inckl_eta:76.226639, inckl_z:0.106173
snr: 1.187393, var: 0.779153, inckl_gen:378.705505, inckl_eta:86.482941, inckl_z:0.148007
snr: 1.203933, var: 0.801833, inckl_gen:310.225800, inckl_eta:83.244789, inckl_z:0.128233
snr: 1.182270, var: 0.769830, inckl_gen:479.343323, inckl_eta:115.346497, inckl_z:0.154023
snr: 1.149179, var: 0.732952, inckl_gen:310.078003, inckl_eta:87.737999, inckl_z:0.126165
snr: 1.153507, var: 0.743289, inckl_gen:301.978180, inckl_eta:70.329178, inckl_z:0.091934
snr: 1.122576, var: 0.717826, inckl_gen:413.300293, inckl_eta:66.550369, inckl_z:0.112574
snr: 1.147189, var: 0.749416, inckl_gen:362.936981, inckl_eta:75.523148, inckl_z:0.139446
snr: 1.150511, var: 0.753236, inckl_gen:394.164948, inckl_eta:93.977547, inckl_z:0.107126
snr: 1.187785, var: 0.760128, inckl_gen:523.920532, inckl_eta:162.238434, inckl_z:0.175788
snr: 1.179767, var: 0.753504, inckl_gen:447.391815, inckl_eta:104.819481, inckl_z:0.106010
snr: 1.162262, var: 0.730945, inckl_gen:464.947845, inckl_eta:116.468140, inckl_z:0.184209
snr: 1.181462, var: 0.755850, inckl_gen:470.790344, inckl_eta:89.833946, inckl_z:0.174396
snr: 1.179212, var: 0.764775, inckl_gen:497.917633, inckl_eta:146.246994, inckl_z:0.193049
snr: 1.209320, var: 0.808556, inckl_gen:303.806152, inckl_eta:45.239918, inckl_z:0.095612
snr: 1.152646, var: 0.738366, inckl_gen:400.708801, inckl_eta:70.774620, inckl_z:0.118188
snr: 1.193959, var: 0.760759, inckl_gen:356.466400, inckl_eta:67.927505, inckl_z:0.103450
snr: 1.204325, var: 0.780695, inckl_gen:350.532715, inckl_eta:108.293144, inckl_z:0.117366
snr: 1.210818, var: 0.789193, inckl_gen:325.625305, inckl_eta:76.760460, inckl_z:0.091924
snr: 1.200270, var: 0.786168, inckl_gen:360.918304, inckl_eta:77.867859, inckl_z:0.131903
snr: 1.216835, var: 0.812409, inckl_gen:356.147278, inckl_eta:92.223999, inckl_z:0.091871
snr: 1.197363, var: 0.818017, inckl_gen:390.663788, inckl_eta:43.214619, inckl_z:0.088000
snr: 1.184844, var: 0.788610, inckl_gen:305.546539, inckl_eta:54.520752, inckl_z:0.089802
snr: 1.194156, var: 0.794760, inckl_gen:343.212738, inckl_eta:115.118217, inckl_z:0.160786
snr: 1.278116, var: 0.887538, inckl_gen:348.851898, inckl_eta:73.229454, inckl_z:0.111998
snr: 1.229118, var: 0.852206, inckl_gen:411.844482, inckl_eta:72.290688, inckl_z:0.158333
snr: 1.233801, var: 0.835220, inckl_gen:355.086578, inckl_eta:86.400932, inckl_z:0.116575
snr: 1.225680, var: 0.825402, inckl_gen:440.846741, inckl_eta:104.714554, inckl_z:0.132128
snr: 1.217777, var: 0.826209, inckl_gen:308.663116, inckl_eta:94.790581, inckl_z:0.153763
snr: 1.217933, var: 0.819037, inckl_gen:332.969940, inckl_eta:53.213299, inckl_z:0.106561
snr: 1.192978, var: 0.794126, inckl_gen:278.294006, inckl_eta:87.348259, inckl_z:0.116155
snr: 1.186404, var: 0.801315, inckl_gen:354.200836, inckl_eta:87.723076, inckl_z:0.107162
snr: 1.188194, var: 0.811016, inckl_gen:355.619049, inckl_eta:73.288818, inckl_z:0.107161
snr: 1.194497, var: 0.802050, inckl_gen:331.101807, inckl_eta:77.640282, inckl_z:0.119971
snr: 1.200748, var: 0.815763, inckl_gen:438.829071, inckl_eta:53.393948, inckl_z:0.154789
snr: 1.182631, var: 0.789530, inckl_gen:259.899567, inckl_eta:67.420280, inckl_z:0.096138
snr: 1.212781, var: 0.810336, inckl_gen:391.111206, inckl_eta:69.299423, inckl_z:0.126567
snr: 1.155697, var: 0.739274, inckl_gen:402.396698, inckl_eta:94.718918, inckl_z:0.156222
snr: 1.201561, var: 0.804164, inckl_gen:401.626282, inckl_eta:63.480324, inckl_z:0.116935
snr: 1.236242, var: 0.829232, inckl_gen:423.878174, inckl_eta:132.886856, inckl_z:0.180352
snr: 1.214125, var: 0.822742, inckl_gen:337.645752, inckl_eta:99.470055, inckl_z:0.156960
snr: 1.228122, var: 0.836141, inckl_gen:392.481506, inckl_eta:91.068321, inckl_z:0.112853
snr: 1.194490, var: 0.800341, inckl_gen:360.590576, inckl_eta:62.169399, inckl_z:0.116828
snr: 1.252068, var: 0.868321, inckl_gen:465.304199, inckl_eta:77.608719, inckl_z:0.140527
snr: 1.259794, var: 0.876415, inckl_gen:340.284973, inckl_eta:75.941628, inckl_z:0.132430
snr: 1.273366, var: 0.900423, inckl_gen:326.276550, inckl_eta:75.944550, inckl_z:0.139127
snr: 1.264192, var: 0.882146, inckl_gen:416.027344, inckl_eta:62.000149, inckl_z:0.130108
snr: 1.227919, var: 0.857244, inckl_gen:424.586639, inckl_eta:77.174629, inckl_z:0.129549
snr: 1.222826, var: 0.857074, inckl_gen:293.646851, inckl_eta:72.278885, inckl_z:0.116561
snr: 1.228712, var: 0.848878, inckl_gen:304.110321, inckl_eta:56.354675, inckl_z:0.101991
snr: 1.199943, var: 0.812112, inckl_gen:420.888977, inckl_eta:87.554077, inckl_z:0.102257
snr: 1.183194, var: 0.796961, inckl_gen:275.951813, inckl_eta:71.833923, inckl_z:0.114296
snr: 1.209885, var: 0.850762, inckl_gen:426.503998, inckl_eta:76.561783, inckl_z:0.131336
snr: 1.257597, var: 0.880457, inckl_gen:283.406891, inckl_eta:65.282272, inckl_z:0.104582
snr: 1.229161, var: 0.836525, inckl_gen:394.002167, inckl_eta:89.400681, inckl_z:0.114860
snr: 1.267861, var: 0.901204, inckl_gen:342.841614, inckl_eta:85.395744, inckl_z:0.114607
snr: 1.246424, var: 0.884842, inckl_gen:456.469635, inckl_eta:55.020901, inckl_z:0.166685
snr: 1.203355, var: 0.849893, inckl_gen:376.385406, inckl_eta:51.556408, inckl_z:0.089291
snr: 1.283981, var: 0.922656, inckl_gen:343.229462, inckl_eta:79.377159, inckl_z:0.155561
snr: 1.289759, var: 0.934878, inckl_gen:419.410736, inckl_eta:80.980133, inckl_z:0.135493
snr: 1.288977, var: 0.943417, inckl_gen:529.493286, inckl_eta:71.222832, inckl_z:0.166370
snr: 1.289283, var: 0.951111, inckl_gen:437.186371, inckl_eta:106.569351, inckl_z:0.176895
snr: 1.255981, var: 0.893507, inckl_gen:574.760986, inckl_eta:71.343643, inckl_z:0.182752
snr: 1.241930, var: 0.899599, inckl_gen:320.470367, inckl_eta:56.004818, inckl_z:0.111883
snr: 1.216281, var: 0.866669, inckl_gen:434.028137, inckl_eta:92.062309, inckl_z:0.123963
snr: 1.206084, var: 0.851310, inckl_gen:338.697327, inckl_eta:81.756783, inckl_z:0.194557
snr: 1.214432, var: 0.858042, inckl_gen:526.061218, inckl_eta:79.601196, inckl_z:0.097697
snr: 1.200937, var: 0.840865, inckl_gen:446.052460, inckl_eta:96.408928, inckl_z:0.143331
snr: 1.175273, var: 0.814641, inckl_gen:465.295471, inckl_eta:63.372570, inckl_z:0.208652
snr: 1.190249, var: 0.833345, inckl_gen:302.347015, inckl_eta:72.924934, inckl_z:0.091219
snr: 1.202403, var: 0.831092, inckl_gen:360.401611, inckl_eta:105.531250, inckl_z:0.147728
