EUBO	ELBO	ESS
-210.562	-271.278	2.002
-210.560	-270.568	2.018
-210.341	-270.915	2.023
-210.066	-270.517	2.019
-210.423	-269.887	2.033
-209.974	-268.683	2.039
-210.034	-269.371	2.035
-209.882	-268.974	2.065
-209.877	-268.822	2.057
-210.026	-268.444	2.063
-209.833	-267.643	2.077
-209.660	-266.581	2.084
-209.438	-266.351	2.088
-209.588	-267.018	2.098
-209.715	-265.273	2.101
-209.289	-266.015	2.108
-209.511	-264.892	2.114
-209.367	-264.784	2.116
-209.339	-264.022	2.121
-209.014	-264.000	2.128
-209.119	-264.223	2.160
-209.425	-264.209	2.145
-209.281	-262.639	2.165
-209.563	-261.992	2.180
-209.188	-262.243	2.173
-209.007	-262.098	2.191
-208.963	-260.641	2.211
-208.972	-261.721	2.209
-209.230	-261.561	2.215
-209.006	-260.409	2.221
-208.938	-260.561	2.223
-208.777	-260.521	2.237
-209.271	-260.420	2.226
-209.159	-260.204	2.246
-208.850	-259.782	2.247
-208.762	-259.497	2.246
-208.566	-258.050	2.266
-208.736	-259.182	2.268
-209.099	-259.432	2.287
-208.524	-258.458	2.299
-208.640	-259.185	2.282
-208.264	-258.653	2.286
-208.451	-258.063	2.297
-208.523	-258.340	2.313
-208.545	-257.255	2.316
-208.576	-257.290	2.329
-208.429	-256.557	2.330
-208.309	-256.357	2.333
-208.291	-257.488	2.332
-208.483	-257.304	2.337
-208.015	-256.273	2.337
-208.109	-255.949	2.356
-208.518	-257.276	2.339
-207.987	-256.248	2.370
-207.996	-255.465	2.356
-208.302	-256.048	2.368
-207.962	-256.307	2.352
-208.324	-255.277	2.384
-207.975	-255.875	2.378
-208.056	-256.038	2.389
-207.848	-254.510	2.400
-208.190	-255.487	2.390
-208.365	-255.344	2.403
-208.121	-255.208	2.399
-208.008	-254.351	2.405
-207.937	-254.006	2.419
-207.652	-254.237	2.417
-208.124	-254.497	2.428
-207.769	-253.797	2.429
-207.945	-253.947	2.442
-207.603	-253.304	2.448
-207.793	-253.409	2.453
-208.080	-253.632	2.460
-207.498	-252.843	2.458
-207.875	-252.966	2.475
-207.652	-253.178	2.475
-207.466	-252.928	2.486
-207.582	-253.299	2.495
-207.671	-252.536	2.512
-207.680	-252.191	2.509
-207.824	-252.624	2.523
-207.498	-251.524	2.522
-207.226	-252.783	2.523
-207.523	-251.598	2.538
-207.246	-250.702	2.554
-207.251	-250.940	2.562
-207.208	-250.899	2.566
-207.293	-251.708	2.590
-207.665	-252.317	2.578
-207.664	-251.901	2.619
-207.097	-249.898	2.620
-206.932	-250.384	2.612
-207.148	-249.577	2.636
-207.263	-249.547	2.628
-207.073	-249.384	2.643
-207.208	-250.054	2.664
-206.903	-248.441	2.669
-206.740	-248.660	2.676
-207.151	-247.994	2.705
-206.784	-247.648	2.726
-206.808	-248.050	2.714
-206.709	-247.377	2.766
-206.806	-248.656	2.765
-206.535	-247.548	2.776
-206.708	-245.842	2.797
-206.979	-246.344	2.802
-206.554	-246.546	2.801
-206.308	-245.704	2.822
-206.274	-244.637	2.827
-206.177	-244.977	2.831
-206.144	-244.206	2.852
-205.952	-244.297	2.860
-205.792	-243.802	2.884
-206.183	-243.049	2.889
-205.804	-242.674	2.901
-205.575	-242.236	2.896
-205.878	-242.638	2.912
-205.974	-242.655	2.922
-205.383	-242.233	2.944
-205.790	-242.006	2.942
-205.619	-241.442	2.969
-205.239	-240.609	2.976
-204.927	-240.822	2.978
-205.203	-240.500	2.996
-205.145	-240.217	3.006
-205.182	-240.137	3.013
-205.468	-240.451	3.018
-204.914	-239.219	3.041
-205.038	-239.530	3.033
-204.877	-238.622	3.047
-204.853	-238.526	3.065
-204.690	-238.153	3.070
-204.610	-238.448	3.075
-204.766	-238.215	3.091
-204.435	-236.936	3.117
-204.887	-237.909	3.123
-204.765	-237.385	3.141
-204.641	-236.300	3.141
-204.602	-236.596	3.166
-204.541	-236.600	3.153
-204.513	-236.674	3.198
-204.373	-236.004	3.194
-204.343	-235.653	3.179
-204.081	-235.278	3.212
-204.158	-234.629	3.226
-204.190	-235.680	3.239
-204.069	-235.058	3.264
-204.054	-234.703	3.287
-204.204	-233.973	3.280
-204.092	-233.675	3.295
-204.133	-233.200	3.312
-203.998	-233.123	3.325
-203.894	-232.615	3.324
-203.738	-232.604	3.356
-204.132	-233.036	3.355
-203.953	-232.709	3.376
-203.831	-232.351	3.369
-203.629	-231.727	3.397
-203.972	-232.295	3.390
-203.714	-232.030	3.414
-203.693	-231.366	3.433
-203.739	-230.889	3.442
-203.805	-231.450	3.435
-203.805	-231.014	3.445
-203.711	-230.360	3.452
-203.760	-229.823	3.467
-203.613	-230.228	3.470
-203.806	-230.152	3.480
-203.614	-229.829	3.505
-203.741	-229.599	3.506
-203.502	-229.215	3.514
-203.464	-229.415	3.515
-203.335	-228.873	3.532
-203.650	-229.506	3.523
-203.215	-228.549	3.556
-203.317	-228.166	3.552
-203.154	-227.928	3.569
-203.323	-227.614	3.595
-203.411	-227.521	3.584
-203.371	-227.689	3.609
-203.316	-227.126	3.619
-203.261	-227.340	3.627
-203.213	-226.570	3.631
-203.203	-226.780	3.642
-203.275	-226.627	3.676
-203.158	-226.699	3.650
-203.202	-226.423	3.676
-203.132	-226.394	3.665
-203.254	-225.523	3.689
-203.332	-225.674	3.696
-203.184	-225.074	3.700
-203.216	-224.960	3.727
-203.055	-225.010	3.711
-203.186	-225.119	3.714
-202.955	-224.662	3.736
-203.041	-224.917	3.753
-203.140	-224.426	3.749
-203.029	-224.023	3.779
-203.168	-224.312	3.780
-203.099	-223.910	3.774
-203.247	-223.974	3.776
-203.031	-223.580	3.794
-203.101	-223.692	3.809
-203.032	-223.455	3.828
-203.064	-223.343	3.816
-203.114	-223.288	3.845
-203.130	-223.510	3.844
-203.062	-222.639	3.852
-202.890	-222.711	3.867
-202.914	-222.947	3.874
-203.074	-222.974	3.898
-202.927	-223.086	3.903
-203.169	-222.891	3.916
-203.221	-222.934	3.945
-203.023	-222.808	3.976
-203.034	-222.665	3.991
-203.007	-221.879	3.996
-203.083	-222.283	4.026
-203.016	-222.062	4.039
-203.078	-222.541	4.052
-202.814	-221.857	4.069
-203.249	-222.372	4.081
-202.930	-221.940	4.121
-203.030	-222.029	4.102
-203.163	-221.703	4.119
-203.081	-221.490	4.138
-202.969	-221.712	4.157
-203.028	-221.292	4.173
-203.018	-221.607	4.180
-203.005	-221.511	4.180
-203.155	-220.411	4.207
-202.918	-221.176	4.202
-203.066	-220.389	4.205
-203.108	-220.530	4.224
-203.093	-220.472	4.221
-202.966	-220.272	4.238
-202.890	-220.516	4.251
-203.068	-220.292	4.249
-202.952	-219.706	4.271
-202.842	-219.760	4.274
-203.044	-219.751	4.301
-202.943	-219.986	4.305
-202.587	-219.483	4.301
-202.941	-219.283	4.307
-202.936	-219.440	4.329
-202.710	-218.779	4.337
-203.035	-219.590	4.356
-202.889	-219.242	4.363
-202.864	-219.167	4.331
-202.762	-218.666	4.381
-202.721	-218.216	4.382
-202.742	-218.541	4.382
-202.703	-218.616	4.383
-202.800	-218.390	4.390
-202.677	-218.544	4.405
-202.644	-218.089	4.407
-202.610	-218.277	4.389
-202.743	-218.633	4.398
-202.611	-217.794	4.437
-202.473	-217.823	4.423
-202.771	-217.578	4.458
-202.497	-217.137	4.448
-202.752	-217.668	4.459
-202.506	-217.202	4.456
-202.553	-217.172	4.468
-202.573	-217.238	4.486
-202.630	-217.584	4.487
-202.701	-217.149	4.487
-202.602	-217.102	4.517
-202.450	-216.991	4.496
-202.578	-217.441	4.499
-202.628	-216.926	4.511
-202.720	-216.700	4.517
-202.574	-216.977	4.519
-202.680	-216.716	4.523
-202.349	-216.539	4.533
-202.500	-216.002	4.550
-202.550	-216.661	4.562
-202.450	-216.395	4.536
-202.644	-216.436	4.539
-202.589	-216.607	4.543
-202.456	-216.498	4.539
-202.369	-216.278	4.539
-202.538	-216.298	4.577
-202.419	-216.062	4.568
-202.465	-215.938	4.603
-202.486	-216.182	4.590
-202.533	-216.255	4.590
-202.417	-216.010	4.604
-202.290	-215.784	4.607
-202.343	-215.797	4.615
-202.608	-215.615	4.623
-202.417	-215.314	4.623
-202.365	-215.569	4.623
-202.347	-215.685	4.622
-202.438	-215.693	4.634
-202.388	-215.567	4.661
-202.223	-215.393	4.653
-202.511	-215.808	4.631
-202.470	-215.422	4.640
-202.327	-215.299	4.657
-202.348	-215.314	4.674
-202.474	-215.375	4.665
-202.361	-215.515	4.667
-202.252	-215.296	4.674
-202.343	-215.277	4.682
-202.369	-215.636	4.677
-202.456	-215.751	4.696
-202.335	-215.423	4.675
-202.211	-215.000	4.679
-202.370	-214.876	4.708
-202.463	-214.985	4.681
-202.339	-214.839	4.705
-202.459	-215.203	4.718
-202.565	-214.950	4.733
-202.311	-214.351	4.700
-202.420	-215.010	4.720
-202.397	-214.749	4.763
-202.204	-214.655	4.738
-202.331	-215.062	4.753
-202.333	-214.535	4.739
-202.558	-214.829	4.778
-202.325	-214.683	4.756
-202.256	-214.924	4.772
-202.381	-214.819	4.759
-202.312	-214.814	4.779
-202.199	-214.384	4.778
-202.148	-214.567	4.796
-202.232	-214.484	4.830
-202.252	-214.478	4.799
-202.317	-214.959	4.815
-202.171	-215.177	4.815
-202.133	-214.393	4.823
-202.322	-214.712	4.825
-202.371	-214.354	4.853
-202.328	-214.244	4.863
-202.400	-214.633	4.850
-202.181	-214.183	4.874
-202.244	-214.144	4.862
-202.371	-214.360	4.860
-202.291	-214.003	4.866
-202.202	-213.733	4.893
-202.179	-213.896	4.902
-202.501	-214.074	4.910
-202.327	-213.960	4.908
-202.259	-213.506	4.923
-202.163	-213.483	4.919
-202.284	-213.649	4.931
-202.185	-213.224	4.915
-202.201	-213.693	4.937
-202.341	-213.654	4.976
-202.260	-213.550	4.971
-202.278	-213.515	4.978
-202.341	-213.266	4.993
-202.503	-213.439	4.966
-202.407	-213.574	4.995
-202.311	-213.401	4.986
-202.404	-213.531	4.991
-202.356	-213.491	5.013
-202.413	-213.453	5.020
-202.261	-213.438	5.041
-202.353	-213.335	5.029
-202.395	-213.391	5.062
-202.373	-213.566	5.037
-202.288	-213.397	5.063
-202.346	-213.137	5.062
-202.151	-213.450	5.079
-202.228	-212.914	5.073
-202.310	-213.170	5.065
-202.216	-213.080	5.092
-202.266	-213.050	5.118
-202.332	-213.367	5.124
-202.148	-213.351	5.111
-202.147	-212.916	5.129
-202.270	-212.447	5.172
-202.387	-212.732	5.164
-202.328	-212.721	5.174
-202.278	-212.891	5.195
-202.459	-212.468	5.188
-202.321	-212.544	5.193
-202.303	-212.668	5.215
-202.255	-212.654	5.225
-202.282	-212.444	5.188
-202.322	-212.240	5.205
-202.190	-212.256	5.244
-202.209	-212.376	5.243
-202.192	-212.260	5.223
-202.334	-212.316	5.235
-202.284	-212.297	5.260
-202.346	-212.863	5.249
-202.358	-212.283	5.255
-202.378	-212.325	5.261
-202.342	-211.910	5.267
-202.461	-211.765	5.280
-202.369	-212.344	5.283
-202.388	-212.106	5.298
-202.282	-212.241	5.301
-202.447	-212.004	5.297
-202.206	-211.822	5.342
-202.268	-212.311	5.304
-202.327	-211.949	5.298
-202.652	-212.550	5.298
-202.154	-211.924	5.325
-202.308	-212.266	5.315
-202.279	-211.752	5.311
-202.294	-211.884	5.312
-202.246	-212.318	5.360
-202.196	-211.988	5.326
-202.145	-211.958	5.307
-202.386	-211.941	5.355
-202.172	-211.953	5.345
-202.305	-211.646	5.362
-202.364	-211.870	5.353
-202.289	-211.959	5.367
-202.238	-211.977	5.334
-202.123	-211.576	5.397
-202.312	-212.006	5.383
-202.427	-212.002	5.373
-202.101	-211.582	5.382
-202.093	-211.600	5.391
-202.142	-211.797	5.393
-202.301	-211.732	5.381
-202.301	-211.797	5.377
-202.381	-211.965	5.391
-202.204	-212.500	5.400
-202.326	-212.101	5.404
-202.232	-212.144	5.405
-202.210	-211.523	5.365
-202.075	-211.417	5.415
-202.454	-211.392	5.420
-202.334	-211.535	5.419
-202.239	-211.390	5.419
-202.427	-211.542	5.423
-202.227	-211.784	5.399
-202.123	-211.624	5.407
-202.250	-211.818	5.402
-202.246	-211.908	5.391
-202.283	-211.651	5.440
-202.217	-211.780	5.415
-202.198	-211.950	5.443
-202.224	-211.614	5.407
-202.314	-211.287	5.415
-202.265	-211.620	5.440
-202.425	-211.629	5.406
-202.106	-211.649	5.412
-202.081	-211.436	5.433
-202.191	-211.187	5.452
-202.281	-211.195	5.483
-202.306	-211.361	5.414
-202.001	-211.604	5.449
-202.300	-211.987	5.433
-202.335	-212.081	5.439
-202.144	-211.017	5.483
-202.418	-211.267	5.454
-202.466	-211.554	5.465
-202.200	-211.299	5.449
-202.100	-211.350	5.506
-202.168	-211.490	5.494
-202.311	-211.240	5.515
-202.096	-211.780	5.496
-202.182	-211.639	5.504
-202.181	-210.812	5.474
-202.157	-211.264	5.489
-202.084	-211.211	5.488
-202.336	-211.320	5.510
-201.985	-211.405	5.478
-202.153	-211.256	5.510
-202.183	-210.892	5.520
-202.163	-210.988	5.499
-202.307	-211.012	5.519
-202.371	-210.822	5.486
-202.167	-211.043	5.548
-202.305	-210.888	5.508
-202.102	-210.623	5.495
-201.984	-211.025	5.512
-202.110	-211.124	5.515
-202.117	-210.747	5.524
-202.275	-211.201	5.521
-202.204	-210.510	5.510
-202.205	-210.475	5.508
-202.116	-210.548	5.530
-202.282	-210.427	5.546
-202.058	-210.311	5.539
-202.194	-210.758	5.510
-202.081	-210.724	5.571
-202.131	-210.724	5.577
-202.113	-210.657	5.551
-202.174	-210.444	5.573
-202.242	-211.044	5.561
-201.935	-210.620	5.558
-202.196	-211.210	5.559
-202.080	-210.552	5.577
-202.161	-210.500	5.541
-202.138	-210.337	5.544
-202.270	-210.221	5.581
-202.175	-210.118	5.578
-202.054	-210.182	5.585
-202.213	-210.201	5.592
-202.084	-210.313	5.585
-202.146	-210.201	5.603
-202.202	-210.286	5.589
-202.341	-210.564	5.579
-202.491	-210.201	5.580
-202.104	-210.180	5.610
-202.116	-210.065	5.610
-202.238	-210.606	5.592
-202.371	-210.473	5.602
-202.306	-209.928	5.622
-202.283	-210.152	5.620
-202.209	-210.555	5.609
-202.200	-210.117	5.616
-202.119	-209.994	5.608
-202.052	-210.061	5.588
-202.028	-209.924	5.601
-202.205	-210.089	5.626
-202.238	-209.791	5.584
-202.092	-209.713	5.587
-202.107	-209.927	5.606
-202.169	-210.098	5.611
-202.028	-210.084	5.673
-202.245	-209.794	5.670
-202.016	-209.529	5.651
-202.063	-209.863	5.658
-202.223	-210.142	5.686
-202.024	-209.890	5.659
-202.397	-210.192	5.650
-202.038	-210.200	5.664
-202.272	-210.421	5.654
-202.060	-209.565	5.681
-202.075	-209.967	5.691
-202.304	-209.376	5.675
-202.235	-209.788	5.678
-202.065	-209.922	5.699
-202.223	-210.099	5.715
-202.021	-210.209	5.684
-202.077	-210.002	5.675
-202.040	-209.927	5.702
-202.254	-209.846	5.705
-202.040	-209.692	5.719
-202.111	-210.056	5.701
-202.206	-209.831	5.736
-202.006	-209.475	5.738
-202.107	-209.901	5.756
-202.253	-209.813	5.718
-202.130	-210.438	5.717
-202.159	-209.972	5.729
-201.998	-209.950	5.775
-202.243	-209.483	5.736
-202.246	-209.601	5.772
-202.077	-209.791	5.777
-202.306	-209.762	5.751
-202.143	-209.369	5.759
-201.998	-209.487	5.740
-202.232	-209.719	5.724
-201.980	-209.673	5.771
-202.057	-209.524	5.749
-202.131	-209.268	5.770
-202.200	-209.278	5.797
-202.055	-209.297	5.775
-202.104	-209.623	5.784
-202.007	-209.461	5.774
-202.101	-209.887	5.777
-202.084	-209.160	5.783
-202.167	-209.284	5.795
-202.121	-209.186	5.839
-202.099	-209.362	5.817
-202.127	-209.306	5.801
-202.023	-209.244	5.821
-202.089	-209.229	5.840
-202.024	-209.332	5.840
-202.215	-209.477	5.782
-202.037	-209.544	5.839
-202.145	-209.079	5.861
-202.077	-209.511	5.825
-202.145	-208.955	5.793
-202.004	-209.262	5.805
-202.022	-209.273	5.848
-201.932	-209.367	5.803
-202.121	-209.013	5.868
-201.989	-208.980	5.852
-202.034	-208.959	5.862
-202.088	-209.533	5.849
-202.190	-209.105	5.882
-201.897	-209.203	5.871
-202.321	-208.814	5.884
-202.150	-209.068	5.901
-202.153	-208.622	5.882
-202.175	-209.039	5.852
-202.182	-208.787	5.902
-202.074	-208.770	5.869
-202.089	-208.738	5.874
-202.099	-208.927	5.914
-202.063	-208.776	5.892
-202.269	-208.772	5.896
-202.101	-208.881	5.892
-202.274	-209.025	5.922
-201.907	-209.044	5.895
-202.174	-209.366	5.895
-201.963	-209.079	5.943
-202.119	-209.262	5.929
-202.020	-209.228	5.962
-202.271	-208.767	5.970
-202.084	-208.870	5.944
-202.064	-208.679	5.986
-202.050	-208.842	5.961
-202.035	-208.621	5.952
-202.042	-208.967	5.941
-202.045	-208.996	5.985
-202.003	-208.950	5.963
-202.089	-208.934	6.022
-202.116	-208.855	5.967
-202.003	-208.838	5.970
-202.165	-208.300	6.009
-202.238	-208.437	5.990
-202.013	-208.735	5.982
-202.212	-208.266	6.037
-202.154	-208.422	6.012
-202.228	-208.451	6.022
-202.119	-208.208	6.060
-202.189	-208.454	6.060
-202.015	-208.237	6.032
-202.176	-208.029	6.095
-202.312	-208.582	6.063
-202.140	-208.481	6.074
-202.024	-208.172	6.024
-202.182	-208.356	6.040
-202.056	-208.615	6.004
-202.212	-208.254	6.069
-202.133	-208.191	6.071
-202.010	-208.503	6.060
-202.067	-207.943	6.065
-202.152	-208.312	6.109
-202.173	-208.499	6.106
-202.120	-207.878	6.074
-202.254	-208.257	6.105
-202.201	-208.350	6.129
-202.042	-208.266	6.139
-202.076	-207.947	6.112
-202.092	-207.896	6.134
-202.298	-208.149	6.122
-202.215	-207.919	6.118
-202.182	-208.225	6.117
-202.463	-208.406	6.127
-202.094	-208.062	6.163
-202.174	-208.413	6.154
-202.295	-208.386	6.158
-202.015	-208.344	6.176
-202.061	-207.917	6.143
-202.093	-208.159	6.157
-202.029	-208.348	6.120
-201.992	-207.870	6.197
-201.933	-208.416	6.139
-202.025	-208.178	6.182
-202.013	-207.973	6.131
-201.944	-207.722	6.192
-202.105	-207.714	6.183
-202.229	-208.242	6.209
-202.009	-207.723	6.186
-202.103	-207.947	6.218
-202.057	-207.915	6.203
-202.263	-208.533	6.169
-202.110	-207.926	6.201
-202.037	-207.871	6.198
-202.149	-207.650	6.239
-201.977	-207.391	6.252
-201.980	-207.675	6.223
-202.180	-207.620	6.225
-202.012	-207.612	6.207
-202.169	-207.912	6.164
-202.113	-207.578	6.225
-201.963	-207.481	6.238
-202.075	-208.074	6.180
-201.996	-207.663	6.237
-202.048	-207.679	6.216
-202.007	-207.439	6.201
-201.906	-207.343	6.232
-202.074	-207.409	6.263
-202.056	-207.610	6.286
-202.273	-207.581	6.265
-202.137	-207.358	6.203
-202.182	-207.302	6.288
-202.037	-207.421	6.289
-202.024	-207.528	6.259
-202.023	-207.377	6.280
-202.070	-207.596	6.198
-201.944	-207.596	6.298
-202.027	-207.393	6.285
-202.014	-207.362	6.264
-201.955	-207.624	6.281
-202.147	-208.102	6.290
-201.872	-207.260	6.293
-201.857	-207.712	6.278
-202.001	-207.472	6.269
-202.071	-207.669	6.298
-202.045	-207.423	6.301
-201.906	-207.737	6.304
-201.976	-207.512	6.316
-201.916	-207.330	6.317
-201.976	-207.503	6.304
-202.055	-207.264	6.292
-202.026	-207.460	6.331
-201.874	-207.268	6.345
-202.060	-207.320	6.351
-202.093	-207.318	6.317
-202.034	-207.297	6.350
-201.958	-207.627	6.331
-201.983	-207.276	6.358
-201.990	-207.327	6.337
-201.949	-206.957	6.370
-202.089	-207.231	6.395
-201.920	-207.305	6.352
-201.875	-207.135	6.377
-201.930	-207.326	6.339
-202.039	-207.337	6.359
-202.021	-207.299	6.344
-202.243	-207.572	6.349
-201.974	-207.166	6.376
-202.153	-207.425	6.334
-201.953	-207.180	6.376
-201.902	-207.062	6.381
-201.851	-207.187	6.377
-201.941	-207.065	6.384
-202.072	-206.847	6.440
-202.290	-206.968	6.413
-201.976	-206.750	6.420
-202.091	-206.832	6.424
-202.040	-206.802	6.439
-201.899	-206.695	6.474
-201.964	-207.006	6.406
-202.043	-206.759	6.467
-201.940	-206.789	6.438
-202.042	-206.855	6.436
-202.015	-207.021	6.451
-202.015	-206.736	6.456
-201.978	-206.818	6.453
-202.050	-206.719	6.427
-202.070	-206.846	6.455
-201.923	-206.721	6.459
-202.300	-207.234	6.470
-201.978	-206.513	6.443
-201.873	-206.679	6.468
-201.866	-206.609	6.468
-202.115	-206.997	6.469
-201.949	-206.524	6.513
-201.961	-206.944	6.470
-202.043	-206.773	6.490
-202.058	-206.788	6.493
-201.955	-206.690	6.505
-202.071	-206.824	6.523
-201.913	-206.753	6.534
-202.064	-206.835	6.520
-202.028	-206.822	6.507
-202.105	-206.614	6.513
-201.946	-206.391	6.550
-201.947	-206.524	6.515
-201.953	-206.350	6.514
-202.036	-206.494	6.516
-201.950	-206.452	6.538
-201.982	-206.433	6.505
-201.918	-206.502	6.539
-202.031	-206.489	6.526
-201.964	-206.476	6.533
-202.035	-206.475	6.564
-201.974	-206.375	6.550
-202.017	-206.400	6.554
-202.056	-206.609	6.547
-201.954	-206.439	6.574
-201.926	-206.266	6.592
-201.988	-206.401	6.545
-202.105	-206.464	6.558
-201.939	-206.421	6.541
-201.823	-206.283	6.541
-201.981	-206.517	6.574
-201.879	-206.573	6.592
-202.147	-206.574	6.542
-201.903	-206.340	6.581
-201.957	-206.246	6.597
-202.069	-206.634	6.574
-201.968	-206.533	6.570
-201.846	-206.286	6.577
-201.951	-206.420	6.589
-201.956	-206.410	6.628
-201.987	-206.551	6.574
-201.869	-206.418	6.589
-201.904	-206.389	6.593
-201.919	-206.287	6.591
-201.876	-206.257	6.641
-201.930	-206.484	6.608
-201.854	-206.231	6.627
-201.985	-206.167	6.618
-201.986	-206.300	6.628
-202.054	-206.426	6.605
-201.838	-206.212	6.588
-201.826	-206.198	6.630
-201.890	-206.291	6.610
-201.857	-206.199	6.591
-202.022	-206.237	6.630
-201.867	-206.272	6.588
-201.865	-206.121	6.656
-202.038	-206.199	6.635
-202.007	-206.258	6.651
-202.005	-206.287	6.660
-201.859	-205.958	6.669
-201.979	-206.355	6.614
-201.919	-206.107	6.636
-201.860	-206.299	6.646
-201.913	-206.407	6.618
-201.889	-206.392	6.642
-201.865	-206.157	6.669
-202.073	-206.524	6.639
-201.978	-206.179	6.677
-201.996	-206.114	6.648
-201.931	-206.038	6.663
-201.949	-206.039	6.643
-201.904	-205.928	6.693
-201.877	-206.002	6.678
-201.735	-205.897	6.664
-201.929	-205.934	6.688
-201.986	-206.026	6.682
-202.017	-206.046	6.670
-201.974	-205.898	6.690
-202.033	-205.776	6.686
-201.908	-205.888	6.677
-201.898	-205.892	6.683
-201.976	-205.843	6.705
-202.030	-206.093	6.679
-202.073	-205.983	6.711
-201.845	-205.936	6.750
-202.257	-206.357	6.700
-201.882	-205.961	6.711
-201.934	-206.193	6.674
-201.887	-205.978	6.691
-201.856	-205.970	6.699
-201.791	-205.954	6.729
-201.905	-205.834	6.714
-201.917	-206.012	6.732
-201.907	-205.880	6.718
-201.859	-205.841	6.718
-201.904	-205.846	6.713
-201.920	-205.881	6.752
-201.913	-205.888	6.707
-201.905	-205.800	6.741
-201.901	-205.764	6.722
-201.871	-205.906	6.732
-201.937	-206.001	6.734
-201.909	-205.829	6.741
-202.005	-205.928	6.712
-201.828	-205.812	6.729
-202.017	-205.951	6.782
-201.848	-205.765	6.785
-201.846	-205.784	6.735
-201.946	-205.801	6.738
-201.878	-205.725	6.715
-201.896	-205.728	6.743
-201.933	-205.881	6.725
-201.927	-205.729	6.742
-202.004	-205.745	6.747
-201.863	-205.816	6.762
-201.834	-205.685	6.727
-201.919	-205.732	6.776
-201.947	-205.896	6.747
-201.926	-205.647	6.770
-201.910	-205.713	6.770
-201.907	-205.781	6.775
-201.886	-205.813	6.786
-201.945	-205.684	6.795
-201.875	-205.728	6.735
-201.925	-205.809	6.776
-201.868	-205.701	6.811
-201.915	-205.836	6.800
-202.126	-206.007	6.790
-202.002	-205.812	6.768
-201.938	-205.730	6.843
-201.900	-205.756	6.785
-201.955	-205.685	6.789
-202.112	-206.015	6.788
-202.008	-205.722	6.849
-201.902	-205.544	6.840
-202.272	-206.301	6.788
-201.955	-205.783	6.836
-201.808	-205.805	6.796
-201.746	-205.861	6.770
-201.774	-205.784	6.790
-201.861	-205.984	6.797
-201.789	-205.695	6.818
-201.860	-205.598	6.842
-201.909	-205.802	6.824
-201.859	-205.544	6.812
-201.937	-205.691	6.802
-201.920	-205.622	6.854
-202.031	-205.864	6.810
-201.876	-205.595	6.841
-201.876	-205.671	6.794
-202.043	-206.119	6.827
-202.008	-205.575	6.851
-201.944	-205.622	6.857
-201.990	-205.698	6.850
-201.839	-205.494	6.812
-201.921	-205.561	6.837
-201.876	-205.546	6.831
-201.938	-205.853	6.821
-201.943	-205.676	6.847
-201.876	-205.879	6.816
-201.890	-205.668	6.850
-201.832	-205.626	6.780
-201.752	-205.625	6.839
-201.852	-205.985	6.806
-201.820	-205.410	6.858
-201.984	-205.897	6.825
-201.989	-205.903	6.828
-201.801	-205.597	6.821
-201.901	-205.786	6.867
-201.863	-205.712	6.864
-201.806	-205.431	6.908
