EUBOs, ELBOs, ESSs, KLs_mus_ex, KLs_mus_in, KLs_precisions_ex, KLs_precisions_in
-333.56504211425784, -603.3784545898437, 1.021903669834137, 1.443752920627594, 17.26467752456665, 6.1285663604736325, 0.8660811424255371
-248.84949951171876, -391.14757080078124, 1.056098997592926, 94510.85501687527, 9.568023014068604, 7.585869169235229, 1.2772632181644439
-228.25321197509766, -311.10963134765626, 1.091152834892273, 26338.14414806366, 9.956368160247802, 12.847053050994873, 2.3008726239204407
-219.84046478271483, -284.9873443603516, 1.133586597442627, 9.078099179267884, 27.869095039367675, 7.852690649032593, 2.1869583249092104
-213.20450897216796, -258.8957061767578, 1.2208733081817627, 1.5826483726501466, 20.691189289093018, 8.107183647155761, 4.666837549209594
-208.6933563232422, -248.2063995361328, 1.2739470243453979, 1.0575672388076782, 11.126632404327392, 6.262172079086303, 9.845162105560302
-206.19146881103515, -245.68519134521483, 1.2959109187126159, 1.0003746926784516, 8.3029541015625, 5.7638298034667965, 23.726920700073244
-204.7875778198242, -245.61707611083983, 1.2730879306793212, 1.021015703678131, 9.229091167449951, 5.30670862197876, 24.01923370361328
-203.9772186279297, -244.46765594482423, 1.2808606147766113, 1.0762155175209045, 10.713266181945801, 5.12582221031189, 15.59027328491211
-202.2989486694336, -244.79983367919922, 1.2635582208633422, 1.0711479187011719, 11.393038082122803, 4.981831836700439, 11.604474735260009
-201.2911163330078, -244.73861236572264, 1.251914644241333, 1.0888091206550599, 12.049090480804443, 4.672068405151367, 10.681237983703614
-200.59854736328126, -244.64979095458983, 1.254954743385315, 1.057401180267334, 10.837695503234864, 4.719424915313721, 12.625988292694093
-199.7314254760742, -244.39071350097657, 1.252083694934845, 1.0758389115333558, 12.004432582855225, 4.465909194946289, 12.408417129516602
-199.84842224121093, -244.3742218017578, 1.2460230112075805, 1.0447579383850099, 11.267223167419434, 4.457372045516967, 12.704299354553223
-199.36716918945314, -244.00259552001953, 1.2390178203582765, 1.0864853620529176, 12.763434505462646, 4.269253349304199, 11.657294178009034
-198.13394470214843, -244.32579650878907, 1.2312086939811706, 1.1083617448806762, 13.703128051757812, 4.125279355049133, 10.68275852203369
-197.5902877807617, -245.19710388183594, 1.2256119966506958, 1.0784233331680297, 13.974716758728027, 4.111585116386413, 10.591434001922607
-196.88011932373047, -244.80767669677735, 1.2219489216804504, 1.0867406249046325, 14.454325485229493, 3.986407232284546, 10.507765007019042
-196.43143768310546, -243.87586822509766, 1.2277148723602296, 1.0932801485061645, 13.461740875244141, 3.9126962184906007, 10.594091033935547
-196.2777557373047, -244.54682159423828, 1.2219110965728759, 1.0973223924636841, 15.920784664154052, 3.859503412246704, 10.395461273193359
-195.70317687988282, -245.27184295654297, 1.212108814716339, 1.0843475699424743, 14.248036956787109, 3.707429838180542, 9.284441804885864
-194.957275390625, -243.6911193847656, 1.2280300498008727, 1.084358239173889, 15.00143051147461, 3.8598160982131957, 10.018259716033935
-194.89666290283202, -243.14708251953124, 1.2239399790763854, 1.0972621083259582, 15.406376838684082, 3.648598837852478, 9.81705026626587
-193.6317886352539, -242.19916534423828, 1.220406424999237, 1.0790887951850892, 16.068277072906493, 3.5526107788085937, 9.953706550598145
-192.06066131591797, -241.38761444091796, 1.2273148894309998, 1.1059836506843568, 20.502373123168944, 3.4028894901275635, 9.049015331268311
-191.05017700195313, -240.82294006347655, 1.2168564438819884, 1.0539811849594116, 17.292010498046874, 3.4025722980499267, 8.567230415344238
-190.32070617675782, -238.91097869873047, 1.2267234563827514, 1.082465374469757, 18.27642478942871, 3.291980576515198, 8.293900203704833
-189.5174545288086, -236.8533737182617, 1.242937433719635, 1.115229845046997, 21.724946784973145, 3.3172178268432617, 8.319363832473755
-188.56331787109374, -236.7952392578125, 1.2243860363960266, 1.1276973128318786, 23.377194213867188, 3.0804821968078615, 7.4543785572052
-187.29201965332032, -234.4086471557617, 1.2481788277626038, 1.0854001641273499, 20.879273223876954, 3.0373321771621704, 7.090569877624512
-186.53789367675782, -230.46953735351562, 1.2850433945655824, 1.1659608483314514, 24.50261344909668, 2.867433500289917, 6.190770387649536
-185.9644027709961, -229.7237777709961, 1.2860836386680603, 1.202751088142395, 22.459544563293456, 2.865883207321167, 5.82439661026001
-185.2497573852539, -229.1611801147461, 1.2890767216682435, 1.1959813475608825, 23.261759567260743, 2.7573219299316407, 5.373527956008911
-184.9448501586914, -229.74464416503906, 1.2834697604179381, 1.1523751497268677, 24.44405918121338, 2.767605686187744, 5.712053060531616
-184.76294403076173, -228.17090911865233, 1.3032141089439393, 1.1974893093109131, 25.353519439697266, 2.699771690368652, 5.629653358459473
-183.8457458496094, -227.74788665771484, 1.2992793083190919, 1.1888220667839051, 23.085686492919923, 2.6796653985977175, 5.4128025531768795
-183.71135711669922, -227.5841796875, 1.3015718460083008, 1.2017616391181947, 25.79902114868164, 2.608294367790222, 5.203961801528931
-183.47812194824218, -226.50760803222656, 1.3190738081932067, 1.1902663111686707, 23.83061809539795, 2.5995906829833983, 5.68579511642456
-183.28008728027345, -226.75457611083985, 1.3171366810798646, 1.2117250680923461, 23.017236137390135, 2.5093068361282347, 5.569790649414062
-183.2501190185547, -226.69228973388672, 1.3124394059181212, 1.2049837112426758, 24.78827323913574, 2.547365832328796, 5.212807941436767
-182.47407073974608, -225.33026580810548, 1.3169340014457702, 1.21687912940979, 25.335962867736818, 2.576916790008545, 5.05857400894165
