EUBO_ave, ELBO_ave, ESS, EUBO_os, ELBO_os, EUBO_ag, ELBO_ag, KLs_eta_ex_os, KLs_eta_in_os, KL_z_ex_os, KL_z_in_os, KLs_eta_ex_ag, KLs_eta_in_ag, KL_z_ex_ag, KL_z_in_ag
-220.743438721, -314.155639648, 1.08666622639, -262.074737549, -435.153198242, -218.761322021, -297.260559082, 258.38494873, 16.3738441467, 62.7686538696, 14.4371061325, 121.930099487, 19.3091278076, 31.195224762, 10.9835767746
-213.798736572, -283.459686279, 1.10085129738, -235.414703369, -342.214385986, -210.911972046, -279.924072266, 167.115814209, 17.2722568512, 39.6385002136, 13.4685897827, 97.2061920166, 22.27825737, 24.5529842377, 10.743429184
-206.036575317, -278.269897461, 1.09320414066, -223.426467896, -349.511016846, -204.69480896, -264.838775635, 184.689849854, 15.6369447708, 34.4199066162, 12.828461647, 91.1375198364, 18.5855789185, 24.0132808685, 9.77097320557
-209.830764771, -290.09463501, 1.13021051884, -233.049026489, -375.769439697, -202.230453491, -275.94821167, 197.993453979, 16.7418708801, 48.5512504578, 13.6651077271, 108.975959778, 21.6470508575, 18.9762516022, 9.15128135681
-201.968978882, -263.992645264, 1.12712848186, -219.467651367, -319.040588379, -199.586547852, -257.258270264, 163.288848877, 16.6384563446, 39.4233169556, 14.0548067093, 83.6520080566, 20.3969116211, 16.7552261353, 8.44941806793
-204.502853394, -269.86114502, 1.13495159149, -221.615158081, -326.106323242, -200.526992798, -260.245513916, 153.329086304, 16.4047431946, 39.6952476501, 13.5772218704, 91.621887207, 20.0316581726, 20.0435791016, 9.3534822464
-198.300170898, -259.413757324, 1.12059557438, -213.483673096, -315.974639893, -195.730331421, -253.220413208, 143.126800537, 15.7962503433, 31.5522384644, 12.3054208755, 84.809173584, 20.00730896, 20.387008667, 9.01215744019
-203.297271729, -265.456420898, 1.11493074894, -222.352523804, -318.741760254, -200.484680176, -260.435638428, 149.115371704, 14.2520542145, 42.0008010864, 14.5345411301, 84.6564331055, 18.9838199615, 17.8941802979, 8.5775308609
-199.006835938, -259.934082031, 1.11491334438, -207.952346802, -300.61505127, -198.949127197, -260.281860352, 132.790588379, 16.4346904755, 22.8821849823, 10.8466959, 84.495223999, 21.6736335754, 24.1581954956, 9.11892223358
-215.519760132, -294.930145264, 1.10721611977, -232.835220337, -352.671020508, -215.050216675, -294.199127197, 182.176086426, 14.7907934189, 37.7100296021, 12.7636442184, 101.818809509, 18.6665401459, 18.6031036377, 9.66640949249
-196.525466919, -253.028137207, 1.11291873455, -212.797576904, -307.243347168, -194.849868774, -245.968261719, 126.157745361, 14.6372098923, 32.049118042, 11.7924842834, 75.5962753296, 19.4821376801, 18.2741184235, 8.80428123474
-203.353561401, -263.80255127, 1.16166841984, -214.419387817, -309.337768555, -203.078964233, -259.920837402, 134.243118286, 15.2315664291, 32.380569458, 12.5821828842, 85.6137771606, 20.1979045868, 18.6758785248, 9.17772102356
-201.901931763, -260.388702393, 1.15033900738, -216.324615479, -304.445831299, -196.656173706, -258.95022583, 130.5884552, 14.6709604263, 34.3048973083, 12.718334198, 77.8596725464, 18.2091884613, 16.4865703583, 8.21287155151
-194.126800537, -247.817321777, 1.1375682354, -206.22644043, -295.451171875, -195.256500244, -240.73374939, 131.397735596, 15.3824234009, 28.7354793549, 12.7556238174, 76.696144104, 21.0988960266, 15.8926334381, 8.05352020264
-189.553146362, -237.227798462, 1.17439734936, -201.333084106, -281.417663574, -188.728118896, -234.099273682, 107.68711853, 13.8751010895, 27.8343677521, 12.4465732574, 65.1039123535, 19.2991542816, 21.8668842316, 9.06487083435
-198.901596069, -262.336212158, 1.11057877541, -215.241287231, -309.181243896, -191.521820068, -250.736801147, 150.467224121, 15.6417636871, 36.5248832703, 12.3016958237, 83.6251831055, 20.4378662109, 19.2930526733, 7.51715660095
-198.482696533, -253.317123413, 1.13472867012, -212.665649414, -298.015411377, -193.767181396, -244.842681885, 123.878067017, 15.5385446548, 34.384853363, 12.6413125992, 73.3340835571, 19.7681999207, 12.8244972229, 7.23849534988
-196.699478149, -248.696975708, 1.16212284565, -210.08114624, -294.1640625, -196.844284058, -251.037796021, 116.855682373, 14.8672151566, 29.3386077881, 11.9670162201, 72.3372039795, 21.5307617188, 17.9909725189, 8.27460002899
-203.659194946, -267.283660889, 1.14430165291, -216.89642334, -310.359558105, -204.959915161, -258.187683105, 126.029930115, 15.9246988297, 36.9119148254, 13.4051933289, 90.9095153809, 18.9640731812, 18.6838626862, 7.53044939041
-196.341781616, -248.78729248, 1.14763915539, -212.496459961, -302.874267578, -195.954727173, -244.699554443, 138.427642822, 14.6167726517, 31.9005393982, 12.3090162277, 71.3548660278, 20.0552997589, 19.1471786499, 7.80402946472
-195.629974365, -244.115158081, 1.17646205425, -207.505310059, -288.511047363, -193.521636963, -231.422927856, 108.031188965, 14.0802698135, 28.5515155792, 11.6571741104, 64.6136474609, 17.9771652222, 17.5995407104, 7.52263116837
-201.039413452, -263.220855713, 1.162514925, -223.011276245, -324.749816895, -199.019256592, -255.26171875, 145.254898071, 15.6768608093, 34.9935836792, 11.8068714142, 83.3372344971, 21.9764785767, 17.5244369507, 7.5411772728
-200.556640625, -263.077148438, 1.13903725147, -219.065505981, -322.861816406, -199.044006348, -253.075698853, 159.132095337, 16.4879264832, 34.5569572449, 12.3592758179, 86.8148651123, 23.7859554291, 18.3913726807, 7.99069070816
-196.017913818, -246.484313965, 1.18630123138, -208.580871582, -304.268951416, -196.757446289, -239.312057495, 123.223320007, 14.7502994537, 34.6911582947, 10.6892709732, 66.2908554077, 18.3149337769, 17.8199386597, 7.23079299927
-191.583343506, -234.402130127, 1.17916834354, -201.828964233, -275.728149414, -189.298049927, -228.359161377, 101.376876831, 14.8935947418, 18.8119010925, 9.86349105835, 56.8743591309, 19.1691036224, 15.4035644531, 7.11380577087
-192.75994873, -239.960403442, 1.17234432697, -203.807662964, -270.741821289, -192.760482788, -236.22505188, 104.897819519, 14.7551584244, 27.7937164307, 11.0646877289, 66.8983459473, 20.353263855, 15.8444023132, 7.34838628769
-189.500488281, -231.256576538, 1.17097735405, -199.539016724, -264.001617432, -186.436950684, -224.873794556, 103.413841248, 16.288974762, 24.7361354828, 10.7228250504, 60.3241462708, 24.0822906494, 16.5217170715, 7.79229354858
-198.641952515, -246.026565552, 1.20909285545, -211.917297363, -299.799224854, -194.812896729, -235.948501587, 127.681388855, 14.6448793411, 30.5851249695, 10.2818307877, 65.2532424927, 19.8489227295, 12.3949584961, 6.91964292526
-187.168258667, -228.94392395, 1.20797204971, -201.489456177, -266.618591309, -184.657211304, -223.19593811, 102.199508667, 14.8202466965, 28.9459381104, 11.1798362732, 61.0017089844, 18.8792667389, 14.5945291519, 6.34314203262
-199.537521362, -249.352264404, 1.21831357479, -209.213424683, -285.088775635, -198.517028809, -244.599945068, 113.79598999, 15.9444465637, 30.5063247681, 12.2466430664, 71.006652832, 22.550693512, 18.5580673218, 8.66588497162
-186.90536499, -229.416915894, 1.20676708221, -204.648498535, -284.364501953, -185.606628418, -225.528137207, 115.379707336, 15.3015708923, 47.7136116028, 10.7408084869, 57.3141441345, 21.5097675323, 16.5140018463, 7.15758371353
-187.541717529, -226.481872559, 1.19844818115, -199.561096191, -267.239074707, -187.096618652, -225.177825928, 100.497253418, 15.4408378601, 24.9872264862, 11.0842533112, 53.7058334351, 22.3825416565, 13.1459627151, 6.30227947235
-193.674133301, -242.710632324, 1.22986364365, -206.30796814, -272.592498779, -190.859573364, -238.564575195, 107.842185974, 14.8302783966, 28.0207061768, 10.2429676056, 72.031036377, 22.1704654694, 16.5670661926, 7.29649543762
-190.926620483, -240.090240479, 1.19862043858, -206.84135437, -283.611785889, -193.245742798, -235.389068604, 109.058288574, 15.4484729767, 28.8935928345, 10.8665027618, 66.25806427, 19.0454292297, 16.9960289001, 7.56782102585
-190.900695801, -228.578491211, 1.21929848194, -200.343063354, -256.793426514, -189.600234985, -220.882064819, 85.2539825439, 13.6093215942, 29.1788311005, 11.6215486526, 51.1494483948, 14.8540086746, 17.8333148956, 7.38050842285
-196.09387207, -240.718032837, 1.2620241642, -202.576889038, -267.572723389, -195.512649536, -236.683807373, 97.091758728, 15.5475101471, 25.5174369812, 10.6679897308, 66.0238952637, 19.3553829193, 18.1264381409, 6.7621088028
-191.673599243, -260.428771973, 1.21500217915, -205.964263916, -300.80758667, -188.970199585, -258.548217773, 129.696746826, 15.7980833054, 31.5599555969, 9.84841918945, 80.4688568115, 19.1738681793, 19.8163700104, 6.83353281021
-193.816879272, -233.888137817, 1.19856393337, -204.058990479, -266.117584229, -193.954788208, -230.90246582, 99.9241104126, 16.140586853, 23.1621017456, 10.2319374084, 56.8599815369, 21.8782520294, 15.536151886, 7.19699716568
-186.939178467, -223.371643066, 1.22403454781, -201.499664307, -256.731445312, -185.291290283, -219.119293213, 86.9879379272, 14.0118141174, 23.7878227234, 10.6908340454, 50.3930549622, 20.8293571472, 11.5943336487, 5.92690563202
-202.583557129, -250.102142334, 1.18623232841, -212.603439331, -286.524688721, -200.704879761, -243.500061035, 115.830055237, 17.3074321747, 31.330280304, 11.561252594, 68.3164901733, 22.566608429, 17.6740970612, 8.00996112823
-195.944732666, -237.876647949, 1.20825886726, -204.850738525, -268.322540283, -192.753997803, -234.293441772, 91.465423584, 13.451877594, 22.3395118713, 10.3224534988, 59.3342056274, 18.5061645508, 15.3322439194, 7.2091755867
-179.793304443, -209.805923462, 1.26831066608, -189.311080933, -239.981887817, -177.278945923, -206.297027588, 74.7667160034, 14.633234024, 18.7476348877, 9.66986179352, 42.5492324829, 20.7953262329, 9.66582965851, 5.92852830887
-190.93447876, -233.088729858, 1.23862314224, -199.720825195, -268.248199463, -191.439987183, -231.765396118, 97.988899231, 15.368481636, 19.8893814087, 9.688372612, 61.3015708923, 26.201051712, 15.5363912582, 7.05204820633
-179.77645874, -213.154708862, 1.24658405781, -192.571777344, -244.557876587, -178.856643677, -208.513381958, 83.4937667847, 15.8998184204, 17.572467804, 9.13961601257, 44.542842865, 18.2657718658, 12.0429325104, 6.48522949219
-185.670196533, -217.701461792, 1.233476758, -192.114471436, -251.49432373, -184.468612671, -214.404037476, 79.4509277344, 15.235042572, 16.9574546814, 9.53648948669, 46.2991104126, 21.7981796265, 12.6029548645, 6.28034543991
-191.698944092, -228.408203125, 1.21921384335, -202.925216675, -256.870330811, -189.394760132, -224.255844116, 86.7464294434, 16.9625797272, 19.2080001831, 10.3536911011, 50.9447212219, 18.2409515381, 11.1837768555, 6.72210025787
-181.466018677, -211.13973999, 1.24905955791, -190.907989502, -242.379058838, -179.224472046, -206.623825073, 72.7899627686, 14.9763832092, 18.71916008, 9.16670322418, 43.0872764587, 23.4152565002, 12.207075119, 6.85963392258
-196.054962158, -235.571243286, 1.21537411213, -206.049682617, -276.920440674, -192.417694092, -227.790893555, 97.1644744873, 15.2327623367, 24.050037384, 11.4210586548, 54.8644371033, 22.8972148895, 16.0333137512, 7.52963113785
-194.119232178, -232.855758667, 1.18803966045, -201.63331604, -257.322296143, -191.691772461, -230.543380737, 89.7748031616, 16.4474201202, 22.5603694916, 10.0686969757, 51.7419281006, 19.3048877716, 14.5529060364, 6.08049058914
-186.12171936, -218.352737427, 1.22015500069, -195.086410522, -251.934860229, -184.890441895, -217.145065308, 84.2883911133, 16.4596996307, 23.4847660065, 9.48292446136, 48.7523422241, 22.6736164093, 10.8057031631, 6.00864219666
-186.902114868, -219.84916687, 1.22409319878, -197.277526855, -247.711700439, -185.740310669, -218.930953979, 82.8683319092, 17.2851219177, 14.9058322906, 8.63973140717, 48.5716743469, 23.0315189362, 9.72939014435, 5.8088092804
-185.290466309, -215.245605469, 1.23878669739, -192.668502808, -241.552871704, -182.544021606, -211.926055908, 73.928604126, 16.4625396729, 19.0833873749, 9.50037097931, 44.28956604, 20.0337638855, 10.0583724976, 6.08017778397
-196.76675415, -238.297988892, 1.21498918533, -204.189102173, -275.407226562, -196.41796875, -233.356674194, 103.487327576, 18.4155235291, 26.2205028534, 8.8730840683, 58.4270324707, 20.6157474518, 14.7253017426, 6.68932056427
-191.057434082, -223.3384552, 1.23533034325, -200.447357178, -248.496490479, -190.630950928, -222.147064209, 78.8717956543, 16.9753360748, 21.8351593018, 9.63825416565, 48.5447692871, 25.0066146851, 12.0355615616, 6.8184056282
-193.547225952, -230.197418213, 1.24707257748, -202.512619019, -256.532318115, -192.248397827, -225.781204224, 83.7354125977, 16.8946762085, 26.9384174347, 10.2271308899, 54.6952018738, 23.0640621185, 12.7191066742, 6.15644788742
-197.893478394, -239.765762329, 1.22618424892, -206.661804199, -293.984283447, -194.940139771, -233.619979858, 116.36289978, 20.0999507904, 29.0908756256, 10.1303367615, 60.4319343567, 29.4110908508, 11.8010721207, 6.84496116638
-181.117126465, -206.936798096, 1.26330566406, -189.417984009, -229.69593811, -180.341812134, -206.227966309, 63.6695365906, 18.0200519562, 15.7995862961, 8.07699489594, 42.4399604797, 28.1571540833, 8.99110794067, 5.59422683716
-190.705841064, -223.224746704, 1.21643769741, -197.022262573, -250.851913452, -192.315063477, -220.580703735, 79.9095611572, 16.0020389557, 22.0260791779, 9.4815158844, 46.7016105652, 22.3136348724, 12.9089536667, 6.99650287628
-194.382415771, -229.027389526, 1.25525605679, -201.48626709, -256.892974854, -192.473419189, -227.219787598, 79.8488006592, 14.914806366, 23.6371440887, 8.94536209106, 50.592880249, 21.4300270081, 13.2967805862, 6.1361322403
-191.721466064, -227.187728882, 1.25664961338, -201.480117798, -249.389953613, -189.605728149, -222.436737061, 76.2401733398, 16.5658283234, 22.9671726227, 10.4618186951, 51.1481552124, 19.4596881866, 10.7183742523, 5.8360490799
-198.065093994, -234.327209473, 1.29476988316, -203.979858398, -256.56628418, -197.986068726, -233.28717041, 77.1491088867, 18.9267940521, 24.8417510986, 9.79782676697, 52.9793586731, 26.8342838287, 11.6960840225, 6.80119371414
-183.934494019, -212.510894775, 1.25952351093, -190.889877319, -244.089050293, -184.0599823, -208.549850464, 70.9260101318, 19.3528804779, 16.5749206543, 8.41061782837, 42.6530952454, 28.3055305481, 11.0649929047, 6.05394554138
-196.022155762, -231.949661255, 1.25107288361, -203.339553833, -257.235595703, -191.233276367, -227.154495239, 81.7143859863, 19.1276435852, 19.3822040558, 9.26090812683, 56.4836997986, 26.0878276825, 11.7095460892, 6.23663520813
-179.252212524, -202.870300293, 1.26760649681, -185.320571899, -225.670684814, -178.024414062, -200.1118927, 58.0980567932, 16.9050102234, 12.0403404236, 6.83736085892, 37.5198745728, 24.6943073273, 8.01347541809, 5.31379270554
-184.915710449, -208.868515015, 1.26286351681, -192.330429077, -230.493515015, -184.12260437, -206.636154175, 62.7963180542, 18.8166542053, 13.5586624146, 8.03827190399, 37.8214645386, 26.0640144348, 8.21574878693, 4.70782136917
-186.846664429, -224.824920654, 1.28814709187, -201.794006348, -270.012176514, -186.76411438, -219.471313477, 126.551292419, 18.5970535278, 25.7325553894, 8.41656112671, 52.7186737061, 24.5448589325, 18.0654792786, 5.66294908524
-185.215530396, -216.214431763, 1.28783738613, -190.786056519, -236.615783691, -183.911178589, -211.085876465, 74.3821029663, 17.907453537, 18.1688766479, 8.63708114624, 47.6921348572, 23.4384708405, 11.5402002335, 5.15823507309
-193.627044678, -228.523040771, 1.27691280842, -200.478668213, -256.167388916, -189.896774292, -225.376419067, 80.846206665, 17.3370800018, 24.6338176727, 9.25061035156, 53.9597854614, 26.1736011505, 12.149356842, 5.3058886528
-185.75050354, -214.43309021, 1.29372060299, -194.519958496, -235.406967163, -184.473892212, -212.327911377, 67.5559616089, 18.1996707916, 14.8406200409, 8.38513278961, 44.1465148926, 23.8858013153, 8.0643415451, 4.96257925034
-185.440444946, -213.844467163, 1.30058789253, -192.310699463, -241.124740601, -184.348419189, -212.574417114, 67.0472106934, 16.2052555084, 20.6415405273, 8.03538417816, 43.4567527771, 22.2709541321, 12.4224367142, 5.89694690704
-194.206268311, -232.547027588, 1.25515437126, -200.772232056, -259.466522217, -195.286804199, -229.555328369, 89.4146957397, 20.9322605133, 19.6855354309, 9.14213848114, 60.2429389954, 28.8974609375, 12.9315052032, 6.7333984375
-177.410720825, -201.942123413, 1.31301283836, -181.990188599, -217.135757446, -176.507507324, -202.158950806, 55.1244773865, 17.5093002319, 13.8762569427, 7.04613351822, 37.4816589355, 22.6210155487, 8.51640796661, 4.95423126221
-180.64151001, -205.206466675, 1.32479357719, -188.876678467, -225.46862793, -180.451644897, -203.930847168, 59.2600135803, 19.6135311127, 15.3907499313, 8.05353927612, 38.6433868408, 24.9694843292, 9.14005279541, 5.39851665497
-186.249923706, -216.791061401, 1.24741303921, -193.143203735, -241.329589844, -185.572143555, -214.837799072, 75.4066009521, 18.1921844482, 24.5889663696, 7.76935243607, 48.4895133972, 25.9974632263, 12.6281766891, 6.61557817459
-181.889022827, -207.583312988, 1.33206450939, -186.440872192, -227.425247192, -182.555938721, -206.378417969, 66.0507354736, 20.1525936127, 15.5306406021, 8.42500114441, 42.1219787598, 25.9762821198, 10.0321912766, 5.40599966049
-188.174331665, -221.082305908, 1.32512104511, -193.394119263, -239.009078979, -185.287597656, -218.48135376, 76.3643493652, 19.7223148346, 18.9944705963, 7.35386228561, 54.0850448608, 26.8478240967, 13.9801979065, 5.74065303802
-188.114135742, -216.84564209, 1.26959455013, -190.585372925, -241.702514648, -188.489730835, -214.789321899, 67.0466690063, 19.6931228638, 16.1448898315, 7.17739152908, 44.212677002, 23.5993328094, 12.1189804077, 6.71666002274
-192.608612061, -231.538421631, 1.24995446205, -200.45753479, -256.87298584, -190.655136108, -226.371627808, 79.0980834961, 22.3781223297, 17.1592159271, 8.86287784576, 57.9409294128, 28.6745357513, 11.9480314255, 6.59143447876
-189.967910767, -224.042205811, 1.2656929493, -204.045120239, -254.972869873, -187.758865356, -221.827941895, 93.6661300659, 18.3366851807, 25.763168335, 8.03500843048, 53.1452636719, 24.5461349487, 11.862493515, 5.57085752487
-177.51739502, -202.027816772, 1.26605379581, -180.385452271, -216.894958496, -178.520690918, -201.933807373, 56.2581748962, 19.1936264038, 12.8050193787, 6.45931529999, 40.0221748352, 26.62342453, 10.4776639938, 5.89437389374
-189.281112671, -220.867935181, 1.24152374268, -195.520004272, -243.276519775, -189.030700684, -220.905471802, 75.1119995117, 18.5431270599, 13.6722593307, 7.55777931213, 51.2585601807, 30.8073234558, 13.1190452576, 6.27516031265
-173.071792603, -194.166793823, 1.32951843739, -176.884765625, -205.810852051, -172.747955322, -193.875, 48.2919540405, 16.7662410736, 12.3507614136, 7.42704486847, 34.3414535522, 24.0203170776, 9.53962421417, 5.43515253067
-181.84161377, -207.147766113, 1.30705499649, -186.488418579, -224.328323364, -181.873336792, -206.034194946, 55.2630805969, 16.5953998566, 18.8858833313, 7.68223762512, 39.8797569275, 22.2663402557, 8.40336227417, 5.00415229797
-184.096206665, -214.031814575, 1.26689898968, -186.711212158, -227.473648071, -182.899765015, -214.77557373, 60.4582366943, 18.6174755096, 17.8406906128, 7.84679985046, 48.4787902832, 23.9071273804, 8.05359840393, 4.97995948792
-190.606185913, -223.749923706, 1.26791274548, -192.817245483, -243.795227051, -188.581192017, -219.907104492, 75.2238769531, 20.5438652039, 15.2822790146, 6.80844593048, 52.1891059875, 29.1316337585, 14.2382802963, 6.37775945663
