EUBOs, ELBOs, ESSs
-171.633717346, -195.836070251, 1.72276420593
-171.576652527, -195.976734924, 1.73861854076
-171.438322449, -195.899755859, 1.72880239487
-171.351528931, -195.791534424, 1.72880997658
-171.51849823, -195.832876587, 1.714554739
-171.4329422, -195.79780426, 1.71451987028
-171.479101563, -195.602380371, 1.70609812737
-171.495239258, -195.942547607, 1.70351425409
-171.82243042, -196.302326965, 1.71192635298
-171.649284363, -195.619207764, 1.74087635279
-171.594537354, -196.060169983, 1.72678302526
-171.596614075, -195.820573425, 1.72320309877
-171.53143158, -195.757807922, 1.73560550213
-171.636231995, -195.824668884, 1.7228946209
-171.353076172, -195.504432678, 1.73543615341
-171.675852966, -196.118026733, 1.71474308968
-171.678977966, -196.06177063, 1.73172050714
