EUBO, ELBO, ESS, KLs_eta_ex, KLs_eta_in, KL_z_ex, KL_z_in
-189.716216888, -204.579903107, 1.48437589645, 30.7486176682, 13.9104991722, 1.11020064354, 0.711146495938
-189.456376648, -204.240920715, 1.51496667147, 29.3404281235, 13.5781199551, 1.04028928161, 0.721568957567
-189.797691345, -205.355457764, 1.48524328947, 31.6158138466, 13.8453279686, 1.29952032208, 0.743815577626
-189.557505646, -204.404684906, 1.48009588718, 30.6586758041, 13.6225500774, 1.05002945542, 0.692492503822
-189.764543304, -204.55133316, 1.50186858654, 30.6884783554, 13.8343965244, 1.11379852295, 0.70575101614
-189.518418884, -204.564134521, 1.49841114759, 31.3766659927, 13.4219898129, 1.07167547524, 0.691255669892
-189.439576874, -204.301823883, 1.50269519091, 31.1471279144, 13.3690384483, 1.08844130516, 0.70076636523
-189.240536346, -204.204004364, 1.48661694407, 30.7463512802, 13.6149240398, 1.11890487313, 0.702899388373
-189.418778839, -204.375598755, 1.48675217867, 31.2905504036, 13.6957912636, 1.25889906049, 0.729040390253
-189.454020081, -204.975019073, 1.47256536961, 31.2018420601, 13.3345680428, 1.07226418257, 0.695400332808
-189.358049469, -204.253225861, 1.49614625096, 31.2829028702, 13.3110590935, 1.0353791225, 0.661692374051
-189.430236206, -203.995135956, 1.50329735637, 30.5794795609, 13.7359628487, 1.09534829021, 0.703293670714
-189.538963165, -204.306824188, 1.51192244291, 30.4628294182, 13.3763905048, 1.1034533006, 0.669940897226
-189.521752014, -204.23103775, 1.50997340918, 30.5971447945, 13.5524655151, 1.1023618114, 0.70921530962
-189.504195709, -204.523735809, 1.50061164021, 30.8147896957, 13.4984891701, 1.02960199416, 0.687176471353
-189.224402771, -204.453690338, 1.49654784083, 31.6511139679, 13.5245772362, 1.07205437243, 0.66971539259
-189.583622437, -204.812420959, 1.48089890599, 31.4669166374, 13.5128849792, 1.10506984979, 0.670591416657
-189.368802032, -204.793153229, 1.48161472797, 31.408448658, 13.8435574436, 1.06458702922, 0.661271055043
-189.247204285, -204.281792908, 1.48588419676, 30.969466114, 13.4897818756, 1.02883152604, 0.695574908257
-189.164283752, -203.77368866, 1.50216680169, 30.7277505875, 13.2540300655, 1.0819311136, 0.690351018012
-189.088501129, -203.824416656, 1.51335640907, 30.4996077156, 13.225455265, 1.07240960598, 0.684265559912
-189.301641083, -204.063321838, 1.4931437993, 30.7704537201, 13.5546294498, 1.12016464889, 0.674659243524
-189.040869751, -203.458128967, 1.5122712779, 30.5462324905, 13.4590251064, 1.00400129259, 0.66331055373
-189.334699097, -204.828730621, 1.48918642402, 30.754617691, 13.5015461063, 1.07932152212, 0.664339950681
-189.342740936, -204.135210724, 1.48442745686, 31.03780756, 13.7445655537, 1.05678179264, 0.689860590696
-189.074147339, -203.871444855, 1.49155524969, 30.7120840263, 13.6466260529, 0.970023095012, 0.665490683019
-189.23749527, -203.992446899, 1.50082764268, 30.5434758377, 13.5123262882, 0.954575330019, 0.67079023242
-189.124429932, -204.45951767, 1.49529065728, 30.9374797821, 13.5271080112, 1.01975396752, 0.653109668791
-189.269322357, -204.209852295, 1.51876487017, 30.5183237839, 13.2882285118, 1.10675336599, 0.672631853521
-189.096818542, -204.059202881, 1.51072197914, 30.4306067276, 13.4754071999, 1.11933970094, 0.638544248343
-189.124743195, -204.350164185, 1.48606496811, 30.955201664, 13.1575597668, 1.0552238518, 0.65114605695
-189.234191437, -204.26993927, 1.51753773332, 30.6439586449, 13.6517137909, 1.10723737776, 0.65575794965
-189.209690552, -204.462965088, 1.49079907298, 30.2857237053, 13.7499928951, 0.965580279231, 0.654415884614
