EUBO_ave, ELBO_ave, ESS, KLs_eta_ex_ag, KLs_eta_in_ag, KL_z_ex_ag, KL_z_in_ag
-294.7461853027344, -634.6332397460938, 1.0364375114440918, 424.9593811035156, 16.259450912475586, 104.25682830810547, 17.291261672973633
-285.80413818359375, -579.119873046875, 1.0142335891723633, 449.3865966796875, 16.22987174987793, 95.72416687011719, 19.76228904724121
-358.7207336425781, -779.4617309570312, 1.063673734664917, 582.4617309570312, 17.45700454711914, 135.44345092773438, 21.945846557617188
-305.8950500488281, -695.479736328125, 1.0355416536331177, 618.282470703125, 16.632373809814453, 100.14564514160156, 21.85422134399414
-309.00665283203125, -680.1548461914062, 1.0254218578338623, 536.02587890625, 17.213499069213867, 108.46170806884766, 19.94623374938965
-299.5129699707031, -631.5062866210938, 1.0047417879104614, 478.9231262207031, 16.012954711914062, 108.37445068359375, 19.166534423828125
-333.43475341796875, -671.4689331054688, 1.0454442501068115, 512.1303100585938, 16.379945755004883, 122.48162078857422, 20.30109214782715
-334.2035217285156, -690.3189697265625, 1.0166043043136597, 484.92596435546875, 16.631242752075195, 142.3678436279297, 18.93250274658203
-317.43829345703125, -731.6906127929688, 1.0163788795471191, 565.8226928710938, 16.848356246948242, 115.72765350341797, 19.205270767211914
-292.62738037109375, -615.6720581054688, 1.0440162420272827, 437.660888671875, 16.520633697509766, 112.95675659179688, 20.408565521240234
-281.287353515625, -548.728271484375, 1.0381600856781006, 385.9862060546875, 15.981060028076172, 87.8955078125, 18.32319450378418
-303.5202331542969, -564.8331909179688, 1.0045039653778076, 409.1451416015625, 15.93564224243164, 102.698486328125, 20.03653335571289
-311.30072021484375, -604.071533203125, 1.0039379596710205, 411.1497802734375, 16.070096969604492, 137.78265380859375, 20.382963180541992
-314.4060974121094, -721.2242431640625, 1.014808177947998, 507.9226989746094, 16.40104866027832, 117.38567352294922, 19.370250701904297
-290.2226257324219, -629.7655029296875, 1.0120501518249512, 441.087646484375, 17.053314208984375, 112.9026107788086, 18.390636444091797
-305.3193664550781, -629.9315185546875, 1.0262610912322998, 468.26031494140625, 17.325742721557617, 103.91838836669922, 18.98657989501953
-310.8311767578125, -682.1763305664062, 1.0146756172180176, 465.4376525878906, 17.1394100189209, 102.80769348144531, 19.877708435058594
-229.87347412109375, -462.4913024902344, 1.0295395851135254, 285.07598876953125, 15.542983055114746, 61.387691497802734, 15.679681777954102
-311.6740417480469, -666.3989868164062, 1.0255950689315796, 534.470458984375, 16.578340530395508, 104.14804077148438, 19.854785919189453
-283.0428771972656, -548.58740234375, 1.0076003074645996, 382.7423400878906, 17.175596237182617, 92.46469116210938, 18.913007736206055
-278.31671142578125, -582.658935546875, 1.0452953577041626, 407.43316650390625, 16.645626068115234, 87.50391387939453, 19.03929901123047
-313.2120056152344, -603.6263427734375, 1.0498896837234497, 454.49066162109375, 16.4609432220459, 133.52972412109375, 17.96640396118164
-299.8959045410156, -674.778564453125, 1.0257717370986938, 506.3749694824219, 16.043045043945312, 99.51175689697266, 17.62523078918457
-262.1245422363281, -513.3038940429688, 1.0395481586456299, 334.174072265625, 16.12139129638672, 77.96564483642578, 17.890487670898438
-312.38641357421875, -647.9002075195312, 1.0330947637557983, 502.2386474609375, 15.985919952392578, 116.96818542480469, 20.042665481567383
-307.70245361328125, -652.5387573242188, 1.0146676301956177, 452.84747314453125, 16.58379364013672, 100.14347839355469, 18.40380096435547
-257.068603515625, -503.9442443847656, 1.0704501867294312, 286.0797119140625, 15.468951225280762, 99.23426055908203, 16.804889678955078
-261.3713073730469, -539.586181640625, 1.0469465255737305, 366.729736328125, 16.23714256286621, 77.94143676757812, 18.7687931060791
-317.7297668457031, -606.5177612304688, 1.0022295713424683, 452.5141906738281, 16.092069625854492, 110.29216766357422, 19.921615600585938
-299.7241516113281, -687.0853271484375, 1.0505309104919434, 454.27557373046875, 17.166894912719727, 94.3037338256836, 19.131383895874023
-339.4380798339844, -773.4183349609375, 1.0172022581100464, 593.092041015625, 16.822185516357422, 153.3793487548828, 20.201547622680664
-281.74981689453125, -513.113525390625, 1.0252002477645874, 393.08087158203125, 16.181303024291992, 94.16175842285156, 20.820642471313477
-289.5815124511719, -551.5611572265625, 1.0374165773391724, 367.25628662109375, 15.682312965393066, 101.56128692626953, 18.760482788085938
-313.4445495605469, -696.5263061523438, 1.000508189201355, 529.1032104492188, 17.462806701660156, 95.67912292480469, 19.037044525146484
-277.4872131347656, -517.4862670898438, 1.017354965209961, 348.2279968261719, 15.296629905700684, 101.2035140991211, 20.476032257080078
-277.7709045410156, -557.6812744140625, 1.0302156209945679, 398.0972900390625, 15.795252799987793, 86.0696792602539, 18.154212951660156
-244.82431030273438, -465.84637451171875, 1.005608081817627, 288.353271484375, 15.463440895080566, 62.78707504272461, 16.63129425048828
-261.22412109375, -487.57171630859375, 1.0495219230651855, 334.2976989746094, 15.442749977111816, 68.67378234863281, 16.528881072998047
-264.3504943847656, -480.1123962402344, 1.0027459859848022, 305.1654968261719, 15.775729179382324, 87.61055755615234, 18.294010162353516
-293.607666015625, -657.0535278320312, 1.001560926437378, 456.8426208496094, 16.616825103759766, 93.9326171875, 18.816804885864258
-279.39068603515625, -588.7546997070312, 1.0459985733032227, 432.0144958496094, 16.675020217895508, 78.7647705078125, 18.7490177154541
-271.87701416015625, -510.6751708984375, 1.0437778234481812, 340.2300720214844, 16.695274353027344, 76.85649108886719, 19.440279006958008
-246.35928344726562, -441.0904235839844, 1.044928789138794, 269.0323486328125, 15.351366996765137, 58.784446716308594, 17.487585067749023
-294.88336181640625, -609.3195190429688, 1.0210750102996826, 427.3004150390625, 16.23137664794922, 91.81745910644531, 17.517396926879883
-294.11590576171875, -738.721435546875, 1.0322078466415405, 637.3199462890625, 16.483783721923828, 100.08321380615234, 17.465919494628906
-261.260986328125, -507.7379150390625, 1.0121338367462158, 350.86175537109375, 15.190752983093262, 73.90453338623047, 16.469276428222656
-273.9596862792969, -594.6629028320312, 1.0288642644882202, 396.0628967285156, 16.50002098083496, 78.35491943359375, 16.50080680847168
-278.27203369140625, -588.6548461914062, 1.0179563760757446, 412.19976806640625, 17.626510620117188, 93.03800964355469, 16.028247833251953
-279.821533203125, -571.1492309570312, 1.003386378288269, 407.8401184082031, 16.400127410888672, 89.12422943115234, 18.603857040405273
-286.6832580566406, -580.363525390625, 1.029380440711975, 377.7571105957031, 15.837553977966309, 127.72505950927734, 18.17154312133789
-275.5105895996094, -776.6661987304688, 1.020723819732666, 552.0335693359375, 15.670733451843262, 75.21958923339844, 15.366703033447266
-314.701416015625, -579.8394775390625, 1.0490128993988037, 409.3276672363281, 17.030067443847656, 112.4922866821289, 19.68653106689453
-292.4604187011719, -608.130126953125, 1.0101724863052368, 419.306884765625, 15.492439270019531, 102.18569946289062, 19.324207305908203
-268.4452819824219, -528.9465942382812, 1.064918041229248, 385.1073303222656, 15.619122505187988, 79.81521606445312, 20.1588191986084
-285.7350769042969, -619.699951171875, 1.0330220460891724, 437.2489929199219, 16.579242706298828, 100.4045181274414, 20.358917236328125
-271.623046875, -538.6660766601562, 1.0514984130859375, 359.1772766113281, 16.096576690673828, 77.86280059814453, 18.28504180908203
-311.27252197265625, -611.603271484375, 1.0397852659225464, 442.0592041015625, 17.175220489501953, 95.67022705078125, 21.029499053955078
-298.6356506347656, -573.3189697265625, 1.0415456295013428, 444.0506896972656, 15.901719093322754, 97.9385757446289, 18.373804092407227
-280.78753662109375, -625.4511108398438, 1.0456078052520752, 395.8694152832031, 15.844593048095703, 79.0525131225586, 17.123497009277344
-274.502685546875, -605.5952758789062, 1.0241708755493164, 437.5362548828125, 16.665077209472656, 88.5149154663086, 18.864477157592773
-304.9990539550781, -679.2684326171875, 1.0248525142669678, 428.3711853027344, 16.63666534423828, 113.18852233886719, 19.314960479736328
-266.1231689453125, -516.5718994140625, 1.0551304817199707, 311.4810791015625, 16.238306045532227, 85.88742065429688, 21.254518508911133
-309.5024108886719, -623.4815063476562, 1.0034241676330566, 460.32183837890625, 16.161054611206055, 118.65245056152344, 18.766284942626953
-297.50372314453125, -696.0206298828125, 1.0080510377883911, 543.1471557617188, 17.686723709106445, 98.2310562133789, 18.945384979248047
-273.98193359375, -566.8988647460938, 1.024885892868042, 416.510009765625, 16.675525665283203, 90.83053588867188, 19.900081634521484
-319.64544677734375, -643.1599731445312, 1.0348678827285767, 461.92742919921875, 16.530914306640625, 118.3962631225586, 18.30870246887207
-281.6072998046875, -556.3654174804688, 1.0073155164718628, 378.90753173828125, 17.07038116455078, 92.38843536376953, 19.972219467163086
-264.14776611328125, -527.6646728515625, 1.0773169994354248, 342.22015380859375, 16.149110794067383, 79.47998046875, 18.84258270263672
-304.63031005859375, -599.7117309570312, 1.0336534976959229, 426.1229248046875, 16.046960830688477, 124.98192596435547, 19.39990997314453
-326.2127685546875, -675.5452880859375, 1.0087249279022217, 435.27008056640625, 16.30048370361328, 116.34262084960938, 20.77733612060547
-281.2167663574219, -577.1707153320312, 1.0290900468826294, 375.6639709472656, 16.071901321411133, 91.23848724365234, 19.333744049072266
-280.0772705078125, -592.15185546875, 1.0970202684402466, 426.0995788574219, 17.60436248779297, 78.99786376953125, 18.29722023010254
-291.0166015625, -642.5082397460938, 1.1145522594451904, 392.53973388671875, 15.936443328857422, 124.85076904296875, 18.940372467041016
-301.67657470703125, -627.636474609375, 1.0111347436904907, 477.3473815917969, 16.881797790527344, 122.14261627197266, 20.477062225341797
-287.6806335449219, -585.1804809570312, 1.0134363174438477, 387.18414306640625, 16.453258514404297, 102.58231353759766, 18.888778686523438
-277.17510986328125, -586.792236328125, 1.0437523126602173, 351.5464782714844, 17.170928955078125, 102.39132690429688, 17.520605087280273
-252.73104858398438, -473.98211669921875, 1.0793570280075073, 277.64373779296875, 15.842473983764648, 59.8939208984375, 16.768779754638672
-266.4989013671875, -518.598876953125, 1.0067778825759888, 356.75506591796875, 16.202112197875977, 77.92516326904297, 16.784189224243164
-290.15228271484375, -574.2598266601562, 1.0791473388671875, 404.8695983886719, 16.146011352539062, 95.0256576538086, 18.404346466064453
-276.2473449707031, -583.5277099609375, 1.0490131378173828, 375.3423156738281, 15.693912506103516, 99.02942657470703, 18.282468795776367
-276.6909484863281, -531.6539306640625, 1.0374863147735596, 390.48516845703125, 15.879493713378906, 75.52096557617188, 17.22905158996582
-253.88031005859375, -492.3027648925781, 1.0424933433532715, 316.5845031738281, 16.288349151611328, 63.94535827636719, 18.84659767150879
-278.7235107421875, -498.1316833496094, 1.0432937145233154, 345.2261047363281, 16.20415687561035, 100.81260681152344, 19.506471633911133
-281.33905029296875, -593.751953125, 1.0793750286102295, 506.8476867675781, 16.364625930786133, 85.1313705444336, 18.435680389404297
-277.9098205566406, -607.0380249023438, 1.0159764289855957, 434.4281921386719, 18.25098419189453, 92.33182525634766, 19.90348243713379
-296.3980712890625, -558.2662353515625, 1.0271884202957153, 372.007080078125, 16.61492156982422, 100.30340576171875, 20.596900939941406
-284.08416748046875, -572.3599853515625, 1.0201507806777954, 398.1385498046875, 16.601686477661133, 92.29772186279297, 21.3182315826416
-261.7506103515625, -533.5389404296875, 1.0237746238708496, 301.8567810058594, 15.538731575012207, 81.82654571533203, 17.320911407470703
-292.3468017578125, -610.7060546875, 1.0409561395645142, 407.4026184082031, 16.594053268432617, 105.15059661865234, 19.741029739379883
-285.7402648925781, -616.8516235351562, 1.034797191619873, 462.0059814453125, 16.31801986694336, 102.7872543334961, 20.191421508789062
-270.3778991699219, -487.89569091796875, 1.0722638368606567, 329.671875, 16.899272918701172, 77.06967163085938, 20.748985290527344
-293.4561767578125, -620.141845703125, 1.0267863273620605, 486.3081359863281, 16.623912811279297, 101.06102752685547, 19.71868896484375
-266.7978515625, -536.227294921875, 1.0446375608444214, 361.03515625, 16.62970542907715, 83.67249298095703, 17.934423446655273
-274.8458251953125, -572.160888671875, 1.0222012996673584, 387.7427673339844, 16.435585021972656, 71.14103698730469, 17.741050720214844
-300.15057373046875, -623.463623046875, 1.033359408378601, 492.02288818359375, 16.497987747192383, 104.32184600830078, 16.9653263092041
-309.3386535644531, -645.8660888671875, 1.0116976499557495, 459.9986267089844, 16.1929931640625, 110.8733139038086, 19.454675674438477
-287.2319030761719, -559.543701171875, 1.01829993724823, 384.40667724609375, 16.007183074951172, 84.7594223022461, 17.364957809448242
-276.0203552246094, -586.408935546875, 1.048794150352478, 409.5560302734375, 15.487667083740234, 103.94393920898438, 16.688678741455078
-286.096923828125, -541.6217041015625, 1.0696661472320557, 364.6414489746094, 15.357282638549805, 109.41165161132812, 19.268756866455078
-305.0181884765625, -616.57666015625, 1.0291534662246704, 458.8568420410156, 17.070154190063477, 102.48040771484375, 19.24251365661621
-328.3888244628906, -653.6337280273438, 1.0918811559677124, 484.7124938964844, 16.95549774169922, 129.66445922851562, 20.632822036743164
-276.9278259277344, -503.36053466796875, 1.0428699254989624, 340.02789306640625, 16.468656539916992, 85.03759002685547, 19.54912757873535
-288.15985107421875, -610.289306640625, 1.0632731914520264, 427.1208190917969, 16.40096664428711, 92.48326873779297, 17.951305389404297
-314.5877380371094, -605.367919921875, 1.030643105506897, 443.9652099609375, 16.689006805419922, 117.4610824584961, 20.590391159057617
-290.13037109375, -609.1715087890625, 1.0903805494308472, 447.9207763671875, 16.493396759033203, 85.73688507080078, 18.239110946655273
-303.92022705078125, -577.1139526367188, 1.011691927909851, 373.21038818359375, 15.783002853393555, 103.35505676269531, 19.318391799926758
-320.88446044921875, -617.6969604492188, 1.0176459550857544, 425.98223876953125, 17.17009925842285, 109.35064697265625, 20.546751022338867
-288.2167663574219, -568.3252563476562, 1.0101629495620728, 392.4310607910156, 16.069549560546875, 102.84430694580078, 19.73406219482422
-272.5838317871094, -503.3800048828125, 1.0069729089736938, 342.0440368652344, 15.77796745300293, 85.87953186035156, 17.125333786010742
-303.8116149902344, -674.5970458984375, 1.0411202907562256, 517.93115234375, 17.07904052734375, 117.06871032714844, 17.293777465820312
-256.29620361328125, -519.0527954101562, 1.0217218399047852, 353.3321838378906, 16.185808181762695, 79.70063018798828, 17.263517379760742
-290.6861267089844, -545.9072265625, 1.0582671165466309, 362.9019470214844, 16.662187576293945, 97.99134063720703, 16.13506507873535
-278.594482421875, -542.0765991210938, 1.0798083543777466, 399.8783264160156, 16.305957794189453, 86.51709747314453, 17.39344596862793
-284.45654296875, -587.709228515625, 1.0613033771514893, 376.87139892578125, 16.52220916748047, 83.95201873779297, 16.249723434448242
-309.6160888671875, -606.1336669921875, 1.048534870147705, 436.2107849121094, 16.85042953491211, 118.1080551147461, 19.45185661315918
-288.5339050292969, -530.7626342773438, 1.0488901138305664, 433.78204345703125, 17.253494262695312, 88.70718383789062, 18.960355758666992
-298.0850830078125, -609.4405517578125, 1.0989524126052856, 386.1389465332031, 16.185470581054688, 103.1319808959961, 18.651988983154297
-289.8266906738281, -578.6312866210938, 1.0167787075042725, 398.0819396972656, 17.12751007080078, 100.78263854980469, 17.338031768798828
-297.794677734375, -539.3226318359375, 1.0612843036651611, 422.9073486328125, 16.96412467956543, 120.50174713134766, 17.821447372436523
-305.4974365234375, -640.0887451171875, 1.0242705345153809, 489.205322265625, 16.799463272094727, 102.39884948730469, 18.44764518737793
-283.3847351074219, -583.0781860351562, 1.0525509119033813, 368.6874084472656, 16.498302459716797, 93.66614532470703, 17.366413116455078
-275.4079284667969, -515.0404052734375, 1.0427086353302002, 326.959716796875, 15.811779975891113, 84.91065216064453, 16.644874572753906
-389.9707336425781, -842.7514038085938, 1.024195671081543, 666.42919921875, 18.401037216186523, 164.26339721679688, 19.702598571777344
-273.9395751953125, -509.381103515625, 1.023268699645996, 382.95745849609375, 16.0346622467041, 97.60115051269531, 19.212894439697266
-311.0902404785156, -599.0258178710938, 1.0097761154174805, 419.7872009277344, 17.1391544342041, 101.22891235351562, 18.084373474121094
-288.09271240234375, -563.5783081054688, 1.0551992654800415, 430.6242980957031, 17.27181625366211, 97.19758605957031, 18.317707061767578
-264.4862365722656, -488.4620056152344, 1.0462725162506104, 350.63519287109375, 15.378499984741211, 78.27259826660156, 17.49659538269043
-350.8929748535156, -754.1712646484375, 1.0212732553482056, 600.3184204101562, 17.015485763549805, 147.85601806640625, 21.100879669189453
-312.09869384765625, -610.0625610351562, 1.01396906375885, 430.6271057128906, 16.49799346923828, 98.86470794677734, 17.801443099975586
-357.653564453125, -842.1735229492188, 1.0133610963821411, 647.7429809570312, 18.315967559814453, 139.62930297851562, 18.543516159057617
-321.6838073730469, -592.0908203125, 1.0308152437210083, 392.5287170410156, 16.765323638916016, 134.52516174316406, 19.324357986450195
-318.8158874511719, -595.697021484375, 1.0705658197402954, 410.62640380859375, 17.66889190673828, 127.27210998535156, 17.6464786529541
