EUBO_ave, ELBO_ave, ESS, EUBO_os, ELBO_os, EUBO_ag, ELBO_ag, KLs_eta_ex_ag, KLs_eta_in_ag, KL_z_ex_ag, KL_z_in_ag
689.6904907226562, -94.5757064819336, 1.008004903793335, -495.1678161621094, -779.3375854492188, 830.2781982421875, -10.048980712890625, 773.39697265625, 22.826309204101562, 346.11773681640625, 24.215709686279297
573.1531372070312, -73.66580963134766, 1.0118660926818848, -421.84649658203125, -698.835693359375, 820.114501953125, 57.92117691040039, 579.024658203125, 20.964282989501953, 284.9620056152344, 21.156572341918945
515.08154296875, -68.32461547851562, 1.0095243453979492, -440.52752685546875, -711.9064331054688, 699.339599609375, 40.39189147949219, 529.7257690429688, 22.834009170532227, 281.96600341796875, 23.109573364257812
440.2403259277344, -58.665740966796875, 1.0103099346160889, -429.3311462402344, -692.4844360351562, 559.40087890625, 19.31507110595703, 446.43231201171875, 18.9669246673584, 213.47630310058594, 22.03003692626953
534.8441162109375, -70.7928695678711, 1.0102137327194214, -514.7655639648438, -823.8400268554688, 645.8208618164062, -9.480659484863281, 495.40570068359375, 19.123973846435547, 229.33154296875, 21.073759078979492
415.1019592285156, -53.813053131103516, 1.0055965185165405, -445.1877746582031, -737.037353515625, 517.9085693359375, 6.130776882171631, 331.794921875, 18.33881187438965, 192.3680419921875, 19.492259979248047
376.9186706542969, -51.87150955200195, 1.019394874572754, -467.91278076171875, -750.9483642578125, 443.8228454589844, -15.252559661865234, 315.6483154296875, 17.17088508605957, 189.6597900390625, 19.192508697509766
356.74609375, -49.960357666015625, 1.0102909803390503, -448.3927001953125, -718.1659545898438, 425.141357421875, 12.984994888305664, 297.0274658203125, 18.739450454711914, 171.17999267578125, 17.945301055908203
288.52362060546875, -41.1204833984375, 1.0120328664779663, -395.3340759277344, -656.7269287109375, 345.3703918457031, 11.275531768798828, 214.33853149414062, 18.682004928588867, 114.9148941040039, 17.591285705566406
286.5613708496094, -43.959747314453125, 1.0061938762664795, -422.8797302246094, -719.205078125, 387.47601318359375, 14.023316383361816, 233.73809814453125, 18.866329193115234, 114.42977905273438, 19.55263900756836
257.523681640625, -38.93732833862305, 1.0266741514205933, -400.2894592285156, -643.3213500976562, 273.05706787109375, 0.48001205921173096, 184.81011962890625, 17.713119506835938, 111.32816314697266, 17.620092391967773
280.6449279785156, -42.70952606201172, 1.019821047782898, -434.3039855957031, -730.9952392578125, 296.1237487792969, -13.374156951904297, 218.21185302734375, 19.426895141601562, 99.58686828613281, 16.728057861328125
232.1264190673828, -38.424068450927734, 1.0278308391571045, -428.72381591796875, -687.8446655273438, 249.56201171875, -9.533733367919922, 167.3297119140625, 18.790172576904297, 94.00820922851562, 14.977163314819336
229.4506378173828, -38.400943756103516, 1.0217210054397583, -450.9350891113281, -735.84716796875, 267.4326477050781, -0.23908329010009766, 176.55906677246094, 20.49642562866211, 66.6060562133789, 15.654945373535156
235.9565887451172, -36.51967239379883, 1.0203428268432617, -443.5389709472656, -726.5851440429688, 265.142333984375, 3.1670610904693604, 162.50465393066406, 19.636581420898438, 64.00845336914062, 15.019070625305176
311.42987060546875, -46.46444320678711, 1.0259947776794434, -593.8449096679688, -909.48681640625, 413.6185607910156, -18.589248657226562, 228.2412567138672, 23.2631893157959, 131.10073852539062, 16.560461044311523
207.96148681640625, -36.5654182434082, 1.0242024660110474, -464.1435241699219, -750.5591430664062, 179.69943237304688, -9.848907470703125, 142.2635498046875, 22.744892120361328, 58.15542984008789, 14.587838172912598
193.5846710205078, -35.075496673583984, 1.0333956480026245, -417.821044921875, -694.9729614257812, 212.0321807861328, 2.6783599853515625, 132.458740234375, 21.612642288208008, 50.8457145690918, 13.526503562927246
204.52499389648438, -35.806983947753906, 1.0278788805007935, -426.4043884277344, -695.883544921875, 244.50099182128906, 26.65972900390625, 135.4955596923828, 20.955951690673828, 57.149932861328125, 11.878973007202148
183.58535766601562, -34.94514846801758, 1.0286892652511597, -424.60491943359375, -710.1138916015625, 221.85684204101562, 12.395777702331543, 131.9746551513672, 25.489641189575195, 32.58949279785156, 13.393326759338379
161.65933227539062, -34.77958297729492, 1.031477451324463, -461.1610107421875, -748.0230712890625, 141.38485717773438, -0.21501129865646362, 114.86328125, 24.93881607055664, 36.359622955322266, 13.181702613830566
194.61093139648438, -37.219425201416016, 1.0328192710876465, -469.6676940917969, -774.0477294921875, 187.17054748535156, -1.358312726020813, 134.4656219482422, 32.20610046386719, 43.14662170410156, 13.072937965393066
155.8829803466797, -35.43495178222656, 1.0299956798553467, -448.6885681152344, -720.0845947265625, 147.48666381835938, -2.795961856842041, 113.30049896240234, 31.898073196411133, 28.64896011352539, 11.803018569946289
162.92709350585938, -35.702327728271484, 1.0300828218460083, -451.6304931640625, -763.8966674804688, 129.16143798828125, -2.779048204421997, 104.92837524414062, 28.412607192993164, 37.525543212890625, 11.919595718383789
154.3114776611328, -36.264739990234375, 1.0216326713562012, -444.39178466796875, -736.8883666992188, 154.6143035888672, -0.34299105405807495, 110.83184814453125, 30.746990203857422, 36.33901596069336, 13.010001182556152
154.34417724609375, -36.892398834228516, 1.0271075963974, -456.7869873046875, -738.623046875, 179.58033752441406, 1.9091486930847168, 110.10120391845703, 39.233638763427734, 34.96510314941406, 11.032574653625488
137.93173217773438, -37.56416702270508, 1.0317176580429077, -445.59722900390625, -754.6490478515625, 120.70169830322266, -4.268633842468262, 107.43119049072266, 42.56626510620117, 29.640058517456055, 13.000444412231445
125.53323364257812, -36.30116653442383, 1.040480613708496, -409.4930725097656, -676.868408203125, 109.44671630859375, 0.5028991103172302, 92.71715545654297, 36.44306182861328, 32.63316345214844, 12.061934471130371
129.1132354736328, -38.409358978271484, 1.0280472040176392, -430.3912048339844, -719.4806518554688, 129.2182159423828, 0.8268024325370789, 91.04693603515625, 42.279273986816406, 26.95197105407715, 11.361763000488281
191.01248168945312, -43.96686935424805, 1.028545618057251, -539.2221069335938, -878.844482421875, 155.42324829101562, -12.929389953613281, 132.98239135742188, 52.717403411865234, 56.8152961730957, 13.995096206665039
119.41172790527344, -39.410133361816406, 1.0216612815856934, -402.1354675292969, -690.8331298828125, 117.3837890625, -3.3738908767700195, 93.2410659790039, 47.57380294799805, 26.570058822631836, 9.746614456176758
103.2632827758789, -39.93962097167969, 1.0326627492904663, -383.9649353027344, -649.1822509765625, 89.35630798339844, -3.236598253250122, 89.2524185180664, 53.19236373901367, 24.330442428588867, 11.193105697631836
124.21826171875, -42.174346923828125, 1.0402228832244873, -465.3397521972656, -781.355224609375, 93.43830108642578, -9.485182762145996, 99.1635513305664, 57.92194366455078, 25.549423217773438, 9.996628761291504
87.039306640625, -40.40959167480469, 1.045091152191162, -362.4602355957031, -589.3133544921875, 87.96585083007812, -5.5667829513549805, 86.5387191772461, 67.02381134033203, 19.020875930786133, 9.084550857543945
164.64483642578125, -45.95357894897461, 1.0318256616592407, -569.6771240234375, -951.6843872070312, 193.65020751953125, 2.8563730716705322, 104.21533203125, 63.81560516357422, 39.30997085571289, 10.879305839538574
113.15545654296875, -44.0847053527832, 1.0425503253936768, -465.4964904785156, -762.4314575195312, 114.16339874267578, 2.069082736968994, 94.17237091064453, 71.33927917480469, 16.77226448059082, 8.30581283569336
81.96383666992188, -44.48101043701172, 1.0575339794158936, -357.12677001953125, -588.6189575195312, 81.9196548461914, -3.5393383502960205, 85.40060424804688, 80.68738555908203, 20.981285095214844, 9.263715744018555
88.73461151123047, -46.76844787597656, 1.0245364904403687, -465.6075744628906, -731.8806762695312, 96.10369873046875, -0.15083347260951996, 83.81829833984375, 63.13443374633789, 16.009765625, 7.830636978149414
95.09447479248047, -48.51766586303711, 1.0421650409698486, -415.6918640136719, -696.0062255859375, 107.222412109375, 0.8896581530570984, 83.84881591796875, 82.22848510742188, 22.30364418029785, 8.969646453857422
77.63642883300781, -50.32758712768555, 1.0370632410049438, -387.9296569824219, -639.2985229492188, 84.24385070800781, -0.5352893471717834, 80.4321517944336, 74.66362762451172, 17.92278480529785, 8.861343383789062
99.77330017089844, -53.88251876831055, 1.0303564071655273, -473.2245788574219, -791.76953125, 103.94766235351562, 2.3733949661254883, 86.2250747680664, 99.15963745117188, 26.161876678466797, 9.757946968078613
77.9753189086914, -53.849830627441406, 1.0478955507278442, -431.7284851074219, -707.3644409179688, 96.83684539794922, 0.1552281528711319, 81.2427978515625, 75.17894744873047, 15.894108772277832, 7.7478837966918945
81.95633697509766, -55.981475830078125, 1.0293031930923462, -445.21990966796875, -737.998779296875, 80.93194580078125, 1.3694416284561157, 80.34420013427734, 92.41812133789062, 19.022258758544922, 9.062711715698242
74.82616424560547, -57.872108459472656, 1.0292032957077026, -406.60809326171875, -686.3557739257812, 81.1603012084961, -1.6838215589523315, 87.6156997680664, 156.5227508544922, 13.586355209350586, 8.093857765197754
95.20101928710938, -60.42243576049805, 1.0432642698287964, -451.372314453125, -776.5704956054688, 84.57711791992188, -2.1339926719665527, 84.86520385742188, 113.6187973022461, 22.993684768676758, 8.36235237121582
75.5592041015625, -63.86799240112305, 1.0528016090393066, -475.251708984375, -795.506103515625, 84.43603515625, 2.029125452041626, 83.1811752319336, 136.40292358398438, 15.455438613891602, 7.010725021362305
67.53556060791016, -64.15980529785156, 1.0620243549346924, -388.2745056152344, -658.3604736328125, 74.49967956542969, 1.2912710905075073, 80.67582702636719, 171.0688934326172, 17.212051391601562, 7.084389686584473
59.166404724121094, -67.19741821289062, 1.050550103187561, -408.17352294921875, -690.147216796875, 74.86466217041016, 0.645901620388031, 79.90351867675781, 151.8555908203125, 13.511090278625488, 7.1110358238220215
38.594581604003906, -70.21784973144531, 1.0530154705047607, -355.53753662109375, -584.21044921875, 60.96751022338867, 0.25187262892723083, 75.4881362915039, 174.19459533691406, 12.481058120727539, 6.542138576507568
52.28306579589844, -74.59696960449219, 1.0565773248672485, -421.3179931640625, -686.2591552734375, 67.86785888671875, 0.3028199076652527, 73.86566162109375, 174.1042938232422, 12.156085014343262, 7.341152191162109
56.484466552734375, -78.04306030273438, 1.0642802715301514, -455.3027038574219, -742.34521484375, 72.91487121582031, -1.1048955917358398, 72.9499740600586, 159.99847412109375, 21.671775817871094, 8.518078804016113
45.70068359375, -85.44642639160156, 1.0582524538040161, -405.98065185546875, -714.3848266601562, 69.96533966064453, -2.214311122894287, 74.80451965332031, 224.46148681640625, 12.40835952758789, 6.5973381996154785
70.29379272460938, -86.80098724365234, 1.0558695793151855, -458.5723571777344, -795.7430419921875, 87.1033706665039, -2.38405704498291, 80.20071411132812, 224.8627166748047, 26.134387969970703, 8.13827133178711
40.87301254272461, -91.38220977783203, 1.0649058818817139, -374.3030090332031, -648.8123168945312, 71.8859634399414, 1.751490592956543, 74.78776550292969, 234.96343994140625, 18.083297729492188, 7.334316253662109
42.229522705078125, -95.20475769042969, 1.0722600221633911, -429.8617858886719, -736.2709350585938, 61.76054382324219, -1.7140986919403076, 74.92764282226562, 241.23468017578125, 18.284038543701172, 7.486086845397949
36.04297637939453, -99.01324462890625, 1.0654281377792358, -419.5712585449219, -716.8551635742188, 83.5646743774414, 5.412555694580078, 76.4155044555664, 271.2703857421875, 15.201495170593262, 6.890977382659912
13.259539604187012, -108.43437194824219, 1.0548176765441895, -421.3562927246094, -665.6846313476562, 51.898216247558594, -0.701668381690979, 70.55467987060547, 303.2814636230469, 16.52264404296875, 6.780801773071289
23.581199645996094, -112.96525573730469, 1.0630459785461426, -445.95233154296875, -739.9522705078125, 66.99877166748047, 2.6085801124572754, 72.95154571533203, 269.8442687988281, 15.1465425491333, 7.665592670440674
12.938153266906738, -116.86495208740234, 1.0563753843307495, -406.54571533203125, -669.08154296875, 52.16132736206055, -0.6773364543914795, 72.71163177490234, 392.1679382324219, 12.660503387451172, 6.696786403656006
14.82763957977295, -123.93952178955078, 1.0845674276351929, -413.0999755859375, -707.3526000976562, 49.834381103515625, -1.65922212600708, 72.75934600830078, 362.4108581542969, 14.820199966430664, 6.711835861206055
6.726724624633789, -130.93414306640625, 1.0973596572875977, -401.5445556640625, -691.62646484375, 42.63166809082031, -1.2996602058410645, 72.94332885742188, 417.18096923828125, 10.931217193603516, 6.214688777923584
-5.216757297515869, -138.61517333984375, 1.0662213563919067, -390.2170715332031, -671.2385864257812, 54.974422454833984, 2.083737373352051, 69.83230590820312, 382.75335693359375, 10.913795471191406, 6.160952091217041
-8.272564888000488, -138.99234008789062, 1.0997226238250732, -361.2268371582031, -626.2980346679688, 41.29122543334961, -0.1271377056837082, 74.0537109375, 492.62432861328125, 10.532203674316406, 6.485547065734863
-11.945982933044434, -156.14744567871094, 1.0965193510055542, -398.403564453125, -697.8597412109375, 47.49126434326172, 1.3475010395050049, 72.20560455322266, 400.5386657714844, 11.82832145690918, 5.757101535797119
-33.68116760253906, -161.5155792236328, 1.0911166667938232, -346.8550720214844, -555.2772827148438, 39.04661560058594, -1.2810488939285278, 70.44149017333984, 457.8106384277344, 6.782442092895508, 4.663424491882324
-16.588794708251953, -176.0194549560547, 1.0893785953521729, -487.6275634765625, -794.6271362304688, 52.00730514526367, 1.0622596740722656, 72.69587707519531, 595.065185546875, 12.17204475402832, 6.8844404220581055
-34.103023529052734, -189.2290496826172, 1.092663288116455, -411.79937744140625, -678.362548828125, 42.84662628173828, -0.23878413438796997, 74.47909545898438, 526.0711059570312, 11.319555282592773, 6.103734016418457
-29.614938735961914, -192.54873657226562, 1.0737941265106201, -461.75738525390625, -794.6066284179688, 46.71805191040039, 0.0730322077870369, 71.48944091796875, 640.6698608398438, 12.19411849975586, 6.55268669128418
-52.10782241821289, -208.1557159423828, 1.0889471769332886, -403.2026062011719, -693.21044921875, 40.24246597290039, -0.2660099267959595, 72.77587127685547, 703.568359375, 7.901352405548096, 5.307075023651123
-42.85383224487305, -228.23208618164062, 1.0951706171035767, -411.3256530761719, -692.0619506835938, 44.399627685546875, 0.09828682988882065, 72.35015869140625, 658.6461181640625, 9.050152778625488, 5.552530288696289
-58.7899169921875, -244.37249755859375, 1.0800774097442627, -407.0526428222656, -698.1266479492188, 39.42167282104492, 2.747202157974243, 74.8838119506836, 840.12255859375, 10.467162132263184, 5.472436428070068
-75.32946014404297, -265.9747009277344, 1.090287685394287, -340.14678955078125, -575.7489624023438, 36.60941696166992, 1.1210532188415527, 75.6583023071289, 694.3521728515625, 7.163615703582764, 4.831057548522949
-77.61344146728516, -271.8070068359375, 1.0922130346298218, -350.5213623046875, -624.0491333007812, 35.94770812988281, -0.9922202229499817, 81.17890930175781, 1003.1815795898438, 7.634846210479736, 4.7855987548828125
-97.5516586303711, -294.2033386230469, 1.1069086790084839, -413.6968688964844, -685.0162353515625, 33.9030647277832, -0.4589635133743286, 71.1234359741211, 934.85498046875, 8.051589012145996, 5.367002010345459
-106.69273376464844, -309.4652099609375, 1.125227689743042, -432.0721740722656, -691.5797119140625, 29.372478485107422, -0.8243860006332397, 69.98316955566406, 970.6285400390625, 7.162782192230225, 4.13205099105835
-103.06060791015625, -334.6148376464844, 1.1005369424819946, -436.12823486328125, -723.4420166015625, 33.27452087402344, -0.6937817931175232, 77.25045776367188, 989.228515625, 6.5781354904174805, 4.393702983856201
-126.03189086914062, -361.307861328125, 1.137243628501892, -407.8486633300781, -718.018310546875, 32.57864761352539, 0.06278929859399796, 75.62803649902344, 1239.791259765625, 9.884629249572754, 4.994931697845459
-131.19436645507812, -374.8627624511719, 1.140346646308899, -390.1278381347656, -663.0870971679688, 33.266456604003906, 1.2363429069519043, 79.80028533935547, 1487.6463623046875, 6.252265453338623, 4.180692672729492
-145.3789520263672, -422.34124755859375, 1.1176899671554565, -364.5279235839844, -651.7559204101562, 31.018075942993164, -0.04442334547638893, 77.44009399414062, 1227.318115234375, 7.927121162414551, 3.6126792430877686
-151.0524444580078, -451.35040283203125, 1.1454789638519287, -419.50360107421875, -735.71142578125, 29.223100662231445, 0.3875669240951538, 79.15560913085938, 1831.328125, 6.924866199493408, 4.758154392242432
-188.05459594726562, -496.9873046875, 1.127272129058838, -407.39910888671875, -724.9690551757812, 26.941808700561523, -0.28065603971481323, 76.88858795166016, 1909.649169921875, 5.992700576782227, 4.0441155433654785
-193.63302612304688, -515.4915771484375, 1.127450942993164, -439.8480529785156, -770.1467895507812, 32.47468566894531, 0.27332332730293274, 79.90907287597656, 1882.87939453125, 5.654138565063477, 4.002242565155029
-225.7481689453125, -571.0572509765625, 1.1092300415039062, -364.2859802246094, -630.1873168945312, 31.3253231048584, 0.1296655535697937, 77.35396575927734, 1757.8031005859375, 5.14035177230835, 3.1597282886505127
-239.20262145996094, -599.988037109375, 1.1134194135665894, -427.9620056152344, -743.8519287109375, 30.428319931030273, -0.7478275299072266, 81.66175079345703, 1952.7886962890625, 5.399281024932861, 3.7152926921844482
-255.0272979736328, -670.6719360351562, 1.1540907621383667, -438.109130859375, -734.3822021484375, 31.097366333007812, -2.9604644775390625, 83.83441162109375, 2461.52978515625, 7.454151153564453, 3.5144736766815186
-279.9644775390625, -690.6852416992188, 1.1632229089736938, -391.8035888671875, -681.6783447265625, 30.839845657348633, 0.47526785731315613, 78.85401153564453, 2559.549560546875, 4.908050537109375, 3.322166681289673
-323.0254821777344, -756.9222412109375, 1.1208868026733398, -420.0152282714844, -706.7841186523438, 28.66394805908203, 1.0444868803024292, 81.87881469726562, 2800.82470703125, 3.8874905109405518, 3.055661201477051
-339.86090087890625, -806.354248046875, 1.1352084875106812, -450.6881103515625, -761.7784423828125, 29.294570922851562, -1.0293855667114258, 86.60334014892578, 3440.807861328125, 4.265131950378418, 3.27622127532959
-365.11480712890625, -887.7412719726562, 1.1341629028320312, -349.0596008300781, -603.8817749023438, 26.616907119750977, 0.2924121916294098, 90.30217742919922, 3139.786865234375, 3.389615535736084, 2.5692169666290283
-381.159912109375, -958.7263793945312, 1.1394600868225098, -360.1328125, -658.9508056640625, 26.996641159057617, 0.07681084424257278, 93.89515686035156, 3968.0595703125, 4.873378753662109, 3.2850890159606934
-469.85711669921875, -1050.893798828125, 1.1535921096801758, -467.8226623535156, -813.913330078125, 26.768840789794922, -0.16792050004005432, 90.5166244506836, 3791.32470703125, 4.16198205947876, 3.2035927772521973
