SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
5473.117	2488.787	-3395.169	1.359	818.412	181.215	0.000	-0.000
4144.327	1924.469	-2630.089	1.379	603.561	184.174	0.000	-0.000
3490.170	1654.296	-2242.667	1.396	480.960	190.041	0.000	-0.000
3073.815	1488.160	-1995.745	1.413	393.365	197.998	0.000	-0.000
2772.388	1342.425	-1837.309	1.444	330.014	209.196	0.000	-0.000
2568.536	1243.006	-1732.529	1.470	282.307	224.577	0.000	-0.000
2381.056	1126.480	-1658.453	1.500	243.162	244.498	0.000	-0.000
2263.265	1042.685	-1627.667	1.524	214.990	272.236	0.000	-0.000
