SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
1697.771	-297.275	-2401.061	1.605	112.880	452.154	14.938	14.243
1696.653	-299.165	-2400.637	1.604	113.283	450.372	14.782	13.844
1697.531	-296.342	-2399.585	1.607	113.225	452.861	15.111	14.819
1700.719	-283.398	-2390.371	1.607	113.185	454.664	14.783	13.931
1704.615	-279.001	-2387.970	1.607	112.791	453.867	14.707	13.269
1693.581	-293.643	-2391.956	1.607	112.282	453.423	14.585	13.062
1694.115	-287.231	-2387.638	1.607	112.691	455.054	14.715	13.301
1699.487	-288.285	-2393.737	1.606	112.020	447.316	14.647	13.665
1700.520	-285.105	-2393.088	1.606	112.188	453.563	14.674	13.378
1689.727	-293.676	-2388.758	1.605	112.319	450.636	14.893	13.725
1699.657	-277.851	-2383.747	1.607	111.942	454.516	14.758	13.743
1693.297	-284.057	-2381.653	1.607	111.951	446.643	14.906	13.423
1691.903	-291.388	-2387.216	1.608	111.884	451.776	14.611	13.383
1685.758	-295.101	-2386.633	1.606	111.668	448.545	14.493	13.268
1697.072	-274.778	-2381.064	1.605	111.364	451.785	14.432	12.898
1696.397	-283.130	-2385.888	1.605	111.150	451.274	14.279	13.039
1688.659	-288.615	-2380.728	1.608	111.420	448.033	14.695	13.202
1692.900	-281.580	-2379.038	1.606	110.967	448.321	14.461	13.691
1691.384	-284.789	-2379.027	1.607	110.958	447.409	14.514	13.316
1688.239	-279.610	-2375.526	1.604	110.676	446.825	14.437	13.290
1686.742	-284.584	-2374.975	1.607	110.128	447.779	14.060	12.870
1685.262	-281.331	-2370.159	1.607	110.169	451.090	14.087	13.324
1688.896	-279.964	-2373.719	1.607	110.242	442.636	14.377	13.687
1677.366	-291.085	-2374.657	1.604	110.291	447.999	14.179	13.028
1671.551	-292.063	-2368.189	1.608	109.533	442.904	13.972	12.871
1683.741	-280.728	-2370.869	1.607	109.339	440.665	14.065	12.881
1679.024	-287.126	-2371.003	1.605	110.033	448.072	14.269	13.184
1678.838	-287.750	-2369.562	1.607	109.164	445.825	14.051	13.311
1681.062	-281.586	-2367.292	1.606	108.927	440.885	14.027	13.087
1677.843	-281.108	-2363.744	1.608	109.198	442.366	14.258	13.138
1680.993	-273.073	-2359.929	1.606	108.955	449.257	13.822	13.061
1675.271	-278.272	-2362.151	1.607	108.714	439.924	14.153	12.876
1677.451	-277.658	-2359.436	1.607	108.383	453.191	13.857	13.448
1676.233	-278.330	-2360.307	1.609	108.519	443.356	13.630	12.701
1675.243	-276.776	-2358.126	1.608	108.135	440.904	13.580	12.567
1672.238	-275.641	-2353.376	1.607	108.134	438.336	13.853	12.929
1675.161	-272.826	-2352.998	1.607	107.960	442.597	13.712	12.614
1676.182	-272.100	-2355.436	1.608	107.917	443.425	13.693	12.988
1669.075	-280.775	-2353.549	1.610	107.763	435.065	13.729	12.605
1665.046	-277.192	-2345.942	1.610	106.690	439.968	13.477	12.706
1670.518	-271.004	-2347.291	1.611	107.034	437.877	13.316	12.525
1665.765	-274.332	-2345.722	1.607	107.163	440.099	13.746	12.836
1666.791	-274.226	-2346.656	1.609	107.134	442.862	13.765	12.622
1670.817	-267.361	-2344.392	1.608	106.217	433.976	13.452	12.437
1671.484	-262.969	-2339.154	1.608	106.417	440.108	13.415	12.657
1669.408	-259.820	-2335.610	1.608	106.371	441.967	13.693	12.879
1664.603	-267.517	-2338.403	1.610	106.158	435.331	13.658	13.033
1664.579	-261.989	-2329.697	1.611	106.121	436.565	13.520	12.585
1664.679	-259.926	-2329.177	1.610	105.918	435.345	13.498	12.624
1660.750	-265.182	-2331.260	1.612	105.715	434.619	13.485	12.463
1671.018	-254.223	-2331.129	1.611	105.287	433.689	13.450	12.540
1656.650	-264.228	-2326.333	1.610	105.026	432.204	13.399	12.581
1659.539	-262.795	-2326.515	1.612	105.053	435.757	13.151	12.485
1654.667	-267.769	-2325.356	1.612	105.005	432.842	13.287	12.546
1657.411	-257.869	-2320.219	1.613	104.472	426.837	13.147	12.290
1648.567	-264.539	-2318.278	1.612	104.092	430.630	13.355	12.510
1663.296	-244.486	-2316.165	1.612	104.374	433.080	13.336	12.319
1654.847	-257.439	-2318.096	1.613	103.933	429.807	13.157	12.520
1655.308	-257.542	-2318.198	1.612	103.770	426.838	13.019	12.472
1650.970	-260.468	-2317.043	1.611	103.827	435.731	13.123	11.978
1650.471	-261.479	-2315.421	1.613	103.583	429.434	12.853	12.189
1648.677	-258.625	-2312.332	1.611	103.152	427.705	13.066	12.115
1648.730	-258.035	-2311.201	1.614	103.214	432.642	13.175	12.132
1648.689	-250.814	-2306.200	1.613	103.000	421.667	13.036	12.524
1647.869	-254.257	-2306.431	1.614	102.610	432.241	12.788	12.130
1651.516	-246.790	-2304.611	1.613	102.502	431.105	13.010	12.326
1639.903	-258.200	-2302.290	1.614	101.958	426.090	12.639	11.859
1641.126	-252.959	-2300.292	1.616	102.003	425.864	12.904	12.150
1641.144	-251.530	-2298.302	1.613	102.376	432.755	12.918	12.000
1648.468	-241.698	-2294.051	1.615	101.279	420.227	12.548	11.513
1643.704	-249.721	-2297.634	1.614	101.386	422.920	12.720	11.873
1636.863	-252.247	-2293.509	1.614	101.589	426.911	12.798	11.999
1642.821	-246.084	-2293.952	1.614	101.052	427.111	12.408	11.541
1644.689	-243.638	-2291.235	1.614	101.482	422.556	12.803	12.189
1635.171	-250.255	-2291.383	1.611	100.946	427.333	12.594	11.897
1636.630	-246.460	-2289.256	1.616	100.794	422.552	12.649	11.571
1637.153	-242.718	-2285.289	1.615	100.624	425.249	12.343	11.866
1641.366	-243.865	-2290.063	1.614	100.067	419.622	12.201	11.585
1637.312	-252.977	-2291.975	1.615	100.430	423.835	12.498	11.731
1634.645	-245.581	-2283.352	1.616	100.051	422.107	12.402	11.693
1644.147	-234.674	-2283.718	1.617	99.826	422.873	12.310	11.594
1633.406	-238.028	-2279.517	1.617	99.769	417.436	12.616	11.769
1627.004	-245.440	-2276.274	1.615	99.355	417.189	12.201	12.246
1635.400	-234.807	-2276.713	1.617	99.730	422.429	12.481	11.541
1634.786	-232.646	-2273.931	1.617	99.362	424.669	12.239	11.855
1638.986	-230.408	-2275.871	1.615	98.886	418.459	12.258	11.950
1638.745	-227.683	-2272.238	1.616	98.983	424.495	12.116	11.761
1630.473	-231.869	-2268.114	1.615	98.096	424.694	11.830	11.174
1631.007	-231.755	-2269.830	1.615	98.900	418.758	12.173	11.727
1628.664	-235.763	-2268.146	1.617	98.099	420.051	12.034	11.483
1626.108	-235.252	-2267.408	1.617	98.297	417.945	12.191	11.535
1630.942	-229.722	-2267.206	1.616	97.758	417.430	11.997	11.463
1626.371	-233.147	-2264.284	1.618	98.055	418.305	12.155	11.473
1628.840	-226.341	-2262.217	1.617	98.099	419.610	12.366	11.541
1623.906	-231.877	-2259.931	1.617	97.246	412.966	12.006	11.505
1627.687	-224.683	-2257.685	1.617	97.296	412.990	12.148	11.648
1613.815	-233.971	-2252.026	1.619	96.884	414.861	11.812	11.370
1624.815	-222.558	-2253.467	1.617	96.985	415.032	12.084	11.140
1616.865	-231.401	-2252.442	1.617	96.953	410.750	12.055	11.097
1620.210	-229.652	-2253.185	1.617	96.937	411.918	11.854	11.464
1614.795	-234.689	-2252.405	1.619	95.967	404.748	11.815	11.337
1622.588	-216.964	-2248.045	1.617	95.963	417.317	11.961	11.354
1621.490	-221.191	-2247.250	1.619	96.385	409.166	11.973	11.193
1618.052	-221.194	-2245.230	1.619	95.867	412.895	11.938	11.006
1621.911	-217.125	-2246.173	1.621	95.345	418.173	11.517	11.145
1614.490	-223.169	-2241.237	1.618	95.671	414.850	11.811	11.184
1614.760	-224.835	-2243.553	1.620	95.130	408.729	11.816	11.262
1606.244	-229.901	-2239.100	1.620	95.095	413.382	11.487	10.987
