SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
8054.228	-786.931	-9248.591	1.371	844.922	207.579	114.780	100.303
6574.941	-535.640	-7521.896	1.374	682.991	209.529	100.962	83.655
5571.085	-338.409	-6317.689	1.378	566.558	211.840	87.898	74.516
4884.519	-160.443	-5451.876	1.381	478.883	209.305	79.774	67.310
4346.281	-40.729	-4791.914	1.389	415.681	205.783	70.686	58.067
3966.742	57.637	-4314.769	1.398	364.492	208.767	62.907	53.506
3659.525	141.139	-3927.898	1.413	323.729	209.200	56.385	47.152
3406.594	193.731	-3623.007	1.436	289.961	211.530	52.275	42.726
3191.082	205.565	-3391.501	1.453	262.494	213.017	46.832	37.759
3027.821	248.448	-3190.458	1.475	240.876	221.284	41.525	34.429
2846.411	235.252	-3020.399	1.500	222.451	229.607	39.207	31.598
2694.303	216.811	-2884.300	1.523	205.893	236.441	35.156	29.709
2597.193	222.453	-2784.346	1.541	193.511	243.665	32.353	27.428
2492.094	207.799	-2694.728	1.554	179.957	246.169	29.899	24.532
2402.280	191.337	-2617.804	1.571	169.635	256.198	27.330	24.027
2317.758	181.794	-2544.853	1.581	160.477	264.361	26.036	22.438
2246.023	165.077	-2491.281	1.590	153.064	269.085	24.004	20.679
2159.929	116.621	-2448.180	1.602	146.641	279.185	22.889	19.953
2092.019	98.094	-2400.656	1.603	139.646	286.258	21.200	18.779
2042.267	76.894	-2369.491	1.613	134.296	297.785	20.082	18.210
1996.081	51.282	-2353.724	1.614	130.240	308.969	19.333	17.336
1953.422	23.307	-2340.295	1.619	126.668	318.575	18.477	17.531
1896.279	-30.793	-2335.956	1.617	123.630	333.486	17.958	16.316
1870.497	-52.666	-2335.882	1.622	121.337	344.189	17.332	15.802
1841.670	-80.313	-2328.006	1.625	119.574	369.964	16.663	15.132
1820.587	-101.754	-2331.063	1.621	117.770	381.186	16.136	14.785
1811.797	-115.897	-2337.662	1.622	116.166	386.144	16.028	15.299
1798.656	-127.428	-2333.571	1.623	115.693	402.069	15.594	15.047
1779.139	-140.146	-2329.189	1.621	115.049	422.450	15.624	14.124
1775.861	-138.800	-2322.886	1.624	113.843	431.302	15.258	14.028
1775.232	-137.791	-2323.372	1.625	113.743	447.682	15.385	13.843
1768.265	-148.097	-2325.810	1.625	113.038	451.245	14.848	14.192
1762.554	-144.924	-2318.650	1.627	113.052	471.904	15.307	14.122
1764.034	-151.320	-2325.843	1.624	112.957	474.582	14.627	14.177
1753.932	-163.451	-2323.123	1.626	112.676	481.177	14.946	13.655
1745.584	-156.982	-2311.584	1.626	112.904	498.854	14.989	14.649
1738.897	-168.456	-2316.308	1.624	112.443	497.720	14.753	14.422
1740.996	-172.872	-2321.053	1.626	112.162	509.151	14.560	14.302
1740.480	-176.498	-2323.278	1.625	112.519	506.069	14.576	14.370
1729.227	-176.589	-2316.434	1.627	112.909	520.629	14.735	13.857
1733.420	-176.454	-2317.715	1.627	111.461	514.927	14.434	13.662
1734.939	-181.369	-2322.689	1.622	112.143	509.084	14.795	14.112
1725.124	-185.631	-2318.871	1.625	111.818	520.470	13.981	14.055
1725.951	-178.431	-2314.171	1.622	111.211	522.003	14.056	13.029
1715.502	-188.548	-2312.883	1.622	110.698	520.029	13.802	13.204
1718.922	-190.369	-2317.845	1.627	110.786	527.488	13.984	13.823
1713.444	-191.701	-2310.115	1.623	109.737	527.352	13.419	12.760
1718.416	-181.892	-2308.808	1.623	110.040	519.580	13.868	13.427
1708.107	-193.013	-2308.091	1.624	109.568	519.639	13.422	13.656
1700.362	-193.557	-2297.558	1.622	108.324	525.386	13.304	13.185
1710.655	-189.424	-2308.865	1.622	108.523	516.149	13.341	12.762
1706.104	-190.020	-2304.961	1.620	108.744	514.781	13.571	13.164
1703.982	-193.984	-2306.106	1.623	108.526	515.463	13.496	13.477
1698.955	-204.359	-2313.997	1.620	108.340	516.065	13.263	12.908
1686.633	-209.599	-2303.053	1.622	107.571	497.823	12.974	12.983
1673.790	-215.328	-2293.758	1.624	106.390	521.620	12.837	13.140
1672.116	-212.756	-2291.588	1.621	106.218	508.678	13.058	12.463
1688.022	-195.691	-2292.429	1.623	106.332	510.200	12.945	12.280
1682.187	-193.322	-2280.819	1.625	105.648	503.577	13.037	12.625
1675.239	-203.923	-2286.570	1.623	104.958	484.073	12.858	12.128
1676.053	-197.391	-2280.884	1.629	104.559	501.828	12.653	12.562
1666.730	-211.856	-2287.114	1.622	104.922	506.676	12.619	12.099
1664.530	-217.610	-2289.854	1.618	103.795	494.423	12.290	12.182
1667.149	-205.692	-2281.542	1.623	103.871	504.642	12.380	12.308
1668.208	-206.453	-2282.170	1.622	103.687	494.153	12.608	12.492
1659.626	-203.596	-2272.838	1.621	103.316	491.636	12.436	12.299
1664.094	-205.494	-2278.248	1.623	102.470	491.091	11.995	11.642
1649.865	-212.872	-2271.677	1.623	102.575	493.512	12.209	12.197
1659.446	-197.160	-2263.866	1.622	101.790	491.284	12.358	11.748
1645.628	-208.891	-2263.228	1.625	101.342	469.037	12.128	11.646
1653.327	-199.036	-2260.390	1.624	101.287	474.622	11.925	11.866
1650.859	-206.155	-2267.814	1.622	101.547	485.042	12.091	12.011
1652.688	-200.969	-2263.861	1.623	100.654	472.378	11.845	11.866
1644.627	-204.657	-2257.630	1.625	100.299	471.262	11.844	11.711
1643.542	-202.934	-2258.414	1.622	100.437	475.171	12.223	12.112
1631.763	-198.179	-2235.691	1.626	99.356	474.197	11.902	11.676
1633.649	-199.049	-2243.951	1.626	99.254	479.933	11.843	11.156
1635.960	-197.598	-2241.128	1.625	98.831	468.348	11.651	11.579
1638.529	-200.086	-2248.084	1.622	98.614	471.443	11.309	11.566
1640.634	-196.914	-2244.247	1.623	97.669	477.227	11.388	10.833
1638.397	-201.210	-2247.586	1.626	97.740	467.756	11.371	11.357
1631.639	-188.835	-2229.619	1.623	97.695	460.507	11.352	11.488
1633.750	-188.418	-2229.399	1.626	97.653	469.029	11.397	11.592
1624.276	-199.716	-2232.094	1.626	96.995	453.693	11.362	11.600
1622.009	-191.275	-2222.212	1.624	96.804	459.426	11.292	11.267
1620.018	-192.184	-2221.271	1.624	96.865	473.547	11.582	11.784
1621.075	-185.544	-2211.872	1.627	96.016	460.558	11.323	11.241
1621.487	-192.162	-2220.057	1.626	96.373	473.307	11.410	11.447
1612.253	-186.992	-2207.461	1.623	95.757	460.300	11.148	11.278
1612.731	-185.067	-2204.395	1.625	95.491	457.663	11.002	10.975
1616.400	-192.150	-2214.154	1.628	94.995	460.808	11.005	10.818
1636.044	-165.587	-2209.642	1.623	94.524	450.568	11.120	10.804
1609.319	-185.397	-2203.381	1.626	94.539	446.967	11.333	10.962
1613.962	-182.794	-2205.857	1.626	93.725	445.174	10.810	10.529
1619.501	-176.434	-2201.601	1.626	94.091	449.657	11.008	10.650
1614.101	-184.011	-2204.009	1.630	93.605	442.818	10.741	10.641
1607.396	-170.409	-2185.902	1.627	92.559	468.442	10.416	10.506
1602.509	-182.177	-2188.106	1.627	92.645	455.054	10.563	10.808
1602.314	-166.898	-2178.596	1.633	92.517	447.232	10.692	10.490
1603.007	-167.061	-2181.160	1.629	92.789	443.987	10.729	10.605
1608.915	-155.242	-2174.682	1.630	92.642	450.507	10.803	11.168
1612.402	-152.216	-2172.814	1.632	90.775	443.630	10.212	10.154
1602.641	-153.497	-2164.477	1.631	91.338	446.770	10.398	10.628
1604.908	-150.827	-2162.758	1.632	90.756	443.424	10.387	10.741
1607.133	-165.275	-2180.633	1.626	90.700	434.245	10.525	10.547
1598.550	-161.607	-2170.519	1.630	90.708	451.640	10.515	10.593
1615.863	-141.021	-2170.423	1.627	89.896	445.382	10.449	10.416
1617.142	-130.885	-2161.493	1.634	89.691	431.737	10.204	10.255
1602.641	-142.763	-2156.954	1.629	89.637	440.610	10.293	10.842
1600.367	-140.207	-2155.803	1.632	89.967	453.918	10.602	10.739
1591.292	-158.266	-2157.409	1.630	89.917	439.654	10.040	10.481
1600.852	-138.516	-2150.882	1.633	89.855	432.350	10.268	10.495
1589.763	-166.597	-2163.632	1.631	89.090	439.049	10.052	10.339
1589.040	-148.951	-2148.064	1.631	89.511	441.822	10.321	10.366
1593.830	-139.755	-2139.778	1.633	87.798	447.173	9.745	10.208
1578.484	-160.509	-2144.510	1.628	88.114	429.994	10.094	10.378
1589.935	-139.335	-2136.395	1.635	87.813	432.966	10.061	10.262
1588.527	-134.603	-2130.025	1.634	87.421	447.783	9.969	10.426
1584.053	-142.475	-2133.807	1.634	87.462	433.305	9.607	9.882
1572.809	-155.619	-2137.250	1.634	86.757	433.249	9.642	10.144
1588.316	-130.232	-2129.818	1.632	86.984	431.842	9.863	10.127
1586.108	-136.521	-2134.161	1.634	86.789	422.539	9.606	10.164
1589.347	-132.550	-2131.910	1.639	86.516	439.086	9.907	10.014
1575.705	-142.638	-2128.823	1.636	86.805	430.197	9.518	10.049
1582.631	-143.311	-2133.600	1.634	86.121	434.663	9.561	9.998
1572.137	-146.017	-2123.735	1.636	85.832	423.144	9.709	9.885
1569.694	-124.846	-2102.643	1.642	84.720	438.471	9.269	9.874
1575.594	-131.557	-2112.653	1.636	85.085	429.122	9.683	9.921
1573.458	-120.026	-2099.228	1.641	84.025	426.886	9.195	9.576
1578.592	-117.741	-2107.492	1.637	84.838	427.428	9.529	10.233
1576.323	-117.381	-2103.738	1.641	84.795	437.762	9.697	10.202
1577.992	-119.683	-2106.279	1.642	84.604	423.977	9.830	9.997
1569.893	-124.967	-2102.300	1.637	84.297	430.394	9.421	9.911
1578.600	-124.235	-2112.982	1.634	84.854	433.800	9.683	10.123
1580.839	-116.856	-2102.966	1.640	84.094	430.616	9.301	9.887
1579.678	-108.816	-2094.786	1.639	83.578	433.394	9.354	9.940
1562.220	-115.261	-2086.295	1.641	83.403	434.968	9.118	9.840
1573.367	-109.252	-2090.631	1.641	83.427	420.504	9.383	9.787
1578.615	-95.625	-2081.722	1.643	82.954	428.786	9.094	9.598
1570.955	-112.443	-2089.504	1.638	82.875	416.418	9.273	10.224
1586.956	-97.496	-2096.838	1.642	82.816	417.329	9.290	9.877
1570.327	-118.748	-2095.681	1.639	82.698	420.472	8.975	9.717
1561.368	-109.543	-2080.717	1.638	81.388	417.903	8.912	9.334
1571.611	-108.724	-2087.184	1.642	82.326	425.961	8.963	9.753
