SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
1984.036	595.505	-1795.859	1.572	100.665	553.213	0.000	-0.000
1965.738	593.463	-1778.429	1.576	100.253	553.367	0.000	-0.000
1980.639	613.222	-1781.212	1.574	99.902	549.726	0.000	-0.000
1954.346	601.516	-1762.790	1.579	99.159	547.295	0.000	-0.000
1944.185	596.569	-1756.822	1.580	98.881	549.770	0.000	-0.000
1957.947	614.973	-1749.331	1.580	98.543	549.108	0.000	-0.000
1939.011	611.299	-1734.501	1.584	97.509	539.439	0.000	-0.000
1932.718	611.147	-1727.323	1.585	97.217	538.951	0.000	-0.000
1942.228	627.216	-1722.623	1.584	96.733	535.630	0.000	-0.000
1924.018	624.886	-1711.718	1.582	95.811	536.190	0.000	-0.000
1918.256	628.961	-1699.607	1.584	95.104	530.760	0.000	-0.000
1903.881	621.729	-1688.195	1.588	94.252	526.482	0.000	-0.000
1890.658	623.625	-1674.621	1.587	93.680	525.458	0.000	-0.000
1899.890	642.899	-1666.918	1.592	93.109	516.361	0.000	-0.000
1875.887	634.735	-1649.568	1.590	92.290	515.788	0.000	-0.000
1867.136	626.261	-1649.122	1.594	91.654	507.431	0.000	-0.000
1848.864	630.814	-1625.101	1.596	91.092	502.095	0.000	-0.000
1839.112	634.191	-1611.967	1.595	90.391	499.978	0.000	-0.000
1835.252	646.011	-1595.859	1.597	89.438	493.369	0.000	-0.000
1822.490	645.389	-1585.808	1.600	88.458	486.841	0.000	-0.000
1819.262	661.379	-1571.525	1.599	87.891	482.017	0.000	-0.000
1783.697	637.337	-1554.636	1.604	86.835	476.579	0.000	-0.000
1770.967	642.494	-1536.207	1.607	85.765	465.962	0.000	-0.000
1772.436	660.018	-1522.412	1.605	84.586	456.489	0.000	-0.000
1758.509	675.403	-1493.637	1.611	83.344	442.752	0.000	-0.000
1723.783	661.706	-1471.473	1.610	81.741	430.720	0.000	-0.000
1698.650	656.010	-1446.762	1.615	80.265	417.988	0.000	-0.000
1672.377	660.092	-1420.686	1.618	78.390	404.918	0.000	-0.000
1671.411	686.385	-1394.146	1.624	77.027	389.344	0.000	-0.000
1622.306	660.715	-1365.236	1.627	75.281	376.025	0.000	-0.000
1616.741	684.069	-1341.005	1.635	73.690	361.658	0.000	-0.000
1587.146	670.557	-1321.450	1.640	72.193	348.320	0.000	-0.000
1558.995	674.148	-1290.754	1.646	70.388	337.813	0.000	-0.000
1535.914	671.301	-1270.377	1.657	68.508	320.183	0.000	-0.000
1507.604	672.111	-1240.906	1.661	66.672	305.656	0.000	-0.000
1469.060	655.304	-1221.126	1.670	64.918	293.614	0.000	-0.000
1445.459	657.584	-1194.853	1.676	63.004	280.385	0.000	-0.000
1432.858	671.395	-1172.319	1.678	61.393	270.193	0.000	-0.000
1413.269	666.562	-1156.182	1.679	59.627	255.439	0.000	-0.000
1385.329	660.191	-1131.367	1.688	58.293	247.978	0.000	-0.000
1357.867	652.870	-1113.424	1.692	56.785	236.930	0.000	-0.000
1334.512	643.591	-1096.410	1.694	55.370	225.926	0.000	-0.000
1304.558	634.447	-1076.766	1.694	54.102	214.739	0.000	-0.000
1299.198	645.176	-1062.579	1.692	52.849	208.558	0.000	-0.000
1259.150	621.770	-1044.306	1.694	51.667	198.223	0.000	-0.000
1261.332	642.907	-1030.797	1.696	50.662	191.054	0.000	-0.000
1232.948	626.926	-1018.002	1.698	49.594	183.315	0.000	-0.000
1214.989	622.910	-1000.335	1.703	48.583	175.680	0.000	-0.000
1206.940	626.771	-991.993	1.705	47.741	169.664	0.000	-0.000
1179.723	618.232	-973.634	1.709	46.594	159.875	0.000	-0.000
1171.137	625.882	-953.071	1.711	45.553	151.822	0.000	-0.000
1165.994	641.855	-935.430	1.721	44.274	142.903	0.000	-0.000
1139.028	642.546	-902.714	1.730	42.506	131.745	0.000	-0.000
1137.328	671.056	-873.209	1.747	40.362	118.854	0.000	-0.000
1109.900	674.332	-842.244	1.772	37.726	105.868	0.000	-0.000
1093.546	698.918	-806.536	1.797	34.980	92.426	0.000	-0.000
1070.610	701.374	-776.518	1.829	31.822	78.849	0.000	-0.000
1042.074	707.432	-740.058	1.882	28.126	65.538	0.000	-0.000
1031.011	730.887	-709.276	1.974	23.724	51.595	0.000	-0.000
1000.409	730.086	-678.731	2.095	19.666	40.262	0.000	-0.000
964.713	718.589	-653.927	2.270	15.903	30.855	0.000	-0.000
938.349	711.742	-635.740	2.487	12.923	23.880	0.000	-0.000
931.066	720.458	-619.207	2.736	10.727	19.065	0.000	-0.000
906.080	699.828	-610.485	2.903	9.499	16.343	0.000	-0.000
909.211	709.325	-612.388	3.008	8.619	14.431	0.000	-0.000
888.107	685.070	-609.107	3.109	7.867	12.774	0.000	-0.000
880.909	680.704	-609.000	3.221	7.176	11.296	0.000	-0.000
880.062	683.840	-607.334	3.284	6.665	10.207	0.000	-0.000
867.806	666.384	-609.187	3.374	6.121	9.173	0.000	-0.000
