EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
-317.092	-364.439	5.525	117.573	225.124	20.620	16.857
-316.169	-362.806	5.528	115.569	224.018	20.252	17.380
-317.289	-364.219	5.525	117.317	223.567	21.345	17.629
-316.889	-363.608	5.526	116.864	224.707	20.566	17.277
-316.074	-362.547	5.526	115.960	221.386	20.366	17.073
-316.329	-363.565	5.528	116.729	222.697	20.406	17.280
-315.778	-362.473	5.527	116.064	221.552	19.860	16.807
-315.816	-362.094	5.527	116.342	217.607	19.896	17.141
-316.393	-363.363	5.526	116.961	216.501	21.054	16.853
-314.894	-361.935	5.527	116.274	216.969	20.378	16.762
-316.937	-363.852	5.525	117.519	220.015	20.259	16.485
-316.874	-363.698	5.527	117.936	218.035	21.886	17.409
-316.590	-363.600	5.524	117.962	213.877	20.726	16.344
-316.107	-363.241	5.526	119.488	212.180	21.647	17.393
-313.543	-359.419	5.528	115.445	212.428	20.013	16.473
-316.201	-363.335	5.529	117.709	206.695	20.787	16.498
-314.564	-361.688	5.528	116.890	206.880	20.833	16.967
-315.426	-362.859	5.529	116.751	208.774	20.783	16.586
-314.834	-361.124	5.527	115.878	210.192	20.273	16.501
-314.790	-361.193	5.530	116.726	204.070	21.139	16.877
-313.655	-359.724	5.530	116.013	207.784	21.072	16.998
-315.149	-361.685	5.527	118.828	203.238	22.304	16.774
-313.971	-360.695	5.530	117.935	205.046	19.941	16.086
-315.327	-362.585	5.530	118.293	202.213	21.312	16.680
-312.751	-359.416	5.529	117.411	200.345	21.999	17.257
-315.713	-362.480	5.528	118.795	201.447	21.257	16.367
-312.531	-359.037	5.527	115.204	198.954	19.912	15.949
-313.373	-359.863	5.530	114.038	198.359	20.114	15.961
-313.559	-360.860	5.530	117.829	198.227	21.621	17.113
-313.258	-360.582	5.531	117.941	194.221	21.400	16.017
-314.161	-361.357	5.529	118.389	192.106	21.289	16.594
-312.666	-360.006	5.530	117.395	192.625	21.520	16.560
-310.833	-357.481	5.531	115.721	185.599	20.634	15.754
-312.336	-358.510	5.531	117.558	186.346	21.155	15.456
-310.625	-356.467	5.532	116.207	184.502	22.038	16.481
-310.927	-357.759	5.533	115.596	185.045	20.653	15.551
-310.317	-355.184	5.533	113.162	182.537	20.110	15.505
-308.582	-354.494	5.533	112.618	180.862	19.702	15.522
-308.564	-354.640	5.533	112.207	178.379	19.526	14.796
-308.380	-353.846	5.534	111.988	179.484	19.913	15.366
-308.379	-354.632	5.534	113.269	171.999	20.549	15.100
-307.121	-351.662	5.534	111.411	172.454	19.273	15.024
-305.879	-350.116	5.536	110.019	173.241	18.439	14.730
-306.034	-351.065	5.534	111.077	169.424	19.274	14.743
-303.224	-347.245	5.536	106.472	165.835	18.511	14.574
-304.142	-348.537	5.538	106.694	165.461	18.213	14.247
-303.294	-347.731	5.536	108.013	162.499	19.558	14.458
-300.677	-343.264	5.540	103.288	162.723	17.536	14.114
-300.985	-343.113	5.540	104.002	159.417	17.851	14.201
-301.806	-345.939	5.539	106.250	157.877	18.427	14.013
-299.336	-342.277	5.542	102.274	155.047	17.886	14.197
-297.670	-340.255	5.542	101.986	153.829	17.775	13.277
-297.899	-340.589	5.542	103.754	153.605	18.303	13.121
-295.479	-337.385	5.542	99.902	150.650	16.851	13.087
-294.550	-336.256	5.541	97.819	150.127	16.423	12.841
-293.037	-334.310	5.544	95.981	148.414	15.727	12.526
-292.583	-332.714	5.545	94.852	144.399	15.507	12.262
-291.243	-331.408	5.544	93.618	147.039	15.881	12.241
-289.607	-329.310	5.547	92.301	144.075	16.212	12.333
-289.260	-328.859	5.549	93.297	143.426	15.563	12.608
-285.797	-324.175	5.550	88.553	141.302	14.554	11.374
-285.338	-323.021	5.552	89.942	140.231	14.610	11.429
-283.619	-321.463	5.551	86.378	137.051	13.774	11.039
-283.597	-321.281	5.555	87.423	136.442	14.537	11.143
-281.575	-318.334	5.555	82.867	136.601	12.892	10.583
-280.467	-316.624	5.554	83.592	136.279	13.434	10.869
-278.605	-313.982	5.557	80.143	132.717	12.624	10.233
-277.414	-312.684	5.557	78.517	133.068	11.760	10.145
-275.876	-310.804	5.558	78.180	132.011	11.774	10.066
-276.539	-311.237	5.560	78.303	130.021	12.033	9.588
-275.230	-309.065	5.561	76.009	127.896	11.269	9.754
-273.209	-307.017	5.562	74.304	127.885	11.464	9.437
-274.129	-307.642	5.564	75.451	125.514	11.722	9.487
-270.902	-303.404	5.565	70.940	124.782	10.367	8.897
-269.724	-301.631	5.565	69.391	123.904	9.752	8.439
-269.196	-301.295	5.566	69.373	121.883	9.902	8.577
-267.550	-299.185	5.567	66.760	121.547	9.520	8.313
-267.103	-298.354	5.568	66.276	119.817	9.687	8.383
-265.480	-295.901	5.570	64.280	117.929	8.887	8.168
-264.442	-295.043	5.571	63.903	116.649	9.175	8.173
-263.111	-293.490	5.570	61.670	116.079	8.967	7.967
-263.454	-293.692	5.572	62.151	114.861	9.067	8.096
-262.565	-292.394	5.574	60.894	112.931	9.038	7.998
-261.741	-291.108	5.576	59.751	110.389	8.566	7.591
-260.613	-289.691	5.575	58.200	109.974	8.371	7.544
-260.593	-289.386	5.576	58.225	107.200	8.440	7.560
-260.015	-288.540	5.577	57.514	106.758	8.225	7.267
-259.633	-288.346	5.579	57.762	105.653	8.582	7.518
-258.909	-287.206	5.580	56.112	103.106	8.254	7.280
-258.115	-286.313	5.580	55.520	101.569	8.120	7.415
-257.327	-284.998	5.581	54.301	101.116	7.717	7.173
-256.421	-284.089	5.582	53.442	99.824	7.720	7.191
-256.517	-284.469	5.583	54.689	99.249	8.045	7.380
-255.809	-283.186	5.585	53.266	98.001	7.821	6.955
-256.003	-283.186	5.585	53.004	95.707	7.873	7.127
