EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
-358.382	-413.780	1.115	209.227	285.699	4.836	1.855
-358.609	-413.701	1.116	207.731	281.963	4.676	1.824
-358.447	-413.814	1.119	208.432	280.110	4.614	1.822
-358.303	-413.544	1.116	208.689	280.073	4.634	1.800
-357.997	-413.594	1.115	208.722	280.397	4.647	1.787
-358.345	-413.564	1.118	207.145	277.060	4.606	1.780
-358.314	-413.588	1.112	207.996	278.047	4.599	1.780
-357.899	-413.644	1.113	209.838	278.759	4.641	1.791
-358.032	-413.182	1.115	208.804	275.684	4.441	1.766
-358.255	-413.307	1.117	208.913	274.143	4.470	1.766
-358.091	-413.430	1.112	210.327	276.710	4.529	1.764
-357.970	-413.423	1.116	209.624	276.789	4.543	1.741
-357.933	-413.229	1.113	209.532	276.166	4.425	1.739
-358.264	-413.497	1.116	209.878	276.411	4.526	1.739
-358.449	-413.465	1.115	208.438	273.853	4.507	1.753
-357.821	-412.979	1.116	210.049	274.880	4.417	1.705
-357.763	-413.019	1.114	210.210	275.980	4.423	1.710
-358.058	-412.993	1.118	208.770	272.956	4.405	1.703
-357.807	-412.929	1.116	209.404	274.401	4.382	1.689
-357.738	-412.770	1.115	209.124	274.498	4.380	1.716
-357.938	-413.049	1.114	207.099	272.262	4.402	1.709
-357.572	-412.914	1.118	209.808	275.164	4.296	1.682
-357.699	-412.669	1.116	207.953	271.897	4.182	1.670
-357.778	-412.759	1.113	208.832	271.080	4.241	1.681
-357.771	-412.804	1.113	209.302	272.565	4.110	1.642
-357.303	-412.286	1.117	208.771	273.048	4.079	1.633
-357.600	-412.523	1.117	207.906	272.765	4.083	1.641
-357.748	-412.543	1.118	209.809	275.201	4.074	1.630
-357.944	-412.614	1.110	209.622	274.009	4.099	1.636
-357.761	-412.666	1.117	209.934	275.134	4.052	1.628
-357.632	-412.526	1.113	208.642	272.430	3.988	1.613
-357.560	-412.396	1.116	208.157	271.989	3.974	1.602
-357.741	-412.383	1.115	207.957	271.047	3.913	1.589
-357.415	-412.305	1.113	208.866	271.352	3.826	1.566
-357.630	-412.194	1.113	208.773	271.560	3.791	1.584
-357.569	-412.174	1.118	208.424	272.365	3.763	1.558
-357.421	-411.964	1.117	208.881	273.807	3.760	1.548
-357.398	-412.030	1.112	209.313	274.455	3.796	1.565
-357.445	-412.034	1.114	208.978	275.181	3.844	1.570
-357.233	-412.208	1.115	210.094	275.082	3.804	1.563
-357.295	-412.173	1.118	210.930	273.955	3.880	1.579
-357.706	-412.060	1.117	207.743	271.018	3.691	1.563
-357.395	-412.209	1.113	208.370	270.563	3.752	1.550
-358.014	-412.498	1.114	209.116	270.749	3.829	1.536
-357.398	-412.121	1.115	209.922	270.463	3.765	1.534
-357.565	-412.153	1.113	208.692	268.223	3.710	1.541
-357.195	-412.007	1.116	207.964	267.885	3.750	1.524
-357.189	-412.381	1.113	208.380	269.893	3.835	1.554
-357.198	-412.044	1.115	207.702	269.998	3.822	1.547
-357.241	-412.083	1.117	208.832	271.594	3.833	1.530
-357.306	-411.842	1.113	210.634	274.000	3.797	1.524
-357.068	-411.925	1.115	210.469	274.344	3.747	1.515
-356.947	-411.733	1.119	211.092	275.311	3.686	1.519
-357.238	-411.751	1.113	209.930	273.409	3.696	1.504
-357.009	-411.695	1.111	209.727	272.034	3.653	1.494
-357.179	-411.667	1.117	209.611	271.367	3.489	1.502
-357.337	-411.698	1.116	209.920	272.466	3.465	1.501
-357.120	-411.530	1.115	210.288	269.923	3.475	1.469
-357.172	-411.674	1.111	208.599	268.129	3.458	1.450
-357.374	-411.875	1.120	208.761	269.250	3.574	1.477
-357.682	-411.834	1.110	208.800	270.019	3.483	1.478
-357.386	-411.490	1.118	206.477	267.932	3.480	1.444
-357.033	-411.764	1.111	207.743	268.554	3.604	1.447
-357.102	-411.667	1.115	208.748	269.549	3.606	1.477
-357.081	-411.805	1.116	208.430	269.065	3.630	1.468
-357.377	-411.702	1.114	207.268	267.453	3.551	1.468
-357.254	-411.826	1.115	208.100	266.805	3.540	1.469
-357.124	-411.704	1.111	209.956	268.741	3.570	1.455
-357.263	-411.728	1.114	210.439	268.741	3.556	1.459
-357.304	-411.929	1.114	208.785	266.610	3.465	1.444
-357.409	-411.829	1.114	209.237	264.549	3.472	1.433
-357.225	-411.810	1.115	209.244	264.409	3.567	1.447
-357.188	-411.991	1.116	210.080	263.000	3.587	1.476
-357.367	-412.233	1.116	210.031	262.256	3.587	1.470
-357.308	-412.147	1.113	209.888	264.410	3.602	1.468
-356.960	-412.150	1.112	210.899	265.112	3.653	1.484
-357.279	-412.083	1.116	211.474	266.305	3.586	1.453
-357.261	-412.016	1.115	210.929	266.390	3.592	1.452
-357.420	-411.767	1.113	210.086	265.852	3.418	1.413
-357.201	-411.569	1.117	209.356	265.543	3.403	1.411
-357.681	-411.836	1.118	209.566	264.654	3.397	1.413
-356.966	-411.725	1.116	209.132	263.966	3.408	1.420
-357.714	-411.762	1.118	207.616	262.956	3.374	1.394
-357.458	-411.691	1.114	207.232	263.187	3.336	1.393
-357.047	-411.715	1.116	207.984	262.791	3.435	1.387
-357.217	-411.860	1.117	208.954	264.793	3.432	1.382
-357.248	-411.840	1.114	208.750	263.855	3.340	1.390
-357.247	-411.527	1.115	208.521	262.719	3.202	1.345
-357.400	-411.635	1.117	209.438	264.188	3.226	1.370
-357.200	-411.356	1.117	209.253	263.994	3.185	1.364
-357.368	-411.726	1.119	210.357	266.032	3.227	1.372
-357.379	-411.804	1.117	211.149	265.595	3.232	1.368
-357.098	-411.647	1.114	210.265	267.375	3.199	1.354
-356.755	-411.422	1.114	208.230	264.745	3.207	1.362
-357.140	-411.366	1.115	210.164	267.123	3.242	1.354
-356.986	-411.279	1.114	210.037	264.399	3.165	1.354
-357.235	-411.293	1.120	208.933	265.320	3.164	1.340
-357.436	-411.609	1.114	209.740	265.920	3.218	1.354
-357.164	-411.518	1.115	209.064	264.804	3.144	1.339
-357.217	-411.352	1.117	209.381	266.236	3.122	1.339
-357.209	-411.341	1.118	208.729	265.508	3.124	1.322
-357.276	-411.359	1.115	208.972	265.537	3.070	1.325
-357.760	-411.490	1.118	208.919	265.090	3.140	1.328
-357.368	-411.688	1.114	207.054	263.588	3.088	1.314
-357.369	-411.709	1.114	207.985	262.823	3.181	1.322
-357.121	-411.474	1.115	208.927	265.383	3.109	1.314
-357.107	-411.198	1.114	207.966	263.903	3.008	1.323
-357.468	-411.711	1.117	208.105	261.260	3.154	1.303
-357.284	-411.414	1.112	208.887	263.265	3.075	1.347
-357.411	-411.203	1.117	208.737	263.731	2.994	1.314
-357.270	-411.469	1.116	210.428	266.524	2.999	1.325
-357.436	-411.479	1.115	209.636	263.691	2.995	1.326
-357.323	-411.265	1.117	210.009	264.158	2.944	1.290
-357.191	-411.406	1.116	209.059	263.025	2.988	1.288
-357.333	-411.303	1.118	209.201	263.266	2.954	1.277
-356.906	-411.228	1.114	209.321	265.209	2.976	1.257
-357.073	-411.309	1.118	207.988	262.790	2.950	1.281
-357.271	-411.314	1.118	207.998	264.075	2.908	1.268
-357.043	-410.990	1.116	207.234	263.821	2.916	1.245
-357.105	-411.198	1.113	207.503	263.562	2.926	1.274
-357.054	-411.147	1.118	208.272	264.713	2.958	1.281
-356.963	-411.044	1.118	209.352	266.467	2.981	1.294
-357.226	-411.121	1.118	209.665	267.292	2.970	1.299
-357.111	-411.099	1.115	209.017	266.468	2.849	1.251
-356.776	-411.027	1.115	209.868	265.971	2.895	1.256
-357.175	-411.277	1.118	210.777	265.594	2.937	1.251
-356.792	-411.280	1.118	210.251	264.651	2.937	1.251
