SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
546.538	-12236.983	-23714.291	1.323	947.639	220.574	112.176	108.525
352.922	-10978.091	-18389.460	1.373	615.020	263.122	89.122	86.775
247.987	-10295.907	-15503.625	1.348	444.609	290.449	71.919	67.752
192.347	-9959.754	-13999.049	1.340	352.010	303.148	60.639	52.224
157.671	-9748.445	-13059.532	1.367	293.001	330.586	48.475	41.048
137.009	-9572.940	-12450.135	1.393	254.505	373.739	39.074	33.221
120.997	-9514.915	-12055.848	1.413	230.262	424.946	32.763	27.922
110.049	-9482.797	-11793.828	1.425	214.277	481.805	28.223	24.598
101.921	-9468.672	-11609.008	1.434	205.650	548.245	25.249	21.619
95.863	-9472.666	-11485.781	1.441	199.158	618.898	21.803	19.364
90.696	-9502.238	-11406.861	1.446	196.290	691.871	20.488	17.385
87.522	-9527.891	-11365.853	1.448	194.332	766.120	18.191	15.842
84.282	-9570.081	-11339.996	1.451	194.088	846.784	17.113	15.161
81.574	-9613.855	-11326.903	1.454	194.640	923.032	15.913	13.641
79.493	-9653.301	-11322.653	1.454	195.007	1007.358	15.041	13.098
77.576	-9701.517	-11330.623	1.457	196.214	1089.451	14.085	12.549
76.265	-9743.727	-11345.285	1.457	197.306	1184.367	13.426	11.813
74.811	-9790.990	-11362.025	1.458	198.606	1260.086	12.769	10.957
73.822	-9831.046	-11381.314	1.459	200.238	1351.593	12.109	10.208
72.290	-9887.503	-11405.596	1.458	201.755	1434.743	11.707	10.300
71.587	-9929.360	-11432.679	1.463	203.029	1509.924	11.478	9.948
70.579	-9975.626	-11457.787	1.460	204.928	1614.973	10.930	9.314
69.770	-10016.966	-11482.139	1.460	206.717	1694.443	10.573	9.126
69.085	-10065.125	-11515.903	1.460	207.731	1789.648	10.236	8.694
68.413	-10103.158	-11539.824	1.460	209.633	1864.970	9.943	8.455
67.868	-10145.259	-11570.481	1.461	210.892	1960.477	9.438	8.319
66.988	-10189.959	-11596.716	1.463	212.635	2051.204	9.339	8.196
66.371	-10242.966	-11636.746	1.462	214.163	2131.758	9.297	8.081
66.014	-10274.300	-11660.587	1.460	215.476	2210.738	8.826	7.471
65.585	-10311.884	-11689.160	1.460	217.157	2306.659	8.923	7.766
65.113	-10358.461	-11725.828	1.459	218.639	2380.700	8.595	7.231
64.410	-10402.143	-11754.746	1.461	219.877	2472.497	8.391	7.202
64.527	-10432.098	-11787.157	1.459	221.200	2539.694	8.301	7.095
64.188	-10465.514	-11813.470	1.458	222.450	2621.556	7.990	6.537
63.587	-10515.428	-11850.755	1.459	223.828	2695.517	7.915	6.797
63.473	-10546.593	-11879.535	1.459	224.824	2767.762	7.829	6.573
63.204	-10584.004	-11911.287	1.457	225.851	2842.988	7.711	6.479
62.836	-10621.813	-11941.368	1.458	226.807	2900.068	7.578	6.313
62.539	-10652.745	-11966.069	1.458	228.389	2979.546	7.482	6.489
62.778	-10686.808	-12005.148	1.458	229.049	3040.315	7.357	6.326
62.319	-10725.058	-12033.763	1.458	230.300	3110.316	7.442	6.348
61.871	-10762.862	-12062.158	1.458	230.945	3150.053	7.058	6.058
61.868	-10792.220	-12091.443	1.456	231.544	3217.088	6.949	5.962
61.538	-10827.417	-12119.709	1.457	232.452	3270.191	6.957	5.828
61.587	-10856.912	-12150.229	1.455	232.955	3310.399	6.823	5.796
61.381	-10888.952	-12177.951	1.457	233.679	3351.559	6.897	5.742
61.142	-10917.942	-12201.924	1.457	234.140	3396.560	6.615	5.739
60.953	-10950.906	-12230.924	1.457	234.865	3437.904	6.610	5.567
60.807	-10980.022	-12256.967	1.457	234.574	3484.804	6.594	5.616
60.751	-11007.248	-12283.011	1.458	235.593	3514.558	6.677	5.974
60.502	-11038.796	-12309.346	1.457	235.684	3537.007	6.640	5.672
60.130	-11067.284	-12330.011	1.456	235.998	3557.193	6.411	5.641
60.094	-11097.430	-12359.405	1.456	236.208	3588.386	6.388	5.438
59.965	-11117.202	-12376.474	1.456	235.844	3596.679	6.210	5.179
60.016	-11135.944	-12396.286	1.456	236.555	3621.650	6.272	5.483
59.515	-11163.523	-12413.340	1.457	236.027	3632.770	6.096	5.061
59.239	-11187.444	-12431.473	1.457	235.789	3620.347	5.990	5.064
59.164	-11204.068	-12446.516	1.455	235.578	3645.840	6.029	5.076
