SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
10018.542	5822.833	-4607.476	1.275	793.262	226.236	0.000	-0.000
9621.067	5555.698	-4474.250	1.279	764.290	227.879	0.000	-0.000
9267.074	5352.731	-4324.572	1.278	735.084	230.212	0.000	-0.000
8888.848	5083.193	-4212.367	1.277	710.336	232.726	0.000	-0.000
8571.834	4899.118	-4082.669	1.276	685.668	235.092	0.000	-0.000
8271.880	4718.741	-3960.713	1.275	662.541	237.027	0.000	-0.000
7984.613	4525.082	-3872.583	1.274	641.099	238.428	0.000	-0.000
7764.009	4397.340	-3778.804	1.273	619.225	240.067	0.000	-0.000
7480.414	4190.711	-3697.266	1.270	602.433	242.405	0.000	-0.000
7273.317	4067.811	-3608.811	1.271	584.353	242.529	0.000	-0.000
7058.950	3933.866	-3531.063	1.266	567.888	244.670	0.000	-0.000
6847.995	3796.402	-3458.546	1.265	551.697	244.960	0.000	-0.000
6649.896	3653.390	-3405.683	1.263	537.135	245.569	0.000	-0.000
6507.711	3578.581	-3338.080	1.260	522.915	247.915	0.000	-0.000
6347.513	3470.443	-3283.094	1.258	510.414	247.975	0.000	-0.000
6169.473	3346.385	-3236.764	1.256	497.058	250.322	0.000	-0.000
6057.716	3281.269	-3188.758	1.255	485.412	250.996	0.000	-0.000
5919.185	3189.822	-3139.756	1.254	474.017	252.086	0.000	-0.000
5799.682	3103.239	-3103.758	1.255	464.006	255.151	0.000	-0.000
5667.116	3018.339	-3053.908	1.255	453.587	256.478	0.000	-0.000
5539.565	2936.007	-3008.801	1.254	443.409	258.650	0.000	-0.000
5456.578	2890.971	-2973.108	1.256	434.089	260.788	0.000	-0.000
5345.056	2814.466	-2936.905	1.259	424.996	262.663	0.000	-0.000
5249.824	2761.668	-2898.101	1.262	416.623	266.674	0.000	-0.000
5158.953	2717.735	-2851.764	1.262	408.431	270.102	0.000	-0.000
5065.984	2657.423	-2819.595	1.268	400.461	272.086	0.000	-0.000
4999.855	2612.680	-2793.697	1.268	393.083	276.264	0.000	-0.000
4920.020	2568.451	-2757.870	1.271	386.164	280.342	0.000	-0.000
4860.383	2542.895	-2727.928	1.270	379.241	285.415	0.000	-0.000
4774.036	2491.469	-2691.024	1.274	372.399	286.624	0.000	-0.000
4694.037	2433.764	-2669.322	1.279	366.189	291.486	0.000	-0.000
4641.190	2406.724	-2641.801	1.280	360.241	295.192	0.000	-0.000
4588.845	2381.059	-2616.966	1.283	354.203	298.295	0.000	-0.000
4525.366	2337.349	-2593.386	1.285	348.728	304.740	0.000	-0.000
4454.622	2286.510	-2574.436	1.290	343.202	307.763	0.000	-0.000
4416.919	2275.824	-2552.184	1.292	337.886	311.164	0.000	-0.000
4354.182	2225.791	-2536.453	1.294	333.246	315.362	0.000	-0.000
4295.912	2181.836	-2521.172	1.298	328.480	320.600	0.000	-0.000
4250.006	2151.094	-2506.673	1.300	323.838	325.141	0.000	-0.000
4196.343	2114.216	-2489.790	1.306	319.327	328.381	0.000	-0.000
4149.213	2096.281	-2464.817	1.306	314.930	333.292	0.000	-0.000
4103.339	2059.124	-2456.506	1.309	311.077	339.792	0.000	-0.000
4050.834	2021.491	-2436.866	1.311	306.949	342.746	0.000	-0.000
4031.007	2003.454	-2435.104	1.314	302.860	346.931	0.000	-0.000
3975.012	1962.409	-2420.104	1.319	299.632	352.231	0.000	-0.000
3937.824	1938.070	-2407.119	1.319	295.851	356.336	0.000	-0.000
3905.870	1912.574	-2402.094	1.322	292.717	362.123	0.000	-0.000
3884.952	1905.674	-2389.295	1.323	289.294	365.351	0.000	-0.000
3827.552	1851.070	-2383.413	1.327	286.296	372.035	0.000	-0.000
3762.590	1792.899	-2374.820	1.329	283.041	373.739	0.000	-0.000
3745.226	1782.630	-2370.197	1.330	280.120	381.949	0.000	-0.000
3730.428	1770.538	-2368.632	1.337	277.286	386.910	0.000	-0.000
3685.385	1730.505	-2362.153	1.341	274.656	391.409	0.000	-0.000
3692.745	1744.780	-2359.226	1.339	272.208	397.337	0.000	-0.000
3640.630	1698.630	-2349.279	1.344	269.689	402.439	0.000	-0.000
3616.940	1672.417	-2351.965	1.346	267.040	407.291	0.000	-0.000
3571.339	1636.224	-2342.374	1.347	264.707	412.458	0.000	-0.000
3548.959	1612.500	-2344.638	1.350	262.503	417.316	0.000	-0.000
3523.432	1586.160	-2343.935	1.348	260.353	423.275	0.000	-0.000
3489.129	1556.602	-2337.992	1.351	258.487	429.582	0.000	-0.000
3459.994	1532.524	-2335.109	1.354	256.220	433.241	0.000	-0.000
3448.436	1521.199	-2337.141	1.355	254.307	439.842	0.000	-0.000
3423.275	1491.866	-2336.707	1.359	252.682	446.468	0.000	-0.000
3426.953	1496.476	-2341.717	1.360	250.913	450.783	0.000	-0.000
3383.870	1454.856	-2333.164	1.361	249.091	455.740	0.000	-0.000
3359.933	1426.455	-2339.775	1.360	247.314	461.884	0.000	-0.000
3325.072	1394.179	-2340.174	1.366	245.475	467.335	0.000	-0.000
3313.899	1380.935	-2341.771	1.363	244.187	475.419	0.000	-0.000
3296.442	1359.173	-2343.691	1.368	242.756	480.724	0.000	-0.000
3293.327	1354.522	-2346.845	1.367	241.132	485.157	0.000	-0.000
3268.804	1327.799	-2350.584	1.370	239.666	491.444	0.000	-0.000
3252.241	1303.093	-2355.212	1.369	238.322	498.619	0.000	-0.000
3230.570	1276.508	-2361.183	1.370	237.187	504.510	0.000	-0.000
3225.197	1265.304	-2366.709	1.370	235.945	509.747	0.000	-0.000
3205.699	1247.254	-2368.589	1.374	234.580	517.516	0.000	-0.000
3181.019	1211.699	-2376.023	1.375	233.327	520.055	0.000	-0.000
3165.458	1192.497	-2377.186	1.375	232.086	525.217	0.000	-0.000
3156.432	1178.651	-2385.059	1.376	231.064	533.530	0.000	-0.000
3131.630	1148.238	-2390.224	1.378	229.860	540.419	0.000	-0.000
3120.979	1134.374	-2396.671	1.377	228.753	545.700	0.000	-0.000
3109.965	1117.329	-2399.281	1.378	228.015	551.856	0.000	-0.000
3089.849	1094.452	-2402.751	1.375	226.957	559.578	0.000	-0.000
3092.216	1092.162	-2408.686	1.379	226.113	563.118	0.000	-0.000
3052.970	1047.506	-2413.434	1.380	225.170	568.977	0.000	-0.000
3048.128	1028.462	-2427.296	1.378	224.479	576.706	0.000	-0.000
3049.042	1026.366	-2433.186	1.384	223.698	583.382	0.000	-0.000
3033.192	998.595	-2443.755	1.380	222.686	589.039	0.000	-0.000
3034.377	988.158	-2454.283	1.384	221.927	594.370	0.000	-0.000
3022.245	978.014	-2450.910	1.382	220.906	601.046	0.000	-0.000
3010.317	960.441	-2458.680	1.387	220.358	607.656	0.000	-0.000
2994.779	936.396	-2463.577	1.387	219.752	612.859	0.000	-0.000
2998.445	931.605	-2474.962	1.388	219.074	622.630	0.000	-0.000
2982.036	911.939	-2480.052	1.386	218.358	625.893	0.000	-0.000
2962.494	879.356	-2488.874	1.388	217.951	632.451	0.000	-0.000
2967.570	877.984	-2499.621	1.385	216.953	637.808	0.000	-0.000
2964.556	868.340	-2505.818	1.388	216.516	642.719	0.000	-0.000
2935.749	828.469	-2513.769	1.390	216.038	647.167	0.000	-0.000
