EUBO	ELBO	ESS	AKLs_ex	AKLs_in
-200.648	-209.698	5.361	8.591	3.131
-201.233	-210.675	5.198	9.412	3.652
-200.723	-209.898	5.316	8.657	3.163
-200.581	-209.364	5.390	8.492	3.143
-200.491	-209.570	5.332	8.750	3.176
-200.741	-210.012	5.333	8.989	3.141
-200.836	-210.591	5.309	9.317	3.217
-200.790	-210.172	5.281	8.976	3.401
-200.599	-209.704	5.336	8.725	3.157
-200.631	-210.430	5.310	9.183	3.343
-200.619	-210.225	5.299	8.745	3.239
-200.780	-209.742	5.291	8.900	3.358
-200.679	-209.591	5.367	8.601	3.167
-200.570	-209.667	5.355	8.596	3.143
-200.766	-210.214	5.281	9.094	3.459
-200.820	-210.109	5.284	8.999	3.426
-200.619	-209.853	5.285	8.789	3.274
-200.749	-210.903	5.230	10.105	3.472
-200.920	-210.649	5.374	9.190	3.207
-200.704	-210.260	5.314	9.123	3.240
-200.849	-210.304	5.325	9.223	3.257
-200.857	-210.637	5.334	9.845	3.355
-200.731	-210.749	5.254	9.905	3.376
-200.684	-210.506	5.249	9.618	3.365
-200.732	-210.640	5.389	9.395	3.066
-200.851	-210.161	5.366	9.110	3.240
-200.781	-210.595	5.274	9.649	3.423
-200.743	-209.939	5.338	8.714	3.185
-200.634	-209.782	5.269	9.104	3.303
-200.806	-210.663	5.134	9.950	3.602
-200.651	-210.333	5.351	9.254	3.274
-200.568	-209.558	5.419	8.466	3.046
-200.604	-209.613	5.336	8.505	3.251
-200.504	-209.483	5.351	8.429	3.110
-200.706	-209.397	5.348	8.555	3.244
-200.616	-209.771	5.382	8.642	3.107
-200.656	-209.764	5.357	8.667	3.255
-200.729	-210.097	5.391	8.988	3.221
-200.534	-209.396	5.403	8.553	3.058
-200.780	-210.663	5.299	9.418	3.408
-200.702	-210.409	5.295	9.298	3.217
-200.535	-209.494	5.387	8.752	3.152
-200.670	-210.314	5.298	8.996	3.268
-200.653	-209.797	5.354	8.761	3.149
-200.620	-210.195	5.248	9.151	3.310
-200.636	-209.855	5.319	8.939	3.228
-200.714	-209.882	5.265	8.706	3.419
-200.620	-209.381	5.378	8.645	3.151
-200.452	-209.422	5.397	8.528	3.084
-200.809	-210.423	5.318	9.207	3.398
-200.675	-209.904	5.351	8.827	3.211
-201.344	-211.506	5.121	10.493	3.900
-200.737	-209.942	5.366	8.774	3.237
-200.676	-210.123	5.350	8.576	3.175
-200.682	-210.118	5.331	8.849	3.208
-200.581	-209.712	5.315	8.716	3.333
-201.094	-210.753	5.273	9.561	3.524
-200.482	-209.956	5.314	8.702	3.197
-200.625	-209.770	5.324	9.013	3.278
-200.762	-210.552	5.298	9.136	3.343
-200.806	-209.961	5.429	8.675	3.100
-200.685	-209.757	5.321	8.659	3.293
-200.560	-209.761	5.393	8.765	3.075
-200.817	-210.190	5.312	8.839	3.290
-200.634	-210.287	5.198	9.141	3.425
-200.706	-209.540	5.434	8.482	3.078
-200.529	-209.371	5.404	8.423	3.057
-200.812	-209.962	5.326	8.870	3.356
-200.726	-210.202	5.272	9.172	3.394
-200.677	-209.957	5.361	8.564	3.220
-200.720	-210.056	5.199	9.319	3.424
-200.718	-209.771	5.322	8.770	3.291
-200.558	-209.830	5.301	8.638	3.198
-200.587	-210.151	5.281	9.058	3.279
-200.736	-209.968	5.328	8.942	3.281
-200.801	-210.074	5.343	8.902	3.291
-200.687	-209.897	5.334	8.716	3.151
-200.822	-210.027	5.265	8.866	3.470
-200.637	-210.255	5.325	9.018	3.167
-200.643	-209.841	5.340	8.709	3.128
-200.470	-209.908	5.361	8.792	3.135
-200.624	-209.957	5.279	9.309	3.280
-200.668	-210.036	5.334	9.097	3.228
-200.621	-210.043	5.250	9.196	3.389
-200.696	-210.073	5.350	8.991	3.140
-200.647	-209.579	5.405	8.507	3.173
-200.729	-209.947	5.333	8.984	3.193
-200.755	-209.949	5.281	8.873	3.279
-200.985	-210.756	5.162	9.526	3.756
-200.825	-210.382	5.261	9.085	3.405
-200.695	-209.561	5.369	8.435	3.077
-200.718	-209.486	5.425	8.338	3.048
-200.741	-210.212	5.349	9.135	3.284
-200.704	-210.353	5.259	9.507	3.364
-200.641	-210.115	5.271	8.922	3.297
-200.698	-210.153	5.257	9.141	3.426
-200.778	-209.549	5.370	8.760	3.274
-200.615	-209.846	5.360	8.703	3.129
-200.696	-209.908	5.355	8.968	3.300
-200.762	-209.813	5.398	8.731	3.226
-200.707	-209.882	5.355	8.703	3.298
-200.582	-210.581	5.245	9.336	3.342
-201.279	-211.254	5.225	10.014	3.786
-200.571	-209.229	5.374	8.429	3.121
-200.598	-209.532	5.431	8.512	3.162
-200.657	-209.529	5.400	8.389	3.068
-200.762	-210.220	5.247	9.198	3.565
-200.656	-209.988	5.318	9.045	3.339
-200.685	-209.396	5.390	8.453	3.164
-200.656	-209.392	5.415	8.430	3.186
-200.956	-210.730	5.249	9.561	3.414
-200.686	-210.318	5.302	9.449	3.287
-200.862	-210.265	5.374	9.403	3.076
-200.661	-210.245	5.359	9.286	3.141
-200.601	-210.475	5.361	9.279	3.062
-200.648	-210.356	5.330	9.323	3.230
-200.692	-210.157	5.378	9.369	3.206
-200.824	-210.818	5.358	9.588	3.250
-200.705	-211.289	5.342	9.658	3.170
-200.691	-209.804	5.268	8.989	3.443
-200.793	-210.091	5.248	8.919	3.410
-200.649	-209.783	5.403	8.682	3.073
-200.757	-209.875	5.295	8.765	3.174
-200.797	-209.810	5.285	8.811	3.383
-200.630	-209.833	5.404	8.618	3.141
-200.631	-209.652	5.379	8.644	3.177
-200.694	-209.969	5.358	8.762	3.185
-200.573	-209.753	5.304	8.841	3.274
-200.473	-210.043	5.314	8.932	3.204
-200.604	-209.846	5.358	8.646	3.112
-200.610	-209.438	5.389	8.512	3.139
-200.731	-210.454	5.298	9.133	3.359
-200.652	-209.809	5.379	8.789	3.107
-200.641	-209.716	5.318	8.758	3.253
-200.771	-210.038	5.279	9.101	3.330
-200.612	-209.495	5.337	8.772	3.191
-200.545	-210.354	5.255	9.339	3.359
-200.614	-209.881	5.366	8.807	3.199
-200.710	-209.723	5.360	8.770	3.232
-200.869	-211.056	5.262	9.649	3.536
-200.645	-210.098	5.327	8.962	3.216
-200.610	-210.259	5.357	9.074	3.213
-200.838	-210.316	5.358	8.834	3.317
-200.678	-209.617	5.340	8.790	3.313
-200.805	-210.467	5.300	9.358	3.319
-200.940	-210.382	5.337	9.198	3.290
-200.720	-209.980	5.351	8.739	3.212
-200.824	-210.199	5.306	8.995	3.320
-200.772	-210.356	5.291	9.144	3.284
-201.031	-210.642	5.387	9.470	3.134
-200.745	-210.462	5.356	9.323	3.162
-200.703	-209.934	5.415	8.955	3.088
-200.988	-210.703	5.368	9.511	3.238
-200.612	-210.038	5.361	8.975	3.126
-200.683	-210.420	5.307	9.257	3.250
-200.604	-209.789	5.354	8.695	3.095
-200.777	-209.746	5.444	8.528	3.053
-200.549	-209.923	5.286	8.902	3.329
-200.612	-209.463	5.382	8.508	3.078
-200.576	-209.428	5.357	8.556	3.153
-200.705	-210.026	5.378	8.901	3.305
-200.598	-209.490	5.409	8.537	3.063
-200.845	-210.365	5.347	9.362	3.217
-201.214	-211.596	5.285	10.356	3.557
-200.880	-210.719	5.285	9.646	3.386
-200.779	-210.370	5.243	9.344	3.530
-200.621	-209.334	5.437	8.526	3.076
-200.728	-209.284	5.420	8.436	3.086
-200.661	-209.890	5.271	8.875	3.372
-200.689	-209.771	5.369	8.705	3.254
-200.746	-210.208	5.358	9.069	3.280
-200.690	-209.913	5.362	8.768	3.147
-200.670	-209.832	5.312	9.018	3.324
-200.651	-209.904	5.329	8.943	3.279
-200.619	-209.503	5.374	8.712	3.188
-200.581	-209.605	5.378	8.714	3.120
-200.863	-210.386	5.296	9.166	3.431
-200.869	-210.109	5.309	8.884	3.350
-200.494	-208.978	5.493	8.213	2.981
-200.657	-210.072	5.304	8.943	3.312
-200.704	-209.555	5.389	8.385	3.238
-200.697	-209.954	5.420	8.654	3.100
-200.555	-209.858	5.334	8.990	3.290
-200.677	-209.805	5.393	8.591	3.148
-200.763	-209.830	5.345	8.571	3.179
-200.738	-210.036	5.320	8.978	3.388
-200.702	-209.611	5.416	8.581	3.248
-200.872	-210.362	5.366	9.401	3.233
-200.871	-209.475	5.346	8.750	3.314
-200.793	-209.861	5.382	8.596	3.210
-200.817	-210.063	5.368	8.619	3.268
-200.590	-209.424	5.421	8.420	3.090
-200.647	-209.889	5.336	8.603	3.229
-200.540	-209.567	5.402	8.567	3.193
-200.802	-209.886	5.289	9.047	3.404
-200.890	-209.946	5.303	9.033	3.365
-201.006	-210.517	5.242	9.244	3.641
-200.816	-210.160	5.334	9.004	3.310
-200.604	-209.638	5.453	8.372	3.011
-200.754	-209.467	5.389	8.627	3.258
-200.784	-210.032	5.258	8.934	3.639
-200.727	-209.872	5.359	8.691	3.231
-201.062	-209.903	5.375	8.901	3.268
-200.611	-209.635	5.348	8.513	3.240
-200.728	-209.657	5.395	8.564	3.124
-200.748	-209.739	5.365	8.572	3.271
-200.716	-210.045	5.261	9.136	3.452
-200.746	-209.411	5.381	8.358	3.305
-200.851	-209.814	5.317	8.883	3.329
-200.633	-209.499	5.408	8.525	3.124
-200.547	-209.577	5.380	8.433	3.098
-200.861	-209.607	5.394	8.293	3.228
-200.656	-210.198	5.331	8.919	3.249
-200.583	-209.817	5.403	8.643	3.179
-200.615	-209.844	5.379	8.642	3.188
-200.748	-209.718	5.367	8.402	3.242
-200.799	-210.010	5.371	8.910	3.272
-200.723	-209.743	5.343	8.577	3.275
-200.690	-209.591	5.374	8.625	3.365
-200.652	-209.938	5.400	8.625	3.202
-200.639	-209.717	5.397	8.590	3.094
-200.702	-210.526	5.346	9.117	3.329
-200.509	-209.692	5.388	8.596	3.167
-200.587	-209.049	5.475	8.079	3.049
-200.718	-209.816	5.361	8.665	3.269
-200.648	-209.781	5.346	8.712	3.246
-200.795	-209.897	5.418	8.899	3.243
-200.525	-209.744	5.376	8.683	3.099
-200.526	-210.055	5.433	8.688	3.066
-200.708	-209.904	5.353	8.687	3.245
-200.672	-210.110	5.291	8.814	3.375
-200.689	-209.654	5.367	8.641	3.208
-200.738	-209.706	5.262	8.668	3.512
-200.610	-209.920	5.323	8.858	3.283
-200.606	-209.841	5.372	8.873	3.137
-200.748	-209.706	5.424	8.538	3.097
-200.509	-209.052	5.422	8.205	3.095
-200.834	-209.859	5.336	8.715	3.371
-200.665	-209.434	5.386	8.468	3.258
-200.703	-209.283	5.376	8.343	3.294
-200.669	-210.055	5.399	8.622	3.128
-200.705	-209.576	5.393	8.442	3.161
-200.690	-209.783	5.491	8.595	2.998
-200.788	-210.351	5.306	9.105	3.327
-200.514	-209.305	5.431	8.377	3.111
-200.785	-209.870	5.337	8.827	3.350
-200.661	-209.748	5.415	8.657	3.161
-200.707	-210.159	5.356	8.956	3.269
-200.844	-209.637	5.417	8.648	3.230
-200.744	-209.665	5.329	8.496	3.334
-200.773	-209.365	5.395	8.503	3.196
-200.714	-209.159	5.470	8.169	3.027
-200.830	-209.680	5.436	8.564	3.188
-200.651	-209.432	5.422	8.401	3.108
-200.727	-210.375	5.245	9.097	3.404
-200.616	-209.380	5.397	8.195	3.142
-200.841	-209.759	5.311	8.833	3.308
-200.801	-209.875	5.419	8.556	3.142
-200.564	-209.487	5.416	8.371	3.156
-200.656	-209.576	5.391	8.633	3.208
-200.652	-209.402	5.404	8.460	3.202
-200.845	-210.005	5.282	9.029	3.346
-200.692	-209.950	5.374	8.807	3.173
-200.603	-209.420	5.413	8.284	3.114
-200.954	-210.149	5.279	9.045	3.513
-200.483	-209.299	5.370	8.277	3.091
-201.342	-211.183	5.297	9.907	3.633
-200.792	-209.949	5.289	8.795	3.378
-200.819	-210.205	5.307	9.103	3.399
-200.759	-209.883	5.397	8.674	3.160
-200.668	-209.792	5.321	8.857	3.298
-200.654	-209.636	5.405	8.420	3.113
-200.598	-209.692	5.363	8.420	3.220
-200.665	-209.822	5.385	8.697	3.296
-200.625	-209.793	5.394	8.516	3.102
-200.755	-209.533	5.397	8.281	3.180
-200.693	-209.785	5.432	8.694	3.148
-200.689	-209.611	5.349	8.581	3.222
-200.786	-210.099	5.401	8.821	3.173
-200.633	-210.094	5.357	8.852	3.288
-200.693	-209.125	5.498	7.955	3.002
-200.817	-209.761	5.345	8.765	3.350
-200.780	-209.704	5.374	8.682	3.355
-200.695	-209.538	5.301	8.657	3.397
-200.553	-209.416	5.399	8.454	3.179
-200.634	-209.851	5.304	8.752	3.303
-200.667	-209.841	5.308	8.774	3.311
-200.719	-209.674	5.302	8.771	3.411
-200.682	-209.133	5.466	8.144	3.051
-200.526	-209.213	5.401	8.478	3.134
-200.709	-209.727	5.350	8.673	3.233
-200.742	-209.430	5.340	8.708	3.373
-200.674	-210.046	5.322	8.784	3.300
-200.648	-209.938	5.361	8.681	3.336
-200.665	-209.458	5.428	8.537	3.166
-200.748	-209.851	5.284	8.605	3.312
-200.635	-209.308	5.423	8.336	3.204
-200.598	-209.702	5.461	8.460	3.035
-200.668	-209.691	5.354	8.536	3.222
-200.710	-209.355	5.384	8.423	3.238
-200.732	-209.861	5.343	8.692	3.202
-200.721	-209.407	5.449	8.218	3.083
-200.698	-209.330	5.452	8.158	3.052
-200.784	-209.994	5.343	8.818	3.256
-200.617	-209.488	5.431	8.344	3.115
-200.739	-209.521	5.417	8.425	3.209
-200.672	-209.254	5.463	8.074	3.044
-200.732	-209.469	5.443	8.585	3.287
-200.739	-209.793	5.466	8.481	3.146
-200.737	-209.911	5.402	8.679	3.236
-200.691	-210.171	5.325	9.018	3.378
-200.623	-209.527	5.442	8.451	3.084
-200.650	-209.431	5.419	8.329	3.068
-200.814	-210.217	5.378	8.995	3.313
-200.664	-209.699	5.336	8.844	3.344
-200.648	-209.291	5.425	8.168	3.204
-200.711	-209.302	5.432	8.126	3.172
-200.615	-209.507	5.395	8.649	3.173
-200.627	-209.362	5.482	8.081	3.025
-200.741	-209.652	5.357	8.622	3.267
-200.647	-209.482	5.438	8.269	3.131
-200.670	-209.366	5.443	8.179	3.123
-200.595	-209.187	5.433	8.225	3.103
-201.106	-210.465	5.198	9.587	3.838
-200.672	-209.235	5.443	8.209	3.127
-200.659	-209.362	5.394	8.342	3.175
-200.547	-209.532	5.405	8.491	3.131
-200.579	-209.433	5.490	8.386	2.956
-200.641	-209.670	5.452	8.619	3.062
-200.884	-210.284	5.257	9.465	3.739
-200.684	-209.694	5.367	8.790	3.173
-200.806	-210.002	5.296	9.025	3.480
-200.614	-209.309	5.429	8.059	3.087
-200.645	-209.442	5.416	8.467	3.166
-200.620	-209.384	5.396	8.448	3.176
-200.491	-209.110	5.422	8.514	3.035
-200.684	-209.702	5.345	8.590	3.278
-200.720	-209.865	5.456	8.834	3.152
-200.824	-209.831	5.367	8.924	3.209
-200.598	-209.334	5.507	8.171	2.993
-200.695	-209.315	5.466	8.332	3.232
-200.799	-209.836	5.350	8.717	3.312
-200.825	-209.822	5.372	8.540	3.310
-200.754	-209.610	5.408	8.522	3.291
-200.740	-209.645	5.379	8.559	3.324
-200.736	-209.871	5.398	8.464	3.167
-200.652	-209.271	5.417	8.168	3.087
-200.712	-209.378	5.420	8.098	3.068
-201.021	-209.639	5.497	8.533	3.106
-200.781	-209.613	5.410	8.715	3.282
-200.646	-209.419	5.415	8.585	3.153
-200.604	-209.459	5.459	8.132	3.033
-200.609	-209.433	5.419	8.294	3.092
-200.836	-209.785	5.401	8.844	3.293
-200.696	-209.914	5.353	8.748	3.270
-200.734	-209.822	5.401	8.412	3.246
-200.833	-209.679	5.399	8.534	3.261
-200.669	-209.726	5.397	8.438	3.254
-200.873	-209.852	5.354	8.816	3.277
-200.696	-209.365	5.402	8.266	3.230
-200.733	-209.689	5.378	8.650	3.221
-200.792	-209.781	5.347	8.560	3.339
-200.588	-209.239	5.492	8.122	2.978
-200.718	-209.486	5.420	8.210	3.173
-200.814	-209.786	5.387	8.684	3.330
-200.802	-208.874	5.491	7.923	3.103
-200.843	-209.733	5.372	8.749	3.367
-200.733	-210.108	5.273	8.894	3.500
-200.756	-209.488	5.417	8.450	3.178
-200.891	-209.922	5.243	8.964	3.692
-200.609	-209.225	5.406	8.163	3.165
-200.696	-209.595	5.473	8.512	3.121
-200.763	-210.554	5.271	9.318	3.453
-201.020	-210.160	5.349	8.831	3.627
-200.884	-209.679	5.433	8.487	3.196
-200.665	-209.706	5.384	8.699	3.284
-200.874	-209.255	5.431	8.346	3.246
-200.827	-209.916	5.455	8.677	3.271
-200.632	-209.208	5.510	8.035	3.017
-200.793	-209.432	5.436	8.363	3.377
-200.755	-209.477	5.315	8.500	3.416
-200.678	-209.075	5.383	8.210	3.141
-200.710	-209.241	5.406	8.288	3.312
-200.720	-209.114	5.500	8.072	3.034
-201.376	-210.360	5.416	9.442	3.309
-200.663	-209.768	5.378	8.577	3.290
-200.663	-209.473	5.466	8.236	3.137
-200.635	-209.498	5.383	8.243	3.157
-200.631	-209.689	5.420	8.216	3.160
-200.669	-209.259	5.463	8.211	3.124
-200.619	-209.409	5.439	8.246	3.177
-201.004	-209.708	5.384	8.661	3.289
-200.582	-209.324	5.417	8.493	3.153
-200.679	-209.609	5.453	8.488	3.094
-200.827	-209.812	5.467	8.432	3.142
-200.607	-209.603	5.344	8.611	3.284
-200.620	-209.763	5.512	8.352	3.016
-200.676	-209.684	5.397	8.432	3.210
-200.754	-209.622	5.412	8.733	3.181
-200.555	-209.432	5.381	8.258	3.178
-200.858	-209.838	5.307	8.644	3.367
-201.505	-211.013	5.397	10.085	3.362
-200.646	-208.922	5.497	8.100	3.082
-200.717	-209.610	5.340	8.466	3.340
-200.745	-209.399	5.515	8.205	3.000
-200.711	-209.156	5.462	7.990	3.125
-200.710	-209.364	5.450	8.308	3.069
-200.879	-210.221	5.363	9.185	3.342
-200.787	-210.240	5.283	9.295	3.520
-200.708	-209.330	5.524	7.901	3.041
-200.601	-209.397	5.503	8.014	3.071
-200.677	-209.510	5.357	8.412	3.271
-200.535	-209.392	5.444	8.228	3.103
-200.824	-209.228	5.525	8.322	3.068
-200.867	-209.965	5.375	8.752	3.224
-201.027	-209.568	5.437	8.491	3.178
-200.965	-210.053	5.386	8.632	3.368
-200.744	-209.227	5.474	8.088	3.121
-200.586	-209.588	5.391	8.608	3.197
-200.821	-209.684	5.415	8.617	3.278
-200.832	-210.063	5.413	8.804	3.117
-200.793	-209.489	5.444	8.252	3.261
-200.797	-209.582	5.441	8.459	3.157
-200.896	-209.296	5.455	8.299	3.163
-200.682	-209.735	5.444	8.622	3.126
-200.826	-209.188	5.455	8.230	3.115
-200.711	-209.421	5.486	8.332	3.175
-200.779	-209.234	5.505	8.066	3.145
-200.749	-209.228	5.550	8.143	3.057
-200.779	-209.891	5.423	8.663	3.165
-200.940	-209.792	5.443	8.774	3.185
-200.859	-210.046	5.410	8.999	3.211
-200.610	-209.626	5.471	8.648	3.030
-201.062	-209.389	5.488	8.338	3.342
-200.743	-209.454	5.498	8.320	3.036
-200.709	-208.832	5.511	7.731	2.949
-200.602	-209.477	5.354	8.474	3.225
-200.684	-209.149	5.487	8.005	3.187
-200.765	-209.311	5.509	8.150	3.130
-200.724	-209.669	5.445	8.522	3.178
-200.816	-209.084	5.469	8.071	3.122
-200.678	-209.453	5.556	8.292	3.047
-200.716	-209.228	5.500	8.049	3.014
-200.574	-209.070	5.517	7.976	2.941
-200.721	-210.097	5.368	8.793	3.234
-200.872	-209.462	5.481	8.445	3.063
-200.648	-209.197	5.495	8.071	2.986
-200.788	-209.523	5.444	8.349	3.110
-200.718	-209.077	5.547	8.008	2.924
-200.904	-209.783	5.465	8.557	3.171
-200.789	-209.325	5.498	8.204	3.135
-200.634	-209.268	5.496	8.096	3.066
-200.644	-209.622	5.497	8.324	3.041
-200.885	-209.740	5.427	8.827	3.328
-200.749	-209.691	5.515	8.603	3.045
-200.626	-209.135	5.533	8.156	3.010
-200.857	-209.482	5.454	8.423	3.207
-200.672	-209.343	5.430	8.281	3.260
-200.672	-209.434	5.484	8.075	3.111
-200.532	-209.014	5.574	8.001	2.904
-200.596	-208.969	5.590	7.961	2.916
-200.694	-209.488	5.492	8.305	3.015
-200.721	-208.707	5.544	7.903	3.020
-200.733	-209.085	5.444	8.257	3.154
-200.823	-209.116	5.557	7.972	3.109
-200.596	-209.397	5.477	8.248	3.100
-200.861	-209.443	5.469	8.054	3.164
-200.737	-209.247	5.416	8.282	3.229
-200.785	-209.483	5.511	8.139	3.074
-200.733	-209.275	5.534	8.164	2.998
-200.682	-209.445	5.460	8.595	3.229
-200.784	-210.017	5.355	8.786	3.352
-200.789	-209.451	5.413	8.305	3.221
-200.675	-209.010	5.503	7.947	3.040
-200.847	-209.330	5.482	8.095	3.148
-200.693	-208.822	5.607	7.817	2.935
-200.733	-209.359	5.518	8.278	3.095
-200.758	-209.288	5.514	8.030	3.147
-200.695	-209.388	5.485	8.432	3.181
-200.595	-208.516	5.600	7.538	2.935
-200.950	-209.855	5.399	8.579	3.409
-200.644	-209.099	5.496	7.760	3.077
-200.841	-209.347	5.549	8.184	3.086
-200.629	-209.727	5.408	8.630	3.129
-200.879	-209.392	5.547	8.395	3.104
-200.824	-209.967	5.421	8.836	3.196
-200.726	-209.064	5.575	8.155	3.007
-200.714	-209.249	5.479	8.102	3.116
-200.618	-208.846	5.509	7.848	3.071
-200.688	-209.015	5.537	8.044	3.000
-200.863	-209.453	5.476	8.321	3.215
-200.753	-209.132	5.514	7.924	3.052
-200.836	-209.443	5.564	8.304	2.985
-200.706	-209.519	5.529	8.399	3.025
-201.133	-210.446	5.429	9.282	3.496
-200.764	-209.482	5.567	8.505	3.166
-200.684	-208.886	5.561	8.032	3.076
-200.819	-209.340	5.537	8.398	3.031
-200.658	-209.985	5.454	9.006	3.137
-200.977	-209.641	5.443	8.594	3.286
-200.742	-209.454	5.557	8.114	2.988
-200.674	-209.486	5.578	8.536	2.939
-200.616	-209.003	5.587	7.999	2.919
-200.858	-209.436	5.496	8.538	3.136
-200.773	-209.622	5.498	8.268	3.115
-200.652	-209.437	5.515	8.460	2.995
-200.642	-209.114	5.481	8.231	3.199
-200.835	-209.355	5.480	8.402	3.203
-200.743	-209.051	5.541	7.820	2.958
-200.757	-209.243	5.566	8.236	2.947
-200.793	-209.149	5.508	8.071	3.122
-200.668	-209.400	5.552	8.237	2.982
-200.630	-208.734	5.641	8.014	2.803
-200.707	-209.072	5.596	7.952	2.889
-200.942	-210.064	5.474	8.768	3.261
-200.772	-209.730	5.485	8.600	3.245
-200.780	-209.433	5.497	8.502	3.146
-200.791	-209.365	5.554	8.441	3.064
-200.630	-209.330	5.512	8.249	3.053
-200.831	-209.613	5.621	8.147	2.961
-200.693	-209.337	5.572	8.244	2.911
-200.845	-209.469	5.478	8.356	3.170
-200.743	-209.592	5.562	8.483	3.019
-200.788	-209.920	5.372	8.672	3.374
-200.650	-209.279	5.531	8.192	3.129
-200.724	-209.826	5.433	8.645	3.152
-200.576	-208.246	5.718	7.352	2.769
-200.692	-209.264	5.603	8.225	3.002
-200.844	-209.643	5.488	8.714	3.304
-200.794	-209.563	5.512	8.657	3.184
-200.701	-209.281	5.549	8.361	2.995
-200.715	-209.170	5.556	8.188	2.957
-200.778	-209.084	5.552	8.062	3.031
-200.578	-209.182	5.564	8.038	2.967
-200.682	-208.618	5.549	7.732	3.070
-200.801	-209.294	5.575	8.072	3.016
-200.655	-209.457	5.495	8.359	3.094
-200.828	-209.461	5.539	8.322	3.063
-200.744	-209.300	5.533	8.019	3.178
-200.766	-209.095	5.483	8.078	3.003
-200.701	-209.040	5.647	7.890	2.858
-200.677	-209.341	5.465	8.391	3.148
-200.682	-208.858	5.538	7.976	3.002
-200.867	-209.109	5.601	7.936	3.011
-200.550	-208.793	5.592	7.764	2.869
-200.637	-209.183	5.504	8.155	3.144
-200.878	-209.440	5.526	8.315	3.126
-200.715	-209.428	5.500	8.289	3.128
-200.653	-209.114	5.464	8.155	3.136
-200.632	-209.251	5.569	8.071	2.949
-200.858	-210.506	5.365	9.165	3.410
-200.768	-209.124	5.584	8.321	2.995
-200.624	-208.889	5.629	7.712	2.864
-200.741	-209.446	5.478	8.336	3.180
-200.624	-209.081	5.520	8.140	3.023
-200.765	-209.623	5.581	8.395	3.016
-200.696	-209.376	5.545	8.439	3.057
-200.807	-209.843	5.486	8.699	3.144
-200.581	-209.689	5.505	8.531	2.994
-200.723	-209.128	5.509	8.019	3.095
-200.793	-209.195	5.497	7.938	3.236
-200.757	-208.931	5.626	7.820	2.937
-200.722	-209.289	5.558	8.312	3.014
-200.555	-209.255	5.527	8.122	2.928
-200.648	-209.093	5.536	8.141	3.045
-200.889	-209.337	5.475	8.149	3.364
-200.587	-209.305	5.555	8.226	3.027
-200.613	-208.711	5.543	7.773	2.977
-200.735	-209.268	5.589	8.164	2.984
-200.582	-208.798	5.526	7.928	3.066
-200.538	-208.746	5.555	7.676	3.019
-200.840	-209.423	5.559	8.143	3.096
-200.673	-209.435	5.483	8.366	3.115
-200.740	-209.248	5.510	8.421	3.116
-200.822	-209.295	5.509	8.244	3.171
-200.807	-209.601	5.525	8.605	3.103
-200.672	-209.193	5.500	8.112	3.092
-200.720	-209.248	5.582	8.255	2.965
-200.635	-209.357	5.520	8.190	2.973
-200.698	-208.905	5.572	7.960	3.020
-200.696	-209.326	5.575	8.385	2.982
-200.735	-209.147	5.521	8.288	3.086
-200.786	-209.218	5.519	7.951	3.237
-200.862	-209.229	5.590	8.235	3.072
-200.635	-208.870	5.572	8.015	2.926
-200.676	-209.480	5.447	8.508	3.210
-200.662	-209.118	5.556	8.064	2.990
-200.571	-209.040	5.575	7.985	2.915
-200.908	-209.296	5.483	8.185	3.208
-200.706	-209.212	5.617	7.889	2.817
-200.645	-209.533	5.558	8.515	2.938
-200.750	-209.050	5.581	7.888	3.145
-200.711	-209.390	5.488	8.179	3.215
-200.695	-208.929	5.608	7.768	2.902
-200.616	-208.566	5.647	7.587	2.888
-200.620	-209.139	5.574	8.016	2.996
-200.879	-209.265	5.507	8.506	3.150
-200.689	-208.774	5.585	7.949	3.053
-200.680	-209.511	5.464	8.319	3.101
-200.554	-208.825	5.612	7.597	2.860
-200.644	-208.579	5.671	7.604	2.901
-201.005	-209.546	5.446	8.573	3.415
-200.601	-209.051	5.552	8.151	2.922
-200.958	-210.338	5.471	9.457	3.346
-200.881	-209.415	5.493	8.254	3.371
-200.783	-209.255	5.503	8.082	3.073
-200.686	-209.520	5.523	8.157	3.017
-200.744	-209.817	5.450	8.530	3.251
-200.510	-209.353	5.530	8.470	2.901
-200.746	-208.892	5.589	8.053	2.977
-200.720	-208.844	5.576	7.766	3.071
-200.700	-209.679	5.503	8.260	3.206
-200.591	-208.653	5.666	7.616	2.806
-200.605	-209.134	5.545	7.982	3.055
-200.710	-209.336	5.500	8.200	3.127
-200.825	-209.232	5.523	8.203	3.181
-200.676	-209.026	5.576	8.023	2.955
-200.636	-209.204	5.502	8.098	3.092
-200.817	-209.879	5.441	8.858	3.379
-200.760	-209.357	5.574	8.326	3.009
-200.650	-208.681	5.636	7.600	2.935
-200.841	-209.521	5.477	8.305	3.198
-200.518	-208.385	5.632	7.710	2.788
-200.837	-209.472	5.503	8.254	3.144
-200.711	-209.048	5.553	7.691	3.019
-200.556	-208.425	5.643	7.418	2.810
-200.747	-209.185	5.638	7.902	3.001
-200.639	-209.175	5.523	8.022	3.083
-200.505	-208.409	5.652	7.407	2.784
-200.566	-209.101	5.494	8.166	3.035
-200.731	-210.042	5.526	8.497	3.023
-200.929	-210.270	5.499	9.190	3.137
-200.881	-210.410	5.460	9.197	3.279
-200.805	-209.511	5.564	8.400	2.967
-200.725	-209.012	5.562	7.983	3.136
