EUBO	ELBO	ESS	AKLs_ex	AKLs_in
-204.414	-249.433	2.794	48.374	9.544
-204.360	-248.583	2.813	48.048	9.546
-204.589	-249.495	2.818	49.034	9.624
-204.578	-250.560	2.804	49.287	9.882
-204.645	-248.969	2.809	48.270	9.770
-204.762	-248.864	2.798	48.080	10.075
-204.398	-248.751	2.830	47.482	9.745
-204.094	-248.869	2.812	47.789	9.356
-204.121	-248.722	2.814	47.323	9.358
-204.049	-248.623	2.791	47.418	9.297
-204.533	-249.187	2.835	48.044	9.614
-204.005	-247.857	2.837	46.914	9.275
-204.434	-248.801	2.837	47.273	9.733
-204.009	-246.887	2.834	46.644	9.538
-204.009	-248.323	2.878	46.947	9.130
-204.172	-248.786	2.852	47.108	9.216
-204.758	-248.457	2.818	47.795	9.961
-203.768	-247.576	2.867	46.552	8.964
-204.388	-247.299	2.854	47.227	9.577
-204.786	-248.412	2.896	47.152	9.301
-204.176	-247.094	2.875	46.050	9.385
-204.362	-245.037	2.854	44.480	9.537
-203.701	-245.884	2.874	45.385	9.041
-203.945	-245.894	2.866	45.352	9.222
-204.628	-246.956	2.862	45.706	9.694
-204.079	-245.407	2.872	44.960	9.368
-203.626	-246.732	2.904	45.214	8.539
-204.101	-246.505	2.868	45.590	9.065
-204.104	-246.607	2.862	45.946	9.242
-204.471	-247.251	2.879	46.167	9.510
-204.075	-246.759	2.885	45.767	9.047
-204.059	-247.204	2.879	45.067	8.942
-204.340	-246.058	2.913	45.186	9.415
-203.862	-245.307	2.915	43.796	8.645
-204.201	-246.584	2.875	45.487	9.443
-203.737	-244.607	2.915	43.602	8.913
-203.672	-245.510	2.912	43.851	8.736
-203.733	-244.241	2.924	43.949	8.552
-203.610	-245.259	2.931	44.780	8.781
-203.730	-244.684	2.920	44.151	8.869
-203.583	-243.699	2.936	42.971	8.671
-203.687	-244.792	2.922	43.403	9.002
-203.727	-243.775	2.966	43.534	8.853
-203.667	-244.591	2.931	43.720	8.773
-203.652	-245.691	2.954	44.802	8.761
-203.544	-243.611	2.944	41.646	8.541
-203.678	-244.108	2.951	42.737	8.548
-203.984	-245.292	2.916	44.368	9.110
-203.210	-245.285	2.958	44.126	8.297
-204.209	-245.360	2.938	44.040	8.975
-203.554	-245.385	2.941	45.012	8.470
-203.592	-244.514	2.955	43.316	8.530
-203.448	-244.480	2.937	43.102	8.774
-203.734	-244.269	2.937	43.210	8.601
-202.905	-243.088	2.962	42.595	8.388
-203.251	-241.610	2.974	42.083	8.463
-203.870	-243.880	2.947	42.915	8.688
-203.336	-242.636	2.953	42.613	8.453
-204.160	-244.392	2.972	42.969	9.102
-203.874	-242.039	3.011	41.139	8.300
-203.518	-243.614	2.961	42.496	8.603
-203.240	-244.525	2.973	42.826	8.475
-203.764	-245.218	2.966	43.474	8.757
-203.549	-244.725	2.955	43.603	9.033
-203.335	-243.027	3.030	42.428	8.185
-203.900	-244.231	2.978	43.004	9.016
-203.210	-243.122	3.016	41.725	8.186
-203.501	-242.702	2.967	42.742	8.614
-202.985	-242.467	3.000	41.614	8.087
-203.362	-243.123	2.991	41.804	8.237
-203.530	-242.062	3.008	41.388	8.446
-203.271	-242.726	3.008	41.191	8.522
-203.325	-243.153	3.002	41.561	8.036
-203.670	-243.023	3.033	41.382	8.372
-203.316	-241.628	3.012	40.726	8.240
-203.390	-243.624	3.012	41.830	8.361
-203.522	-242.395	3.038	40.824	8.138
-203.336	-242.537	3.024	41.597	8.119
-203.139	-242.326	3.042	41.978	8.020
-203.336	-242.145	3.036	41.437	8.287
-203.188	-241.397	3.051	40.860	8.125
-203.252	-242.123	3.040	40.790	8.457
-203.121	-240.922	3.072	40.283	8.058
-203.416	-241.720	3.044	41.195	8.286
-203.390	-241.930	3.041	40.760	8.225
-203.180	-241.446	3.052	40.330	8.013
-203.244	-241.425	3.067	40.291	8.111
-203.591	-240.302	3.015	39.940	8.565
-203.826	-241.260	3.054	39.553	8.203
-203.109	-240.580	3.052	39.788	8.101
-203.348	-242.351	3.052	40.020	8.287
-203.533	-241.080	3.050	39.792	8.195
-203.543	-241.366	3.071	40.370	8.020
-203.224	-241.187	3.074	39.811	7.946
-203.727	-241.150	3.070	39.963	8.330
-202.878	-241.199	3.096	39.971	7.772
-203.098	-240.715	3.073	39.322	8.065
-203.210	-240.746	3.076	39.793	7.974
-202.988	-239.823	3.100	38.937	7.899
-203.065	-240.357	3.092	40.112	7.831
-203.293	-240.733	3.085	39.694	8.233
-203.023	-240.691	3.078	39.778	7.878
-203.508	-240.840	3.100	39.881	8.268
-202.860	-239.922	3.101	39.509	7.636
-203.119	-240.988	3.111	39.873	7.673
-203.093	-241.233	3.117	39.366	7.718
-202.691	-239.441	3.117	39.701	7.764
-202.941	-240.430	3.132	38.857	7.499
-203.203	-241.320	3.125	39.273	8.038
-202.764	-240.153	3.130	39.015	7.420
-202.866	-240.204	3.146	39.237	7.676
-203.526	-240.590	3.066	39.398	8.552
-203.244	-239.708	3.130	38.556	7.886
-203.483	-240.162	3.118	39.214	8.183
-202.767	-238.684	3.131	38.336	7.546
-202.487	-239.898	3.198	38.291	7.224
-203.067	-239.964	3.167	38.458	7.648
-203.088	-238.536	3.112	37.786	7.984
-202.907	-239.246	3.138	38.690	7.716
-202.693	-239.112	3.147	38.966	7.428
-202.749	-240.368	3.154	38.277	7.523
-202.606	-239.273	3.169	38.335	7.377
-202.642	-239.814	3.165	38.706	7.406
-202.823	-238.063	3.197	37.740	7.339
-202.669	-239.102	3.252	37.759	7.377
-202.587	-238.736	3.183	37.952	7.306
-202.635	-238.417	3.218	37.648	7.217
-202.739	-239.572	3.183	38.084	7.360
-202.764	-238.888	3.211	38.242	7.230
-202.713	-238.351	3.194	37.948	7.356
-202.922	-239.395	3.198	38.402	7.514
-202.889	-239.767	3.258	38.280	7.148
-203.948	-240.934	3.163	39.985	7.979
-202.335	-238.367	3.259	37.174	6.904
-202.911	-239.523	3.255	37.931	7.260
-202.803	-238.448	3.254	37.655	7.294
-202.828	-237.766	3.219	37.092	7.479
-202.606	-238.276	3.246	36.764	7.126
-203.283	-239.229	3.183	37.815	7.804
-202.795	-237.698	3.231	36.787	7.296
-202.697	-238.222	3.249	37.066	7.211
-202.871	-237.942	3.259	37.107	7.192
-202.629	-237.847	3.257	36.300	7.141
-202.513	-238.848	3.258	37.443	7.048
-202.411	-238.721	3.267	37.238	7.201
-202.665	-238.616	3.260	37.269	7.026
-202.661	-237.857	3.299	37.047	7.087
-202.398	-237.747	3.260	36.595	6.906
-202.497	-238.693	3.280	36.691	7.109
-202.368	-238.224	3.240	37.152	6.851
-202.461	-237.887	3.267	36.857	7.036
-202.935	-238.396	3.258	36.338	7.273
-202.457	-236.978	3.257	36.197	7.330
-202.559	-236.758	3.306	35.362	6.910
-202.846	-237.595	3.274	36.370	7.197
-202.740	-236.958	3.265	35.867	7.138
-203.014	-237.619	3.288	36.372	7.314
-202.483	-237.813	3.275	35.856	6.851
-202.611	-236.631	3.292	35.415	6.877
-202.828	-237.619	3.260	36.264	7.168
-202.414	-237.026	3.292	36.134	6.774
-202.463	-237.055	3.264	35.919	6.924
-202.324	-236.468	3.294	35.079	7.073
-202.723	-236.364	3.325	35.895	7.205
-202.702	-236.629	3.249	35.070	7.393
-202.436	-236.554	3.316	35.590	6.911
-202.446	-235.472	3.327	34.940	6.814
-202.571	-235.855	3.330	35.240	6.774
-202.667	-235.572	3.278	34.921	7.393
-202.580	-236.334	3.296	35.283	6.996
-202.360	-236.086	3.321	34.672	6.805
-202.342	-236.571	3.332	35.175	6.942
-202.580	-235.929	3.330	35.114	7.002
-202.314	-234.927	3.296	34.283	6.940
-202.491	-235.916	3.312	34.545	6.887
-202.718	-235.171	3.334	34.576	6.896
-202.289	-234.917	3.317	34.533	6.976
-202.608	-235.533	3.315	33.894	7.102
-202.376	-234.391	3.370	33.466	6.686
-202.282	-235.725	3.347	33.825	6.683
-202.042	-234.682	3.374	33.345	6.591
-202.525	-235.362	3.329	34.372	6.978
-202.377	-235.002	3.362	33.925	6.679
-202.318	-235.523	3.330	34.438	6.823
-202.206	-234.552	3.342	33.905	6.748
-202.468	-234.426	3.302	34.170	6.937
-202.504	-234.807	3.369	33.516	6.819
-202.338	-234.764	3.363	33.562	6.585
-202.047	-234.315	3.374	33.121	6.544
-202.456	-235.261	3.323	33.707	6.646
-202.060	-234.186	3.354	33.033	6.697
-202.397	-233.790	3.340	32.776	6.691
-202.210	-234.246	3.322	33.112	6.740
-202.211	-235.665	3.327	33.979	6.800
-202.455	-236.077	3.330	34.544	6.967
-202.430	-235.092	3.358	33.275	6.724
-202.117	-235.270	3.354	33.861	6.694
-202.108	-235.028	3.329	34.564	6.818
-202.590	-235.736	3.315	33.917	7.198
-202.476	-233.744	3.366	33.118	6.611
-202.193	-234.409	3.343	33.249	6.819
-202.313	-233.721	3.360	32.880	6.708
-202.420	-233.618	3.376	32.860	6.824
-202.402	-234.649	3.347	33.460	6.732
-202.046	-233.781	3.384	32.855	6.474
-202.652	-234.378	3.321	33.186	7.116
-202.632	-234.171	3.372	33.035	6.801
-202.636	-234.748	3.350	33.685	6.932
-202.554	-233.912	3.369	33.277	7.137
-202.287	-234.354	3.372	32.481	6.677
-202.695	-235.626	3.350	33.680	6.623
-202.813	-233.595	3.350	32.825	7.225
-202.053	-234.172	3.374	32.479	6.603
-202.437	-234.109	3.363	32.386	6.674
-202.134	-233.744	3.437	31.955	6.376
-202.281	-233.687	3.377	32.067	6.608
-202.206	-232.463	3.445	31.886	6.574
-202.584	-233.515	3.405	32.026	6.825
-202.103	-232.643	3.375	31.429	6.725
-202.306	-233.238	3.407	31.889	6.637
-201.939	-233.139	3.379	31.604	6.607
-202.249	-232.951	3.396	32.181	6.851
-202.130	-233.064	3.407	31.637	6.438
-202.283	-233.312	3.381	31.933	7.049
-202.154	-232.920	3.391	32.274	6.567
-202.409	-233.659	3.371	32.085	6.651
-202.144	-232.594	3.402	31.887	6.496
-202.094	-232.901	3.387	32.105	6.772
-202.020	-232.703	3.413	32.007	6.520
-202.206	-232.600	3.417	31.390	6.368
-201.928	-232.476	3.373	31.196	6.556
-202.417	-232.949	3.383	31.895	6.752
-201.985	-232.581	3.427	31.346	6.499
-202.276	-232.988	3.436	31.821	6.581
-202.552	-232.235	3.415	31.060	6.725
-201.989	-232.281	3.369	31.282	6.683
-202.079	-231.771	3.397	31.240	6.579
-202.282	-232.496	3.448	31.271	6.381
-202.066	-231.509	3.436	30.901	6.409
-202.449	-233.278	3.420	31.644	6.713
-202.280	-232.661	3.433	30.930	6.482
-201.847	-231.997	3.430	31.280	6.483
-202.027	-232.357	3.408	31.093	6.403
-202.254	-233.434	3.404	32.068	6.499
-201.917	-232.527	3.382	31.273	6.613
-202.174	-233.205	3.390	32.241	6.518
-202.345	-232.699	3.423	31.493	6.409
-202.218	-232.628	3.347	31.737	6.956
-202.285	-232.168	3.415	30.922	6.452
-201.793	-232.245	3.436	30.965	6.235
-201.866	-231.837	3.477	30.859	6.197
-202.911	-232.851	3.380	31.443	7.078
-201.985	-232.924	3.468	31.030	6.233
-202.060	-232.281	3.422	31.028	6.319
-202.081	-230.976	3.431	30.031	6.422
-202.209	-231.647	3.485	30.272	6.254
-202.390	-231.414	3.414	30.124	6.643
-202.089	-231.857	3.449	30.383	6.191
-202.084	-231.132	3.415	30.528	6.750
-202.088	-231.322	3.450	30.175	6.320
-202.563	-231.360	3.416	30.235	6.756
-201.926	-231.453	3.457	30.390	6.271
-202.057	-231.308	3.487	30.307	6.339
-202.164	-231.605	3.417	30.161	6.567
-202.504	-231.740	3.451	30.181	6.480
-202.115	-231.282	3.464	30.456	6.328
-202.188	-230.820	3.443	29.893	6.327
-201.857	-230.553	3.425	30.019	6.342
-201.802	-230.943	3.489	30.023	6.216
-201.998	-230.661	3.378	29.803	6.776
-201.941	-230.864	3.442	30.168	6.534
-201.933	-231.078	3.483	29.792	6.197
-202.195	-230.822	3.481	29.815	6.550
-202.238	-231.305	3.491	29.539	6.338
-201.979	-231.092	3.481	29.840	6.271
-201.685	-230.796	3.529	29.661	6.156
-202.024	-231.431	3.465	29.964	6.311
-202.214	-231.625	3.468	29.969	6.368
-201.661	-231.266	3.458	29.984	6.116
-202.101	-230.114	3.463	29.607	6.543
-201.787	-230.667	3.498	29.419	6.062
-201.687	-230.526	3.503	29.418	6.045
-201.871	-229.857	3.478	29.744	6.169
-202.371	-231.343	3.406	30.306	7.140
-201.796	-231.514	3.449	29.894	6.474
-202.443	-231.151	3.436	29.846	6.812
-201.995	-231.063	3.490	29.844	6.209
-201.918	-230.719	3.479	29.500	6.201
-201.850	-229.842	3.526	28.477	6.102
-201.788	-229.587	3.496	28.602	6.241
-202.187	-230.855	3.457	29.531	6.601
-201.320	-229.582	3.456	28.825	5.911
-201.800	-229.498	3.514	28.862	6.107
-202.231	-230.392	3.513	29.006	6.184
-201.863	-229.071	3.521	28.671	6.229
-202.148	-230.222	3.467	29.438	6.584
-202.415	-230.839	3.429	29.623	6.852
-201.968	-229.276	3.482	28.589	6.629
-201.754	-229.655	3.500	28.639	6.113
-201.951	-229.950	3.525	28.981	6.013
-202.262	-229.921	3.452	29.157	6.646
-201.775	-230.067	3.462	29.427	6.352
-201.947	-230.143	3.482	28.604	6.127
-202.000	-230.440	3.449	29.050	6.577
-201.582	-229.994	3.505	29.025	6.018
-202.050	-230.398	3.518	29.213	6.226
-201.601	-229.270	3.546	28.124	5.927
-201.892	-229.287	3.499	28.123	6.316
-201.790	-230.925	3.473	29.443	6.319
-201.572	-230.396	3.487	29.252	6.150
-201.905	-228.949	3.537	28.064	6.159
-201.562	-229.000	3.576	27.917	5.975
-201.802	-228.636	3.511	27.848	6.207
-201.751	-229.406	3.526	27.912	6.083
-201.685	-229.148	3.550	28.151	6.087
-201.864	-229.455	3.563	28.436	6.022
-201.860	-229.105	3.512	28.230	6.335
-201.764	-229.209	3.517	28.329	6.286
-202.036	-229.774	3.533	28.027	6.219
-201.875	-229.949	3.550	28.249	6.053
-201.912	-229.181	3.585	27.863	5.711
-201.674	-228.684	3.547	27.757	6.109
-201.996	-228.011	3.522	27.362	6.412
-201.879	-230.053	3.565	28.391	5.966
-201.778	-229.171	3.530	28.114	6.120
-201.744	-229.253	3.538	28.327	6.094
-201.683	-228.543	3.526	27.651	6.252
-201.756	-228.532	3.523	27.702	6.274
-201.934	-228.812	3.548	27.523	6.002
-202.049	-228.931	3.551	27.699	6.129
-201.956	-228.536	3.515	27.774	6.286
-201.780	-228.534	3.547	27.790	6.230
-201.728	-228.727	3.580	27.644	5.860
-201.960	-229.211	3.617	27.676	6.060
-202.147	-229.411	3.553	28.010	6.536
-201.853	-228.914	3.513	27.474	6.106
-202.132	-228.558	3.521	27.444	6.294
-201.593	-228.940	3.569	27.246	5.876
-201.660	-228.421	3.554	27.242	6.051
-202.050	-228.257	3.528	27.493	6.155
-201.994	-228.431	3.536	26.933	6.142
-201.866	-228.235	3.546	26.968	6.093
-201.776	-228.491	3.541	27.076	6.323
-201.741	-228.073	3.589	26.521	6.108
-201.726	-227.947	3.550	27.289	6.281
-201.543	-228.145	3.581	26.839	5.831
-201.544	-228.095	3.646	27.331	5.783
-201.756	-228.127	3.578	27.195	5.818
-202.202	-228.443	3.587	26.997	6.189
-201.704	-227.931	3.562	27.065	6.019
-201.417	-227.500	3.558	26.927	5.900
-201.597	-228.202	3.576	26.938	5.953
-201.710	-228.492	3.588	27.645	5.912
-201.674	-227.854	3.601	27.154	6.002
-201.655	-228.392	3.591	27.154	5.840
-201.536	-227.339	3.599	26.824	5.923
-201.696	-228.055	3.625	27.070	5.941
-201.770	-227.464	3.576	26.687	6.338
-201.835	-229.093	3.548	27.444	6.360
-201.980	-227.761	3.589	26.539	5.861
-201.734	-227.507	3.590	26.286	6.139
-202.077	-226.842	3.597	26.644	5.986
-201.612	-227.512	3.621	26.012	5.911
-202.013	-228.423	3.608	26.776	6.237
-201.619	-227.775	3.598	26.364	5.867
-201.910	-228.015	3.593	26.612	6.071
-201.597	-227.345	3.625	26.482	5.797
-201.837	-227.725	3.594	26.890	6.222
-201.761	-227.896	3.597	26.347	5.949
-201.574	-227.321	3.613	26.110	5.972
-201.545	-227.797	3.560	26.685	6.104
-201.436	-226.986	3.634	26.118	5.653
-201.766	-226.877	3.645	26.243	6.030
-201.855	-227.328	3.605	26.396	5.969
-201.921	-227.551	3.628	26.217	5.865
-201.763	-227.517	3.588	26.575	6.060
-201.871	-227.165	3.656	25.973	6.099
-201.887	-227.705	3.661	26.017	5.642
-201.654	-227.859	3.609	26.289	5.935
-201.613	-226.878	3.648	25.993	5.925
-201.874	-227.480	3.596	26.374	6.210
-201.837	-227.249	3.628	26.459	6.042
-201.754	-227.556	3.626	25.922	5.965
-201.873	-227.158	3.656	25.811	5.863
-201.556	-227.369	3.587	26.402	6.368
-201.685	-225.787	3.687	25.055	5.843
-202.003	-227.607	3.661	26.111	5.909
-201.565	-227.047	3.628	25.734	5.914
-201.773	-227.549	3.657	26.363	5.955
-201.822	-226.528	3.638	25.476	5.874
-201.699	-226.782	3.672	25.343	5.743
-201.489	-226.234	3.663	25.589	5.817
-201.761	-227.037	3.668	25.541	5.808
-201.923	-226.826	3.591	25.730	6.299
-201.881	-227.151	3.653	26.097	5.809
-201.923	-227.138	3.635	25.910	6.190
-201.852	-226.606	3.620	25.481	6.252
-201.519	-226.324	3.672	25.192	5.596
-201.662	-226.619	3.679	25.733	5.796
-201.766	-226.409	3.694	25.692	6.214
-202.065	-226.945	3.711	25.312	5.892
-201.733	-227.045	3.672	25.929	6.095
-201.736	-226.550	3.666	25.367	5.962
-201.646	-226.230	3.682	25.326	5.826
-201.807	-226.842	3.665	25.856	6.072
-201.848	-227.018	3.610	25.731	6.218
-201.698	-226.885	3.681	25.795	5.682
-201.243	-226.247	3.642	25.378	5.614
-201.906	-226.309	3.653	25.752	6.032
-201.841	-226.789	3.603	25.777	6.174
-201.687	-227.147	3.610	25.846	6.234
-201.647	-226.516	3.685	25.999	5.894
-201.608	-226.311	3.697	25.040	5.762
-201.516	-225.895	3.727	24.651	5.511
-201.608	-226.020	3.716	25.359	5.864
-202.018	-226.335	3.723	25.058	5.878
-201.927	-226.551	3.689	25.546	6.006
-201.698	-225.677	3.713	24.795	5.789
-201.814	-226.304	3.691	25.089	5.992
-201.602	-225.963	3.732	24.511	5.726
-201.730	-226.284	3.745	24.865	5.657
-201.666	-226.032	3.732	24.749	5.752
-201.708	-225.921	3.624	25.539	6.105
-201.516	-226.044	3.722	24.688	5.635
-201.233	-225.266	3.740	24.432	5.492
-201.788	-226.667	3.678	24.714	5.923
-201.597	-226.224	3.711	25.272	5.952
-201.648	-226.086	3.695	24.790	5.731
-201.633	-225.725	3.725	24.747	5.671
-201.686	-225.958	3.710	24.651	5.863
-201.500	-225.706	3.724	24.307	5.830
-201.668	-225.539	3.734	24.551	5.876
-201.276	-225.591	3.704	24.416	5.729
-201.747	-226.487	3.725	24.975	5.728
-201.684	-225.926	3.711	24.591	5.894
-201.371	-224.950	3.738	24.062	5.480
-201.490	-225.796	3.690	24.441	5.721
-201.627	-225.481	3.744	23.765	5.813
-201.469	-225.464	3.741	24.489	5.730
-201.793	-225.016	3.718	23.675	5.711
-201.885	-225.597	3.682	24.639	5.844
-201.345	-224.579	3.759	23.884	5.396
-201.332	-225.115	3.717	24.240	5.853
-201.535	-226.185	3.696	24.859	5.780
-201.674	-225.892	3.720	24.823	5.749
-201.726	-225.794	3.708	24.680	5.985
-201.578	-225.754	3.748	24.418	5.712
-201.423	-225.328	3.746	24.037	5.480
-201.418	-224.913	3.782	23.806	5.486
-201.727	-225.622	3.747	24.290	5.736
-201.441	-225.145	3.748	23.739	5.727
-201.751	-225.307	3.719	23.935	5.837
-201.242	-224.242	3.778	23.365	5.432
-201.667	-224.670	3.735	24.305	5.931
-201.175	-224.705	3.735	23.860	5.629
-201.453	-224.688	3.811	23.708	5.415
-202.141	-225.344	3.730	24.472	6.286
-201.544	-226.061	3.702	24.671	5.981
-201.633	-225.488	3.698	24.357	5.837
-201.316	-225.166	3.777	24.096	5.525
-201.442	-225.345	3.669	23.906	5.781
-201.281	-224.686	3.787	24.013	5.491
-201.450	-224.410	3.772	23.650	5.576
-201.164	-224.887	3.743	24.125	5.534
-201.632	-225.200	3.708	24.360	5.796
-201.271	-224.659	3.762	23.664	5.462
-201.293	-224.084	3.771	23.074	5.597
-201.842	-224.284	3.733	23.795	6.168
-201.454	-224.623	3.783	23.336	5.360
-201.283	-223.184	3.789	22.970	5.477
-201.301	-223.801	3.764	22.715	5.519
-201.052	-223.435	3.813	22.992	5.341
-201.088	-224.416	3.796	23.370	5.340
-201.509	-223.842	3.802	23.721	5.625
-201.343	-224.567	3.770	23.286	5.673
-201.448	-224.048	3.756	23.164	5.837
-201.550	-224.179	3.751	22.835	5.618
-201.305	-223.881	3.794	22.799	5.514
-201.546	-224.339	3.789	22.887	5.634
-201.335	-224.102	3.787	23.088	5.600
-201.458	-224.381	3.751	23.184	5.635
-201.425	-223.683	3.782	22.692	5.646
-201.237	-224.044	3.805	22.971	5.399
-201.745	-225.600	3.682	24.072	6.284
-201.295	-224.610	3.793	22.870	5.525
-201.399	-223.895	3.769	22.945	5.573
-202.005	-225.623	3.755	24.239	6.137
-201.499	-224.751	3.811	23.669	5.516
-201.375	-224.047	3.808	23.059	5.513
-201.377	-224.010	3.782	23.257	5.654
-201.203	-224.282	3.841	22.803	5.384
-201.581	-224.898	3.776	23.156	5.617
-201.292	-224.095	3.819	22.727	5.556
-201.299	-223.395	3.801	22.491	5.505
-201.635	-223.827	3.767	22.949	5.728
-201.288	-223.499	3.863	22.230	5.389
-201.602	-224.385	3.764	22.790	5.852
-201.188	-223.333	3.809	22.382	5.535
-201.470	-224.203	3.720	22.990	5.970
-201.429	-223.742	3.814	22.665	5.599
-201.127	-223.312	3.866	22.391	5.226
-201.482	-223.259	3.814	22.290	5.772
-201.453	-223.408	3.873	22.595	5.462
-201.625	-223.869	3.796	23.291	5.750
-201.421	-224.149	3.769	22.704	5.916
-201.283	-223.433	3.828	22.425	5.557
-201.317	-223.041	3.872	21.698	5.402
-201.361	-223.781	3.757	22.869	5.748
-201.478	-223.513	3.815	22.597	5.762
-201.327	-223.192	3.801	22.741	5.675
-201.886	-224.086	3.767	23.057	5.847
-201.477	-223.448	3.795	22.603	5.727
-201.521	-224.795	3.844	23.190	5.434
-201.275	-223.585	3.844	22.732	5.638
-201.408	-224.393	3.805	22.547	5.523
-201.531	-223.895	3.828	22.480	5.645
-201.435	-223.110	3.854	22.187	5.398
-201.387	-223.239	3.783	22.335	5.844
-201.318	-222.882	3.875	21.873	5.496
-201.354	-223.100	3.762	21.859	5.825
-201.331	-222.558	3.885	21.666	5.241
-201.340	-222.887	3.860	21.884	5.468
-201.300	-222.371	3.853	21.783	5.582
-201.364	-223.314	3.807	22.327	5.712
-201.433	-223.670	3.876	21.930	5.338
-201.287	-223.196	3.890	22.442	5.495
-201.494	-223.551	3.850	22.556	5.701
-201.291	-223.670	3.857	22.324	5.408
-201.090	-223.111	3.881	22.494	5.252
-201.431	-223.799	3.904	22.537	5.276
-201.541	-222.731	3.851	22.194	5.436
-201.237	-224.051	3.842	22.381	5.375
-201.508	-223.409	3.885	22.357	5.340
-201.589	-223.307	3.854	22.106	5.477
-201.148	-222.602	3.835	22.103	5.401
-201.431	-222.860	3.835	22.077	5.428
-201.347	-223.229	3.877	21.906	5.333
-201.303	-222.899	3.864	22.013	5.369
-201.205	-222.673	3.890	21.347	5.267
-201.261	-222.745	3.858	22.037	5.620
-201.525	-223.464	3.888	22.203	5.549
-201.153	-222.687	3.889	21.863	5.335
-201.457	-223.090	3.802	22.173	5.793
-201.263	-222.878	3.883	21.943	5.402
-201.417	-223.849	3.849	22.611	5.311
-201.467	-222.776	3.880	21.567	5.596
-201.172	-222.332	3.924	21.069	5.108
-201.278	-222.443	3.881	21.350	5.416
-201.333	-222.929	3.920	21.918	5.337
-201.255	-222.943	3.896	22.054	5.308
-201.368	-222.810	3.885	21.699	5.316
-201.334	-223.159	3.962	21.537	5.077
-201.285	-222.536	3.877	21.648	5.461
-201.095	-223.252	3.892	22.164	5.428
-201.513	-222.959	3.893	22.155	5.609
-201.195	-222.646	3.908	21.214	5.174
-201.505	-223.505	3.916	22.237	5.565
-201.438	-223.220	3.862	22.060	5.583
-201.093	-222.604	3.949	21.873	5.265
-201.349	-222.769	3.905	21.995	5.181
-201.207	-222.804	3.906	21.469	5.214
-201.343	-223.116	3.956	21.878	5.308
-201.481	-222.407	3.800	21.687	6.012
-201.458	-222.316	3.850	21.627	5.458
-201.864	-223.160	3.922	21.624	5.208
-201.261	-222.664	3.892	21.518	5.328
-201.251	-222.597	3.893	21.299	5.415
-201.439	-221.951	3.891	21.220	5.398
-201.490	-223.088	3.887	21.991	5.641
-201.344	-223.135	3.892	21.936	5.405
-201.244	-223.262	3.928	22.178	5.283
-201.417	-223.775	3.855	22.196	5.483
-201.273	-224.172	3.869	22.718	5.382
-201.216	-223.529	3.898	22.316	5.249
-201.504	-223.189	3.907	22.198	5.334
-201.484	-223.558	3.874	22.418	5.542
-201.468	-223.168	3.910	21.574	5.272
-201.209	-222.666	3.953	21.652	5.090
-201.358	-222.736	3.889	21.191	5.242
-201.125	-222.599	3.903	21.569	5.282
-201.103	-221.998	3.928	21.366	5.248
-201.327	-222.644	3.937	21.641	5.158
-201.618	-224.139	3.839	22.687	5.626
-201.136	-222.974	3.921	21.737	5.182
-201.130	-223.380	3.941	21.506	5.144
-201.086	-222.492	3.960	21.844	5.164
-201.351	-223.109	3.919	22.015	5.465
-201.406	-223.129	3.971	21.285	5.197
-201.082	-222.183	3.951	21.815	5.091
-201.333	-222.494	3.927	21.289	5.260
-201.400	-222.780	3.918	22.002	5.382
-201.394	-222.637	3.943	21.507	5.141
-201.109	-222.015	3.934	21.274	5.193
-201.460	-223.060	3.933	21.809	5.416
-201.134	-221.610	3.984	21.012	5.102
-201.226	-222.017	3.949	21.294	5.293
-201.358	-222.346	3.969	21.499	5.191
-201.170	-222.444	3.929	21.042	5.276
-201.319	-221.869	3.919	20.976	5.386
-201.321	-222.296	3.927	21.381	5.430
-201.060	-222.044	3.960	21.091	5.094
-200.880	-221.473	4.000	21.109	4.930
-200.900	-222.491	3.968	21.426	4.972
-201.420	-223.241	3.926	22.014	5.430
-201.376	-222.588	3.979	21.970	5.124
-201.641	-223.209	3.916	21.762	5.408
-201.069	-222.269	3.941	21.107	5.051
-201.268	-222.124	3.901	21.314	5.305
-201.497	-222.551	3.944	21.748	5.279
-201.425	-222.194	3.922	20.742	5.247
-201.138	-221.713	3.957	20.815	5.089
-201.027	-222.350	4.005	21.282	4.893
-200.903	-222.055	3.980	20.899	5.054
-201.573	-222.759	3.880	21.298	5.648
-201.035	-222.067	3.922	21.424	5.308
-201.147	-222.233	3.941	21.191	5.252
-201.229	-223.390	3.919	21.694	5.418
-201.201	-221.804	3.970	21.227	5.054
-201.312	-222.518	4.012	21.468	5.094
-201.317	-222.449	3.961	21.397	5.196
-201.384	-223.021	3.976	21.568	5.225
-201.301	-223.106	3.895	21.902	5.529
-201.087	-222.629	4.037	21.180	4.879
-200.903	-222.158	3.971	21.235	5.106
-201.088	-222.058	4.011	20.885	5.058
-201.173	-221.908	4.045	21.224	4.932
-201.145	-221.951	3.982	21.041	5.059
-201.429	-223.319	3.952	21.640	5.311
-201.302	-222.717	3.891	21.749	5.403
-201.119	-221.669	4.011	21.132	5.174
-201.413	-223.082	3.941	21.797	5.334
-201.183	-222.450	3.954	21.206	5.329
-201.247	-221.471	4.017	20.501	5.154
-201.416	-222.376	3.988	21.002	5.177
-201.137	-221.499	3.983	20.839	5.190
