EUBO	ELBO	ESS	IWKLs_ex	IWKLs_in	AKLs_ex	AKLs_in
-198.727	-203.063	6.371	3.870	1.927	3.870	1.927
-198.757	-202.978	6.457	3.750	1.842	3.750	1.842
-198.680	-202.898	6.386	3.760	1.896	3.760	1.896
-198.699	-202.903	6.388	3.696	1.871	3.696	1.871
-198.787	-202.904	6.404	3.713	1.880	3.713	1.880
-198.707	-202.870	6.383	3.685	1.921	3.685	1.921
-198.703	-202.885	6.421	3.589	1.834	3.589	1.834
-198.645	-202.814	6.396	3.667	1.864	3.667	1.864
-198.706	-202.922	6.387	3.724	1.869	3.724	1.869
-198.686	-202.934	6.398	3.816	1.889	3.816	1.889
-198.772	-203.096	6.351	3.905	1.936	3.905	1.936
-198.781	-203.099	6.377	3.934	1.936	3.934	1.936
-198.822	-203.053	6.443	3.856	1.831	3.856	1.831
-198.676	-202.775	6.429	3.707	1.863	3.707	1.863
-198.756	-202.938	6.453	3.801	1.859	3.801	1.859
-198.699	-202.888	6.395	3.714	1.884	3.714	1.884
-198.804	-202.870	6.439	3.715	1.858	3.715	1.858
-198.663	-202.789	6.433	3.617	1.866	3.617	1.866
-198.691	-202.847	6.407	3.750	1.875	3.750	1.875
-198.661	-202.804	6.423	3.598	1.826	3.598	1.826
-198.725	-202.997	6.394	3.849	1.892	3.849	1.892
-198.704	-202.952	6.440	3.671	1.832	3.671	1.832
-198.679	-202.891	6.440	3.677	1.823	3.677	1.823
-198.672	-202.844	6.433	3.717	1.835	3.717	1.835
-198.703	-202.828	6.432	3.638	1.863	3.638	1.863
-198.731	-202.946	6.455	3.776	1.843	3.776	1.843
-198.814	-202.862	6.496	3.657	1.821	3.657	1.821
-198.718	-202.758	6.407	3.601	1.857	3.601	1.857
-198.740	-202.842	6.464	3.617	1.815	3.617	1.815
-198.689	-202.855	6.403	3.730	1.884	3.730	1.884
-198.670	-202.862	6.478	3.621	1.800	3.621	1.800
-198.671	-202.809	6.437	3.675	1.849	3.675	1.849
-198.701	-202.859	6.415	3.743	1.867	3.743	1.867
-198.702	-202.879	6.395	3.726	1.897	3.726	1.897
-198.724	-202.890	6.454	3.710	1.863	3.710	1.863
-198.713	-202.994	6.398	3.830	1.910	3.830	1.910
-198.632	-202.630	6.468	3.597	1.834	3.597	1.834
-198.660	-202.811	6.465	3.662	1.802	3.662	1.802
-198.693	-202.722	6.509	3.627	1.795	3.627	1.795
-198.665	-202.817	6.420	3.671	1.859	3.671	1.859
-198.661	-202.781	6.449	3.593	1.828	3.593	1.828
-198.758	-202.908	6.432	3.693	1.867	3.693	1.867
-198.735	-202.847	6.475	3.675	1.831	3.675	1.831
-198.678	-202.639	6.496	3.506	1.768	3.506	1.768
-198.664	-202.836	6.439	3.625	1.823	3.625	1.823
-198.699	-202.732	6.465	3.535	1.854	3.535	1.854
-198.729	-202.909	6.454	3.721	1.835	3.721	1.835
-198.711	-202.681	6.492	3.503	1.778	3.503	1.778
-198.696	-202.600	6.491	3.503	1.805	3.503	1.805
-198.683	-202.779	6.458	3.571	1.845	3.571	1.845
-198.694	-202.669	6.463	3.476	1.820	3.476	1.820
-198.737	-202.685	6.489	3.507	1.808	3.507	1.808
-198.779	-202.793	6.452	3.637	1.876	3.637	1.876
-198.792	-202.758	6.456	3.569	1.897	3.569	1.897
-198.714	-202.689	6.431	3.503	1.849	3.503	1.849
-198.708	-202.608	6.471	3.421	1.843	3.421	1.843
-198.808	-202.923	6.409	3.703	1.873	3.703	1.873
-198.693	-202.637	6.474	3.552	1.858	3.552	1.858
-198.724	-202.681	6.450	3.516	1.841	3.516	1.841
-198.711	-202.965	6.398	3.792	1.906	3.792	1.906
-198.714	-202.639	6.437	3.519	1.836	3.519	1.836
-198.707	-202.667	6.449	3.546	1.843	3.546	1.843
-198.726	-202.570	6.534	3.420	1.779	3.420	1.779
-198.723	-202.712	6.455	3.637	1.836	3.637	1.836
-198.700	-202.699	6.476	3.551	1.792	3.551	1.792
-198.715	-202.680	6.447	3.557	1.844	3.557	1.844
-198.706	-202.535	6.479	3.457	1.824	3.457	1.824
-198.680	-202.593	6.441	3.463	1.843	3.463	1.843
-198.736	-202.718	6.494	3.572	1.795	3.572	1.795
-198.679	-202.846	6.482	3.551	1.794	3.551	1.794
-198.819	-202.825	6.507	3.676	1.811	3.676	1.811
-198.751	-202.957	6.429	3.706	1.844	3.706	1.844
-198.715	-202.684	6.529	3.450	1.767	3.450	1.767
-198.694	-202.536	6.461	3.474	1.795	3.474	1.795
-198.703	-202.678	6.468	3.527	1.828	3.527	1.828
-198.780	-202.680	6.488	3.499	1.807	3.499	1.807
-198.717	-202.737	6.483	3.524	1.775	3.524	1.775
-198.727	-202.602	6.483	3.460	1.817	3.460	1.817
-198.689	-202.644	6.486	3.536	1.803	3.536	1.803
-198.709	-202.501	6.529	3.326	1.773	3.326	1.773
-198.728	-202.672	6.494	3.448	1.813	3.448	1.813
-198.688	-202.645	6.494	3.558	1.797	3.558	1.797
-198.730	-202.848	6.472	3.634	1.818	3.634	1.818
-198.747	-202.598	6.496	3.478	1.807	3.478	1.807
-198.706	-202.595	6.495	3.414	1.787	3.414	1.787
-198.768	-202.620	6.533	3.466	1.788	3.466	1.788
-198.770	-202.636	6.514	3.423	1.784	3.423	1.784
-198.674	-202.591	6.447	3.468	1.841	3.468	1.841
-198.697	-202.594	6.495	3.398	1.756	3.398	1.756
-198.720	-202.616	6.459	3.379	1.814	3.379	1.814
-198.700	-202.652	6.473	3.409	1.806	3.409	1.806
-198.717	-202.613	6.442	3.462	1.810	3.462	1.810
-198.699	-202.692	6.475	3.494	1.784	3.494	1.784
-198.683	-202.672	6.496	3.529	1.770	3.529	1.770
-198.715	-202.678	6.509	3.448	1.777	3.448	1.777
-198.760	-202.721	6.461	3.528	1.808	3.528	1.808
-198.742	-202.669	6.490	3.523	1.826	3.523	1.826
-198.734	-202.655	6.478	3.505	1.802	3.505	1.802
-198.852	-202.843	6.535	3.588	1.761	3.588	1.761
-198.806	-202.736	6.498	3.579	1.806	3.579	1.806
-198.670	-202.491	6.494	3.391	1.773	3.391	1.773
-198.692	-202.600	6.493	3.398	1.800	3.398	1.800
-198.701	-202.602	6.511	3.453	1.799	3.453	1.799
-198.628	-202.476	6.517	3.332	1.742	3.332	1.742
-198.732	-202.805	6.430	3.635	1.913	3.635	1.913
-198.751	-202.718	6.510	3.568	1.787	3.568	1.787
-198.732	-202.494	6.525	3.357	1.786	3.357	1.786
-198.776	-202.665	6.536	3.416	1.761	3.416	1.761
-198.720	-202.519	6.510	3.421	1.788	3.421	1.788
-198.702	-202.613	6.534	3.459	1.765	3.459	1.765
-198.721	-202.613	6.525	3.486	1.776	3.486	1.776
-198.716	-202.615	6.553	3.425	1.752	3.425	1.752
-198.703	-202.591	6.500	3.379	1.769	3.379	1.769
-198.727	-202.536	6.516	3.382	1.785	3.382	1.785
-198.778	-202.719	6.505	3.465	1.815	3.465	1.815
-198.756	-202.669	6.485	3.507	1.847	3.507	1.847
-198.773	-202.630	6.505	3.556	1.781	3.556	1.781
-198.735	-202.453	6.588	3.312	1.727	3.312	1.727
-198.781	-202.826	6.503	3.659	1.802	3.659	1.802
-198.733	-202.670	6.481	3.445	1.815	3.445	1.815
-198.712	-202.520	6.562	3.292	1.724	3.292	1.724
-198.716	-202.703	6.441	3.473	1.826	3.473	1.826
-198.716	-202.574	6.532	3.424	1.804	3.424	1.804
-198.699	-202.454	6.538	3.285	1.762	3.285	1.762
-198.733	-202.614	6.521	3.415	1.793	3.415	1.793
-198.705	-202.573	6.493	3.380	1.801	3.380	1.801
-198.698	-202.444	6.519	3.369	1.762	3.369	1.762
-198.696	-202.609	6.544	3.456	1.776	3.456	1.776
-198.708	-202.629	6.468	3.474	1.824	3.474	1.824
-198.700	-202.488	6.585	3.299	1.726	3.299	1.726
-198.831	-202.741	6.512	3.585	1.818	3.585	1.818
-198.706	-202.530	6.558	3.313	1.729	3.313	1.729
-198.777	-202.619	6.520	3.486	1.774	3.486	1.774
-198.695	-202.380	6.554	3.247	1.741	3.247	1.741
-198.748	-202.608	6.528	3.428	1.775	3.428	1.775
-198.769	-202.687	6.448	3.510	1.851	3.510	1.851
-198.716	-202.643	6.478	3.462	1.785	3.462	1.785
-198.719	-202.461	6.515	3.311	1.761	3.311	1.761
-198.742	-202.591	6.530	3.350	1.752	3.350	1.752
-198.743	-202.572	6.525	3.410	1.758	3.410	1.758
-198.710	-202.651	6.476	3.440	1.787	3.440	1.787
-198.708	-202.513	6.498	3.338	1.788	3.338	1.788
-198.726	-202.486	6.551	3.370	1.749	3.370	1.749
-198.744	-202.813	6.426	3.640	1.866	3.640	1.866
-198.696	-202.523	6.541	3.339	1.729	3.339	1.729
-198.785	-202.666	6.534	3.548	1.755	3.548	1.755
-198.741	-202.572	6.476	3.462	1.812	3.462	1.812
-198.678	-202.438	6.522	3.276	1.748	3.276	1.748
-198.751	-202.583	6.568	3.439	1.726	3.439	1.726
-198.696	-202.519	6.512	3.424	1.761	3.424	1.761
-198.769	-202.572	6.556	3.348	1.755	3.348	1.755
-198.730	-202.464	6.532	3.309	1.752	3.309	1.752
-198.731	-202.423	6.577	3.247	1.720	3.247	1.720
-198.774	-202.371	6.547	3.221	1.785	3.221	1.785
-198.735	-202.554	6.528	3.367	1.784	3.367	1.784
-198.804	-202.619	6.518	3.441	1.781	3.441	1.781
-198.654	-202.396	6.521	3.246	1.745	3.246	1.745
-198.700	-202.471	6.517	3.285	1.776	3.285	1.776
-198.690	-202.530	6.548	3.348	1.737	3.348	1.737
-198.760	-202.521	6.501	3.389	1.802	3.389	1.802
-198.787	-202.691	6.443	3.522	1.855	3.522	1.855
-198.704	-202.377	6.547	3.246	1.740	3.246	1.740
-198.719	-202.502	6.523	3.327	1.755	3.327	1.755
-198.688	-202.448	6.542	3.236	1.718	3.236	1.718
-198.703	-202.371	6.568	3.222	1.706	3.222	1.706
-198.657	-202.320	6.581	3.149	1.718	3.149	1.718
-198.714	-202.508	6.530	3.293	1.818	3.293	1.818
-198.679	-202.363	6.593	3.174	1.710	3.174	1.710
-198.728	-202.449	6.528	3.277	1.772	3.277	1.772
-198.785	-202.513	6.546	3.358	1.760	3.358	1.760
-198.690	-202.480	6.474	3.316	1.808	3.316	1.808
-198.775	-202.511	6.545	3.382	1.743	3.382	1.743
-198.692	-202.386	6.539	3.279	1.744	3.279	1.744
-198.699	-202.483	6.526	3.329	1.772	3.329	1.772
-198.692	-202.530	6.484	3.461	1.779	3.461	1.779
-198.678	-202.398	6.541	3.275	1.721	3.275	1.721
-198.740	-202.488	6.550	3.383	1.767	3.383	1.767
-198.684	-202.506	6.534	3.341	1.740	3.341	1.740
-198.626	-202.384	6.476	3.221	1.761	3.221	1.761
-198.754	-202.530	6.546	3.376	1.806	3.376	1.806
-198.717	-202.415	6.587	3.203	1.697	3.203	1.697
-198.729	-202.354	6.539	3.255	1.763	3.255	1.763
-198.740	-202.498	6.554	3.323	1.741	3.323	1.741
-198.732	-202.468	6.589	3.362	1.716	3.362	1.716
-198.700	-202.461	6.583	3.277	1.743	3.277	1.743
-198.653	-202.528	6.522	3.323	1.758	3.323	1.758
-198.700	-202.472	6.519	3.360	1.776	3.360	1.776
-198.740	-202.538	6.620	3.364	1.701	3.364	1.701
-198.708	-202.552	6.514	3.364	1.796	3.364	1.796
-198.767	-202.491	6.556	3.373	1.778	3.373	1.778
-198.725	-202.513	6.525	3.370	1.758	3.370	1.758
-198.736	-202.635	6.471	3.417	1.814	3.417	1.814
-198.723	-202.426	6.535	3.207	1.765	3.207	1.765
-198.705	-202.404	6.554	3.338	1.740	3.338	1.740
-198.673	-202.394	6.534	3.258	1.748	3.258	1.748
-198.627	-202.543	6.519	3.379	1.783	3.379	1.783
-198.777	-202.532	6.569	3.371	1.749	3.371	1.749
-198.739	-202.505	6.598	3.292	1.704	3.292	1.704
-198.743	-202.623	6.530	3.447	1.768	3.447	1.768
-198.687	-202.356	6.557	3.220	1.725	3.220	1.725
-198.706	-202.534	6.495	3.324	1.778	3.324	1.778
-198.723	-202.524	6.507	3.397	1.777	3.397	1.777
-198.668	-202.311	6.569	3.229	1.717	3.229	1.717
-198.664	-202.490	6.467	3.362	1.806	3.362	1.806
-198.696	-202.412	6.526	3.224	1.774	3.224	1.774
-198.776	-202.565	6.532	3.367	1.791	3.367	1.791
-198.781	-202.624	6.532	3.406	1.788	3.406	1.788
-198.741	-202.634	6.550	3.533	1.755	3.533	1.755
-198.733	-202.633	6.554	3.439	1.736	3.439	1.736
-198.765	-202.547	6.552	3.416	1.739	3.416	1.739
-198.765	-202.574	6.544	3.366	1.754	3.366	1.754
-198.750	-202.514	6.565	3.333	1.760	3.333	1.760
-198.732	-202.512	6.599	3.343	1.700	3.343	1.700
-198.702	-202.536	6.601	3.394	1.704	3.394	1.704
-198.763	-202.737	6.530	3.516	1.785	3.516	1.785
-198.724	-202.451	6.564	3.253	1.719	3.253	1.719
-198.844	-202.695	6.549	3.503	1.776	3.503	1.776
-198.814	-202.480	6.526	3.314	1.789	3.314	1.789
-198.703	-202.342	6.587	3.226	1.729	3.226	1.729
-198.789	-202.487	6.539	3.373	1.758	3.373	1.758
-198.680	-202.398	6.580	3.239	1.691	3.239	1.691
-198.746	-202.455	6.560	3.267	1.753	3.267	1.753
-198.660	-202.314	6.539	3.203	1.728	3.203	1.728
-198.731	-202.410	6.569	3.190	1.718	3.190	1.718
-198.717	-202.354	6.558	3.214	1.739	3.214	1.739
-198.664	-202.347	6.567	3.200	1.719	3.200	1.719
-198.730	-202.418	6.514	3.261	1.780	3.261	1.780
-198.709	-202.430	6.590	3.270	1.733	3.270	1.733
-198.713	-202.655	6.496	3.467	1.830	3.467	1.830
-198.751	-202.457	6.554	3.306	1.768	3.306	1.768
-198.726	-202.487	6.522	3.357	1.825	3.357	1.825
-198.778	-202.530	6.582	3.333	1.755	3.333	1.755
-198.726	-202.351	6.601	3.234	1.728	3.234	1.728
-198.698	-202.462	6.574	3.274	1.728	3.274	1.728
-198.805	-202.670	6.573	3.478	1.745	3.478	1.745
-198.838	-202.524	6.582	3.408	1.766	3.408	1.766
-198.768	-202.640	6.541	3.432	1.791	3.432	1.791
-198.733	-202.375	6.619	3.268	1.716	3.268	1.716
-198.736	-202.280	6.615	3.127	1.708	3.127	1.708
-198.719	-202.418	6.595	3.210	1.718	3.210	1.718
-198.784	-202.548	6.550	3.405	1.762	3.405	1.762
-198.694	-202.327	6.536	3.190	1.754	3.190	1.754
-198.796	-202.419	6.624	3.232	1.706	3.232	1.706
-198.753	-202.311	6.633	3.140	1.703	3.140	1.703
-198.710	-202.447	6.551	3.272	1.745	3.272	1.745
-198.764	-202.402	6.587	3.189	1.711	3.189	1.711
-198.681	-202.344	6.558	3.183	1.732	3.183	1.732
-198.686	-202.293	6.622	3.172	1.696	3.172	1.696
-198.696	-202.388	6.551	3.206	1.752	3.206	1.752
-198.690	-202.505	6.518	3.357	1.791	3.357	1.791
-198.747	-202.475	6.591	3.317	1.750	3.317	1.750
-198.727	-202.510	6.552	3.379	1.776	3.379	1.776
-198.720	-202.399	6.594	3.280	1.701	3.280	1.701
-198.720	-202.294	6.645	3.127	1.665	3.127	1.665
-198.759	-202.447	6.579	3.276	1.746	3.276	1.746
-198.701	-202.389	6.579	3.219	1.741	3.219	1.741
-198.769	-202.408	6.635	3.234	1.717	3.234	1.717
-199.311	-203.452	6.509	4.156	1.781	4.156	1.781
-198.678	-202.263	6.614	3.120	1.726	3.120	1.726
-198.698	-202.514	6.507	3.314	1.789	3.314	1.789
-198.748	-202.261	6.615	3.170	1.685	3.170	1.685
-198.742	-202.419	6.577	3.236	1.716	3.236	1.716
-198.757	-202.411	6.597	3.254	1.738	3.254	1.738
-198.739	-202.281	6.650	3.145	1.686	3.145	1.686
-198.692	-202.340	6.583	3.151	1.706	3.151	1.706
-198.680	-202.288	6.572	3.121	1.703	3.121	1.703
-198.723	-202.429	6.570	3.173	1.735	3.173	1.735
-198.674	-202.284	6.601	3.152	1.699	3.152	1.699
-198.804	-202.484	6.633	3.304	1.679	3.304	1.679
-198.680	-202.327	6.604	3.179	1.684	3.179	1.684
-198.740	-202.394	6.590	3.174	1.703	3.174	1.703
-198.758	-202.457	6.631	3.323	1.681	3.323	1.681
-198.734	-202.307	6.614	3.153	1.698	3.153	1.698
-198.990	-202.804	6.608	3.743	1.724	3.743	1.724
-198.760	-202.398	6.655	3.226	1.679	3.226	1.679
-198.704	-202.465	6.589	3.317	1.681	3.317	1.681
-198.783	-202.527	6.569	3.280	1.752	3.280	1.752
-198.799	-202.381	6.609	3.241	1.740	3.241	1.740
-198.814	-202.696	6.599	3.422	1.733	3.422	1.733
-198.909	-202.759	6.574	3.544	1.732	3.544	1.732
-198.846	-202.576	6.640	3.377	1.710	3.377	1.710
-198.712	-202.582	6.619	3.319	1.685	3.319	1.685
-198.766	-202.473	6.614	3.263	1.701	3.263	1.701
-198.758	-202.523	6.572	3.333	1.740	3.333	1.740
-198.768	-202.267	6.677	3.081	1.632	3.081	1.632
-198.781	-202.545	6.579	3.385	1.722	3.385	1.722
-198.781	-202.571	6.613	3.365	1.696	3.365	1.696
-198.750	-202.361	6.647	3.257	1.685	3.257	1.685
-198.735	-202.386	6.599	3.276	1.719	3.276	1.719
-198.732	-202.401	6.568	3.301	1.761	3.301	1.761
-198.741	-202.459	6.577	3.318	1.743	3.318	1.743
-198.756	-202.438	6.614	3.190	1.718	3.190	1.718
-198.814	-202.633	6.600	3.494	1.721	3.494	1.721
-198.719	-202.458	6.604	3.312	1.692	3.312	1.692
-198.770	-202.471	6.626	3.330	1.705	3.330	1.705
-198.841	-202.647	6.630	3.429	1.697	3.429	1.697
-198.749	-202.470	6.638	3.228	1.709	3.228	1.709
-198.752	-202.340	6.700	3.145	1.632	3.145	1.632
-198.694	-202.426	6.622	3.294	1.692	3.294	1.692
-198.746	-202.333	6.630	3.195	1.687	3.195	1.687
-198.677	-202.322	6.612	3.140	1.641	3.140	1.641
-198.757	-202.512	6.613	3.312	1.730	3.312	1.730
-198.729	-202.421	6.610	3.269	1.700	3.269	1.700
-198.701	-202.412	6.639	3.256	1.626	3.256	1.626
-198.705	-202.476	6.596	3.288	1.695	3.288	1.695
-198.713	-202.428	6.612	3.285	1.703	3.285	1.703
-198.696	-202.302	6.634	3.180	1.651	3.180	1.651
-198.874	-202.624	6.588	3.526	1.743	3.526	1.743
-198.732	-202.333	6.648	3.134	1.686	3.134	1.686
-198.754	-202.434	6.670	3.265	1.644	3.265	1.644
-198.778	-202.504	6.605	3.375	1.705	3.375	1.705
-198.737	-202.342	6.675	3.150	1.650	3.150	1.650
-198.774	-202.479	6.617	3.260	1.701	3.260	1.701
-198.710	-202.259	6.668	3.163	1.653	3.163	1.653
-198.818	-202.280	6.633	3.105	1.728	3.105	1.728
-198.774	-202.158	6.653	3.007	1.712	3.007	1.712
-198.786	-202.265	6.643	3.092	1.743	3.092	1.743
-198.852	-202.401	6.583	3.255	1.784	3.255	1.784
-198.744	-202.289	6.644	3.139	1.684	3.139	1.684
-198.719	-202.254	6.697	3.147	1.623	3.147	1.623
-198.715	-202.433	6.612	3.230	1.705	3.230	1.705
-198.714	-202.339	6.629	3.138	1.672	3.138	1.672
-198.715	-202.458	6.616	3.266	1.675	3.266	1.675
-198.775	-202.483	6.684	3.302	1.639	3.302	1.639
-198.764	-202.461	6.643	3.318	1.695	3.318	1.695
-198.843	-202.676	6.699	3.471	1.658	3.471	1.658
-198.747	-202.557	6.618	3.297	1.688	3.297	1.688
-198.763	-202.389	6.630	3.179	1.672	3.179	1.672
-198.823	-202.630	6.615	3.443	1.700	3.443	1.700
-198.826	-202.698	6.595	3.519	1.740	3.519	1.740
-198.752	-202.481	6.616	3.400	1.697	3.400	1.697
-198.748	-202.392	6.638	3.229	1.671	3.229	1.671
-198.700	-202.398	6.634	3.262	1.666	3.262	1.666
-198.730	-202.423	6.659	3.230	1.672	3.230	1.672
-198.782	-202.361	6.658	3.187	1.652	3.187	1.652
-198.838	-202.516	6.590	3.352	1.726	3.352	1.726
-198.717	-202.249	6.673	3.111	1.648	3.111	1.648
-198.824	-202.378	6.674	3.187	1.653	3.187	1.653
-198.750	-202.226	6.714	3.109	1.595	3.109	1.595
-198.737	-202.298	6.651	3.230	1.669	3.230	1.669
-198.788	-202.484	6.690	3.196	1.632	3.196	1.632
-198.788	-202.413	6.677	3.185	1.633	3.185	1.633
-198.746	-202.419	6.619	3.242	1.677	3.242	1.677
-198.786	-202.335	6.699	3.186	1.600	3.186	1.600
-198.796	-202.453	6.661	3.220	1.660	3.220	1.660
-198.725	-202.229	6.642	3.047	1.676	3.047	1.676
-198.731	-202.203	6.683	3.062	1.661	3.062	1.661
-198.801	-202.262	6.689	3.128	1.647	3.128	1.647
-198.759	-202.291	6.654	3.111	1.652	3.111	1.652
-198.722	-202.342	6.596	3.176	1.721	3.176	1.721
-198.732	-202.150	6.738	2.948	1.580	2.948	1.580
-198.787	-202.268	6.695	3.035	1.638	3.035	1.638
-198.949	-202.711	6.666	3.515	1.674	3.515	1.674
-198.819	-202.424	6.658	3.214	1.665	3.214	1.665
-198.749	-202.221	6.671	3.152	1.662	3.152	1.662
-198.782	-202.428	6.673	3.246	1.674	3.246	1.674
-198.755	-202.309	6.672	3.120	1.662	3.120	1.662
-198.822	-202.229	6.722	3.044	1.621	3.044	1.621
-198.741	-202.290	6.711	3.195	1.667	3.195	1.667
-198.797	-202.420	6.679	3.269	1.688	3.269	1.688
-198.745	-202.381	6.635	3.219	1.754	3.219	1.754
-198.823	-202.670	6.661	3.478	1.734	3.478	1.734
-198.793	-202.322	6.677	3.217	1.678	3.217	1.678
-198.747	-202.121	6.743	3.016	1.618	3.016	1.618
-198.727	-202.227	6.714	3.102	1.631	3.102	1.631
-198.759	-202.318	6.677	3.147	1.668	3.147	1.668
-198.767	-202.326	6.682	3.137	1.659	3.137	1.659
-198.758	-202.199	6.766	3.105	1.588	3.105	1.588
-198.786	-202.262	6.714	3.095	1.625	3.095	1.625
-198.765	-202.255	6.704	3.088	1.620	3.088	1.620
-198.762	-202.278	6.700	3.070	1.657	3.070	1.657
-198.755	-202.263	6.726	3.053	1.612	3.053	1.612
-198.785	-202.283	6.732	3.084	1.628	3.084	1.628
-198.749	-202.210	6.699	3.055	1.609	3.055	1.609
-198.733	-202.260	6.713	3.026	1.626	3.026	1.626
-198.760	-202.230	6.755	3.028	1.574	3.028	1.574
-198.764	-202.139	6.800	3.004	1.559	3.004	1.559
-198.726	-202.195	6.667	3.063	1.662	3.063	1.662
-198.745	-202.226	6.717	3.059	1.617	3.059	1.617
-198.787	-202.373	6.711	3.156	1.663	3.156	1.663
-198.777	-202.226	6.730	3.085	1.597	3.085	1.597
-198.784	-202.368	6.728	3.151	1.626	3.151	1.626
-198.769	-202.246	6.724	3.131	1.662	3.131	1.662
-198.815	-202.321	6.702	3.169	1.633	3.169	1.633
-198.773	-202.269	6.727	3.104	1.582	3.104	1.582
-198.795	-202.174	6.725	3.009	1.639	3.009	1.639
-198.729	-202.230	6.716	3.049	1.603	3.049	1.603
-198.742	-202.148	6.737	3.078	1.590	3.078	1.590
-198.932	-202.369	6.745	3.230	1.625	3.230	1.625
-198.729	-202.106	6.709	2.991	1.634	2.991	1.634
-198.781	-202.206	6.782	3.066	1.631	3.066	1.631
-198.782	-202.086	6.757	2.922	1.606	2.922	1.606
-198.713	-202.140	6.732	2.981	1.618	2.981	1.618
-198.784	-202.232	6.748	3.026	1.593	3.026	1.593
-198.805	-202.153	6.774	2.944	1.608	2.944	1.608
-198.756	-202.100	6.757	2.951	1.584	2.951	1.584
-198.786	-202.053	6.766	2.930	1.636	2.930	1.636
-198.890	-202.412	6.748	3.190	1.661	3.190	1.661
-198.758	-202.057	6.773	2.841	1.569	2.841	1.569
-198.767	-202.262	6.744	3.081	1.611	3.081	1.611
-198.817	-202.255	6.769	3.069	1.613	3.069	1.613
-198.769	-202.342	6.718	3.075	1.636	3.075	1.636
-198.760	-202.077	6.783	2.915	1.571	2.915	1.571
-198.737	-202.155	6.774	2.866	1.578	2.866	1.578
-198.785	-202.331	6.719	3.129	1.682	3.129	1.682
-198.746	-201.909	6.856	2.799	1.505	2.799	1.505
-198.781	-202.043	6.758	2.853	1.606	2.853	1.606
-198.758	-202.070	6.756	2.913	1.596	2.913	1.596
-198.850	-202.062	6.824	2.934	1.559	2.934	1.559
-198.733	-202.015	6.736	2.887	1.626	2.887	1.626
-198.716	-201.913	6.817	2.760	1.538	2.760	1.538
-198.800	-202.052	6.777	2.908	1.633	2.908	1.633
-198.810	-202.289	6.803	3.015	1.591	3.015	1.591
-198.786	-202.117	6.811	2.936	1.572	2.936	1.572
-198.790	-202.092	6.806	2.861	1.559	2.861	1.559
-198.760	-202.059	6.820	2.872	1.545	2.872	1.545
-198.765	-202.206	6.719	3.057	1.627	3.057	1.627
-198.796	-201.928	6.885	2.723	1.523	2.723	1.523
-198.790	-202.021	6.795	2.839	1.620	2.839	1.620
-198.761	-202.030	6.778	2.869	1.586	2.869	1.586
-198.786	-202.158	6.714	2.974	1.648	2.974	1.648
-198.738	-202.008	6.780	2.857	1.558	2.857	1.558
-198.765	-202.050	6.798	2.859	1.570	2.859	1.570
-198.772	-202.053	6.785	2.862	1.578	2.862	1.578
-198.750	-202.157	6.757	2.977	1.587	2.977	1.587
-198.848	-202.327	6.722	3.195	1.659	3.195	1.659
-198.788	-202.028	6.805	2.883	1.561	2.883	1.561
-198.806	-202.128	6.792	2.927	1.592	2.927	1.592
-198.760	-201.991	6.800	2.849	1.617	2.849	1.617
-198.775	-202.128	6.769	2.902	1.588	2.902	1.588
-198.706	-202.003	6.768	2.864	1.576	2.864	1.576
-198.740	-202.056	6.882	2.864	1.510	2.864	1.510
-198.798	-202.136	6.814	2.976	1.577	2.976	1.577
-198.800	-202.250	6.708	3.095	1.643	3.095	1.643
-198.764	-202.053	6.822	2.863	1.587	2.863	1.587
-198.792	-202.186	6.744	3.037	1.643	3.037	1.643
-198.766	-201.952	6.840	2.846	1.585	2.846	1.585
-198.831	-202.263	6.771	3.104	1.614	3.104	1.614
-198.882	-202.310	6.827	3.121	1.567	3.121	1.567
-198.824	-202.094	6.774	2.897	1.631	2.897	1.631
-198.763	-201.953	6.759	2.819	1.607	2.819	1.607
-198.803	-202.055	6.813	2.904	1.579	2.904	1.579
-198.769	-202.096	6.813	2.819	1.550	2.819	1.550
-198.803	-201.902	6.853	2.767	1.574	2.767	1.574
-198.753	-202.047	6.793	2.865	1.602	2.865	1.602
-198.757	-201.986	6.798	2.886	1.579	2.886	1.579
-198.819	-202.149	6.786	2.985	1.642	2.985	1.642
-198.766	-201.976	6.843	2.835	1.550	2.835	1.550
-198.856	-202.110	6.797	2.928	1.642	2.928	1.642
-198.848	-202.165	6.829	2.991	1.554	2.991	1.554
-198.745	-201.894	6.832	2.707	1.572	2.707	1.572
-198.855	-202.163	6.797	2.947	1.607	2.947	1.607
-198.727	-201.863	6.782	2.733	1.611	2.733	1.611
-198.766	-201.946	6.820	2.828	1.607	2.828	1.607
-198.708	-201.844	6.820	2.738	1.534	2.738	1.534
-198.722	-202.046	6.767	2.846	1.596	2.846	1.596
-198.817	-202.180	6.812	2.967	1.541	2.967	1.541
-198.742	-201.958	6.782	2.814	1.594	2.814	1.594
-198.799	-202.088	6.827	2.873	1.542	2.873	1.542
-198.761	-202.063	6.821	2.898	1.569	2.898	1.569
-198.918	-202.176	6.887	2.958	1.542	2.958	1.542
-198.777	-201.929	6.878	2.743	1.513	2.743	1.513
-198.796	-201.927	6.855	2.778	1.550	2.778	1.550
-198.740	-201.907	6.778	2.754	1.621	2.754	1.621
-198.773	-201.993	6.879	2.864	1.549	2.864	1.549
