EUBO	ELBO	ESS	IWKLs_ex	IWKLs_in	AKLs_ex	AKLs_in
-198.614	-212.379	4.733	13.929	4.105	13.929	4.105
-198.772	-212.929	4.732	14.253	4.077	14.253	4.077
-198.672	-212.294	4.728	13.867	4.135	13.867	4.135
-198.811	-212.515	4.767	14.011	4.078	14.011	4.078
-198.824	-212.528	4.725	14.035	4.124	14.035	4.124
-198.719	-212.541	4.754	13.804	4.106	13.804	4.106
-198.662	-212.340	4.755	13.933	4.090	13.933	4.090
-198.690	-212.018	4.776	13.527	4.046	13.527	4.046
-198.782	-212.218	4.763	13.746	4.097	13.746	4.097
-198.678	-212.073	4.768	13.768	4.100	13.768	4.100
-198.857	-212.033	4.745	13.653	4.130	13.653	4.130
-198.629	-212.067	4.758	13.747	4.080	13.747	4.080
-198.808	-212.171	4.784	13.643	4.056	13.643	4.056
-198.696	-212.332	4.795	13.596	4.013	13.596	4.013
-198.854	-212.552	4.759	13.882	4.172	13.882	4.172
-198.688	-212.029	4.804	13.553	4.018	13.553	4.018
-198.742	-211.799	4.775	13.514	4.050	13.514	4.050
-198.890	-212.396	4.768	13.724	4.101	13.724	4.101
-198.839	-211.961	4.792	13.440	4.050	13.440	4.050
-198.630	-211.788	4.809	13.535	4.005	13.535	4.005
-198.666	-211.922	4.790	13.317	3.985	13.317	3.985
-198.730	-211.915	4.811	13.307	4.028	13.307	4.028
-198.932	-211.866	4.817	13.422	4.046	13.422	4.046
-198.603	-211.677	4.816	13.251	4.045	13.251	4.045
-198.725	-211.881	4.799	13.186	3.960	13.186	3.960
-198.740	-212.013	4.813	13.368	4.060	13.368	4.060
-198.725	-211.780	4.807	13.278	3.970	13.278	3.970
-198.758	-211.758	4.814	13.291	4.048	13.291	4.048
-198.619	-211.554	4.856	13.054	3.944	13.054	3.944
-198.594	-211.529	4.859	13.036	3.919	13.036	3.919
-198.848	-211.933	4.832	13.261	3.923	13.261	3.923
-198.618	-211.544	4.841	12.996	3.922	12.996	3.922
-198.708	-211.688	4.849	13.098	3.914	13.098	3.914
-198.700	-211.301	4.872	12.859	3.923	12.859	3.923
-198.622	-211.460	4.856	13.044	3.927	13.044	3.927
-198.755	-211.600	4.865	12.987	3.931	12.987	3.931
-198.567	-211.186	4.877	12.698	3.896	12.698	3.896
-198.711	-211.557	4.875	12.984	3.947	12.984	3.947
-198.816	-211.462	4.885	12.907	3.951	12.907	3.951
-198.605	-211.270	4.860	12.928	3.884	12.928	3.884
-198.672	-211.372	4.883	12.644	3.876	12.644	3.876
-198.627	-210.773	4.892	12.269	3.893	12.269	3.893
-198.676	-211.059	4.878	12.592	3.879	12.592	3.879
-198.659	-211.167	4.878	12.731	3.891	12.731	3.891
-198.642	-211.130	4.875	12.628	3.875	12.628	3.875
-198.776	-211.023	4.901	12.354	3.835	12.354	3.835
-198.722	-211.035	4.905	12.398	3.896	12.398	3.896
-198.659	-210.725	4.937	12.279	3.782	12.279	3.782
-198.710	-210.867	4.937	12.311	3.788	12.311	3.788
-198.556	-210.862	4.911	12.390	3.770	12.390	3.770
-198.767	-211.031	4.934	12.439	3.798	12.439	3.798
-198.697	-210.904	4.908	12.291	3.889	12.291	3.889
-198.694	-210.660	4.951	12.227	3.822	12.227	3.822
-198.601	-210.622	4.960	12.018	3.756	12.018	3.756
-198.650	-210.292	4.946	11.836	3.812	11.836	3.812
-198.690	-210.448	4.965	11.945	3.747	11.945	3.747
-198.653	-210.506	4.955	12.074	3.814	12.074	3.814
-198.590	-210.518	4.953	11.894	3.767	11.894	3.767
-198.630	-210.680	4.994	12.022	3.740	12.022	3.740
-198.576	-210.429	4.994	11.859	3.774	11.859	3.774
-198.621	-210.252	4.991	11.955	3.707	11.955	3.707
-198.554	-210.291	4.997	11.999	3.679	11.999	3.679
-198.613	-210.420	5.010	11.846	3.745	11.846	3.745
-198.669	-210.345	5.022	11.793	3.671	11.793	3.671
-198.582	-209.957	5.023	11.467	3.665	11.467	3.665
-198.776	-210.428	5.032	11.829	3.649	11.829	3.649
-198.596	-210.138	5.040	11.594	3.660	11.594	3.660
-198.522	-209.889	5.020	11.599	3.639	11.599	3.639
-198.613	-209.893	5.025	11.475	3.657	11.475	3.657
-198.767	-210.384	5.025	11.671	3.659	11.671	3.659
-198.632	-210.212	5.060	11.477	3.722	11.477	3.722
-198.535	-209.589	5.056	10.996	3.608	10.996	3.608
-198.673	-209.783	5.060	11.145	3.667	11.145	3.667
-198.603	-209.844	5.054	11.228	3.629	11.228	3.629
-198.567	-209.747	5.086	11.121	3.623	11.121	3.623
-198.616	-210.069	5.094	11.330	3.572	11.330	3.572
-198.582	-209.822	5.068	11.282	3.663	11.282	3.663
-198.597	-209.593	5.107	11.044	3.570	11.044	3.570
-198.564	-209.381	5.091	11.059	3.604	11.059	3.604
-198.641	-209.803	5.134	11.073	3.551	11.073	3.551
-198.696	-209.525	5.141	10.874	3.560	10.874	3.560
-198.575	-209.306	5.150	10.783	3.541	10.783	3.541
-198.569	-209.372	5.164	10.791	3.506	10.791	3.506
-198.690	-209.475	5.122	11.017	3.601	11.017	3.601
-198.504	-209.254	5.125	10.704	3.522	10.704	3.522
-198.423	-209.187	5.185	10.728	3.454	10.728	3.454
-198.750	-209.481	5.152	10.911	3.570	10.911	3.570
-198.503	-209.021	5.172	10.530	3.492	10.530	3.492
-198.610	-209.097	5.191	10.495	3.461	10.495	3.461
-198.629	-208.945	5.169	10.486	3.549	10.486	3.549
-198.421	-208.953	5.192	10.383	3.437	10.383	3.437
-198.645	-208.966	5.177	10.260	3.487	10.260	3.487
-198.485	-208.583	5.223	10.281	3.487	10.281	3.487
-198.756	-208.786	5.212	10.391	3.408	10.391	3.408
-198.590	-208.656	5.238	10.314	3.459	10.314	3.459
-198.495	-209.017	5.206	10.436	3.462	10.436	3.462
-198.572	-208.953	5.241	10.217	3.426	10.217	3.426
-198.393	-208.672	5.248	10.218	3.411	10.218	3.411
-198.578	-208.690	5.235	10.190	3.446	10.190	3.446
-198.332	-208.543	5.253	10.096	3.397	10.096	3.397
-198.549	-208.561	5.292	10.118	3.399	10.118	3.399
-198.611	-208.654	5.241	10.065	3.411	10.065	3.411
-198.567	-208.665	5.290	10.193	3.340	10.193	3.340
-198.539	-208.613	5.271	9.984	3.328	9.984	3.328
-198.464	-208.531	5.270	10.102	3.389	10.102	3.389
-198.450	-208.360	5.275	9.891	3.314	9.891	3.314
-198.617	-208.577	5.298	10.105	3.390	10.105	3.390
-198.457	-208.476	5.277	10.015	3.354	10.015	3.354
-198.523	-208.340	5.277	9.832	3.334	9.832	3.334
-198.471	-208.513	5.285	9.923	3.333	9.923	3.333
-198.475	-208.293	5.293	9.835	3.331	9.835	3.331
-198.461	-208.175	5.332	9.689	3.308	9.689	3.308
-198.586	-208.271	5.326	9.638	3.279	9.638	3.279
