EUBOs, ELBOs, ESS, MCKls_exclusive, TrueKls_exclusive, MCKls_inclusive, TrueKls_inclusive
-443.41986480712893, -865.3462426757812, 1.0284215104579926, 468.03458801269534, 78.77811305999757, -212.65812545776367, 4.31833523273468
-443.40235931396484, -902.2279327392578, 1.0258713901042937, 489.50390258789065, 81.39051815032958, -213.06067192077637, 3.9986258721351624
-432.4613684082031, -877.2918688964844, 1.0193085289001464, 476.4531170654297, 79.6526272201538, -206.17967796325684, 3.92414395570755
-434.46189208984373, -856.3840435791016, 1.0253276693820954, 462.5681608581543, 77.06247760772705, -205.57551864624023, 4.177748422622681
-435.6549102783203, -845.7553628540039, 1.023155722618103, 453.07609619140624, 76.05242805480957, -206.78234039306642, 4.532454435825348
-434.19136901855467, -860.5848962402343, 1.0153055834770202, 461.96083633422853, 76.60264057159424, -205.93491104125977, 4.206923887729645
-440.69132751464844, -875.2378729248047, 1.021527429819107, 470.7947589111328, 78.53324012756347, -208.26621078491212, 4.612537817955017
-423.78536010742187, -872.1533856201172, 1.0255250227451325, 470.28370788574216, 78.64849617004394, -201.0646189880371, 3.8964232635498046
-429.36726470947264, -862.1938427734375, 1.0218586397171021, 465.1736471557617, 77.65791931152344, -203.48879913330077, 4.1348476576805115
-425.2074310302734, -859.7391754150391, 1.0258509850502013, 462.24881256103515, 76.9978970336914, -201.37386672973633, 3.9237425994873045
-425.92648345947265, -845.2333618164063, 1.0199304938316345, 457.2312739562988, 76.31154922485352, -202.49721405029297, 4.07374077796936
-418.0013079833984, -847.9345849609375, 1.0280346870422363, 458.437507019043, 77.17223705291748, -193.08499031066896, 4.025586597919464
-421.47947967529296, -867.7538864135743, 1.0253046298027038, 464.6044763183594, 77.33696697235108, -198.33259056091308, 3.626091024875641
-424.50696685791013, -858.8145440673828, 1.0217996072769164, 463.50906524658205, 77.23505893707275, -199.10540962219238, 3.707583270072937
-414.9371681213379, -838.3571823120117, 1.025555260181427, 449.64335342407225, 75.71015426635742, -193.81047538757323, 3.8701077771186827
-419.72551666259767, -880.1919195556641, 1.0184587514400483, 475.77624282836916, 78.9839998626709, -193.40807983398437, 3.4523277759552
-415.0194613647461, -855.6469024658203, 1.0248954474925995, 464.74974945068357, 78.20991535186768, -195.7036919403076, 3.5797177839279173
-413.00751342773435, -866.4441296386718, 1.0265078413486481, 469.26094787597657, 77.69129066467285, -191.44584678649903, 3.6075615286827087
-423.78628067016604, -833.5712243652343, 1.032650022506714, 449.522257232666, 74.96409271240235, -198.1106855773926, 3.864518599510193
-419.9106776428223, -819.6524819946289, 1.0234091174602509, 438.3520297241211, 72.99713115692138, -196.15625602722167, 4.236470375061035
-415.6229832458496, -833.8039712524414, 1.028254121541977, 449.6843905639648, 75.0261220550537, -192.917299118042, 3.7487798070907594
-412.6572807312012, -806.8959661865234, 1.0250340616703033, 430.88528228759765, 72.26255382537842, -192.87581161499023, 4.260097041130066
-416.47513275146486, -820.7556588745117, 1.0261239874362946, 433.4240925598144, 72.12382400512695, -188.67157371520997, 4.113562207221985
-413.6513363647461, -841.5962286376953, 1.0268343532085418, 448.7435620117187, 73.33686088562011, -194.150634765625, 3.7312635469436644
-408.33934997558595, -826.3647946166992, 1.0304855906963348, 437.25086517333983, 72.86506038665772, -185.41907424926757, 3.9554800629615783
-408.8358544921875, -826.9159283447266, 1.032040959596634, 444.7115002441406, 73.94243995666504, -187.1758931732178, 3.73071129322052
-403.8247448730469, -826.4515988159179, 1.0215735340118408, 442.0516390991211, 73.90108005523682, -184.55086532592773, 3.4264921021461485
-398.00205993652344, -813.7336148071289, 1.021258717775345, 439.2016522216797, 74.08956985473633, -181.58429008483887, 3.3962721276283263
-404.62244201660155, -802.611692199707, 1.0302582728862761, 424.59177200317384, 71.03072868347168, -183.83185844421388, 3.8749372363090515
-394.2430635070801, -816.946116027832, 1.026714584827423, 433.1389295959473, 72.65328149795532, -178.5605947113037, 3.536185042858124
-409.5505644226074, -823.8261697387695, 1.0255771315097808, 435.7364990234375, 72.24290864944459, -184.8322068786621, 3.6289555549621584
-402.5653671264648, -793.9211856079102, 1.0282002866268158, 417.20932388305664, 69.29084323883056, -182.70798835754394, 3.9289530992507933
-409.7460043334961, -790.8885543823242, 1.033987925052643, 414.8566291809082, 69.06742134094239, -185.6860796356201, 5.7507806849479675
-396.3996246337891, -794.9124005126953, 1.02752344250679, 418.93133865356447, 70.26098754882813, -178.21192779541016, 3.970280337333679
-390.4111380004883, -795.5744345092774, 1.0158152234554292, 421.6016683959961, 70.64696159362794, -176.7968293762207, 3.7293850636482238
-389.80328765869143, -821.4719802856446, 1.0215717768669128, 432.7315400695801, 70.92344219207763, -173.61197074890137, 3.596868004798889
-384.06396850585935, -798.0147494506836, 1.0282613015174866, 423.7529940795898, 70.25412384033203, -172.0484797668457, 3.6617583513259886
-387.76021575927734, -790.9147958374024, 1.028697270154953, 417.38384689331053, 69.4810041809082, -171.3020735168457, 3.630100755691528
-386.44367385864257, -801.9890954589844, 1.0257824313640596, 426.0966131591797, 71.09891010284424, -172.16024276733398, 3.457891664505005
-383.1170367431641, -762.9682495117188, 1.0325262451171875, 400.07247161865234, 67.3096534729004, -169.0058765411377, 3.9464857935905457
-385.3994839477539, -765.6640515136719, 1.0289767146110536, 402.9061935424805, 67.6528586769104, -167.34457046508788, 4.476027798652649
-390.3725859069824, -784.7762036132813, 1.0217927742004393, 410.44723892211914, 67.59028839111328, -171.45233840942382, 4.275384459495545
-381.7308842468262, -776.8670330810547, 1.0320346987247466, 408.0759158325195, 68.25417957305908, -168.48106155395507, 3.7540397000312806
-389.35188400268555, -737.3260806274415, 1.0345173323154448, 380.9886096191406, 64.05113498687744, -169.5514766693115, 4.70248872756958
-386.7097863769531, -743.9425729370117, 1.0341495597362518, 390.3470269775391, 65.54841274261474, -168.58921058654786, 4.736755950450897
-377.32084228515623, -763.485435180664, 1.0252823066711425, 398.72208877563475, 66.60656398773193, -163.4363035583496, 3.7306895303726195
-377.2582702636719, -742.7799655151367, 1.0373878788948059, 383.7123971557617, 64.06212501525879, -164.98605613708497, 4.007334458827972
-385.4113391113281, -750.3801788330078, 1.0263565266132355, 392.55097717285156, 65.43244525909424, -167.11497116088867, 5.442822697162629
-372.8300633239746, -724.4090786743164, 1.0299150216579438, 377.2261637878418, 63.44792308807373, -160.70237075805665, 4.609289062023163
-379.70826705932615, -737.4423049926758, 1.0378447341918946, 380.9303044128418, 63.40855255126953, -162.40447128295898, 4.357337510585785
-364.6423445129395, -726.2835662841796, 1.0294474577903747, 377.60412353515625, 63.0056068611145, -153.09151695251464, 4.014368817806244
-362.1653450012207, -735.5040585327148, 1.0285731112957002, 379.86404861450194, 63.25315113067627, -151.86142894744873, 3.776324303150177
-366.57459716796876, -718.1700439453125, 1.0365072727203368, 368.92969009399417, 62.11765811920166, -154.57765174865722, 4.59736138343811
-364.9407942199707, -693.063737487793, 1.0380589544773102, 351.58337341308595, 58.701503105163575, -150.35430938720702, 4.5274068140983585
-361.9145449829102, -714.3549057006836, 1.0367303323745727, 369.61154342651366, 61.45800994873047, -150.5607398223877, 5.092406432628632
-361.4726928710937, -706.2608178710938, 1.0336314630508423, 362.7649270629883, 60.66891277313233, -149.5793943786621, 5.364595830440521
-354.3749197387695, -694.6324914550781, 1.0426384556293486, 353.2982971191406, 58.58281364440918, -146.43571434020996, 4.87080929517746
-352.76252197265626, -688.9519577026367, 1.046800628900528, 354.7300822448731, 59.33736324310303, -144.91566627502442, 4.787600228786468
-353.88214920043947, -705.600617980957, 1.0320256161689758, 362.6389410400391, 60.21022155761719, -145.79134601593017, 4.657217123508453
-353.4683898925781, -708.977799987793, 1.0369135081768035, 363.81279495239255, 60.299598922729494, -144.40466987609864, 4.983160791397094
-348.7272155761719, -694.8771771240234, 1.0383664572238922, 356.76108444213867, 59.810117378234864, -139.26064727783202, 5.32739322423935
-345.0131549072266, -674.1620593261719, 1.0386717402935028, 341.2791435241699, 57.214725742340086, -137.11567832946778, 4.736114251613617
-343.9782824707031, -679.2121490478515, 1.0435739660263061, 344.03186279296875, 58.16978965759277, -138.36217945098878, 4.135683867931366
-349.8599760437012, -668.7018344116211, 1.0366161799430846, 337.7235961914063, 56.76982847213745, -140.96624908447265, 5.034295215606689
-355.8178172302246, -658.7964739990234, 1.0410892164707184, 330.9473910522461, 55.25089847564697, -143.32293243408202, 5.528920419216156
-347.3391989135742, -647.708010559082, 1.038449742794037, 323.06497909545897, 54.0152059173584, -137.57205032348634, 6.05234141588211
-338.1995950317383, -661.2733966064453, 1.052145711183548, 334.3461033630371, 55.52386730194092, -131.48616619110106, 6.177109427452088
-342.8579472351074, -638.3806771850586, 1.0371705937385558, 314.74560256958006, 52.61864597320557, -133.9135636138916, 9.96508599281311
-336.2982467651367, -658.3998022460937, 1.046862711906433, 329.2785885620117, 54.57728801727295, -129.6555281829834, 8.553847308158874
-339.5525991821289, -642.6608370971679, 1.0346127736568451, 321.2833122253418, 53.85455291748047, -132.57030128479005, 12.284897899627685
-333.48822372436524, -633.5119332885743, 1.0350554752349854, 313.88453369140626, 53.09554016113281, -127.29389549255372, 8.191437339782714
-332.3638682556152, -640.3912545776367, 1.036594135761261, 319.51322036743164, 53.038554668426514, -128.63600246429442, 6.558372972011566
-333.50717422485354, -647.6549212646485, 1.041240109205246, 323.3804191589355, 54.2043872833252, -129.08907596588134, 6.066241734027862
-331.730048828125, -654.8599649047851, 1.0421693575382234, 323.3856567382812, 54.65055877685547, -127.61582584381104, 6.879265658855438
-334.0514326477051, -655.7943884277344, 1.0432690787315368, 327.49772720336915, 55.33378652572632, -126.01008773803711, 16.41590162038803
-352.02428253173827, -647.4405044555664, 1.04860901594162, 325.0084240722656, 53.96948919296265, -144.811591796875, 35.04672372341156
-330.0959111022949, -625.9835571289062, 1.048745539188385, 309.46451751708986, 51.70863914489746, -126.0952970123291, 8.969080038070679
-331.687492980957, -636.6401666259766, 1.0488320815563201, 315.5663589477539, 52.63302381515503, -126.18114459991455, 10.047602260112763
-345.798600769043, -637.8078451538086, 1.0481977987289428, 316.81513107299804, 52.626462078094484, -135.62428298950195, 12.894181170463561
-324.95684829711917, -607.7803973388671, 1.041754460334778, 296.51917892456055, 49.896646633148194, -122.6116480255127, 8.2327605843544
-331.42574615478514, -619.0644244384765, 1.0564738941192626, 304.41920867919924, 50.86388471603394, -125.19657409667968, 7.626854331493377
-320.7333006286621, -615.8113320922852, 1.0378703057765961, 299.0470669555664, 49.86996036529541, -117.42313983917236, 6.565391819477082
-325.4427345275879, -618.1140695190429, 1.0417015147209168, 299.87451095581054, 50.0512889289856, -120.51202629089356, 5.860006601810455
-326.66404693603516, -603.0639416503906, 1.0446731972694396, 293.10521377563475, 49.068558082580566, -121.924977684021, 7.424228963851928
-336.1921405029297, -611.1014141845703, 1.0569349765777587, 293.9478758239746, 49.06491760253906, -127.48559928894043, 9.735771398544312
-330.6388635253906, -583.8512548828126, 1.0486931324005127, 278.12461730957034, 46.646487884521484, -124.22291809082031, 17.60026012659073
-324.80237716674804, -607.1343930053711, 1.046060802936554, 294.85495834350587, 49.412249393463135, -119.79724014282226, 8.318133046627045
-322.21243957519533, -591.3108447265626, 1.0589013135433196, 284.24121871948245, 47.44477312088013, -118.3918211364746, 9.07972990989685
-320.0196257019043, -607.6840969848632, 1.0539583122730256, 293.6700743103027, 48.66180000305176, -116.50799621582031, 9.666735527515412
-318.27887619018554, -588.0315734863282, 1.04376162648201, 282.0516484069824, 47.45901885986328, -114.63147151947021, 9.369390103816986
-318.8120378112793, -605.0180233764648, 1.045956814289093, 294.1216032409668, 49.36101402282715, -116.30203121185303, 9.80086258172989
-331.284162902832, -599.9057266235352, 1.0474284875392914, 291.0793823242187, 47.811995868682864, -123.55926193237305, 17.264373195171355
-334.8047673034668, -605.6564440917969, 1.0466336393356324, 290.9324620056152, 48.70193895339966, -126.81995185852051, 42.76851228475571
-315.35258255004885, -576.1349362182617, 1.0549420356750487, 274.8365924072266, 45.521413803100586, -113.83585273742676, 8.73593166589737
-314.5182196044922, -570.9969204711914, 1.0446913838386536, 270.81745483398436, 45.138443813323974, -112.6250553894043, 12.014041357040405
-312.5153262329102, -573.7924752807617, 1.052485544681549, 273.09610702514647, 45.77762428283691, -112.592939453125, 12.244098765850067
-315.7874168395996, -576.8947946166992, 1.0557667410373688, 273.6968681335449, 45.34528247833252, -116.21096649169922, 10.902200112342834
-310.46705886840823, -579.778323059082, 1.0500276124477386, 273.0207621765137, 45.26478015899658, -109.31802627563476, 8.01777419090271
-305.79387298583987, -572.3991882324219, 1.0530835103988647, 269.4403886413574, 45.14589763641357, -108.0301324081421, 9.387786960601806
-310.9612940979004, -565.458981628418, 1.0350746142864227, 266.0124974060059, 44.365353717803956, -110.71842681884766, 12.921449086666108
-310.08359100341795, -560.4971377563477, 1.060065129995346, 263.9082440185547, 43.93223127365113, -108.3262564086914, 10.908387634754181
-304.0569062805176, -550.8021188354492, 1.0530797910690308, 256.2787190246582, 42.471311378479, -105.01685256958008, 8.266253066062927
-307.5595198059082, -540.8231838989258, 1.0590842735767365, 251.10300277709962, 41.537449512481686, -107.22742797851562, 20.776030156612396
-308.65441040039065, -554.8368823242188, 1.0516193187236786, 260.2919982147217, 42.98641290664673, -107.58542980194092, 16.947063865661622
-330.2375157165527, -596.5413793945313, 1.0412294220924379, 290.0800437927246, 47.985496807098386, -125.76278861999512, 78.04473032474517
-313.54668441772463, -560.661962890625, 1.039747358560562, 264.20564071655275, 43.98211112976074, -113.17691387176514, 18.861487910747528
-308.5376564025879, -545.5489010620117, 1.0556239020824432, 255.26938049316405, 42.53090124130249, -108.35033424377441, 10.61995947599411
-298.47349899291993, -538.654075012207, 1.054382176399231, 246.8518324279785, 41.24467477798462, -102.40006423950196, 10.406326372623443
-304.52749420166015, -544.4166757202148, 1.0507134425640106, 250.13985237121582, 42.00948263168335, -104.25933658599854, 18.17133418083191
-309.35392532348635, -544.9260842895508, 1.0508544850349426, 252.3762015533447, 42.00428400039673, -107.6745979309082, 8.55948786020279
-300.19898895263674, -525.454619140625, 1.0420858895778655, 241.2687321472168, 39.96132497787475, -101.38304866790772, 8.741618835926056
-302.08422439575196, -513.5444561767578, 1.0719277787208557, 233.13024185180663, 38.80266286849976, -103.21346775054931, 10.751905817985534
-293.26952224731446, -512.8206634521484, 1.0654870760440827, 233.27329727172852, 39.39637149810791, -98.21915603637696, 11.344537670612334
-297.5561933898926, -541.0324139404297, 1.0551416313648223, 249.53475692749024, 41.675819416046146, -100.20702480316162, 10.486730785369874
-297.7706088256836, -526.6709625244141, 1.0616729974746704, 240.98162811279298, 40.1830703163147, -100.19276252746582, 15.59624713420868
-294.73506759643556, -533.1455087280274, 1.0544788372516631, 245.7192783355713, 40.874596481323245, -97.84357677459717, 12.04874855518341
-288.134655456543, -518.8608685302735, 1.0522193169593812, 236.5982851409912, 39.71007833480835, -93.8227585220337, 11.547156460285187
-292.51611221313476, -516.4454824829102, 1.061640855073929, 234.74306564331056, 39.341182250976566, -96.26872802734376, 9.239667474031448
-298.7825816345215, -507.19634338378904, 1.0530844247341156, 228.38110252380372, 38.24003509521484, -99.67550491333007, 22.329953541755675
-300.14562728881833, -497.2329248046875, 1.0668862879276275, 223.11021476745606, 36.830733909606934, -100.8588328552246, 16.47174742221832
-286.2301210021973, -497.44982177734374, 1.0734642708301545, 222.73397972106935, 37.39708469390869, -92.32026290893555, 10.264246327877045
-291.84227081298826, -502.1931903076172, 1.0632548713684082, 225.0810945892334, 37.67336734771729, -94.07096408843994, 9.186649627685547
-283.6684893798828, -499.87448852539063, 1.0647760891914368, 223.43084838867188, 37.26031847000122, -91.09689163208007, 11.566431443691254
-289.6975970458984, -509.320537109375, 1.0625864613056182, 230.30379302978517, 38.57174308776855, -93.90328998565674, 15.061071002483368
-289.6675108337402, -504.0276025390625, 1.0601669681072234, 226.59811614990235, 37.73820327758789, -94.38981452941894, 9.438465588092804
-286.9078518676758, -487.7438519287109, 1.0596792316436767, 216.8534676361084, 36.09572874069214, -92.80635606765748, 9.296702690124512
-282.32699432373045, -489.9665951538086, 1.0629891705513002, 216.4810605621338, 35.845551624298096, -89.0317189025879, 10.772376279830933
-280.8480354309082, -478.59263397216796, 1.0700210654735565, 209.15674430847167, 35.3755805015564, -87.25976955413819, 10.371535177230834
-298.0603924560547, -505.4425680541992, 1.0565759694576264, 225.39223007202148, 37.83773664474487, -98.89147411346435, 59.6032825255394
-285.4074676513672, -482.67207763671877, 1.0703638839721679, 212.75375442504884, 35.219259357452394, -90.27886623382568, 16.18045610666275
-281.3426171875, -478.6559957885742, 1.0645708799362184, 209.12170372009277, 35.14707345962525, -87.43417415618896, 15.20627896308899
-275.5653956604004, -476.0807498168945, 1.065537919998169, 208.44610763549804, 34.85495397567749, -84.90682891845704, 16.285638175010682
