EUBOs, ELBOs, ESSs, MCKls_exclusive, TrueKls_exclusive, MCKls_inclusive, TrueKls_inclusive
-1271.3788916015626, -10855.930715332031, 1.023697909116745, 6911.1094342041015, 1273.0317863464356, -764.8798941040039, 1584884.3413022803
-1043.0285815429688, -1684.0985675048828, 1.0198714005947114, 989.679808959961, 163.68988410949706, -595.5333520507812, 151479.76062404632
-957.851040649414, -1508.4660375976562, 1.0220846259593963, 877.7662145996094, 146.77275756835937, -537.1672094726563, 147807.76489624023
-946.858625793457, -1549.5751007080078, 1.0189382457733154, 902.436220703125, 150.85898040771485, -536.645534362793, 1268329.611778736
-862.6259378051758, -1442.4593389892577, 1.0158886444568633, 830.0392083740235, 137.15802787780763, -481.7138754272461, 124535.94260293961
-822.3596591186523, -1353.4661730957032, 1.0150569570064545, 776.0480017089844, 130.3460614013672, -453.3924026489258, 34759.892185525896
-824.329475402832, -1358.095209350586, 1.018583252429962, 780.6891174316406, 131.0924861907959, -454.33967742919924, 52864.43650845528
-801.2068930053711, -1324.2284533691407, 1.0177815890312194, 751.2640490722656, 125.33335975646973, -436.60694122314453, 15505.565898675919
-752.1781051635742, -1263.3216845703125, 1.0158895766735077, 717.4510934448242, 118.95334793090821, -408.55776931762693, 1533.628515701294
-725.505768737793, -1230.6005603027343, 1.0136537325382233, 699.4095825195312, 115.6005525970459, -388.4241957092285, 654.2034898233413
-687.386859741211, -1178.6359844970702, 1.0257523834705353, 668.8769131469727, 111.66857498168946, -365.83460998535156, 159.63945578575135
-667.7660006713867, -1156.2297857666015, 1.0194801139831542, 648.586748046875, 107.10781402587891, -354.68913772583005, 110.49324739456176
-635.1192147827148, -1136.3009991455078, 1.0148361992836, 637.0508346557617, 106.21534076690673, -333.22108795166014, 55.438778624534606
-604.239465637207, -1131.6596923828124, 1.0203137016296386, 637.3578311157227, 106.32980003356934, -312.5621527099609, 13.846242663860322
-577.1246057128906, -1124.4514520263672, 1.015175223350525, 637.7431155395508, 106.73484954833984, -300.93790954589844, 10.032745804786682
-575.9610446166993, -1126.0987957763673, 1.0247554421424865, 631.0880072021484, 104.37742179870605, -296.9437582397461, 8.434218509197235
-564.622578125, -1091.9667993164062, 1.0200490975379943, 613.4633450317383, 101.59371452331543, -291.3892042541504, 7.826839673519134
-542.0845712280274, -1088.8213610839844, 1.0190504145622254, 609.7243719482422, 101.5269618988037, -281.7476754760742, 7.125786385536194
-530.5988156127929, -1067.0165435791016, 1.025878485441208, 599.5226522827148, 99.9446245956421, -277.9367623901367, 7.171908056735992
-514.11736328125, -1113.039342956543, 1.0202426421642303, 614.5049371337891, 102.41140590667725, -263.90938331604, 7.713758091926575
-504.084548034668, -1115.8508752441405, 1.014052529335022, 631.1497351074219, 104.5444713973999, -260.7140065002441, 8.32348709344864
-495.8676904296875, -1105.3880902099609, 1.0197228145599366, 617.1503359985352, 103.00532379150391, -251.76217666625976, 14.89388619184494
-503.2385906982422, -1092.7525109863282, 1.0198208010196685, 615.5733306884765, 101.2818408203125, -255.28623611450195, 15.317883713245392
-492.6555450439453, -1074.229405517578, 1.020875471830368, 596.2359152221679, 99.69846210479736, -244.6552439880371, 11.212402017116547
-500.8123223876953, -1059.76060546875, 1.0140742301940917, 588.5511526489258, 99.1870272064209, -249.46054428100587, 15.776048567295074
-490.148056640625, -1090.0062866210938, 1.023907209634781, 610.2286584472656, 100.1720788192749, -245.68553970336913, 10.35310093164444
-494.8334484863281, -1063.4894281005859, 1.0178888165950775, 594.1810443115235, 98.2675830078125, -249.22139923095702, 11.506500871181489
-481.3473553466797, -1071.708794555664, 1.0226564013957977, 597.4700280761718, 99.45907398223876, -241.79738433837892, 8.282062170505524
-498.6252081298828, -1061.1353442382813, 1.022431321144104, 592.086591796875, 96.23774490356445, -251.49822723388672, 8.087090902328491
-489.0365466308594, -1020.8175311279297, 1.0178783249855041, 560.0288485717773, 93.88796493530273, -243.3379866027832, 7.4981973528862
-482.8619351196289, -1002.5085943603516, 1.0187391805648804, 552.4736938476562, 91.9984370803833, -238.61542404174804, 7.942472002506256
-485.2837237548828, -1028.8764849853515, 1.022494205236435, 555.1920233154297, 91.21334300994873, -243.01973136901856, 8.345490555763245
-483.5959777832031, -978.8951293945313, 1.0222144293785096, 537.3835717773437, 89.57742332458496, -237.01119567871095, 9.490407593250275
-491.3447213745117, -1010.3659271240234, 1.026538496017456, 552.0929333496093, 90.20918460845947, -239.21365417480467, 8.95038383960724
-477.5658532714844, -956.6346975708008, 1.0201232302188874, 526.8164306640625, 87.80686195373535, -234.50507331848144, 7.985372815132141
-461.99768615722655, -1005.7689050292969, 1.0247888135910035, 550.3898767089844, 91.50821437835694, -226.94235443115235, 6.78709055185318
-463.6445782470703, -972.0488977050782, 1.018654658794403, 543.4031408691407, 91.56367801666259, -228.25777473449708, 5.755018267631531
-467.49769134521483, -976.6106134033203, 1.0251906073093415, 538.2146990966797, 89.13863739013672, -227.3544881439209, 5.924920165538788
-468.42092391967776, -948.4066217041016, 1.0235580945014953, 520.730799255371, 86.7170331954956, -228.4864060974121, 6.017309155464172
-463.56697143554686, -948.6032995605469, 1.021662998199463, 517.5032107543946, 85.81173069000243, -227.12168090820313, 5.6182865810394285
-465.9495504760742, -941.764814453125, 1.0272385215759277, 516.6896130371093, 86.88591278076171, -226.49087898254393, 5.540313346385956
-461.0225790405273, -950.2560110473632, 1.0265441417694092, 515.9543826293946, 86.67671295166015, -224.07094024658204, 5.704920983314514
-454.202958984375, -948.2733624267578, 1.0248305904865265, 522.6135583496093, 88.16393669128418, -218.36420593261718, 4.995790350437164
-458.59838714599607, -939.3285650634766, 1.0217025423049926, 521.0002648925781, 86.0658646774292, -220.6426392364502, 5.378966126441956
-458.076526184082, -923.5286462402344, 1.0226769948005676, 505.9481875610352, 84.21697696685791, -222.88960563659668, 5.18742406129837
-451.25465728759764, -941.7494232177735, 1.0233599352836609, 517.8718481445312, 86.41534019470215, -218.27446159362793, 5.266678168773651
-451.6954803466797, -938.0392724609375, 1.0227122819423675, 511.7036956787109, 85.28079818725585, -218.67514030456542, 4.987637617588043
-443.1759963989258, -947.6989196777344, 1.0224166929721832, 521.0706524658203, 86.42837406158448, -214.1681423187256, 4.894300694465637
-448.2328582763672, -915.6795129394532, 1.0250217998027802, 502.96062622070315, 84.10842697143555, -214.04549293518068, 5.007963702678681
-446.92039672851564, -888.8441778564453, 1.0219963204860687, 488.1265423583984, 81.98525257110596, -215.53593223571778, 5.449003040790558
-449.01532470703125, -904.8128979492187, 1.0270015835762023, 497.75325653076175, 84.43220550537109, -215.9002734375, 5.168195729255676
-448.20286254882814, -888.2638311767578, 1.0255559086799622, 483.46286865234373, 80.0520911026001, -214.1698069000244, 5.352677562236786
-443.18895263671874, -934.507253112793, 1.0194314157962798, 502.7626789855957, 83.04426582336426, -209.99878379821777, 4.1924404978752134
-445.49450134277345, -910.4140716552735, 1.0280574095249175, 497.9872671508789, 82.0344048690796, -214.41255012512207, 3.878889944553375
-445.0035055541992, -880.4396203613281, 1.025079632997513, 477.178893737793, 79.01638618469238, -213.8459474182129, 4.3205011010169985
-438.8009628295898, -865.6432849121094, 1.0218436515331268, 469.43699127197266, 78.3847551727295, -209.3650737762451, 4.744479598999024
-439.6698059082031, -866.6445721435547, 1.0191297245025634, 468.17628479003906, 77.80186798095703, -210.2768913269043, 4.324999015331269
-435.2613397216797, -860.4492098999024, 1.02350395321846, 464.7070938110352, 78.48045169830323, -204.81822845458984, 5.1769402527809145
-423.3372296142578, -868.7924005126953, 1.0298178958892823, 466.7682540893555, 79.01867309570312, -198.3211996459961, 4.678890268802643
-432.16847564697264, -849.9063479614258, 1.0274030756950379, 461.1287510681152, 77.5593366241455, -206.62915451049804, 5.225775380134582
-431.9656744384766, -887.2323608398438, 1.0209034740924836, 479.57918243408204, 79.48612022399902, -204.6610380554199, 4.4728944206237795
-429.01614654541015, -862.0704751586914, 1.026958783864975, 466.5027233886719, 78.5361085510254, -201.50382972717284, 4.363240795135498
-425.0344757080078, -839.9236254882812, 1.0290920650959015, 455.7077978515625, 76.18151878356933, -200.36201553344728, 4.728750696182251
-424.00744201660154, -864.2209072875977, 1.0284609508514404, 468.94944854736326, 78.06668544769288, -200.49285873413086, 4.1079394197463985
-429.2577648925781, -826.4881420898438, 1.0321279394626617, 441.29569427490236, 74.5971611404419, -200.6478472137451, 5.0952028632164
-431.5494857788086, -821.92646484375, 1.02606405377388, 435.7573483276367, 71.84523517608642, -202.86228500366212, 5.042128553390503
-420.2997573852539, -843.8606488037109, 1.0243037450313568, 450.6849426269531, 75.24081478118896, -194.01456283569337, 4.197331364154816
-419.66399353027344, -848.5918862915039, 1.0232462763786316, 461.1662109375, 77.31034091949464, -195.2236887359619, 4.543147084712982
-422.8849639892578, -815.1254974365235, 1.0203847205638885, 435.0129354858398, 72.44761898040771, -197.91517074584962, 5.278383493423462
-423.5075973510742, -828.9412274169922, 1.0298321998119355, 445.3313040161133, 73.99205314636231, -198.30101234436034, 4.849604098796845
-414.9702731323242, -832.1708157348633, 1.024226131439209, 448.3147277832031, 74.68673149108886, -192.95960800170897, 3.8702131152153014
-411.23183364868163, -827.4187841796875, 1.0243946278095246, 443.05375305175784, 73.8204737854004, -190.30207206726075, 3.799986686706543
-413.9190954589844, -821.4080584716797, 1.0237867784500123, 441.3506671142578, 73.60676498413086, -191.50827239990235, 3.853535692691803
-409.1884033203125, -823.544965209961, 1.0229966378211974, 443.31853637695315, 73.70064262390137, -188.20877975463867, 3.9262853980064394
-408.1216790771484, -803.5073751831055, 1.0313879442214966, 431.08664627075194, 71.33615264892578, -188.5046173095703, 4.270192925930023
-426.6196310424805, -774.8089566040039, 1.0240056025981903, 412.52898162841797, 68.30042808532716, -200.9183494567871, 5.179678657054901
-403.30652404785155, -798.079439086914, 1.0300847589969635, 427.4158282470703, 71.0838627243042, -184.38872360229493, 4.040986676216125
-401.1616958618164, -790.0924523925781, 1.0233779227733613, 421.5469189453125, 70.90780780792237, -181.23609252929688, 4.182059569358826
-403.42644866943357, -786.5070584106445, 1.0289701581001283, 415.9250651550293, 69.2125647354126, -183.66324249267578, 4.103953464031219
-403.75620422363284, -772.1217605590821, 1.0232693076133728, 408.72768463134764, 68.4944355392456, -181.86734008789062, 4.311232132911682
-404.38219314575196, -792.6069543457031, 1.0239329862594604, 422.0479560852051, 70.48556762695313, -183.26410079956054, 4.830283145904541
-402.0723974609375, -808.7013339233398, 1.0214212489128114, 431.4059230041504, 72.68445518493652, -183.70661277770995, 3.7617432999610902
-402.08050842285155, -780.8219729614258, 1.0221491730213166, 414.4859324645996, 69.78287044525146, -181.2819319152832, 4.21289589881897
-390.6506692504883, -777.5479791259766, 1.031040869951248, 414.54081451416016, 69.68777042388916, -175.41834197998048, 4.337425870895386
-390.2477261352539, -806.4289538574219, 1.0230390679836274, 436.8987895202637, 72.87891487121583, -176.58980445861818, 3.492011482715607
-383.75400741577147, -774.2111785888671, 1.0258401310443879, 410.11470138549805, 68.92459266662598, -170.99612800598143, 3.4720872831344605
-381.12754943847654, -785.2885598754883, 1.020090787410736, 414.83592407226564, 69.36127403259277, -170.45891593933106, 3.4408853793144227
