EUBO, ELBO, ESS, KLs_eta_ex_os, KLs_eta_in_os, KL_z_ex_os, KL_z_in_os
9411621094, 11.457741737365723, 2.6871871948242188, 1.9365187883377075
-380.83148193359375, -861.3326416015625, 1.0115084648132324, 643.758056640625, 20.287555694580078, 186.88002014160156, 22.882368087768555
-482.14093017578125, -1076.89404296875, 1.0421299934387207, 800.3153686523438, 20.34432029724121, 307.30889892578125, 23.748708724975586
-400.4622497558594, -841.5233154296875, 1.0107935667037964, 637.4554443359375, 19.694536209106445, 198.263916015625, 22.9990177154541
-374.2091979980469, -830.4695434570312, 1.0135879516601562, 605.7151489257812, 19.47955322265625, 170.87489318847656, 20.850908279418945
-444.1047668457031, -936.7166748046875, 1.000814437866211, 686.218017578125, 20.17542266845703, 232.919677734375, 23.514495849609375
-418.75897216796875, -937.5009155273438, 1.009638786315918, 722.185302734375, 19.660400390625, 218.79296875, 23.39984893798828
-415.82757568359375, -895.6934204101562, 1.0064213275909424, 683.0512084960938, 19.942176818847656, 214.83352661132812, 22.009868621826172
-398.1990966796875, -821.5709838867188, 1.0010054111480713, 657.2579345703125, 18.115461349487305, 231.0615234375, 21.74593734741211
-397.34613037109375, -892.9368286132812, 1.0568095445632935, 674.8954467773438, 18.961673736572266, 198.7266387939453, 21.910741806030273
-392.3998718261719, -804.8189697265625, 1.021065354347229, 588.5571899414062, 18.989742279052734, 168.4774169921875, 21.565481185913086
-329.9892578125, -692.1565551757812, 1.0114448070526123, 478.7171630859375, 18.583147048950195, 145.20103454589844, 19.857646942138672
-319.9607238769531, -628.8827514648438, 1.0923020839691162, 471.83447265625, 17.101375579833984, 118.34659576416016, 18.63336944580078
-355.18194580078125, -724.0193481445312, 1.0021111965179443, 536.9021606445312, 17.077260971069336, 164.29327392578125, 20.333843231201172
-311.87176513671875, -595.6904296875, 1.0194859504699707, 414.7831115722656, 17.94816780090332, 124.94962310791016, 19.021987915039062
-391.9195861816406, -902.9295654296875, 1.030741810798645, 740.5425415039062, 18.452016830444336, 197.34835815429688, 20.6992130279541
-281.9969177246094, -547.3931274414062, 1.0089527368545532, 382.7649841308594, 17.064149856567383, 93.16278839111328, 17.77798843383789
-279.2247619628906, -553.5185546875, 1.0492759943008423, 360.0004577636719, 16.261751174926758, 90.31675720214844, 19.651884078979492
-308.4998474121094, -629.1595458984375, 1.0681697130203247, 433.4835205078125, 16.42664337158203, 121.64207458496094, 19.134973526000977
-300.91619873046875, -581.5390014648438, 1.0298666954040527, 422.9002990722656, 17.571041107177734, 108.41849517822266, 19.562076568603516
-337.9085998535156, -731.2504272460938, 1.0186041593551636, 583.6334228515625, 17.644920349121094, 114.19842529296875, 19.904216766357422
-464.98858642578125, -978.6640625, 1.034386157989502, 744.3153076171875, 17.8187198638916, 218.92800903320312, 17.503936767578125
-274.6585693359375, -514.3287353515625, 1.0182605981826782, 349.84027099609375, 17.005281448364258, 78.17201232910156, 16.764339447021484
-281.4722595214844, -486.6389465332031, 1.0202919244766235, 335.1766662597656, 17.62432289123535, 84.3531265258789, 17.18820571899414
-289.9689636230469, -531.6771240234375, 1.0354866981506348, 371.4283447265625, 17.424381256103516, 100.72732543945312, 17.653297424316406
-289.1304931640625, -521.4293823242188, 1.0316935777664185, 336.3039245605469, 15.807164192199707, 104.19232177734375, 17.844738006591797
-281.57373046875, -520.931884765625, 1.0829213857650757, 349.2806091308594, 16.139039993286133, 68.86528778076172, 15.664312362670898
-268.9050598144531, -500.03131103515625, 1.0177576541900635, 298.5244140625, 15.935683250427246, 76.26335144042969, 17.040424346923828
-303.1021728515625, -606.456298828125, 1.0244827270507812, 449.17413330078125, 17.481569290161133, 104.9183578491211, 18.78024673461914
-282.0469970703125, -511.4496765136719, 1.0404525995254517, 353.6448059082031, 16.302549362182617, 91.55730438232422, 16.064931869506836
-277.969482421875, -510.7082824707031, 1.0554975271224976, 331.51824951171875, 16.78062629699707, 76.8282699584961, 16.96694564819336
-228.93206787109375, -398.12628173828125, 1.0247255563735962, 234.62669372558594, 15.576330184936523, 44.15298843383789, 14.560439109802246
-255.1294708251953, -449.6028137207031, 1.0480912923812866, 282.3851013183594, 15.46596622467041, 62.376609802246094, 15.566765785217285
-244.36593627929688, -386.6353454589844, 1.0401641130447388, 225.22254943847656, 15.358522415161133, 63.3202018737793, 16.747596740722656
-263.22412109375, -475.7165222167969, 1.0695266723632812, 292.2196350097656, 15.60323429107666, 76.6619873046875, 15.972487449645996
-247.1490936279297, -412.0187072753906, 1.023503303527832, 220.18128967285156, 15.901695251464844, 55.20926284790039, 16.60095977783203
-232.9964599609375, -358.97369384765625, 1.0366569757461548, 192.24256896972656, 15.211493492126465, 48.9444580078125, 14.217917442321777
-223.52671813964844, -345.3846435546875, 1.0127665996551514, 172.86288452148438, 14.893798828125, 47.340492248535156, 13.697184562683105
-260.5478820800781, -453.0141906738281, 1.0583727359771729, 269.7784423828125, 15.195727348327637, 64.64171600341797, 17.035091400146484
