EUBO, ELBO, ESS, KLs_eta_ex_os, KLs_eta_in_os, KL_z_ex_os, KL_z_in_os
-306.79949951171875, -605.3385009765625, 1.044919729232788, 414.7955322265625, 18.176355361938477, 106.79898071289062, 19.558605194091797
-366.94287109375, -798.7344360351562, 1.0228794813156128, 648.5680541992188, 18.262746810913086, 142.5032958984375, 18.235443115234375
-342.7502746582031, -667.5939331054688, 1.037160873413086, 462.51605224609375, 18.051794052124023, 138.6292724609375, 18.639022827148438
-275.95513916015625, -494.5429992675781, 1.029636263847351, 328.08795166015625, 16.79290771484375, 75.31118774414062, 16.912090301513672
-300.32818603515625, -545.4186401367188, 1.037460207939148, 369.44732666015625, 17.277435302734375, 132.97509765625, 17.772708892822266
-263.6675720214844, -435.2550964355469, 1.031008243560791, 252.1294403076172, 15.350936889648438, 70.19499206542969, 15.608959197998047
-261.64849853515625, -431.53350830078125, 1.0651248693466187, 263.02154541015625, 15.101982116699219, 78.25260925292969, 15.711005210876465
-269.3168640136719, -506.6327819824219, 1.0697534084320068, 325.0276794433594, 14.694931030273438, 81.79890441894531, 15.108620643615723
-233.2320098876953, -354.1879577636719, 1.0478098392486572, 189.47317504882812, 14.4839448928833, 62.2284049987793, 13.379430770874023
-244.94984436035156, -433.85003662109375, 1.0774420499801636, 252.7352294921875, 14.66773509979248, 62.060882568359375, 14.447860717773438
-228.68446350097656, -344.7031555175781, 1.068318247795105, 172.510498046875, 13.709747314453125, 49.83097457885742, 12.167210578918457
-245.49671936035156, -478.4118957519531, 1.0790055990219116, 357.04010009765625, 14.898239135742188, 60.17768859863281, 11.526363372802734
-232.00015258789062, -387.03729248046875, 1.1167927980422974, 196.33177185058594, 14.930779457092285, 40.56781005859375, 12.180517196655273
-217.36656188964844, -323.6825866699219, 1.0526262521743774, 146.99496459960938, 14.196860313415527, 41.91635513305664, 11.8052339553833
-227.95901489257812, -355.4843444824219, 1.0725314617156982, 177.51681518554688, 14.673154830932617, 44.132293701171875, 13.17945384979248
-234.22991943359375, -416.2111511230469, 1.0500227212905884, 247.7542266845703, 15.64050006866455, 46.158870697021484, 13.377175331115723
-206.72296142578125, -290.1175231933594, 1.0359495878219604, 135.57481384277344, 13.72099781036377, 28.14971923828125, 9.881914138793945
-206.3123321533203, -315.8087158203125, 1.0825358629226685, 142.71371459960938, 15.241154670715332, 29.862083435058594, 10.243337631225586
-207.83078002929688, -301.0953369140625, 1.090451955795288, 125.31976318359375, 15.206656455993652, 25.38323974609375, 9.63099193572998
