EUBO, ELBO, ESS, KLs_eta_ex_os, KLs_eta_in_os, KL_z_ex_os, KL_z_in_os
-219.7213592529297, -304.08551025390625, 1.1024082899093628, 115.77426147460938, 12.75314712524414, 31.356849670410156, 12.03154468536377
-212.35386657714844, -290.2298889160156, 1.152066946029663, 101.365478515625, 12.163060188293457, 27.606918334960938, 12.241888046264648
-212.9834747314453, -303.5841369628906, 1.0734056234359741, 117.41417694091797, 12.47928524017334, 27.21902847290039, 11.609071731567383
-207.0691680908203, -277.92352294921875, 1.1079930067062378, 101.35054779052734, 13.215642929077148, 22.883373260498047, 10.942465782165527
-207.86923217773438, -277.0581359863281, 1.1277782917022705, 95.62259674072266, 12.776119232177734, 25.070995330810547, 10.662149429321289
-210.60061645507812, -271.4109191894531, 1.1139872074127197, 84.00562286376953, 11.592970848083496, 22.15130043029785, 11.282536506652832
-212.9726104736328, -288.6980895996094, 1.1619288921356201, 103.32218170166016, 13.253926277160645, 25.83042335510254, 12.498294830322266
-209.18682861328125, -277.9742431640625, 1.1298168897628784, 91.9281234741211, 12.828436851501465, 28.63083839416504, 11.12471866607666
-210.2583770751953, -281.6766357421875, 1.027039885520935, 101.76016998291016, 12.409371376037598, 29.51732635498047, 11.031180381774902
-213.18905639648438, -278.1864318847656, 1.1373203992843628, 96.65638732910156, 13.492453575134277, 26.99032211303711, 11.088871955871582
-212.39431762695312, -293.8983154296875, 1.1130820512771606, 112.0314712524414, 12.378703117370605, 40.92862319946289, 11.632075309753418
-212.44142150878906, -276.03692626953125, 1.092857837677002, 91.19581604003906, 12.297158241271973, 26.73482322692871, 11.03273868560791
-204.0285186767578, -271.4580993652344, 1.0423141717910767, 92.39966583251953, 12.431544303894043, 21.351713180541992, 9.336099624633789
-208.15284729003906, -276.4947509765625, 1.1116771697998047, 95.76915740966797, 13.272980690002441, 22.91042137145996, 9.966064453125
-209.58157348632812, -283.9226379394531, 1.1582201719284058, 111.96759796142578, 13.035990715026855, 20.582904815673828, 10.4393892288208
-207.6524200439453, -281.5621337890625, 1.1157482862472534, 99.19285583496094, 12.736198425292969, 24.73772621154785, 10.571677207946777
-205.67181396484375, -269.34454345703125, 1.1153779029846191, 90.92809295654297, 12.60539722442627, 20.004680633544922, 9.027203559875488
-204.11073303222656, -262.6968994140625, 1.1218416690826416, 82.35574340820312, 13.131706237792969, 20.156574249267578, 9.641112327575684
-196.8954315185547, -254.12063598632812, 1.1024330854415894, 77.4374771118164, 12.068864822387695, 22.15338134765625, 9.365290641784668
-209.84901428222656, -269.7608337402344, 1.0907173156738281, 87.07823944091797, 13.699716567993164, 28.45303726196289, 10.713898658752441
-197.14495849609375, -244.9114990234375, 1.2090791463851929, 68.15243530273438, 11.220372200012207, 23.124235153198242, 8.607784271240234
-199.87838745117188, -251.43304443359375, 1.1151896715164185, 73.02215576171875, 12.161377906799316, 19.39300537109375, 10.40415096282959
-204.5043182373047, -259.25390625, 1.1831263303756714, 74.432861328125, 11.944489479064941, 20.806747436523438, 9.578085899353027
-198.94580078125, -258.1671447753906, 1.165183663368225, 73.47207641601562, 11.375028610229492, 20.28748893737793, 9.01683235168457
-193.42152404785156, -240.9751434326172, 1.176134467124939, 70.32860565185547, 12.65380573272705, 24.169775009155273, 8.099722862243652
-197.47003173828125, -244.6665496826172, 1.1703518629074097, 67.31078338623047, 11.26069450378418, 18.554414749145508, 8.533950805664062
-199.1922607421875, -247.0911865234375, 1.1487568616867065, 70.96937561035156, 11.562418937683105, 22.19087028503418, 8.980137825012207
-200.59323120117188, -250.08682250976562, 1.1314914226531982, 70.83643341064453, 13.565852165222168, 23.817943572998047, 10.072099685668945
-195.3660430908203, -242.83238220214844, 1.1733347177505493, 66.77619934082031, 12.655826568603516, 17.01877212524414, 8.769779205322266
-204.63546752929688, -258.5720520019531, 1.079063892364502, 83.67062377929688, 13.437788009643555, 21.381481170654297, 8.957698822021484
-186.23202514648438, -230.40460205078125, 1.0555914640426636, 61.44346237182617, 13.515265464782715, 13.526603698730469, 7.902564525604248
-196.67922973632812, -246.9685516357422, 1.1135764122009277, 64.46619415283203, 11.694071769714355, 17.88513946533203, 9.038718223571777
-204.37286376953125, -251.54747009277344, 1.1668404340744019, 72.66600799560547, 11.675213813781738, 20.275554656982422, 9.345476150512695
-188.654052734375, -227.42184448242188, 1.2173725366592407, 52.813079833984375, 11.462063789367676, 16.48931312561035, 8.274340629577637
-204.17808532714844, -275.7530212402344, 1.1802237033843994, 98.72386169433594, 12.283703804016113, 18.188024520874023, 8.281661987304688
-195.426513671875, -246.14585876464844, 1.186174750328064, 69.31549835205078, 12.437685012817383, 28.37347412109375, 8.731303215026855
-197.0051727294922, -240.43067932128906, 1.1299710273742676, 56.58616256713867, 10.628998756408691, 18.436784744262695, 8.500375747680664
-202.72042846679688, -255.96142578125, 1.1162357330322266, 75.66703033447266, 13.485124588012695, 20.15957260131836, 8.514362335205078
-190.62843322753906, -230.91989135742188, 1.2317382097244263, 53.78611373901367, 10.357001304626465, 20.10991859436035, 8.151579856872559
-190.0507354736328, -229.790771484375, 1.1762560606002808, 53.16649627685547, 10.668280601501465, 19.19304656982422, 8.018828392028809
-201.1201934814453, -244.32826232910156, 1.1598576307296753, 59.41489028930664, 12.22359561920166, 19.666223526000977, 8.458141326904297
-197.5477294921875, -239.3495635986328, 1.2077529430389404, 56.2357063293457, 10.298895835876465, 18.486047744750977, 8.775928497314453
-182.7781219482422, -217.91180419921875, 1.1902761459350586, 47.24398422241211, 11.779267311096191, 10.881836891174316, 6.640408992767334
-194.37850952148438, -233.37767028808594, 1.1239718198776245, 56.57392120361328, 12.265363693237305, 14.799552917480469, 7.44831657409668
-197.28990173339844, -244.2279815673828, 1.2304861545562744, 57.28709030151367, 11.960536003112793, 15.42827320098877, 7.813860893249512
-221.41539001464844, -305.827392578125, 1.1796010732650757, 122.98857116699219, 12.552569389343262, 28.444599151611328, 7.491801738739014
-198.7155303955078, -246.34764099121094, 1.1938955783843994, 66.49971771240234, 12.38296127319336, 20.958568572998047, 8.717522621154785
-191.95997619628906, -226.8607635498047, 1.3171933889389038, 48.074462890625, 11.35079574584961, 13.86375904083252, 7.698341369628906
-201.541748046875, -244.5405731201172, 1.1354588270187378, 62.09464645385742, 12.412895202636719, 20.544403076171875, 7.622899055480957
-194.8328094482422, -231.9043731689453, 1.2619458436965942, 49.36058044433594, 12.219715118408203, 18.819509506225586, 7.825416088104248
-198.4763641357422, -262.16900634765625, 1.230685830116272, 90.77164459228516, 13.51520824432373, 21.051498413085938, 7.89290189743042
-186.85006713867188, -223.42398071289062, 1.2567455768585205, 46.41526412963867, 12.58773136138916, 15.092636108398438, 7.112368583679199
-189.8246612548828, -229.5576934814453, 1.1867425441741943, 51.038299560546875, 13.260668754577637, 15.914072036743164, 7.330119609832764
-195.68101501464844, -242.46157836914062, 1.0662678480148315, 60.92980194091797, 12.795690536499023, 14.563395500183105, 7.042803764343262
-191.38671875, -225.17523193359375, 1.1337800025939941, 43.207969665527344, 10.71140193939209, 13.043200492858887, 6.898006439208984
-199.22463989257812, -239.6732940673828, 1.1153000593185425, 58.32958221435547, 14.276958465576172, 15.085394859313965, 6.96921968460083
-188.79067993164062, -221.58416748046875, 1.2244758605957031, 46.20173645019531, 12.37619400024414, 12.42897891998291, 6.102040767669678
-189.48838806152344, -231.1757049560547, 1.1682209968566895, 54.03853988647461, 13.346785545349121, 17.281660079956055, 7.10456657409668
-195.44491577148438, -233.189697265625, 1.2216013669967651, 49.99702072143555, 12.588854789733887, 14.961739540100098, 6.55267333984375
-185.1288604736328, -215.51895141601562, 1.2817236185073853, 44.60692596435547, 13.118513107299805, 11.15820026397705, 6.425713539123535
-191.0386505126953, -220.84400939941406, 1.2923336029052734, 45.18921661376953, 13.17251205444336, 13.701594352722168, 7.179902076721191
-177.68199157714844, -209.11392211914062, 1.1799471378326416, 43.66926574707031, 14.119053840637207, 14.80288314819336, 6.870982646942139
-195.61485290527344, -227.42218017578125, 1.2913169860839844, 43.998573303222656, 11.019631385803223, 12.887349128723145, 6.919343948364258
-187.03260803222656, -218.37278747558594, 1.199238896369934, 49.90224838256836, 14.133024215698242, 13.746889114379883, 6.759805679321289
-192.277099609375, -221.96722412109375, 1.2526934146881104, 44.63435363769531, 12.985739707946777, 14.718437194824219, 7.487123966217041
-186.5132598876953, -218.1652374267578, 1.2784674167633057, 42.581146240234375, 11.488015174865723, 15.578117370605469, 6.764770984649658
-185.6223602294922, -221.80506896972656, 1.171550989151001, 44.12495040893555, 12.957390785217285, 13.263912200927734, 6.389225959777832
-183.15927124023438, -210.1421661376953, 1.2150652408599854, 33.47967529296875, 9.505690574645996, 11.740771293640137, 6.33066463470459
-200.24972534179688, -243.5536651611328, 1.314691185951233, 63.66671371459961, 11.498797416687012, 23.53466796875, 7.4450578689575195
-197.3527374267578, -240.0003204345703, 1.1518802642822266, 58.7774772644043, 14.541784286499023, 22.64419174194336, 7.804007530212402
-198.7791748046875, -245.37445068359375, 1.1026619672775269, 65.13890838623047, 13.082026481628418, 22.12499237060547, 8.3792085647583
-190.60504150390625, -243.21913146972656, 1.1763629913330078, 65.06775665283203, 11.009940147399902, 16.35690689086914, 6.3637614250183105
-197.4247589111328, -233.02113342285156, 1.3210277557373047, 51.89558410644531, 13.661182403564453, 15.101896286010742, 7.213367938995361
-191.02804565429688, -225.86512756347656, 1.2821331024169922, 46.81475830078125, 10.734359741210938, 13.204276084899902, 6.3263468742370605
-188.06097412109375, -221.49656677246094, 1.2490729093551636, 42.34105682373047, 11.769500732421875, 16.450950622558594, 6.449984073638916
-188.9348602294922, -218.55636596679688, 1.3094782829284668, 39.16840744018555, 11.689273834228516, 15.219696998596191, 6.9301300048828125
-186.4617156982422, -216.17381286621094, 1.1938389539718628, 37.92691421508789, 11.894102096557617, 13.014846801757812, 6.775363445281982
-193.29302978515625, -227.1103057861328, 1.266306757926941, 46.673988342285156, 10.847957611083984, 13.377779006958008, 6.267585277557373
-187.99639892578125, -218.52467346191406, 1.2914282083511353, 42.89211654663086, 13.501147270202637, 14.331122398376465, 6.182229042053223
-191.9324493408203, -223.62704467773438, 1.1914482116699219, 43.843143463134766, 13.730607986450195, 14.679327964782715, 6.8803253173828125
-181.42433166503906, -207.88818359375, 1.3009589910507202, 33.868499755859375, 11.1920747756958, 11.807326316833496, 5.925053596496582
-190.201904296875, -220.5825958251953, 1.2615894079208374, 39.26795959472656, 10.758407592773438, 13.376791954040527, 6.578958511352539
-184.48997497558594, -209.24896240234375, 1.1968284845352173, 36.3531379699707, 13.81082820892334, 11.281403541564941, 5.96223258972168
-193.78302001953125, -225.675048828125, 1.1997634172439575, 45.99556350708008, 14.716650009155273, 13.517853736877441, 6.456745624542236
-182.6229248046875, -204.02301025390625, 1.2098705768585205, 31.979116439819336, 12.25578784942627, 9.671089172363281, 5.938272476196289
-185.5971221923828, -213.38882446289062, 1.315418004989624, 38.5159797668457, 11.95859432220459, 10.631819725036621, 5.781469821929932
-190.1645050048828, -229.89723205566406, 1.325646162033081, 51.02402114868164, 13.298101425170898, 19.275686264038086, 6.041326999664307
-182.5037078857422, -211.1597442626953, 1.1887792348861694, 36.088104248046875, 13.527365684509277, 10.967585563659668, 5.6177897453308105
-189.86935424804688, -220.1422882080078, 1.2977994680404663, 37.98265838623047, 10.75541877746582, 13.770319938659668, 5.776742458343506
-192.5203094482422, -222.37530517578125, 1.2686606645584106, 40.9704475402832, 11.993691444396973, 10.180238723754883, 5.890212059020996
-194.7263946533203, -225.03887939453125, 1.2688363790512085, 45.902587890625, 12.112197875976562, 13.942167282104492, 5.702981948852539
-189.01510620117188, -215.3033905029297, 1.3732857704162598, 35.476680755615234, 10.62286376953125, 11.661405563354492, 5.806092262268066
-194.53041076660156, -229.64320373535156, 1.2259835004806519, 45.50349426269531, 12.969672203063965, 14.336771011352539, 6.108191967010498
-182.25613403320312, -206.16921997070312, 1.236282229423523, 30.716299057006836, 11.25936508178711, 11.066301345825195, 5.152259826660156
-185.15731811523438, -210.86965942382812, 1.2386027574539185, 36.20117950439453, 13.36944580078125, 13.84423542022705, 6.193624973297119
-190.9500732421875, -217.09715270996094, 1.2627018690109253, 38.82085418701172, 13.098511695861816, 12.854921340942383, 5.95955228805542
-188.17112731933594, -213.0361328125, 1.3005114793777466, 34.52793884277344, 11.667739868164062, 13.09848690032959, 6.175045490264893
-186.6559600830078, -212.42782592773438, 1.2746745347976685, 34.651695251464844, 12.08969497680664, 11.744853019714355, 5.562137126922607
-192.3429718017578, -224.82542419433594, 1.352850317955017, 48.16461944580078, 13.292935371398926, 15.795669555664062, 5.81333589553833
-180.6153106689453, -204.4543914794922, 1.3335683345794678, 30.665023803710938, 11.513598442077637, 11.111042976379395, 5.643426418304443
-184.59898376464844, -209.55230712890625, 1.2371253967285156, 33.590824127197266, 11.953859329223633, 10.47494888305664, 5.355083465576172
-203.30331420898438, -257.9737548828125, 1.367356538772583, 96.72269439697266, 13.014866828918457, 19.02197265625, 5.502531051635742
-194.568359375, -225.12379455566406, 1.3639880418777466, 53.7988166809082, 12.466598510742188, 20.055524826049805, 6.133675575256348
-181.4686737060547, -205.47508239746094, 1.3291915655136108, 32.324485778808594, 10.860879898071289, 10.6171875, 5.638852596282959
-181.84727478027344, -203.97979736328125, 1.2254700660705566, 30.923404693603516, 11.393489837646484, 12.00229263305664, 6.080108642578125
-183.79698181152344, -210.42735290527344, 1.2717232704162598, 32.57377624511719, 10.076470375061035, 11.584725379943848, 5.681087017059326
-181.8080596923828, -208.167724609375, 1.440022587776184, 34.427581787109375, 10.991195678710938, 11.31334400177002, 5.69968843460083
-181.46702575683594, -201.01370239257812, 1.2971880435943604, 27.096290588378906, 10.463149070739746, 10.201489448547363, 5.466974258422852
-187.47059631347656, -215.08413696289062, 1.2681564092636108, 36.468963623046875, 10.943710327148438, 16.587291717529297, 6.781782150268555
-177.93780517578125, -202.3798065185547, 1.3313682079315186, 32.94902420043945, 11.99392032623291, 10.553653717041016, 5.082298278808594
-195.8972625732422, -219.7430419921875, 1.3224362134933472, 35.57670211791992, 11.73452377319336, 11.29189395904541, 6.147500038146973
-177.61431884765625, -200.73887634277344, 1.249254584312439, 32.667640686035156, 12.2316255569458, 10.694916725158691, 5.627049922943115
-185.76510620117188, -213.44393920898438, 1.388503074645996, 36.6600341796875, 12.173906326293945, 11.595964431762695, 5.020869731903076
-188.78790283203125, -214.06797790527344, 1.2661750316619873, 35.53293991088867, 11.71383285522461, 10.501744270324707, 5.908525466918945
-187.66607666015625, -209.27301025390625, 1.336503267288208, 31.2358341217041, 11.991032600402832, 9.882354736328125, 5.660097599029541
-179.81314086914062, -200.85964965820312, 1.3166595697402954, 27.61247444152832, 10.972590446472168, 9.96154499053955, 5.153146743774414
-187.5821990966797, -210.03945922851562, 1.3008604049682617, 29.421709060668945, 10.885374069213867, 11.241412162780762, 5.870161056518555
-177.8533172607422, -200.68394470214844, 1.3336824178695679, 32.75847625732422, 12.757796287536621, 9.985501289367676, 4.707996845245361
-184.18032836914062, -204.0869140625, 1.3100852966308594, 25.858226776123047, 12.08995532989502, 8.395962715148926, 5.289011001586914
-186.65377807617188, -206.48403930664062, 1.3368467092514038, 26.93711280822754, 9.8853120803833, 10.621928215026855, 5.235077857971191
-190.6355743408203, -211.6368408203125, 1.391091227531433, 25.985719680786133, 9.460721015930176, 9.600956916809082, 5.481015682220459
-182.1705780029297, -201.9755096435547, 1.460107684135437, 25.7989444732666, 11.594465255737305, 11.367449760437012, 5.773239612579346
-184.5155792236328, -207.47438049316406, 1.284096598625183, 35.974876403808594, 13.776630401611328, 13.257444381713867, 6.031874179840088
-190.55148315429688, -212.750732421875, 1.290536880493164, 33.22967529296875, 10.531129837036133, 13.396416664123535, 6.090031147003174
-185.99371337890625, -206.0751190185547, 1.4699769020080566, 29.140132904052734, 11.153178215026855, 10.491788864135742, 5.691722393035889
-182.16249084472656, -205.37232971191406, 1.2646535634994507, 30.700336456298828, 9.5874662399292, 12.071334838867188, 5.803658962249756
-193.32254028320312, -216.7634735107422, 1.3845958709716797, 33.29325485229492, 12.89004898071289, 12.333166122436523, 6.563937664031982
-186.63937377929688, -213.37973022460938, 1.2860238552093506, 37.9645881652832, 12.981739044189453, 12.465311050415039, 5.782447338104248
-220.66253662109375, -263.42706298828125, 1.2643568515777588, 88.31757354736328, 12.414722442626953, 35.50028610229492, 5.119497776031494
-180.10638427734375, -198.09939575195312, 1.3596736192703247, 21.954389572143555, 9.355887413024902, 9.543362617492676, 5.367068767547607
-173.03085327148438, -190.770751953125, 1.2779725790023804, 25.11800765991211, 13.051286697387695, 9.32590103149414, 5.214776992797852
-184.07850646972656, -206.59100341796875, 1.299918532371521, 29.4654483795166, 11.047821044921875, 11.867340087890625, 5.518476963043213
-194.24191284179688, -226.46324157714844, 1.2104413509368896, 41.48362350463867, 11.613837242126465, 15.3367338180542, 5.908229827880859
-189.8839569091797, -210.99588012695312, 1.4515879154205322, 32.814300537109375, 12.519933700561523, 11.46310043334961, 5.218667030334473
-187.36468505859375, -211.38816833496094, 1.2585078477859497, 30.398456573486328, 10.194939613342285, 10.64292049407959, 5.607474327087402
-193.9335479736328, -219.91676330566406, 1.3067666292190552, 38.28231430053711, 13.472748756408691, 12.345027923583984, 5.627369403839111
-189.10610961914062, -213.11691284179688, 1.3393001556396484, 29.80193328857422, 11.082894325256348, 14.667176246643066, 6.167622089385986
-191.77590942382812, -217.3119659423828, 1.2498220205307007, 38.99712371826172, 10.632696151733398, 9.555931091308594, 5.0341644287109375
-190.75987243652344, -216.71009826660156, 1.3317511081695557, 34.696170806884766, 14.886978149414062, 10.535975456237793, 5.354231834411621
-184.9474639892578, -200.84640502929688, 1.3631898164749146, 22.37549591064453, 11.213748931884766, 7.051156044006348, 4.678694725036621
-192.6237030029297, -214.48538208007812, 1.2044346332550049, 31.83074378967285, 10.733410835266113, 10.291619300842285, 5.42505407333374
-184.84201049804688, -206.59519958496094, 1.2633726596832275, 30.423133850097656, 11.434287071228027, 8.22887897491455, 4.95866060256958
-177.82655334472656, -194.3754119873047, 1.3779113292694092, 21.426591873168945, 10.984284400939941, 8.672955513000488, 4.6755170822143555
-182.68234252929688, -201.0050048828125, 1.3022141456604004, 25.931325912475586, 13.331127166748047, 10.15730094909668, 5.125917434692383
-184.77650451660156, -209.81346130371094, 1.3008047342300415, 32.97703552246094, 12.403595924377441, 11.121709823608398, 5.9441399574279785
-185.30503845214844, -204.13720703125, 1.428087592124939, 25.113622665405273, 11.499578475952148, 11.074380874633789, 5.375096797943115
-188.6317596435547, -227.3332977294922, 1.34073805809021, 49.939945220947266, 10.79116153717041, 16.336753845214844, 5.012899875640869
-181.3733673095703, -203.90225219726562, 1.3020156621932983, 30.60540199279785, 11.08083438873291, 11.35973834991455, 5.356083869934082
-182.4647674560547, -203.66473388671875, 1.3650048971176147, 28.302412033081055, 11.782389640808105, 11.08868408203125, 5.74347448348999
-181.5447998046875, -201.08596801757812, 1.2675502300262451, 25.30599021911621, 10.115653038024902, 11.872519493103027, 5.916244983673096
-180.87643432617188, -198.61622619628906, 1.351983666419983, 28.152788162231445, 13.145238876342773, 10.484315872192383, 5.591152191162109
-185.45314025878906, -205.24063110351562, 1.3648900985717773, 26.80681037902832, 9.4180908203125, 10.409772872924805, 5.382195949554443
-181.8957061767578, -203.3584747314453, 1.496032953262329, 25.92626190185547, 8.207819938659668, 14.640851974487305, 5.2100067138671875
-187.08091735839844, -206.7737274169922, 1.3095405101776123, 29.410011291503906, 11.651755332946777, 11.604939460754395, 6.106912136077881
-187.0271759033203, -207.8648223876953, 1.3891711235046387, 26.77564811706543, 10.595099449157715, 9.874759674072266, 5.343079566955566
-184.31190490722656, -203.8912353515625, 1.41304349899292, 23.74236488342285, 10.451505661010742, 9.407960891723633, 5.0910868644714355
-189.40237426757812, -210.27626037597656, 1.400933861732483, 28.175344467163086, 11.315958976745605, 8.616610527038574, 4.762412071228027
-185.45501708984375, -216.4756317138672, 1.4846361875534058, 33.51241683959961, 11.507291793823242, 21.27666473388672, 5.4809770584106445
-185.31927490234375, -205.00753784179688, 1.3412487506866455, 28.199384689331055, 12.480509757995605, 9.20403003692627, 4.84236478805542
-178.26487731933594, -193.25148010253906, 1.517345905303955, 20.32758903503418, 10.4014253616333, 8.298415184020996, 4.71612548828125
-182.8062286376953, -203.81906127929688, 1.3019403219223022, 28.350971221923828, 11.279953002929688, 10.413752555847168, 4.562521934509277
-190.95758056640625, -207.83294677734375, 1.5278033018112183, 22.888736724853516, 8.634329795837402, 9.660942077636719, 5.376550197601318
-185.9567108154297, -206.9547882080078, 1.392025113105774, 28.687259674072266, 13.746386528015137, 9.600099563598633, 5.124380588531494
-180.6154022216797, -198.99581909179688, 1.3230481147766113, 23.27029037475586, 11.260077476501465, 8.902831077575684, 5.334056377410889
-185.48231506347656, -202.23486328125, 1.405294418334961, 23.668466567993164, 10.052814483642578, 9.654427528381348, 5.234092712402344
-179.9127655029297, -199.20654296875, 1.452144742012024, 27.07585906982422, 12.151966094970703, 14.222000122070312, 4.940504550933838
-187.80401611328125, -207.85739135742188, 1.5661797523498535, 29.707582473754883, 13.821329116821289, 11.356332778930664, 5.736119270324707
-179.16888427734375, -198.91639709472656, 1.3239858150482178, 25.548583984375, 8.653289794921875, 8.879799842834473, 4.855794906616211
