SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
441.705	-13659.272	-22935.082	1.339	574.234	194.033	83.544	77.280
290.690	-11444.466	-17548.963	1.354	369.419	198.120	58.376	54.340
208.998	-10185.588	-14574.548	1.376	271.146	202.054	44.106	40.433
161.050	-9449.473	-12831.513	1.418	217.637	200.017	36.673	31.962
133.080	-8977.877	-11772.558	1.463	183.904	209.635	29.761	25.577
113.485	-8677.477	-11060.659	1.505	160.620	225.475	24.655	20.947
98.672	-8486.031	-10558.153	1.537	142.750	237.487	21.580	17.867
88.037	-8309.997	-10158.776	1.564	128.920	247.360	18.356	15.952
78.952	-8173.362	-9831.362	1.589	118.599	261.105	16.470	13.863
72.131	-8070.185	-9584.939	1.607	111.738	273.265	14.928	12.032
66.860	-8011.341	-9415.404	1.619	107.552	291.044	13.542	11.618
