SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
7248.340	3591.170	-4067.365	1.367	1073.235	195.437	0.000	-0.000
6086.199	2958.876	-3535.257	1.374	910.284	199.988	0.000	-0.000
5239.810	2540.981	-3109.251	1.377	784.069	204.237	0.000	-0.000
4522.257	2174.580	-2756.701	1.374	682.585	207.027	0.000	-0.000
4028.887	1953.526	-2483.179	1.368	598.692	210.549	0.000	-0.000
3652.238	1797.573	-2262.398	1.361	529.466	215.339	0.000	-0.000
3327.780	1633.107	-2100.976	1.358	472.420	218.520	0.000	-0.000
3079.172	1518.880	-1969.992	1.357	424.979	223.683	0.000	-0.000
2872.903	1409.435	-1870.276	1.365	383.451	228.607	0.000	-0.000
2697.218	1318.637	-1786.707	1.378	347.380	236.231	0.000	-0.000
2541.863	1228.122	-1724.040	1.393	316.958	245.476	0.000	-0.000
2407.221	1151.608	-1662.459	1.406	290.261	257.252	0.000	-0.000
2297.467	1076.695	-1629.262	1.421	267.398	268.612	0.000	-0.000
2191.688	995.883	-1605.277	1.434	248.534	283.703	0.000	-0.000
2129.188	945.354	-1596.255	1.446	232.496	297.744	0.000	-0.000
2035.170	846.612	-1595.809	1.458	218.883	314.532	0.000	-0.000
1982.164	786.727	-1605.806	1.462	207.125	331.311	0.000	-0.000
1914.443	697.779	-1622.017	1.474	197.466	349.248	0.000	-0.000
1862.882	629.147	-1638.891	1.477	189.336	367.113	0.000	-0.000
1827.673	568.272	-1665.891	1.487	182.920	386.242	0.000	-0.000
1793.325	515.909	-1690.814	1.489	177.282	403.690	0.000	-0.000
1758.164	458.356	-1708.617	1.496	171.955	420.061	0.000	-0.000
1737.140	417.589	-1728.216	1.496	167.377	431.172	0.000	-0.000
1698.387	363.648	-1738.196	1.505	163.037	444.184	0.000	-0.000
1670.351	330.628	-1748.117	1.510	159.000	452.666	0.000	-0.000
1668.227	320.798	-1753.402	1.512	155.217	459.219	0.000	-0.000
1624.166	282.809	-1749.236	1.515	151.303	462.526	0.000	-0.000
1626.199	273.031	-1758.896	1.518	147.993	467.186	0.000	-0.000
1604.223	258.059	-1753.108	1.522	144.427	468.161	0.000	-0.000
1612.016	271.805	-1749.250	1.528	141.158	467.815	0.000	-0.000
1582.989	249.066	-1741.425	1.529	138.007	467.329	0.000	-0.000
1564.402	239.017	-1732.753	1.538	134.952	464.963	0.000	-0.000
1558.699	238.266	-1730.318	1.538	132.182	467.948	0.000	-0.000
