SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
879.213	684.417	-604.165	4.286	3.612	4.651	0.000	-0.000
873.597	676.292	-602.168	4.306	3.562	4.584	0.000	-0.000
883.667	687.625	-603.711	4.328	3.527	4.484	0.000	-0.000
882.357	683.071	-604.247	4.358	3.490	4.456	0.000	-0.000
874.693	678.181	-606.358	4.373	3.416	4.340	0.000	-0.000
871.554	676.915	-605.326	4.393	3.370	4.245	0.000	-0.000
873.849	676.154	-606.457	4.419	3.345	4.190	0.000	-0.000
868.758	674.443	-605.279	4.442	3.276	4.088	0.000	-0.000
870.785	675.155	-604.389	4.449	3.254	4.048	0.000	-0.000
871.497	674.781	-603.403	4.482	3.199	3.977	0.000	-0.000
863.576	667.101	-605.053	4.503	3.148	3.884	0.000	-0.000
851.125	651.711	-605.659	4.525	3.133	3.854	0.000	-0.000
857.169	653.908	-607.195	4.538	3.099	3.802	0.000	-0.000
869.720	672.266	-606.118	4.578	3.067	3.744	0.000	-0.000
861.841	663.757	-604.313	4.593	3.029	3.697	0.000	-0.000
852.990	655.580	-605.647	4.611	2.986	3.635	0.000	-0.000
854.235	656.493	-604.915	4.634	2.978	3.593	0.000	-0.000
845.096	645.058	-606.612	4.657	2.912	3.502	0.000	-0.000
865.571	668.907	-606.565	4.668	2.865	3.446	0.000	-0.000
854.829	659.008	-606.169	4.692	2.863	3.438	0.000	-0.000
857.884	662.183	-604.326	4.720	2.846	3.391	0.000	-0.000
857.557	658.944	-606.468	4.735	2.787	3.307	0.000	-0.000
851.595	652.360	-605.855	4.756	2.779	3.296	0.000	-0.000
840.762	638.340	-606.434	4.777	2.746	3.252	0.000	-0.000
853.253	655.774	-607.936	4.793	2.729	3.222	0.000	-0.000
837.393	639.976	-608.341	4.810	2.692	3.144	0.000	-0.000
846.824	653.819	-608.536	4.834	2.667	3.150	0.000	-0.000
842.515	642.088	-608.113	4.849	2.659	3.105	0.000	-0.000
837.448	635.533	-607.983	4.865	2.617	3.044	0.000	-0.000
833.629	633.014	-607.874	4.892	2.591	2.990	0.000	-0.000
839.062	640.778	-606.557	4.913	2.577	2.968	0.000	-0.000
840.100	635.884	-610.601	4.922	2.539	2.926	0.000	-0.000
840.201	641.917	-610.507	4.946	2.547	2.921	0.000	-0.000
832.763	628.998	-609.536	4.954	2.499	2.857	0.000	-0.000
835.155	630.452	-608.587	4.978	2.509	2.860	0.000	-0.000
831.846	629.740	-607.604	5.000	2.469	2.819	0.000	-0.000
822.817	618.042	-609.312	5.022	2.460	2.800	0.000	-0.000
836.916	635.955	-611.761	5.035	2.462	2.777	0.000	-0.000
827.240	625.761	-611.721	5.042	2.431	2.822	0.000	-0.000
828.464	629.339	-607.521	5.073	2.422	2.719	0.000	-0.000
827.802	624.208	-611.866	5.086	2.364	2.652	0.000	-0.000
833.736	634.537	-609.986	5.100	2.361	2.648	0.000	-0.000
823.554	621.568	-609.038	5.117	2.331	2.617	0.000	-0.000
816.157	615.004	-609.893	5.141	2.320	2.591	0.000	-0.000
821.138	620.005	-610.523	5.146	2.304	2.581	0.000	-0.000
825.358	621.673	-610.770	5.169	2.281	2.519	0.000	-0.000
827.900	624.738	-612.372	5.173	2.289	2.549	0.000	-0.000
817.444	614.495	-612.414	5.205	2.235	2.462	0.000	-0.000
831.956	629.579	-610.779	5.222	2.264	2.504	0.000	-0.000
827.989	625.871	-613.245	5.233	2.243	2.483	0.000	-0.000
819.570	612.172	-610.346	5.243	2.248	2.477	0.000	-0.000
826.513	625.053	-608.382	5.256	2.212	2.474	0.000	-0.000
821.363	617.351	-610.335	5.279	2.207	2.426	0.000	-0.000
822.542	621.035	-614.440	5.294	2.190	2.403	0.000	-0.000
820.198	618.870	-608.780	5.302	2.171	2.394	0.000	-0.000
814.482	611.572	-609.437	5.309	2.175	2.380	0.000	-0.000
816.526	610.660	-612.790	5.322	2.170	2.408	0.000	-0.000
812.714	607.379	-612.744	5.342	2.166	2.352	0.000	-0.000
811.842	606.995	-612.848	5.348	2.157	2.367	0.000	-0.000
807.657	603.623	-611.833	5.365	2.126	2.337	0.000	-0.000
813.923	611.898	-613.478	5.382	2.123	2.296	0.000	-0.000
821.060	621.801	-612.860	5.396	2.086	2.254	0.000	-0.000
812.123	611.220	-612.227	5.404	2.147	2.321	0.000	-0.000
813.286	609.354	-613.272	5.424	2.097	2.258	0.000	-0.000
802.337	595.678	-611.550	5.427	2.094	2.274	0.000	-0.000
812.861	609.908	-611.984	5.441	2.093	2.244	0.000	-0.000
819.582	619.368	-612.781	5.451	2.085	2.232	0.000	-0.000
812.931	614.563	-611.784	5.467	2.073	2.207	0.000	-0.000
818.501	613.412	-613.546	5.467	2.064	2.210	0.000	-0.000
814.554	615.327	-613.204	5.490	2.070	2.221	0.000	-0.000
815.581	610.956	-612.055	5.510	2.060	2.210	0.000	-0.000
810.962	607.493	-615.495	5.505	2.028	2.180	0.000	-0.000
798.287	591.479	-614.545	5.524	2.039	2.186	0.000	-0.000
801.203	595.200	-613.724	5.531	2.051	2.217	0.000	-0.000
803.452	595.819	-613.486	5.540	2.028	2.179	0.000	-0.000
797.274	586.946	-614.538	5.555	2.006	2.119	0.000	-0.000
802.759	599.515	-614.319	5.558	2.008	2.137	0.000	-0.000
807.739	605.036	-611.879	5.583	2.012	2.132	0.000	-0.000
813.267	609.260	-612.320	5.581	1.986	2.110	0.000	-0.000
793.554	585.945	-614.476	5.596	1.986	2.085	0.000	-0.000
807.506	607.540	-612.705	5.602	1.982	2.083	0.000	-0.000
793.133	586.293	-613.285	5.607	1.993	2.082	0.000	-0.000
801.290	594.643	-613.453	5.615	1.979	2.089	0.000	-0.000
808.826	601.150	-616.107	5.638	1.968	2.093	0.000	-0.000
803.540	596.532	-613.958	5.638	1.963	2.083	0.000	-0.000
794.943	587.856	-614.471	5.648	1.975	2.069	0.000	-0.000
798.944	589.816	-615.252	5.652	1.961	2.066	0.000	-0.000
799.050	589.313	-617.442	5.664	1.950	2.031	0.000	-0.000
801.236	594.058	-617.601	5.670	1.956	2.058	0.000	-0.000
805.238	601.412	-613.045	5.686	1.951	2.048	0.000	-0.000
796.123	588.048	-614.966	5.690	1.953	2.037	0.000	-0.000
786.060	577.054	-615.858	5.693	1.945	2.034	0.000	-0.000
795.602	588.669	-615.591	5.705	1.960	2.020	0.000	-0.000
