SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
777.891	409.692	-776.494	2.236	21.191	35.552	4.432	5.363
780.324	419.463	-768.065	2.288	20.011	32.473	4.647	5.087
766.568	417.770	-755.425	2.367	17.935	28.211	4.528	5.107
757.828	425.016	-738.259	2.488	16.017	24.109	4.742	5.238
762.935	451.876	-721.931	2.599	14.275	21.628	4.682	5.555
758.577	463.620	-702.502	2.763	12.527	18.234	4.971	5.739
762.777	473.577	-697.783	2.899	12.110	17.336	5.487	6.237
758.143	481.889	-683.361	3.083	11.135	16.430	5.662	6.704
756.508	500.243	-667.081	3.348	10.709	15.347	6.562	7.417
759.481	505.943	-661.683	3.507	10.694	14.877	7.290	8.457
765.122	517.409	-657.693	3.673	10.154	14.214	7.072	7.924
759.259	518.894	-648.417	3.857	10.018	13.684	7.438	8.439
765.380	520.009	-652.256	3.898	10.334	14.128	7.830	8.721
753.996	514.953	-648.149	3.972	11.199	14.184	8.879	9.547
754.425	507.202	-650.820	3.957	10.163	13.309	8.136	8.572
738.752	496.895	-647.891	3.987	11.226	14.771	8.931	9.628
755.173	509.755	-654.497	3.999	11.451	15.548	9.376	10.554
762.695	525.706	-649.509	4.083	10.982	14.354	9.119	9.556
771.663	530.269	-650.571	4.081	11.240	14.860	9.081	10.129
754.497	511.594	-649.873	4.083	10.934	14.477	8.907	9.790
764.709	521.611	-654.520	4.121	11.685	14.758	9.766	9.959
751.166	508.763	-652.846	4.142	11.455	15.405	9.427	10.351
759.842	512.308	-655.999	4.069	11.462	15.001	9.348	9.867
752.651	502.321	-655.926	4.091	10.919	14.209	8.932	9.624
755.769	514.688	-649.584	4.185	11.095	14.400	9.214	9.736
751.961	504.236	-654.382	4.163	11.135	14.629	9.285	10.168
747.930	501.514	-650.862	4.236	11.505	15.378	9.907	10.560
751.784	511.343	-652.110	4.259	11.228	14.777	9.490	10.317
771.069	529.859	-652.389	4.182	12.021	15.706	10.265	10.957
752.197	505.489	-653.755	4.167	11.137	15.301	9.322	10.543
753.456	507.521	-653.460	4.253	11.591	14.933	9.713	10.461
756.795	507.937	-655.077	4.241	12.247	15.198	10.497	10.370
755.889	510.557	-653.717	4.202	11.505	15.079	9.699	10.330
752.106	501.602	-654.678	4.233	12.057	14.798	10.243	10.362
749.639	506.771	-654.177	4.257	13.630	16.650	11.543	11.703
757.598	509.364	-655.176	4.202	11.023	14.205	9.263	10.121
757.031	511.389	-654.270	4.270	12.311	15.059	10.736	10.700
769.974	528.081	-651.116	4.333	11.780	14.944	10.223	10.583
742.310	497.413	-651.717	4.303	11.862	15.119	10.108	10.404
762.628	518.398	-650.969	4.326	12.848	16.037	11.212	11.448
744.896	496.948	-655.699	4.307	12.752	16.499	11.096	11.312
756.036	510.176	-653.219	4.284	12.614	16.619	10.714	11.539
741.457	498.817	-650.944	4.313	11.862	15.356	10.135	10.613
751.853	511.379	-652.679	4.356	12.666	16.773	11.007	11.777
760.479	518.887	-653.359	4.350	11.817	15.495	10.237	10.940
751.872	507.946	-653.888	4.338	12.675	15.498	11.023	11.249
742.821	498.645	-652.196	4.388	10.834	15.293	9.498	10.273
750.087	503.730	-656.355	4.354	12.891	16.734	11.179	11.671
754.961	507.114	-655.929	4.279	12.098	15.468	10.338	10.875
754.360	512.774	-653.348	4.357	12.008	14.441	10.247	10.207
742.035	498.136	-652.849	4.384	12.004	14.843	10.351	10.839
752.043	508.378	-654.031	4.362	11.688	14.881	10.002	10.150
745.874	498.345	-658.014	4.354	12.623	16.663	11.105	11.659
761.549	520.431	-651.456	4.361	12.216	16.136	10.530	11.293
764.707	520.362	-655.642	4.350	12.965	16.737	11.218	11.012
755.569	509.761	-653.553	4.385	12.538	15.917	11.008	11.301
757.790	511.132	-656.943	4.302	13.218	17.311	11.572	12.646
760.957	517.407	-652.649	4.313	11.576	15.556	9.991	10.800
755.798	512.558	-653.149	4.351	13.324	17.144	11.511	12.017
758.547	514.398	-652.686	4.360	11.545	15.483	9.990	10.680
743.153	490.899	-657.129	4.322	12.804	16.166	11.150	11.303
759.955	509.646	-655.529	4.361	11.752	14.687	10.023	10.719
754.215	509.931	-655.495	4.321	13.050	16.731	11.529	12.094
768.551	522.889	-657.702	4.250	12.470	15.901	10.644	11.319
754.809	508.086	-655.634	4.287	12.513	15.856	10.807	11.022
743.740	492.206	-659.817	4.263	12.774	16.035	10.952	10.973
759.137	511.539	-655.033	4.327	12.134	16.381	10.696	11.517
747.020	497.668	-654.050	4.370	13.118	16.514	11.448	11.563
757.733	517.791	-650.438	4.367	12.301	15.379	10.507	10.814
758.539	515.177	-651.776	4.331	13.160	16.474	11.180	11.246
748.408	500.262	-657.334	4.317	12.803	16.110	11.018	11.187
753.133	507.198	-653.976	4.367	12.275	15.777	10.473	11.444
752.971	507.156	-650.128	4.361	12.988	17.141	11.253	11.765
754.055	506.598	-653.780	4.367	12.744	15.599	10.644	10.378
765.369	521.140	-652.988	4.342	12.737	16.240	11.008	11.077
752.612	507.097	-653.168	4.422	12.141	15.543	10.476	11.293
760.942	513.268	-658.172	4.328	12.588	16.270	10.878	11.143
745.724	492.192	-661.705	4.279	12.466	16.283	10.778	11.128
754.692	513.828	-649.374	4.389	12.257	14.225	10.753	10.495
747.881	497.966	-659.665	4.354	12.276	14.783	10.610	10.562
749.530	506.488	-654.051	4.415	12.578	15.207	11.040	11.147
764.347	517.773	-656.500	4.384	12.719	16.102	11.071	11.476
745.609	498.768	-656.525	4.344	13.551	15.480	11.281	11.138
749.182	504.844	-654.038	4.370	12.151	14.839	10.681	10.163
748.366	503.181	-651.009	4.419	12.864	15.635	11.323	11.321
744.048	498.451	-653.766	4.361	12.081	16.010	10.521	10.537
760.762	515.821	-652.782	4.287	12.907	15.955	10.874	10.786
749.017	503.084	-653.879	4.346	12.511	15.259	10.889	10.758
752.681	508.227	-653.707	4.344	11.964	15.122	10.494	11.294
753.624	500.197	-661.096	4.273	12.943	17.107	10.994	11.056
755.298	506.419	-656.273	4.329	11.564	14.454	10.073	10.092
745.980	498.867	-655.666	4.313	12.361	15.992	10.670	11.483
750.071	503.628	-653.299	4.364	13.414	16.886	11.838	12.250
741.091	488.612	-657.523	4.351	12.531	15.227	10.863	10.769
766.125	521.215	-652.789	4.416	11.498	14.824	9.952	10.355
756.719	514.225	-651.619	4.465	12.438	15.416	11.023	11.698
759.854	515.061	-655.299	4.405	12.240	15.329	10.766	11.111
761.612	517.582	-654.917	4.393	12.197	15.543	10.746	11.144
760.504	511.085	-656.825	4.363	12.722	16.358	11.119	11.407
763.020	512.955	-658.076	4.347	12.441	16.547	10.493	11.567
759.431	511.375	-656.434	4.330	12.719	16.199	10.837	11.080
767.559	521.765	-657.591	4.302	12.763	16.035	11.003	11.060
748.374	504.400	-651.204	4.381	13.839	17.059	11.930	12.413
752.938	510.049	-653.541	4.427	12.428	15.868	10.746	11.457
755.519	512.088	-653.276	4.342	12.899	16.001	11.205	11.408
758.575	508.486	-658.995	4.328	12.962	16.860	11.203	11.620
760.242	514.053	-654.434	4.344	12.216	14.834	10.605	10.450
740.413	490.521	-654.262	4.391	12.417	15.259	10.709	10.758
759.294	514.516	-654.486	4.411	12.822	16.618	11.141	11.931
752.114	504.361	-654.442	4.379	12.423	15.602	10.724	10.843
755.703	511.706	-650.931	4.436	13.665	17.188	12.025	12.279
752.137	505.766	-654.964	4.366	13.815	16.519	12.121	12.081
758.478	509.544	-654.423	4.367	12.722	16.462	11.045	11.476
751.498	504.233	-657.301	4.395	14.797	17.539	12.977	12.989
755.243	504.550	-661.610	4.313	12.469	15.663	10.766	11.030
743.298	493.879	-657.142	4.291	12.732	16.639	11.076	11.902
757.936	509.383	-655.985	4.325	12.368	15.621	10.900	10.899
762.220	515.526	-656.425	4.325	12.975	15.461	11.428	11.081
756.963	511.248	-650.978	4.433	12.924	16.319	11.317	12.041
756.232	510.734	-656.797	4.429	12.455	15.169	10.975	11.176
754.593	510.746	-650.106	4.421	13.233	16.391	11.661	11.786
748.829	502.290	-651.887	4.416	11.998	15.576	10.522	11.293
762.039	522.390	-655.341	4.349	12.726	15.800	11.306	11.334
751.947	508.503	-650.890	4.444	12.690	15.632	11.190	11.034
748.472	507.620	-647.612	4.506	12.932	16.025	11.319	11.972
746.953	502.379	-651.765	4.425	12.375	15.051	10.807	11.337
758.477	515.811	-652.489	4.438	11.711	14.990	10.081	10.617
740.880	494.075	-651.244	4.438	13.622	16.934	12.007	12.439
756.618	512.081	-652.571	4.450	13.028	16.763	11.474	12.079
745.595	497.280	-652.219	4.440	11.534	14.960	10.075	10.561
752.431	506.926	-655.196	4.433	12.726	15.720	10.898	10.571
755.387	509.811	-656.457	4.362	12.059	14.914	10.571	10.671
751.273	505.179	-654.515	4.381	14.405	17.581	12.881	12.483
758.249	511.000	-654.776	4.412	11.878	14.769	10.220	10.352
756.394	517.047	-651.257	4.435	13.646	16.680	11.843	11.981
743.890	498.040	-652.320	4.398	12.181	15.591	10.579	10.967
