SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
13955.664	7957.370	-6402.744	1.209	1112.264	182.605	0.000	-0.000
10857.872	5989.246	-5279.624	1.210	881.958	174.590	0.000	-0.000
8644.346	4632.999	-4416.096	1.211	707.142	164.556	0.000	-0.000
7091.418	3772.222	-3726.273	1.211	575.834	155.977	0.000	-0.000
5949.670	3199.743	-3155.682	1.218	474.483	145.934	0.000	-0.000
5064.095	2787.501	-2686.926	1.226	392.500	138.641	0.000	-0.000
4395.438	2498.000	-2307.578	1.240	326.531	131.094	0.000	-0.000
3879.685	2285.015	-2007.534	1.258	272.926	126.830	0.000	-0.000
3436.749	2083.037	-1761.341	1.282	229.305	123.049	0.000	-0.000
3109.819	1946.944	-1575.934	1.306	194.076	121.943	0.000	-0.000
2823.749	1801.220	-1431.711	1.335	165.520	122.696	0.000	-0.000
2579.630	1672.682	-1314.643	1.374	142.018	123.275	0.000	-0.000
2389.301	1562.199	-1232.912	1.413	123.049	125.182	0.000	-0.000
2222.870	1460.019	-1171.051	1.457	107.376	127.915	0.000	-0.000
2094.874	1373.499	-1127.911	1.496	94.831	130.824	0.000	-0.000
1972.435	1283.362	-1099.815	1.540	84.678	134.489	0.000	-0.000
1865.984	1192.238	-1082.001	1.584	76.222	136.374	0.000	-0.000
1789.521	1132.227	-1062.427	1.623	69.502	141.249	0.000	-0.000
1719.650	1073.191	-1055.673	1.656	63.651	142.060	0.000	-0.000
1637.952	998.085	-1047.572	1.692	59.157	142.484	0.000	-0.000
1582.102	956.624	-1034.783	1.724	55.096	138.921	0.000	-0.000
1516.850	899.928	-1021.006	1.754	51.462	137.286	0.000	-0.000
1460.234	861.218	-1003.969	1.786	48.577	134.139	0.000	-0.000
1420.368	837.036	-992.297	1.804	45.953	129.743	0.000	-0.000
1370.237	806.201	-977.283	1.822	43.099	122.093	0.000	-0.000
1314.367	762.166	-959.764	1.830	41.329	120.188	0.000	-0.000
1281.457	746.490	-941.955	1.834	39.708	116.816	0.000	-0.000
1256.249	741.458	-921.925	1.841	38.518	114.553	0.000	-0.000
1216.245	711.474	-905.998	1.843	37.388	112.115	0.000	-0.000
