SymKL	EUBO	ELBO	ESS	KLs_eta_ex	KLs_eta_in	KLs_z_ex	KLs_z_in
9481.955	-1164.497	-11056.192	1.343	999.007	240.704	150.112	119.241
7475.738	-865.304	-8752.154	1.355	779.074	239.880	119.274	99.833
6150.918	-529.183	-7091.574	1.369	629.605	240.550	99.418	81.704
5145.727	-331.637	-5884.859	1.371	513.753	241.299	79.606	68.796
4420.579	-140.323	-4970.763	1.381	428.638	246.518	65.660	58.707
3898.255	5.381	-4299.887	1.387	365.224	247.572	57.191	50.901
3486.969	120.808	-3776.507	1.396	313.937	246.578	50.364	44.331
3165.401	181.600	-3393.388	1.409	274.563	249.066	43.429	38.658
2926.288	229.251	-3107.079	1.426	243.090	251.128	39.190	34.934
2730.357	273.086	-2869.515	1.452	216.515	257.575	34.861	31.274
2549.514	269.810	-2688.128	1.471	193.285	263.896	30.215	26.644
2420.471	269.955	-2561.082	1.494	176.948	268.856	27.377	25.011
2325.974	279.874	-2458.826	1.518	162.686	281.903	24.726	22.999
2227.396	269.048	-2364.989	1.537	151.078	295.980	22.476	20.648
2135.348	236.336	-2307.005	1.562	141.563	303.651	20.526	18.878
2058.190	210.865	-2251.202	1.582	133.955	320.532	19.199	17.645
2007.633	196.887	-2216.689	1.597	126.958	337.099	18.003	16.586
1957.353	166.793	-2197.050	1.621	122.088	350.147	16.852	15.807
1915.377	134.795	-2187.917	1.628	119.133	366.102	16.545	15.415
1892.917	111.340	-2190.422	1.636	116.830	387.997	16.078	15.140
1865.658	76.020	-2199.216	1.646	114.522	397.653	15.485	14.053
1823.216	34.451	-2197.674	1.648	113.659	419.882	14.747	13.920
1825.475	15.974	-2218.171	1.654	112.996	429.521	15.191	14.050
1792.538	-27.226	-2228.885	1.652	113.229	435.328	15.197	14.054
1787.037	-47.161	-2243.545	1.651	111.674	446.510	14.492	13.583
1789.137	-64.568	-2263.543	1.644	112.323	466.712	14.652	13.215
1773.375	-91.048	-2271.027	1.645	112.481	476.849	14.830	14.122
1767.014	-104.010	-2278.118	1.639	111.989	493.745	14.224	13.028
1769.690	-107.458	-2287.248	1.638	112.178	507.586	14.262	14.053
1758.593	-124.498	-2292.124	1.639	112.279	515.988	14.327	13.667
1754.056	-126.984	-2291.301	1.635	112.473	521.329	14.239	13.981
1761.876	-128.138	-2297.650	1.636	112.364	529.968	14.410	13.294
